reading_id,sensor_id,sensor_code,sensor_type,datetime,value,raw_value,alert_level,data_quality_score,rate_of_change,noise_level,temperature_c,transmission_mode
18398,221,SNS0221,Soil Moisture,2018-06-26 08:51:05,66.028,67.494,Critical,0.81,2.51,1.688,-34.8,4G
18399,298,SNS0298,Seismograph,2021-10-10 04:57:42,84.028,85.689,Normal,0.901,3.63,0.07,5.1,4G
18400,294,SNS0294,Piezometer,2021-02-25 16:50:45,79.573,77.614,Critical,0.964,0.1,0.723,75.5,Satellite
18401,76,SNS0076,Extensometer,2020-11-06 21:16:21,5.439,5.631,Fault,0.871,3.99,0.203,-33.4,Satellite
18402,75,SNS0075,GNSS,2019-02-04 15:01:16,60.084,57.277,Critical,0.841,3.89,0.465,54.9,LoRa
18403,77,SNS0077,Rain Gauge,2024-06-17 13:07:56,97.001,96.017,Fault,0.885,4.6,1.663,-6.5,4G
18404,210,SNS0210,Soil Moisture,2023-03-11 21:11:51,2.255,2.29,Critical,0.836,2.11,1.488,4.2,Manual
18405,161,SNS0161,GNSS,2023-04-23 12:36:52,24.381,24.269,Warning,0.967,4.36,1.949,28.0,Satellite
18406,216,SNS0216,Inclinometer,2023-09-21 03:30:18,21.725,22.328,Warning,0.867,3.38,0.29,53.9,Satellite
18407,52,SNS0052,Tiltmeter,2022-10-08 14:51:27,73.358,72.071,Fault,0.862,1.58,0.118,60.7,Manual
18408,117,SNS0117,GNSS,2019-08-13 21:38:36,99.993,95.97,Warning,0.932,0.96,0.891,53.6,4G
18409,210,SNS0210,Soil Moisture,2020-05-05 12:45:35,20.302,20.675,Normal,0.883,0.93,0.694,-38.3,Satellite
18410,101,SNS0101,Tiltmeter,2020-04-06 21:29:15,75.603,78.169,Warning,0.906,0.02,1.158,53.9,WiFi
18411,206,SNS0206,Crack Gauge,2024-11-25 03:48:52,79.537,79.824,Warning,0.801,2.64,1.505,26.8,WiFi
18412,269,SNS0269,Inclinometer,2022-01-29 12:36:32,96.867,94.521,Warning,0.975,3.81,0.468,-5.1,LoRa
18413,105,SNS0105,Crack Gauge,2021-06-02 21:09:42,19.13,19.115,Critical,0.861,2.63,0.829,7.2,WiFi
18414,144,SNS0144,Extensometer,2020-01-02 18:36:23,76.416,75.465,Fault,0.837,0.22,1.138,-27.9,4G
18415,200,SNS0200,Accelerometer,2020-04-10 22:49:23,21.188,21.992,Warning,0.82,4.63,1.819,53.0,WiFi
18416,53,SNS0053,Accelerometer,2022-01-31 09:47:12,35.011,36.571,Warning,0.83,3.56,0.153,-38.7,WiFi
18417,86,SNS0086,Accelerometer,2021-07-03 08:44:14,18.74,18.462,Critical,0.958,2.52,0.488,-15.2,4G
18418,186,SNS0186,Accelerometer,2023-02-04 16:15:00,29.552,28.855,Normal,0.82,0.12,0.4,49.3,Satellite
18419,167,SNS0167,Extensometer,2018-05-13 01:36:58,93.723,98.259,Critical,0.917,1.92,1.528,5.8,WiFi
18420,212,SNS0212,Rain Gauge,2021-05-25 08:00:45,14.048,13.619,Critical,0.933,3.25,1.395,60.8,Satellite
18421,33,SNS0033,Extensometer,2023-09-04 20:47:49,33.918,34.182,Normal,0.981,0.55,0.049,-16.2,4G
18422,97,SNS0097,Inclinometer,2023-07-06 15:08:58,69.949,73.249,Fault,0.835,3.62,0.662,25.7,WiFi
18423,263,SNS0263,Crack Gauge,2020-09-22 01:03:16,92.543,89.732,Normal,0.818,1.64,0.388,-0.9,4G
18424,40,SNS0040,Seismograph,2018-12-04 01:15:52,36.54,34.999,Normal,0.915,4.05,0.585,-16.8,WiFi
18425,164,SNS0164,Accelerometer,2020-08-26 03:57:54,37.361,37.324,Fault,0.937,4.43,1.304,-5.0,Manual
18426,279,SNS0279,Crack Gauge,2024-05-18 07:23:09,94.24,92.869,Normal,0.994,3.03,1.268,-32.6,Satellite
18427,71,SNS0071,Soil Moisture,2020-09-28 05:33:41,15.456,15.896,Fault,0.801,1.54,0.724,60.7,WiFi
18428,204,SNS0204,Inclinometer,2024-02-29 05:02:37,22.51,23.241,Normal,0.821,2.07,0.125,57.4,Manual
18429,187,SNS0187,Crack Gauge,2022-11-13 16:40:23,64.527,61.983,Fault,0.892,1.83,1.189,64.5,Manual
18430,21,SNS0021,Tiltmeter,2019-01-10 11:09:53,53.536,54.574,Fault,0.975,0.04,1.302,34.4,Satellite
18431,54,SNS0054,Rain Gauge,2019-08-03 13:13:20,92.32,93.157,Normal,0.883,4.28,1.022,18.7,Satellite
18432,86,SNS0086,Accelerometer,2018-04-23 22:05:43,34.494,34.107,Fault,0.973,3.03,0.173,26.8,LoRa
18433,176,SNS0176,Extensometer,2021-12-07 06:03:48,75.844,79.449,Normal,0.929,3.67,1.937,-17.5,Satellite
18434,242,SNS0242,Seismograph,2020-04-20 17:21:48,42.318,41.081,Critical,0.803,2.48,1.953,21.5,4G
18435,258,SNS0258,GNSS,2024-09-02 17:23:19,17.518,17.938,Critical,0.822,3.09,0.744,63.8,LoRa
18436,33,SNS0033,Extensometer,2018-09-19 19:09:13,15.904,15.459,Warning,0.937,1.72,0.457,22.1,4G
18437,38,SNS0038,Seismograph,2019-01-11 06:11:47,99.406,103.029,Fault,0.985,0.65,0.326,-33.8,4G
18438,65,SNS0065,Inclinometer,2018-08-15 18:30:56,72.627,69.614,Critical,0.839,4.79,1.669,-10.3,LoRa
18439,160,SNS0160,Soil Moisture,2022-12-18 01:54:48,11.56,11.425,Warning,0.945,2.09,0.239,-4.1,LoRa
18440,28,SNS0028,GNSS,2022-10-31 13:13:06,45.147,42.899,Normal,0.989,3.18,0.496,1.8,4G
18441,81,SNS0081,Tiltmeter,2019-03-01 07:15:53,87.046,87.575,Critical,0.926,1.53,0.101,-13.1,4G
18442,129,SNS0129,Accelerometer,2019-06-28 05:08:02,17.672,16.946,Fault,0.908,4.99,1.481,76.9,Manual
18443,176,SNS0176,Extensometer,2023-08-25 23:13:50,29.139,30.192,Fault,0.894,3.23,1.683,21.4,LoRa
18444,158,SNS0158,Inclinometer,2024-08-30 02:28:14,35.24,35.216,Critical,0.926,0.06,0.249,-16.7,Manual
18445,274,SNS0274,Soil Moisture,2021-12-09 14:11:44,83.465,85.794,Warning,0.814,2.3,0.585,77.8,WiFi
18446,225,SNS0225,Inclinometer,2024-04-19 10:19:52,73.088,71.812,Normal,0.817,1.21,1.646,-19.1,LoRa
18447,263,SNS0263,Crack Gauge,2018-08-27 09:56:19,78.911,80.605,Warning,0.844,4.7,1.728,42.7,LoRa
18448,76,SNS0076,Extensometer,2024-01-30 12:34:33,14.611,14.038,Fault,0.835,0.25,1.999,32.2,WiFi
18449,292,SNS0292,Piezometer,2018-05-01 10:07:22,68.629,66.109,Fault,0.996,0.92,1.381,-28.2,4G
18450,176,SNS0176,Extensometer,2023-05-22 07:02:19,35.613,35.853,Normal,0.944,0.47,0.328,54.1,WiFi
18451,286,SNS0286,Soil Moisture,2024-07-07 17:46:59,4.678,4.675,Critical,0.921,0.1,0.037,59.0,WiFi
18452,137,SNS0137,Rain Gauge,2023-06-06 04:43:54,51.297,52.125,Critical,0.9,1.97,0.819,-36.3,Manual
18453,154,SNS0154,GNSS,2020-12-26 16:43:59,48.987,50.383,Normal,0.917,2.06,0.343,21.8,WiFi
18454,7,SNS0007,Crack Gauge,2023-01-18 06:40:46,55.473,56.88,Warning,0.82,2.2,0.036,-4.1,LoRa
18455,24,SNS0024,Inclinometer,2021-01-06 12:07:17,30.49,29.084,Critical,0.85,2.37,0.634,29.8,4G
18456,179,SNS0179,Crack Gauge,2018-05-16 09:15:14,87.378,84.342,Normal,0.876,1.8,1.034,13.7,Manual
18457,26,SNS0026,Rain Gauge,2022-08-05 05:27:19,31.877,33.045,Normal,0.92,1.0,1.868,15.0,WiFi
18458,284,SNS0284,Rain Gauge,2018-01-26 21:15:37,22.007,21.394,Critical,0.818,1.07,0.666,0.3,LoRa
18459,62,SNS0062,Piezometer,2022-07-19 12:17:23,26.507,25.252,Critical,0.802,0.84,0.794,67.1,Manual
18460,33,SNS0033,Extensometer,2019-11-20 14:22:23,42.785,42.279,Normal,0.857,3.0,0.535,-4.1,LoRa
18461,51,SNS0051,Accelerometer,2024-12-19 12:03:44,92.74,93.6,Fault,0.895,4.58,0.852,-21.6,Satellite
18462,115,SNS0115,Extensometer,2022-04-22 18:46:45,19.958,19.062,Critical,0.966,3.93,1.611,-6.0,LoRa
18463,221,SNS0221,Soil Moisture,2020-02-21 19:14:13,8.588,8.633,Critical,0.949,1.22,1.388,27.0,Manual
18464,224,SNS0224,Tiltmeter,2022-02-25 20:42:55,31.491,30.149,Normal,0.805,3.96,0.183,-0.9,Satellite
18465,79,SNS0079,Crack Gauge,2018-11-07 18:21:34,52.436,54.871,Warning,0.861,2.84,0.965,36.8,LoRa
18466,211,SNS0211,Rain Gauge,2021-01-04 08:26:00,39.283,37.782,Normal,0.897,1.44,1.43,3.7,4G
18467,156,SNS0156,GNSS,2023-07-12 09:38:19,54.184,53.933,Critical,0.997,4.33,0.998,57.7,WiFi
18468,153,SNS0153,Inclinometer,2019-06-17 19:18:07,3.579,3.742,Warning,0.923,4.61,0.803,-13.7,WiFi
18469,291,SNS0291,Inclinometer,2024-05-17 04:52:11,88.747,91.488,Warning,0.892,3.73,1.111,-16.3,WiFi
18470,154,SNS0154,GNSS,2022-05-15 16:13:50,69.237,68.997,Critical,0.969,2.65,0.123,17.1,Satellite
18471,235,SNS0235,Inclinometer,2022-09-26 08:55:43,95.398,96.212,Fault,0.868,0.43,1.248,75.7,LoRa
18472,277,SNS0277,Tiltmeter,2022-04-13 11:04:47,79.607,78.814,Critical,0.938,0.8,0.283,41.2,Satellite
18473,140,SNS0140,Tiltmeter,2020-07-16 12:10:14,1.464,1.466,Warning,0.977,4.33,1.966,-5.6,4G
18474,135,SNS0135,Inclinometer,2024-08-03 07:42:32,40.534,39.639,Critical,0.936,1.34,0.439,72.9,Manual
18475,145,SNS0145,Seismograph,2018-05-13 19:58:37,40.725,41.507,Warning,0.815,1.73,0.58,6.9,4G
18476,245,SNS0245,Extensometer,2024-05-27 06:39:14,14.098,13.687,Normal,0.874,4.82,1.388,-28.1,WiFi
18477,85,SNS0085,GNSS,2021-06-08 04:17:06,44.112,45.3,Fault,0.885,0.88,1.973,-19.0,4G
18478,137,SNS0137,Rain Gauge,2021-12-22 10:05:04,80.443,83.616,Warning,0.91,0.9,0.631,78.8,WiFi
18479,121,SNS0121,Extensometer,2024-06-17 01:12:31,43.508,45.462,Critical,0.801,2.36,0.76,21.7,Satellite
18480,259,SNS0259,Rain Gauge,2018-06-06 11:29:13,45.282,47.03,Fault,0.873,3.27,0.081,-16.4,LoRa
18481,219,SNS0219,Piezometer,2022-06-06 09:34:39,67.178,70.387,Warning,0.967,3.73,1.002,60.0,Satellite
18482,121,SNS0121,Extensometer,2019-06-23 16:40:00,86.427,87.715,Warning,0.965,0.69,0.983,5.2,Manual
18483,287,SNS0287,Seismograph,2020-05-10 15:15:25,58.174,59.051,Warning,0.824,1.52,0.611,46.1,LoRa
18484,79,SNS0079,Crack Gauge,2018-07-11 05:03:58,77.96,78.815,Fault,0.897,0.65,0.296,20.1,Manual
18485,3,SNS0003,Seismograph,2019-09-30 16:17:41,78.526,78.042,Normal,0.966,2.37,1.822,3.9,Satellite
18486,188,SNS0188,Soil Moisture,2023-05-02 18:36:19,58.162,57.825,Normal,0.833,4.39,1.453,27.6,4G
18487,118,SNS0118,Soil Moisture,2024-07-26 09:27:37,83.021,79.814,Critical,0.88,1.53,0.628,39.2,LoRa
18488,274,SNS0274,Soil Moisture,2020-03-26 02:53:36,9.338,9.766,Normal,0.969,2.55,0.931,30.7,LoRa
18489,91,SNS0091,Tiltmeter,2018-06-25 08:14:58,21.789,21.186,Fault,0.996,4.73,0.333,25.3,4G
18490,256,SNS0256,Seismograph,2021-02-11 08:10:36,15.989,16.314,Normal,0.991,2.14,1.398,-35.3,WiFi
18491,41,SNS0041,Crack Gauge,2021-01-15 22:54:52,45.773,44.774,Fault,0.935,3.28,0.993,-35.3,WiFi
18492,78,SNS0078,GNSS,2023-07-07 19:24:47,98.94,98.011,Fault,0.899,2.8,1.628,-10.7,Manual
18493,39,SNS0039,Crack Gauge,2019-05-09 19:32:48,38.806,38.614,Normal,0.9,2.45,0.624,17.3,Manual
18494,250,SNS0250,Crack Gauge,2019-03-02 15:33:12,34.095,33.62,Normal,0.885,2.43,0.31,70.6,LoRa
18495,235,SNS0235,Inclinometer,2020-05-05 20:07:58,43.165,43.813,Fault,0.946,3.0,0.443,25.3,Manual
18496,239,SNS0239,Rain Gauge,2023-08-06 14:02:56,94.24,94.053,Critical,0.879,1.96,0.33,53.4,WiFi
18497,24,SNS0024,Inclinometer,2022-01-21 16:59:48,84.676,80.65,Normal,0.972,2.16,1.997,51.5,4G
18498,238,SNS0238,Crack Gauge,2020-02-15 09:19:03,27.761,27.631,Warning,0.803,3.79,1.057,-17.2,4G
18499,122,SNS0122,Tiltmeter,2018-08-12 16:32:09,78.386,79.555,Critical,0.861,2.83,1.537,16.0,WiFi
18500,164,SNS0164,Accelerometer,2023-03-22 18:45:21,6.759,6.866,Critical,0.93,2.48,0.347,4.8,WiFi
18501,132,SNS0132,Extensometer,2022-01-01 13:20:34,12.311,12.423,Normal,0.974,0.85,0.698,32.6,4G
18502,70,SNS0070,Extensometer,2020-07-13 22:35:50,14.602,14.29,Fault,0.916,3.69,0.443,17.9,Satellite
18503,292,SNS0292,Piezometer,2023-06-26 16:59:24,84.81,88.992,Normal,0.871,3.07,1.73,76.3,Satellite
18504,220,SNS0220,Inclinometer,2023-02-19 07:27:40,45.599,45.855,Critical,0.869,0.7,1.858,-38.1,Satellite
18505,243,SNS0243,Soil Moisture,2024-04-03 10:53:29,34.954,34.125,Fault,0.989,0.37,1.7,-31.8,4G
18506,252,SNS0252,Soil Moisture,2022-10-31 16:35:57,4.952,4.822,Normal,0.953,3.04,1.105,61.3,4G
18507,96,SNS0096,GNSS,2018-08-24 01:23:05,71.708,68.21,Critical,0.898,0.44,1.718,58.8,4G
18508,211,SNS0211,Rain Gauge,2018-10-12 10:46:31,85.253,81.683,Warning,0.956,4.88,1.265,62.3,Manual
18509,195,SNS0195,Piezometer,2019-03-16 18:55:53,85.53,83.429,Normal,0.904,3.52,0.784,-23.5,Manual
18510,195,SNS0195,Piezometer,2019-07-02 04:44:42,6.391,6.335,Fault,0.921,0.48,0.846,-28.3,4G
18511,290,SNS0290,Extensometer,2021-06-25 03:53:51,13.317,13.591,Critical,0.963,2.47,1.824,23.4,Satellite
18512,139,SNS0139,Inclinometer,2020-03-15 00:34:38,15.257,15.065,Warning,0.942,2.49,1.169,32.5,LoRa
18513,148,SNS0148,Accelerometer,2024-09-18 17:29:37,90.04,87.196,Fault,0.905,0.16,0.568,57.3,LoRa
18514,35,SNS0035,Accelerometer,2023-07-01 14:36:27,49.081,49.562,Critical,0.932,1.51,0.048,-3.6,WiFi
18515,254,SNS0254,Rain Gauge,2023-02-28 20:03:46,59.424,57.936,Warning,0.922,2.21,1.312,15.2,WiFi
18516,151,SNS0151,Piezometer,2018-09-27 04:46:41,48.315,50.277,Normal,0.869,1.41,0.713,-23.1,WiFi
18517,57,SNS0057,Inclinometer,2018-12-28 00:58:51,14.168,14.679,Critical,0.866,3.68,0.998,67.0,4G
18518,188,SNS0188,Soil Moisture,2023-05-14 22:14:58,49.109,51.444,Warning,0.999,1.75,0.315,10.1,LoRa
18519,244,SNS0244,Inclinometer,2019-02-28 12:42:04,52.02,52.733,Critical,0.85,1.22,1.998,54.6,LoRa
18520,117,SNS0117,GNSS,2018-05-01 13:12:17,7.538,7.759,Fault,0.963,3.48,1.421,43.8,LoRa
18521,19,SNS0019,Tiltmeter,2022-01-04 11:46:04,53.477,53.726,Fault,0.812,4.45,1.864,-6.4,WiFi
18522,24,SNS0024,Inclinometer,2019-10-23 19:32:59,11.647,11.524,Critical,0.846,3.17,1.492,-11.3,Manual
18523,70,SNS0070,Extensometer,2022-09-13 00:52:27,30.373,29.255,Normal,0.85,3.03,1.812,30.4,Satellite
18524,246,SNS0246,Inclinometer,2023-05-29 22:50:49,45.272,45.018,Critical,0.813,2.26,1.047,-26.3,LoRa
18525,89,SNS0089,GNSS,2020-03-03 17:48:41,49.725,50.802,Normal,0.967,3.52,1.787,63.8,4G
18526,25,SNS0025,Tiltmeter,2019-05-24 17:06:11,65.984,66.188,Normal,0.968,4.56,1.246,-20.0,Satellite
18527,130,SNS0130,Accelerometer,2019-07-22 21:11:51,23.467,23.967,Critical,0.83,3.36,0.603,17.4,Manual
18528,29,SNS0029,Crack Gauge,2022-04-30 04:44:57,32.427,33.359,Critical,0.867,0.69,1.768,61.2,WiFi
18529,114,SNS0114,Piezometer,2021-10-29 20:04:43,63.698,64.882,Warning,0.948,2.66,0.026,42.6,Satellite
18530,90,SNS0090,Extensometer,2023-10-06 13:28:53,70.195,69.159,Critical,0.848,3.21,1.962,37.3,WiFi
18531,141,SNS0141,Crack Gauge,2020-05-20 22:08:53,78.844,75.215,Normal,0.813,0.64,0.765,-29.8,LoRa
18532,211,SNS0211,Rain Gauge,2023-08-29 05:19:46,35.353,36.461,Critical,0.906,3.14,1.565,64.0,4G
18533,235,SNS0235,Inclinometer,2021-01-13 04:59:25,67.087,63.908,Warning,0.898,2.41,0.626,62.5,Manual
18534,212,SNS0212,Rain Gauge,2018-12-08 02:07:34,57.078,59.134,Critical,0.866,3.44,0.847,27.7,Satellite
18535,233,SNS0233,GNSS,2022-09-20 05:07:28,73.813,71.557,Critical,0.81,0.42,0.686,-31.5,4G
18536,167,SNS0167,Extensometer,2021-03-06 01:09:38,66.2,68.972,Warning,0.986,3.37,1.169,-30.5,4G
18537,289,SNS0289,Crack Gauge,2018-03-12 23:36:18,37.07,37.58,Normal,0.978,3.68,0.795,31.0,LoRa
18538,162,SNS0162,Piezometer,2018-03-27 10:37:38,40.707,39.15,Fault,0.801,3.25,1.968,51.9,Manual
18539,61,SNS0061,Crack Gauge,2023-11-27 22:31:04,14.971,15.304,Critical,0.864,4.2,1.286,13.3,Manual
18540,36,SNS0036,GNSS,2019-10-20 04:41:24,69.242,66.835,Critical,0.858,3.91,1.419,73.0,Satellite
18541,37,SNS0037,Tiltmeter,2018-07-12 17:47:51,26.26,26.293,Warning,0.94,4.46,1.351,30.4,WiFi
18542,231,SNS0231,Rain Gauge,2021-12-10 05:03:04,84.694,85.531,Warning,0.868,0.44,1.323,56.9,Satellite
18543,223,SNS0223,Extensometer,2024-07-20 06:21:29,97.565,99.427,Warning,0.96,2.7,0.219,48.9,4G
18544,216,SNS0216,Inclinometer,2024-11-05 04:59:22,87.424,85.549,Warning,0.826,1.06,1.797,3.3,4G
18545,97,SNS0097,Inclinometer,2021-04-26 04:22:38,67.43,69.361,Fault,0.854,3.86,0.815,-32.8,Manual
18546,179,SNS0179,Crack Gauge,2018-04-24 01:57:43,28.412,28.692,Fault,0.876,0.68,0.185,-36.8,4G
18547,252,SNS0252,Soil Moisture,2024-03-10 13:57:31,14.151,14.655,Normal,0.896,3.11,0.305,4.8,Manual
18548,140,SNS0140,Tiltmeter,2019-04-23 14:44:39,61.716,64.393,Fault,0.99,0.8,0.459,70.1,LoRa
18549,265,SNS0265,Inclinometer,2022-02-13 16:59:55,18.211,18.073,Normal,0.928,2.82,1.565,-21.0,Satellite
18550,13,SNS0013,Inclinometer,2021-01-01 06:27:05,39.352,37.57,Fault,0.891,2.58,0.774,-12.5,Satellite
18551,79,SNS0079,Crack Gauge,2020-02-17 08:25:44,91.234,91.81,Critical,0.825,2.36,0.931,7.1,LoRa
18552,241,SNS0241,Inclinometer,2021-04-14 11:09:05,33.927,34.002,Fault,0.943,3.81,1.658,1.5,4G
18553,282,SNS0282,Extensometer,2024-09-18 11:17:53,89.911,92.415,Normal,0.848,3.6,1.381,42.4,Manual
18554,156,SNS0156,GNSS,2020-09-25 09:23:43,59.457,60.724,Warning,0.885,0.45,0.372,12.3,Manual
18555,249,SNS0249,Soil Moisture,2024-09-19 12:56:56,45.409,47.151,Critical,0.91,4.57,0.631,48.0,4G
18556,139,SNS0139,Inclinometer,2019-10-14 22:43:37,31.346,31.679,Fault,0.824,0.18,0.75,34.2,LoRa
18557,108,SNS0108,Rain Gauge,2018-05-03 19:57:41,21.116,20.497,Critical,0.899,1.57,0.436,46.5,Manual
18558,127,SNS0127,Inclinometer,2022-04-21 16:46:39,57.785,59.353,Fault,0.947,3.47,1.316,-34.3,Manual
18559,210,SNS0210,Soil Moisture,2022-12-14 18:42:11,43.984,43.161,Warning,0.988,0.52,1.92,4.4,Manual
18560,51,SNS0051,Accelerometer,2022-03-18 10:02:28,41.62,43.005,Warning,0.85,0.93,1.497,77.6,4G
18561,72,SNS0072,Extensometer,2022-08-02 10:00:44,3.853,3.843,Critical,0.91,2.46,0.244,44.8,WiFi
18562,24,SNS0024,Inclinometer,2020-08-04 03:37:24,58.13,59.543,Critical,0.84,2.12,1.127,-25.4,Satellite
18563,279,SNS0279,Crack Gauge,2019-01-23 06:53:38,4.604,4.417,Critical,0.996,0.3,0.2,33.5,Manual
18564,5,SNS0005,Extensometer,2018-03-09 00:17:37,84.139,81.522,Fault,0.891,3.06,0.322,39.1,WiFi
18565,135,SNS0135,Inclinometer,2022-04-11 00:55:48,8.443,8.457,Normal,0.818,3.02,1.85,-36.7,Manual
18566,12,SNS0012,Rain Gauge,2022-05-22 20:13:01,90.101,91.793,Critical,0.958,4.0,0.696,6.4,4G
18567,29,SNS0029,Crack Gauge,2018-10-06 01:33:15,20.863,21.548,Normal,0.995,4.69,0.479,57.2,Manual
18568,189,SNS0189,GNSS,2023-12-25 16:36:51,9.362,9.072,Fault,0.96,3.7,1.405,48.4,Manual
18569,241,SNS0241,Inclinometer,2022-05-13 10:34:27,29.694,30.748,Critical,0.915,4.64,1.319,39.0,Satellite
18570,100,SNS0100,Rain Gauge,2018-12-30 09:44:21,4.166,4.363,Warning,0.856,1.61,1.883,76.2,4G
18571,92,SNS0092,Extensometer,2022-08-20 00:44:02,91.053,92.653,Normal,0.984,3.97,1.368,-12.4,4G
18572,128,SNS0128,Accelerometer,2023-01-17 21:04:08,39.034,40.397,Warning,0.933,3.29,0.747,-28.7,4G
18573,70,SNS0070,Extensometer,2019-01-26 19:41:54,22.014,21.824,Critical,0.844,1.02,0.038,2.1,4G
18574,136,SNS0136,Soil Moisture,2019-08-04 23:16:25,54.397,51.789,Critical,0.834,3.69,0.683,24.9,Satellite
18575,109,SNS0109,Piezometer,2024-11-27 01:17:22,31.72,31.195,Normal,0.906,4.15,1.418,-11.7,WiFi
18576,131,SNS0131,Inclinometer,2019-08-23 11:47:17,77.971,78.555,Warning,0.805,4.61,1.456,30.7,LoRa
18577,74,SNS0074,Seismograph,2020-05-29 12:22:16,77.551,75.461,Fault,0.911,4.09,0.155,-26.7,WiFi
18578,240,SNS0240,Extensometer,2024-04-10 18:34:39,42.865,41.004,Fault,0.91,1.64,0.278,-28.6,4G
18579,117,SNS0117,GNSS,2021-11-20 13:04:23,14.06,13.825,Fault,0.888,3.32,1.803,30.1,WiFi
18580,11,SNS0011,Seismograph,2023-10-03 03:44:49,99.677,104.16,Critical,0.83,3.41,1.757,73.2,Manual
18581,70,SNS0070,Extensometer,2022-12-28 00:47:29,18.508,19.192,Fault,0.976,2.25,0.206,48.1,Satellite
18582,36,SNS0036,GNSS,2021-04-08 12:19:20,34.56,34.119,Critical,0.81,0.37,0.7,-1.0,Satellite
18583,66,SNS0066,Crack Gauge,2019-11-24 12:56:34,64.298,66.831,Warning,0.876,2.7,0.199,-7.7,LoRa
18584,119,SNS0119,Inclinometer,2018-10-03 16:03:48,84.396,83.802,Critical,0.87,3.01,1.336,8.5,4G
18585,23,SNS0023,Rain Gauge,2019-03-18 17:33:48,14.451,14.129,Warning,0.975,1.24,1.405,25.7,4G
18586,295,SNS0295,Soil Moisture,2018-03-04 18:05:55,27.382,27.603,Normal,0.817,2.37,0.156,53.7,4G
18587,171,SNS0171,Extensometer,2021-06-21 16:18:09,66.575,65.514,Fault,0.859,2.42,0.596,68.3,LoRa
18588,127,SNS0127,Inclinometer,2018-10-14 23:03:46,78.369,81.864,Fault,0.901,2.9,1.861,51.1,Manual
18589,1,SNS0001,Piezometer,2023-09-19 13:28:28,16.541,17.268,Warning,0.844,0.03,0.023,39.2,Manual
18590,110,SNS0110,Crack Gauge,2024-07-11 04:01:30,2.191,2.209,Fault,0.997,1.51,1.889,43.9,WiFi
18591,62,SNS0062,Piezometer,2019-07-29 11:41:18,93.202,89.906,Warning,0.828,2.04,0.609,-0.7,Manual
18592,242,SNS0242,Seismograph,2023-01-29 03:13:12,99.134,94.444,Warning,0.917,4.6,0.469,-19.6,4G
18593,217,SNS0217,GNSS,2021-11-05 11:43:04,73.285,75.785,Fault,0.865,4.45,0.949,52.2,4G
18594,128,SNS0128,Accelerometer,2018-03-18 01:30:30,49.764,50.602,Normal,0.969,1.2,1.81,-11.2,Manual
18595,232,SNS0232,Accelerometer,2023-08-04 04:16:56,58.018,58.887,Warning,0.841,4.83,1.33,50.2,4G
18596,43,SNS0043,Extensometer,2020-03-10 08:25:54,35.81,36.18,Warning,0.831,0.17,0.457,54.2,4G
18597,282,SNS0282,Extensometer,2018-02-11 19:06:10,26.983,25.917,Fault,0.867,2.78,0.621,18.7,4G
18598,249,SNS0249,Soil Moisture,2023-01-13 20:50:06,4.435,4.597,Warning,0.843,0.26,1.253,43.2,WiFi
18599,284,SNS0284,Rain Gauge,2022-03-11 16:05:45,18.085,17.999,Critical,0.957,1.94,1.203,6.2,LoRa
18600,217,SNS0217,GNSS,2018-04-06 06:58:35,36.996,38.494,Normal,0.931,4.86,1.957,69.4,Satellite
18601,16,SNS0016,Crack Gauge,2018-12-25 14:50:07,19.89,19.122,Normal,0.913,1.49,1.096,30.8,Manual
18602,185,SNS0185,Extensometer,2019-08-19 09:06:30,97.817,102.363,Critical,0.96,0.89,1.562,-9.0,4G
18603,126,SNS0126,Soil Moisture,2022-06-24 01:38:03,56.086,57.275,Fault,0.946,0.99,0.361,30.9,Manual
18604,133,SNS0133,GNSS,2019-02-26 03:20:35,66.117,69.42,Warning,0.854,3.97,1.925,-2.4,LoRa
18605,234,SNS0234,GNSS,2024-01-14 08:21:15,85.523,87.434,Normal,0.806,2.47,0.014,11.1,4G
18606,227,SNS0227,Soil Moisture,2020-02-26 19:27:25,60.061,62.984,Critical,0.816,1.72,1.655,25.3,WiFi
18607,38,SNS0038,Seismograph,2024-10-18 01:22:26,46.34,45.767,Normal,0.993,4.98,1.299,-22.5,Satellite
18608,30,SNS0030,Piezometer,2018-01-06 01:54:25,78.553,81.702,Warning,0.908,2.69,1.589,9.9,Manual
18609,90,SNS0090,Extensometer,2024-03-17 14:27:38,6.933,6.908,Critical,0.873,2.85,1.95,-20.6,Satellite
18610,84,SNS0084,Rain Gauge,2021-11-06 17:26:21,90.965,94.164,Normal,0.838,4.69,0.784,32.2,Manual
18611,38,SNS0038,Seismograph,2020-02-19 06:48:41,98.709,101.816,Warning,1.0,2.16,0.034,19.8,WiFi
18612,154,SNS0154,GNSS,2024-05-30 11:22:55,10.799,11.106,Normal,0.931,1.74,0.017,-12.5,4G
18613,280,SNS0280,Soil Moisture,2019-04-15 23:24:43,16.843,16.303,Critical,1.0,0.07,1.538,9.3,Manual
18614,192,SNS0192,Accelerometer,2018-03-23 16:30:59,40.299,41.688,Fault,0.862,4.12,1.271,21.5,LoRa
18615,246,SNS0246,Inclinometer,2024-06-12 15:02:36,16.861,16.938,Warning,0.816,3.16,0.183,-6.6,Manual
18616,177,SNS0177,Tiltmeter,2018-12-30 03:50:45,28.419,29.812,Fault,0.923,3.29,0.879,28.4,WiFi
