record_id,slope_id,district_id,datetime,stream_flow_cumec,water_table_depth_m,pore_pressure_kpa,seepage_rate_mm_day,groundwater_level_change_m,catchment_area_sq_m,runoff_coefficient,baseflow_index,stream_type,channel_gradient,infiltration_rate
1496,81,61,2018-09-26 01:41:20,1536.3,8.78,97.7,18.97,9.17,45892.0,46.9,35.18,Seasonal,222.4,0.073
1497,291,54,2024-06-21 23:10:59,2112.6,1.66,51.6,7.43,5.34,16897.0,8.3,86.02,None,417.2,0.929
1498,79,42,2021-01-06 10:24:01,3256.5,0.55,60.7,1.93,-1.21,23719.0,19.1,65.81,Ephemeral,6.3,0.534
1499,240,19,2024-10-08 17:49:26,491.5,2.36,12.0,6.18,5.81,9328.0,64.8,65.43,Perennial,17.5,0.91
1500,62,43,2020-05-20 08:00:07,1147.6,1.69,3.0,11.0,-0.57,16850.0,53.0,9.7,Perennial,289.2,0.429
1501,9,21,2023-12-06 02:29:25,1922.8,7.5,37.2,7.29,3.95,14623.0,94.1,55.06,Perennial,498.3,0.929
1502,36,33,2023-10-06 11:26:37,2573.9,2.32,67.5,6.66,5.59,7072.0,9.6,32.87,None,315.1,0.921
1503,220,47,2019-03-01 20:24:05,874.2,4.55,31.5,10.14,6.97,20098.0,5.9,49.94,Ephemeral,252.3,0.535
1504,134,20,2018-08-18 08:17:18,3240.0,0.81,89.8,5.35,-0.83,37372.0,97.1,56.24,Perennial,366.7,0.845
1505,250,11,2018-08-10 21:04:48,3022.0,7.33,53.3,5.28,4.48,21452.0,85.1,3.36,Ephemeral,402.1,0.65
1506,71,21,2024-06-29 08:29:47,2036.8,1.92,25.8,19.16,7.01,11104.0,54.2,53.08,None,111.1,0.938
1507,160,34,2020-06-29 02:02:53,406.3,0.02,9.6,14.65,2.07,12401.0,94.4,90.17,Ephemeral,295.8,0.701
1508,434,13,2023-03-06 09:12:38,3955.1,5.53,89.1,14.39,3.33,10026.0,22.7,53.78,None,47.4,0.114
1509,491,17,2019-07-15 07:48:50,1793.8,9.32,74.9,5.56,1.49,13708.0,37.5,77.77,Perennial,167.9,0.794
1510,311,5,2021-06-22 03:50:46,3902.4,0.05,77.8,18.66,6.79,45243.0,22.1,49.21,Perennial,374.2,0.923
1511,241,16,2020-08-22 19:16:56,3477.9,9.39,99.2,1.45,4.9,3657.0,81.2,4.29,Seasonal,273.7,0.691
1512,206,9,2018-03-13 17:32:18,3344.4,0.19,53.1,2.87,8.3,8580.0,31.0,17.68,Perennial,405.6,0.948
1513,31,57,2024-03-05 14:06:56,1382.1,9.55,16.5,4.16,6.46,25252.0,86.9,26.08,Seasonal,74.1,0.922
1514,385,6,2021-09-05 20:31:57,1067.6,5.55,91.1,7.14,8.21,7293.0,87.9,9.32,Seasonal,200.9,0.424
1515,477,40,2018-04-12 18:46:01,242.4,7.88,31.9,8.74,-1.9,45425.0,67.9,9.0,Perennial,306.5,0.917
1516,296,41,2021-12-27 18:30:15,2533.0,4.73,73.1,14.05,2.64,39523.0,45.1,23.67,Perennial,207.2,0.808
1517,281,58,2023-09-12 02:09:31,3901.9,5.44,67.0,18.77,-1.57,33588.0,60.3,2.33,Perennial,157.2,0.998
1518,420,62,2019-07-04 11:50:38,3778.9,7.65,77.7,15.89,4.33,36725.0,17.5,57.62,None,398.4,0.767
1519,361,43,2019-07-23 00:02:13,2652.2,1.71,24.9,9.88,-0.32,13005.0,7.5,41.53,Ephemeral,106.6,0.341
1520,63,21,2018-08-18 15:36:20,1340.2,6.22,42.3,1.96,5.85,28755.0,63.4,37.64,None,362.6,0.513
1521,138,54,2018-07-02 16:01:31,2262.6,2.27,33.1,9.03,4.55,4759.0,61.5,24.31,Perennial,183.6,0.83
1522,240,19,2019-12-21 05:55:52,4898.2,1.99,19.4,16.08,7.73,43146.0,55.8,23.01,Perennial,115.8,0.46
1523,327,20,2018-01-24 21:50:30,4560.3,8.21,66.7,12.06,0.89,49668.0,10.8,42.88,Perennial,201.3,0.464
1524,67,48,2020-01-23 13:10:40,3754.5,8.27,98.5,5.35,3.62,30491.0,69.2,37.99,Ephemeral,120.8,0.835
1525,204,25,2023-01-12 02:18:56,179.7,2.8,79.5,2.25,6.78,30412.0,64.6,64.39,Perennial,214.7,0.244
1526,466,40,2022-08-13 08:08:53,1324.7,8.47,96.8,4.72,1.49,19636.0,68.1,78.22,Seasonal,449.0,0.572
1527,201,13,2024-06-15 23:04:25,3874.8,7.79,6.2,4.24,-1.63,28717.0,34.8,59.87,None,78.4,0.924
1528,451,41,2021-07-30 18:45:25,2449.6,6.02,23.3,6.85,-0.22,28635.0,37.9,26.71,Seasonal,317.8,0.878
1529,189,17,2020-09-01 18:44:53,3826.2,6.88,44.8,3.73,7.56,46113.0,16.3,39.03,None,259.4,0.029
1530,186,38,2021-03-27 19:11:48,4717.5,2.96,53.1,10.79,1.42,22739.0,73.9,24.5,Perennial,229.2,0.787
1531,430,62,2023-03-05 06:43:16,3135.7,3.48,72.4,15.1,7.59,11050.0,92.8,10.1,Seasonal,1.4,0.443
1532,168,14,2024-04-28 06:00:09,567.9,5.94,62.8,18.72,5.62,24359.0,41.1,0.25,None,86.7,0.214
1533,297,55,2020-11-29 07:30:18,4438.4,1.93,55.7,9.95,4.87,36441.0,18.8,21.53,None,95.9,0.57
1534,443,9,2023-01-13 17:28:49,279.9,7.13,53.8,9.65,-0.89,8478.0,6.9,77.75,Ephemeral,432.8,0.725
1535,52,54,2018-09-25 04:20:09,2952.9,3.08,59.9,19.38,4.21,11067.0,68.5,57.76,Seasonal,165.7,0.425
1536,339,14,2020-08-29 03:44:37,4737.9,7.09,83.0,9.65,3.59,41289.0,2.0,50.28,None,281.5,0.295
1537,160,34,2023-11-18 06:59:38,237.8,3.48,65.5,19.96,-0.47,46009.0,5.2,76.34,Ephemeral,138.5,0.463
1538,337,59,2021-05-08 06:39:02,2557.7,1.46,52.1,3.41,1.56,23320.0,9.5,9.98,None,485.0,0.366
1539,208,34,2020-06-29 18:29:26,1663.1,8.06,63.6,4.07,0.63,46380.0,98.8,53.92,Ephemeral,305.2,0.068
1540,407,21,2024-10-12 10:56:09,3932.2,5.06,21.4,1.62,7.65,42570.0,23.7,84.29,Seasonal,442.4,0.834
1541,18,60,2018-10-27 04:30:22,3526.2,3.47,8.9,16.66,9.69,39455.0,37.3,63.15,Ephemeral,225.8,0.3
1542,271,46,2023-05-11 07:53:43,2429.2,9.87,66.5,14.79,3.02,35618.0,63.1,55.17,None,98.0,0.099
1543,380,28,2023-09-17 02:38:33,125.4,3.0,92.8,13.15,6.86,17572.0,7.9,10.7,Seasonal,29.9,0.991
1544,431,6,2022-06-20 21:19:52,2896.6,3.44,72.3,12.59,-1.51,18807.0,70.7,52.73,Perennial,455.4,0.854
1545,389,28,2023-11-19 05:31:28,2860.7,7.9,94.3,9.29,9.93,45170.0,36.0,28.08,Ephemeral,256.7,0.012
1546,321,24,2021-10-03 05:21:20,84.7,1.61,41.1,5.4,3.22,31166.0,67.6,68.59,Perennial,23.2,0.771
1547,435,55,2021-08-29 06:05:15,1848.1,1.43,6.3,14.72,2.34,48793.0,49.4,38.65,Perennial,238.1,0.377
1548,191,18,2018-02-13 10:27:14,3366.3,8.42,1.8,13.09,-1.18,12660.0,24.3,88.51,Perennial,436.2,0.603
1549,198,52,2020-09-06 21:58:43,3973.3,2.86,14.9,4.76,0.71,30905.0,9.1,82.65,Perennial,393.6,0.271
1550,318,57,2020-06-22 18:57:03,2693.0,9.1,38.7,11.95,0.07,9452.0,22.9,8.56,Perennial,153.1,0.853
1551,70,32,2020-12-19 08:12:29,3722.5,5.54,68.7,9.55,-0.84,3574.0,34.8,85.13,Perennial,440.3,0.32
1552,201,13,2020-05-11 16:46:37,2987.4,7.9,52.9,7.19,2.72,45028.0,27.7,44.18,Perennial,153.7,0.817
1553,173,36,2023-09-02 03:52:27,2443.6,9.4,40.3,11.36,-1.49,45028.0,49.2,47.62,Seasonal,71.7,0.251
1554,285,41,2021-12-08 10:33:41,2888.8,0.23,93.0,1.79,3.71,2840.0,71.4,88.73,Ephemeral,381.5,0.767
1555,26,28,2023-02-22 18:23:41,4381.7,8.88,95.5,18.81,6.44,25593.0,49.5,97.98,Ephemeral,244.9,0.157
1556,365,43,2022-03-17 19:27:52,1784.2,7.75,3.9,1.91,4.41,11455.0,71.8,44.11,Ephemeral,345.8,0.139
1557,395,53,2024-05-04 11:14:46,3210.6,1.39,18.8,10.9,-1.38,23566.0,31.7,64.83,None,73.3,0.329
1558,432,24,2018-07-10 22:38:50,3484.4,9.86,57.7,18.84,9.2,20192.0,38.2,2.61,Perennial,471.7,0.196
1559,466,40,2022-03-31 22:16:05,718.9,5.86,49.1,13.83,2.85,41250.0,94.0,44.12,None,114.1,0.329
1560,271,46,2023-10-07 20:00:39,94.0,8.05,40.4,9.36,3.15,31962.0,64.8,77.26,None,471.4,0.996
1561,405,16,2018-12-02 15:48:37,2656.0,5.75,1.9,18.58,9.51,32031.0,85.0,68.82,Perennial,443.6,0.066
1562,300,25,2024-04-21 03:16:49,561.0,3.28,13.1,14.81,3.13,22258.0,97.2,94.96,Perennial,188.2,0.467
1563,350,18,2020-12-05 06:57:27,4631.3,5.09,66.7,10.32,7.48,20308.0,87.0,97.89,Perennial,240.6,0.767
1564,113,30,2024-12-05 22:09:03,1047.0,8.98,51.7,11.31,1.62,11201.0,63.2,42.51,Perennial,123.6,0.438
1565,441,56,2024-03-31 17:05:08,4743.3,1.58,61.7,4.17,1.82,20336.0,88.8,82.2,Perennial,12.1,0.588
1566,413,7,2023-04-21 01:45:24,4471.6,4.35,78.6,4.9,5.12,48950.0,34.6,82.74,None,175.3,0.993
1567,2,16,2023-01-18 05:26:24,4192.1,4.71,60.1,3.52,2.99,47677.0,30.4,13.91,Seasonal,98.2,0.588
1568,205,21,2019-07-12 03:17:37,1936.6,8.08,98.5,4.2,-0.45,4553.0,25.1,68.0,None,229.6,0.716
1569,350,18,2024-03-18 18:00:17,4815.3,2.55,60.5,8.51,2.02,33275.0,8.0,45.94,Ephemeral,263.8,0.173
1570,429,40,2018-01-24 22:01:15,3470.3,8.55,0.8,11.87,6.53,16315.0,44.2,44.07,Seasonal,211.2,0.966
1571,359,40,2024-02-21 07:23:52,4153.7,8.47,4.8,15.81,6.26,42242.0,88.8,19.37,Perennial,462.7,0.814
1572,362,55,2024-10-07 01:03:25,777.5,0.87,74.9,10.11,4.14,9003.0,23.7,2.38,Perennial,356.3,0.531
1573,308,8,2019-12-09 12:18:10,4482.3,0.59,95.4,12.23,2.59,32992.0,23.4,71.22,Perennial,265.9,0.152
1574,159,55,2022-05-01 14:19:39,4013.4,4.24,22.6,13.79,8.34,6549.0,89.2,59.39,Ephemeral,175.9,0.463
1575,378,36,2022-01-26 23:16:54,212.3,6.86,52.5,10.5,8.46,26361.0,81.4,26.76,Seasonal,191.1,0.39
1576,19,30,2024-04-23 07:41:16,4746.8,5.36,62.0,6.61,6.66,43520.0,94.1,48.88,Ephemeral,410.5,0.575
1577,450,35,2018-07-24 01:55:42,2598.3,3.65,49.4,15.39,1.59,11894.0,0.2,44.94,Seasonal,78.6,0.003
1578,399,2,2022-10-07 15:05:25,3936.8,2.02,36.8,4.92,3.79,42362.0,9.6,52.02,Ephemeral,67.8,0.511
1579,441,56,2020-05-26 13:10:29,4181.1,3.75,81.0,13.01,1.28,49266.0,82.2,64.0,Perennial,325.2,0.576
1580,173,36,2022-04-09 01:50:15,1672.7,7.48,21.6,9.92,1.19,39907.0,6.9,56.07,None,412.0,0.573
1581,34,25,2020-10-02 12:13:18,4061.6,8.67,17.4,19.07,2.13,38237.0,89.3,19.56,Seasonal,348.8,0.259
1582,289,31,2024-09-12 06:07:17,915.0,0.18,0.5,9.56,5.08,8107.0,31.6,21.51,Perennial,169.6,0.953
1583,394,62,2023-10-13 23:12:35,649.5,6.76,83.3,4.94,4.3,44647.0,68.0,38.12,Ephemeral,153.6,0.233
1584,294,22,2020-03-13 23:59:01,4177.6,6.55,65.0,18.54,-0.37,10535.0,35.9,4.04,None,390.2,0.3
1585,388,43,2019-07-17 08:15:08,1430.3,8.34,82.2,11.42,2.32,38734.0,54.9,45.9,Ephemeral,23.1,0.513
1586,24,8,2024-02-25 03:16:50,4917.0,4.21,82.5,11.77,4.74,15943.0,47.6,47.97,Ephemeral,15.0,0.743
1587,161,24,2023-07-07 14:29:53,1589.2,3.54,9.0,14.98,6.87,40824.0,43.4,36.77,None,465.0,0.682
1588,52,54,2021-10-20 01:17:36,4079.7,8.04,17.4,6.06,1.55,34792.0,33.8,44.6,Perennial,416.6,0.332
1589,142,53,2023-08-11 17:47:58,1735.9,8.25,84.3,7.68,8.37,23714.0,32.5,94.81,Perennial,149.2,0.19
1590,456,7,2023-06-03 00:21:20,4358.6,6.56,91.5,5.31,2.04,15520.0,70.6,30.11,Ephemeral,49.9,0.526
1591,226,5,2020-04-08 05:03:29,1663.2,8.48,17.8,10.05,3.36,31372.0,91.7,3.48,None,47.1,0.31
1592,197,62,2023-04-04 07:00:00,780.8,1.91,44.2,5.76,7.54,16271.0,11.7,6.86,Seasonal,155.8,0.534
1593,176,21,2024-12-04 16:57:34,3867.1,0.6,67.5,7.26,-1.23,44857.0,27.2,44.46,Perennial,383.8,0.114
1594,423,20,2019-08-13 22:23:49,2378.0,3.96,60.3,12.19,1.58,37576.0,33.2,95.65,Ephemeral,11.0,0.368
1595,418,51,2022-07-17 19:15:35,53.3,7.67,87.3,7.57,1.3,35038.0,57.5,53.98,Perennial,16.0,0.774
1596,217,47,2020-02-15 04:22:11,1661.9,3.39,87.4,2.75,-0.4,2604.0,17.3,42.03,Perennial,315.3,0.442
1597,109,47,2023-09-12 18:49:21,1218.4,2.4,48.8,7.88,5.69,47292.0,29.3,86.71,Perennial,432.5,0.848
1598,26,28,2019-06-14 13:25:22,3650.7,3.5,1.1,7.41,9.68,27698.0,38.1,78.87,Perennial,445.0,0.035
1599,236,28,2023-07-24 06:26:18,3849.6,9.7,59.1,17.22,1.02,3031.0,16.3,79.87,None,30.2,0.825
1600,439,51,2024-02-08 13:59:34,472.6,3.8,73.9,19.81,4.45,23038.0,2.9,8.43,Perennial,245.0,0.678
1601,119,18,2021-07-20 00:32:20,2601.0,1.89,85.8,5.02,4.38,36060.0,23.9,69.81,Perennial,146.6,0.769
1602,366,16,2024-03-25 12:07:42,457.8,3.53,55.7,14.2,5.55,31688.0,45.8,17.46,Ephemeral,133.4,0.753
1603,291,54,2018-01-12 02:39:22,977.7,4.33,42.3,16.65,4.52,35372.0,85.1,93.89,None,88.4,0.974
1604,430,62,2022-11-28 12:42:01,130.4,3.16,66.2,0.06,1.85,4934.0,45.3,48.59,None,11.1,0.991
1605,123,54,2022-08-23 18:27:02,4526.5,7.45,65.2,6.35,1.77,8618.0,64.8,58.99,Ephemeral,239.7,0.545
1606,74,43,2022-12-05 08:29:06,3388.2,2.88,61.4,19.7,6.04,44525.0,27.7,48.19,Ephemeral,246.1,0.648
1607,170,32,2018-06-30 19:45:11,2172.8,2.63,16.2,12.64,-1.15,25706.0,98.9,7.85,Perennial,139.2,0.739
1608,397,54,2023-03-08 05:52:48,1231.4,4.22,65.0,2.09,3.14,14121.0,19.7,79.95,Seasonal,457.0,0.26
1609,452,34,2022-09-18 05:52:49,1757.4,3.74,16.2,7.11,6.25,12604.0,39.8,13.61,None,217.4,0.736
1610,428,54,2018-01-24 10:14:50,2580.3,4.77,69.2,5.09,-0.39,4548.0,52.8,45.25,Ephemeral,403.5,0.931
1611,217,47,2023-07-30 02:26:04,2274.6,4.5,50.4,10.19,6.72,2572.0,89.9,24.91,Ephemeral,143.9,0.675
1612,289,31,2018-03-05 14:00:27,518.6,9.3,34.8,2.7,-1.21,17341.0,32.3,30.11,Ephemeral,175.0,0.115
1613,87,37,2024-04-21 06:57:34,3347.4,4.5,78.5,0.09,9.55,35065.0,89.5,15.57,Ephemeral,420.5,0.36
1614,177,17,2022-05-31 08:23:54,4927.3,5.0,36.1,14.67,6.85,17955.0,26.0,73.29,Ephemeral,323.0,0.765
1615,439,51,2020-12-20 03:36:20,4374.6,4.85,20.1,4.05,-0.69,38962.0,12.2,71.47,Seasonal,36.9,0.197
1616,390,28,2018-12-24 13:33:51,179.3,4.49,64.6,3.24,3.99,37266.0,31.7,96.22,Ephemeral,20.0,0.842
1617,299,45,2021-05-01 06:34:48,2555.4,3.15,23.2,13.09,6.51,48841.0,29.4,29.45,Ephemeral,388.7,0.226
1618,373,44,2020-08-31 12:41:56,4659.6,2.97,26.4,3.07,9.06,2759.0,72.0,58.85,None,472.8,0.331
1619,257,50,2022-10-30 14:32:43,2108.8,4.27,67.0,16.94,0.26,31467.0,94.7,45.77,Seasonal,24.6,0.439
1620,174,33,2018-05-02 00:38:37,2309.4,2.26,56.1,8.3,7.4,4852.0,20.6,54.24,Ephemeral,433.8,0.494
1621,490,11,2024-08-07 14:51:08,2352.3,8.8,10.8,0.55,-1.22,32884.0,9.6,87.13,Ephemeral,101.1,0.92
1622,206,9,2020-10-14 22:55:56,2168.6,6.9,49.7,15.19,3.62,31333.0,97.4,27.87,Seasonal,239.5,0.708
1623,375,28,2022-03-16 11:32:13,3446.6,8.93,19.4,17.32,5.37,42239.0,55.2,31.59,None,108.7,0.667
1624,72,18,2022-06-17 10:15:57,4800.4,1.54,88.5,12.85,-0.65,29615.0,6.8,48.77,Ephemeral,137.9,0.173
1625,313,39,2023-12-06 20:18:09,4365.4,7.33,31.5,11.54,5.58,16310.0,11.3,40.04,None,372.6,0.104
1626,287,12,2022-09-20 08:48:58,1983.1,0.77,31.7,19.86,0.62,18930.0,31.5,99.99,Seasonal,198.8,0.984
1627,339,14,2019-11-22 19:27:40,167.3,5.25,70.5,7.41,8.89,32653.0,1.2,51.32,Perennial,222.6,0.6
1628,33,36,2019-09-01 04:10:31,1609.6,0.26,0.5,16.55,-1.64,11043.0,29.4,74.05,Perennial,61.4,0.128
1629,475,57,2021-05-14 15:27:44,3510.0,5.09,79.0,16.13,9.07,48258.0,77.1,17.13,Perennial,269.3,0.534
1630,115,9,2021-05-16 00:10:19,1079.4,0.58,70.2,6.77,0.6,6848.0,81.8,63.37,Seasonal,74.2,0.833
1631,238,31,2024-05-19 00:50:25,1047.0,2.76,11.4,9.39,5.1,47436.0,15.9,67.92,Perennial,254.4,0.756
1632,102,34,2022-08-16 23:14:37,1526.5,3.79,97.9,5.22,8.74,28492.0,25.4,59.87,None,340.1,0.439
1633,5,32,2020-08-30 07:21:39,4486.4,5.99,13.3,8.06,5.25,33772.0,60.3,62.07,Seasonal,179.2,0.416
1634,95,4,2023-04-05 13:02:20,3687.1,5.1,28.2,17.01,0.52,38309.0,30.3,75.38,Seasonal,341.7,0.359
1635,145,47,2019-02-26 06:33:55,83.5,9.74,71.7,13.83,6.92,32650.0,35.6,8.64,Perennial,147.7,0.761
1636,259,40,2020-04-29 11:32:41,379.9,7.13,79.4,15.21,7.23,13319.0,10.2,67.5,Seasonal,357.8,0.626
1637,123,54,2019-06-25 09:32:15,2333.3,2.97,10.5,2.9,6.23,38019.0,17.3,68.93,None,404.9,0.777
1638,334,48,2023-06-03 08:56:05,4068.5,3.03,98.4,16.26,-0.42,36043.0,92.4,50.32,None,319.6,0.27
1639,484,10,2020-03-15 07:15:22,3505.7,6.35,98.6,1.15,5.29,10461.0,7.6,80.85,Ephemeral,4.6,0.828
1640,50,58,2022-06-29 20:00:43,4305.9,6.47,93.8,4.24,5.32,34575.0,43.2,17.31,None,273.2,0.653
1641,377,24,2019-01-27 21:13:33,4871.7,9.1,42.2,8.42,3.94,8036.0,16.5,99.56,Seasonal,147.2,0.855
1642,461,25,2021-12-31 06:36:21,919.2,8.31,26.8,15.04,3.62,6161.0,82.0,22.82,None,439.7,0.034
1643,481,6,2022-09-23 16:27:41,2162.1,7.9,36.6,11.8,1.19,44638.0,40.7,9.45,Seasonal,260.8,0.118
1644,157,27,2023-08-15 17:04:16,4812.0,7.76,65.4,12.07,9.81,26732.0,43.0,29.73,Ephemeral,440.3,0.622
1645,374,13,2022-04-21 12:44:21,1180.2,4.22,92.9,4.41,0.27,45544.0,16.7,78.1,Perennial,274.7,0.47
1646,17,21,2022-08-16 12:46:09,2859.9,3.56,77.3,8.94,0.49,3978.0,89.8,88.21,Seasonal,326.6,0.128
1647,36,33,2020-07-13 01:10:28,4307.6,3.52,75.4,3.96,8.96,7995.0,35.9,66.56,Ephemeral,5.9,0.22
1648,277,10,2021-11-05 03:16:08,3885.0,9.94,37.9,9.95,5.12,36995.0,37.2,52.11,Perennial,148.2,0.554
1649,467,57,2019-02-12 11:51:24,1906.1,3.88,37.7,5.8,5.65,41469.0,29.7,12.23,Seasonal,101.6,0.005
1650,160,34,2018-09-25 10:58:47,4387.0,7.86,6.7,4.18,-1.2,6411.0,43.3,14.46,Ephemeral,355.2,0.539
1651,187,36,2018-12-30 18:17:38,2368.1,2.69,15.5,16.11,0.44,6987.0,65.6,26.48,Perennial,124.0,0.101
1652,482,6,2019-06-02 12:34:33,4937.8,8.85,71.6,1.37,7.34,30548.0,73.2,53.34,None,14.8,0.755
1653,319,12,2019-02-05 00:23:49,2105.4,8.79,0.3,19.28,4.28,38468.0,56.3,7.61,None,289.7,0.199
1654,75,15,2022-06-05 12:41:03,90.1,6.43,65.2,1.12,0.57,5254.0,65.6,34.93,Seasonal,22.2,0.18
1655,21,25,2022-12-09 07:45:25,4153.6,0.99,33.9,8.69,4.85,4010.0,39.8,91.79,Perennial,40.3,0.454
1656,432,24,2021-04-28 21:07:44,1839.5,2.07,81.2,19.96,5.65,16112.0,56.0,66.88,Ephemeral,44.8,0.642
1657,219,16,2021-03-09 15:17:22,2538.0,1.58,83.3,19.43,1.38,34764.0,40.3,22.46,Seasonal,276.7,0.167
1658,196,48,2022-01-06 06:59:49,4139.8,3.69,65.2,8.59,2.0,29398.0,6.7,55.7,Perennial,212.0,0.503
1659,34,25,2018-03-29 03:03:04,1085.5,6.45,98.5,12.47,9.94,8352.0,49.9,27.75,Perennial,478.9,0.723
1660,496,32,2018-02-03 10:39:08,4843.3,2.12,79.9,6.95,2.62,48104.0,82.4,53.35,Ephemeral,141.9,0.041
1661,142,53,2023-05-22 00:33:47,4039.4,2.39,53.6,9.25,-0.18,39682.0,73.0,76.08,Seasonal,60.8,0.464
1662,240,19,2019-11-10 12:00:31,629.6,4.52,1.8,3.49,9.47,46293.0,11.8,65.14,Ephemeral,215.8,0.566
1663,426,27,2019-02-07 22:34:42,3071.9,3.16,15.6,12.41,-0.97,5608.0,91.1,18.57,None,180.1,0.736
1664,167,44,2020-02-23 08:58:00,3908.4,0.06,83.4,6.15,-0.04,43838.0,73.7,99.14,Ephemeral,228.9,0.245
1665,286,9,2018-12-18 01:38:25,3816.4,6.51,3.7,13.14,1.82,14975.0,86.4,64.89,Perennial,102.1,0.453
1666,73,29,2022-11-22 12:52:48,716.6,3.11,14.9,13.49,-1.24,43654.0,7.6,95.98,Perennial,149.4,0.195
1667,479,15,2019-02-01 07:56:36,1836.1,2.05,29.7,9.45,3.25,9667.0,33.4,85.79,Perennial,341.4,0.313
1668,246,9,2023-08-18 04:03:49,4431.9,2.68,54.5,9.05,-0.71,39837.0,1.3,13.27,None,38.3,0.388
1669,195,6,2022-11-25 08:30:16,663.6,8.12,49.7,2.32,0.7,25213.0,30.7,18.51,Seasonal,125.3,0.24
1670,183,43,2019-03-24 22:16:07,567.4,3.44,90.0,3.77,3.63,40499.0,63.4,69.61,Perennial,170.5,0.404
1671,344,53,2022-02-07 15:31:32,2265.9,5.88,7.2,0.28,6.47,41708.0,56.4,79.92,Perennial,283.0,0.258
1672,395,53,2022-09-09 11:44:18,3795.9,8.37,19.4,16.97,2.28,46213.0,81.8,74.16,Seasonal,143.7,0.201
1673,30,26,2022-02-02 00:29:28,1384.5,8.81,72.0,18.43,4.2,43906.0,92.9,2.42,Seasonal,268.9,0.836
1674,155,34,2018-05-15 21:48:15,3196.7,9.2,72.4,13.21,8.34,42880.0,34.6,99.35,None,490.9,0.56
1675,460,49,2022-09-02 05:34:48,603.5,3.85,94.6,7.84,2.17,19403.0,18.2,86.61,Seasonal,355.3,0.909
1676,28,54,2024-04-06 01:39:07,4236.4,1.51,34.6,14.41,8.52,7394.0,10.4,3.52,None,178.4,0.584
1677,203,36,2018-03-06 02:51:27,830.7,9.0,50.6,11.5,9.96,42394.0,6.9,68.43,Seasonal,16.8,0.127
1678,227,37,2022-02-26 14:37:20,1028.6,3.24,62.7,10.05,1.93,31869.0,24.3,79.16,Seasonal,428.0,0.245
1679,205,21,2024-11-03 15:38:21,1907.7,1.49,39.4,1.62,6.0,19489.0,4.8,46.54,None,264.5,0.566
1680,77,47,2020-11-26 20:49:59,3999.9,4.56,23.4,6.58,-1.53,814.0,44.5,41.12,Ephemeral,89.0,0.122
1681,92,15,2020-04-09 23:32:07,4755.1,3.45,16.6,13.94,1.97,17458.0,46.5,29.14,Ephemeral,325.5,0.267
1682,155,34,2024-08-23 04:53:36,2535.8,3.49,72.9,11.09,2.42,6247.0,25.1,5.5,Seasonal,85.1,0.532
1683,346,34,2018-05-26 22:19:20,3770.1,6.82,2.8,16.92,9.6,2951.0,53.7,15.32,Ephemeral,443.1,0.088
1684,26,28,2022-03-28 16:41:29,1780.5,5.95,68.1,9.56,-0.33,29368.0,57.3,9.03,Seasonal,224.5,0.585
1685,29,60,2023-06-15 09:43:39,4949.4,9.33,41.0,1.15,0.61,30661.0,99.6,19.36,Ephemeral,302.2,0.266
1686,4,19,2020-03-04 04:48:59,2004.0,7.19,63.8,5.72,6.14,38133.0,37.6,8.87,Ephemeral,216.3,0.554
1687,282,32,2024-04-18 21:29:19,2648.0,0.18,42.4,1.24,4.37,46650.0,7.9,79.47,Ephemeral,332.0,0.949
1688,364,17,2024-05-14 12:52:11,1033.7,5.7,21.4,10.84,9.24,46431.0,91.0,62.68,Seasonal,310.1,0.494
1689,418,51,2020-01-27 14:32:22,4380.3,5.68,64.0,19.8,7.83,38081.0,86.4,33.27,Ephemeral,357.2,0.412
1690,30,26,2020-06-22 18:34:54,3190.5,3.47,40.4,18.53,3.67,29621.0,0.1,33.75,Seasonal,469.8,0.328
1691,442,7,2019-01-24 01:47:21,970.6,9.44,79.1,4.0,6.69,40421.0,47.9,25.78,Ephemeral,468.8,0.458
1692,149,8,2019-04-28 16:17:24,4990.1,5.36,46.7,7.85,-1.66,27901.0,46.2,60.88,Seasonal,403.2,0.777
1693,368,31,2022-09-07 20:41:23,3914.2,2.51,30.0,11.72,3.59,4981.0,69.4,98.47,Ephemeral,48.5,0.521
1694,436,18,2019-05-23 13:51:42,2742.2,4.77,52.2,8.95,1.97,32146.0,83.8,86.47,Seasonal,328.9,0.853
1695,434,13,2023-07-25 05:11:53,2889.8,7.06,68.8,14.27,6.22,30679.0,92.0,56.97,Ephemeral,456.6,0.358
1696,430,62,2019-11-15 06:10:02,1056.1,2.61,20.5,10.23,6.95,4376.0,91.9,27.55,None,297.9,0.424
1697,18,60,2024-08-30 11:25:19,2102.3,0.27,29.5,1.19,2.46,49688.0,8.2,27.03,Perennial,469.4,0.556
1698,340,31,2018-02-08 11:20:55,59.5,1.97,5.3,8.26,7.11,9819.0,22.4,36.78,Ephemeral,67.1,0.372
1699,287,12,2024-02-02 22:42:53,4577.3,2.53,30.7,9.99,1.14,12045.0,88.6,85.3,Seasonal,490.3,0.861
1700,490,11,2021-12-17 06:59:24,4274.4,0.48,24.2,1.23,-1.56,32877.0,59.4,48.81,None,38.1,0.851
1701,81,61,2020-03-05 08:06:26,1797.7,8.76,71.9,14.69,2.35,1623.0,91.9,63.56,Seasonal,143.6,0.218
