report_id,state_id,district_id,event_id,report_datetime,reporter_id,reporter_type,lat,lon,observation_type,damage_severity,weather_at_site,rainfall_observed_mm,visibility_m,verification_status,ai_validation_score,photo_path
1458,4,38,,2020-04-04 11:00:27,FIELD_7322,Citizen,29.55113,98.64849,Flooding,Moderate,Rain,91.2,69.2,Verified,0.67,photos/FR01458.jpg
1459,7,57,,2022-02-01 23:52:52,FIELD_9688,Forest Guard,23.37392,93.14766,Road Blocked,Minor,Clear,273.7,112.0,Under Review,0.67,photos/FR01459.jpg
1460,3,29,797,2024-02-19 06:08:11,FIELD_2267,NDMA Officer,25.812,98.81426,Road Blocked,Severe,Heavy Rain,852.6,199.6,Verified,0.5,photos/FR01460.jpg
1461,8,61,57,2022-04-20 14:01:45,FIELD_9551,Police,26.93243,90.17232,No Activity,None,Rain,730.4,34.9,Submitted,0.33,photos/FR01461.jpg
1462,5,43,333,2021-06-07 10:39:24,FIELD_3874,District Admin,29.7575,97.90034,Damage,Severe,Heavy Rain,209.2,154.3,Rejected,0.09,photos/FR01462.jpg
1463,7,55,117,2018-07-17 20:21:05,FIELD_5801,NDMA Officer,28.88718,93.98294,Flooding,Moderate,Cloudy,628.6,100.4,Under Review,0.62,photos/FR01463.jpg
1464,6,54,677,2018-12-02 16:24:10,FIELD_5152,Forest Guard,29.5802,91.54026,Damage,None,Clear,783.3,20.5,Submitted,0.8,photos/FR01464.jpg
1465,4,37,,2024-12-06 14:19:21,FIELD_6484,GSI Geologist,26.71597,94.4027,Flooding,Moderate,Cloudy,387.7,15.6,Verified,0.26,
1466,7,58,158,2023-02-11 12:59:28,FIELD_6919,Police,27.31197,94.6421,No Activity,None,Cloudy,919.6,22.9,Archived,0.24,
1467,6,53,,2019-01-22 07:20:54,FIELD_2352,District Admin,28.30557,91.26178,Flooding,Severe,Clear,59.9,16.5,Rejected,0.6,
1468,6,47,547,2020-09-05 19:25:34,FIELD_6453,GSI Geologist,29.48041,99.50856,No Activity,None,Cloudy,290.1,129.0,Verified,0.56,
1469,4,39,,2018-07-25 23:00:04,FIELD_4949,Forest Guard,27.21874,91.24296,No Activity,Minor,Cloudy,358.3,102.6,Submitted,0.52,
1470,4,34,510,2024-08-25 09:01:15,FIELD_8424,GSI Geologist,25.77189,97.60438,Crack Observed,Minor,Rain,427.0,94.8,Verified,0.47,photos/FR01470.jpg
1471,2,17,402,2020-12-16 05:49:57,FIELD_9876,Citizen,24.03279,92.90903,Flooding,Severe,Clear,379.6,186.0,Submitted,0.57,photos/FR01471.jpg
1472,2,13,836,2021-08-15 13:37:09,FIELD_5767,Forest Guard,26.2398,99.98435,Flooding,Minor,Heavy Rain,177.4,53.5,Rejected,0.39,photos/FR01472.jpg
1473,2,16,,2024-10-11 05:35:15,FIELD_3290,Police,23.67502,90.80619,Landslide Observed,Moderate,Heavy Rain,305.7,49.1,Archived,0.83,photos/FR01473.jpg
1474,1,6,147,2024-05-25 01:15:20,FIELD_2212,GSI Geologist,26.27303,96.9692,Flooding,Severe,Cloudy,645.4,101.6,Submitted,0.21,photos/FR01474.jpg
1475,1,3,861,2020-10-28 05:09:04,FIELD_3706,District Admin,27.1785,98.85442,No Activity,Severe,Clear,766.4,171.9,Under Review,0.5,
1476,5,40,,2024-03-03 15:42:38,FIELD_8060,NDMA Officer,27.73474,97.49154,No Activity,Moderate,Rain,760.1,92.9,Rejected,0.24,photos/FR01476.jpg
1477,8,62,,2023-05-30 10:23:39,FIELD_4591,NDMA Officer,27.06796,92.24273,Damage,Severe,Cloudy,140.3,196.9,Archived,0.93,photos/FR01477.jpg
1478,6,52,,2022-02-03 17:45:10,FIELD_4868,NDMA Officer,28.49615,99.7406,Flooding,Minor,Rain,538.1,15.4,Under Review,0.89,
1479,2,22,628,2020-04-23 07:41:07,FIELD_4375,NDMA Officer,22.52294,96.13891,Road Blocked,Severe,Cloudy,355.7,196.1,Archived,0.5,photos/FR01479.jpg
1480,6,48,706,2019-01-07 05:37:58,FIELD_5378,NDMA Officer,26.6152,94.87241,Road Blocked,Minor,Heavy Rain,20.7,82.5,Submitted,0.46,photos/FR01480.jpg
1481,5,46,996,2019-08-03 07:25:30,FIELD_5917,GSI Geologist,23.35448,97.8154,Flooding,Minor,Rain,736.1,189.9,Rejected,0.65,photos/FR01481.jpg
1482,1,5,,2024-06-02 20:50:28,FIELD_7802,Citizen,23.95289,94.97792,Damage,None,Cloudy,117.1,8.3,Rejected,0.16,photos/FR01482.jpg
1483,2,21,822,2020-05-19 04:13:17,FIELD_8002,Citizen,24.09335,99.205,Village Isolated,Minor,Cloudy,708.7,161.5,Archived,0.01,photos/FR01483.jpg
1484,4,36,516,2019-08-15 13:34:31,FIELD_4071,Police,25.50451,90.41644,Damage,None,Rain,34.5,37.5,Submitted,0.61,
1485,1,12,,2024-08-24 05:53:45,FIELD_8190,District Admin,26.53382,97.9125,Damage,Severe,Heavy Rain,249.4,195.2,Rejected,0.57,photos/FR01485.jpg
1486,3,25,845,2018-01-09 04:57:27,FIELD_2916,Citizen,26.34334,96.97235,Damage,None,Rain,220.6,132.4,Verified,0.35,
1487,4,38,28,2019-01-11 02:08:45,FIELD_9335,Forest Guard,29.5719,98.84162,Landslide Observed,Severe,Clear,40.1,174.4,Verified,0.13,
1488,2,16,,2020-01-01 05:36:57,FIELD_6887,Forest Guard,23.33839,90.72068,Damage,Severe,Clear,291.5,76.6,Under Review,0.12,photos/FR01488.jpg
1489,7,56,,2020-03-29 20:31:32,FIELD_8631,GSI Geologist,29.4134,97.57462,Crack Observed,Severe,Clear,904.6,38.3,Submitted,0.79,photos/FR01489.jpg
1490,1,4,528,2021-02-08 05:19:51,FIELD_8570,Police,26.74241,90.45439,No Activity,Severe,Cloudy,464.8,183.9,Submitted,0.42,
1491,3,23,,2020-11-23 04:26:03,FIELD_1255,Forest Guard,27.94623,91.87383,Damage,Moderate,Cloudy,742.0,156.9,Submitted,0.93,photos/FR01491.jpg
1492,3,23,,2023-08-16 18:27:52,FIELD_8003,Citizen,28.07757,91.88293,Damage,Minor,Rain,431.3,60.0,Archived,0.42,photos/FR01492.jpg
1493,6,50,676,2023-03-23 17:05:28,FIELD_2967,GSI Geologist,24.05482,92.2613,Road Blocked,Minor,Clear,17.3,186.9,Submitted,0.84,
1494,6,49,455,2020-04-22 15:41:47,FIELD_9013,Police,29.29066,98.75561,Landslide Observed,Severe,Heavy Rain,240.3,162.3,Verified,0.96,
1495,7,55,679,2019-11-25 11:14:57,FIELD_8878,Forest Guard,29.09057,94.34528,Damage,Moderate,Cloudy,870.9,41.8,Verified,0.27,
1496,2,22,,2021-12-05 19:46:21,FIELD_9831,Forest Guard,22.55363,96.29272,Damage,None,Clear,42.3,130.3,Submitted,0.02,
1497,1,6,126,2023-06-25 05:08:09,FIELD_5393,Forest Guard,26.5078,97.08893,Crack Observed,Moderate,Cloudy,625.5,41.2,Rejected,0.51,photos/FR01497.jpg
1498,2,19,,2023-09-29 10:57:22,FIELD_7371,District Admin,24.16066,96.4101,Landslide Observed,Minor,Rain,633.4,135.2,Submitted,0.65,photos/FR01498.jpg
1499,3,24,347,2023-11-13 12:21:19,FIELD_4473,NDMA Officer,24.13616,99.01301,Crack Observed,Moderate,Cloudy,937.7,98.2,Archived,0.28,
1500,4,35,328,2023-05-15 11:45:53,FIELD_9874,NDMA Officer,22.93262,91.70037,Road Blocked,Minor,Rain,852.6,109.8,Rejected,0.18,
1501,8,61,287,2018-07-24 04:51:22,FIELD_8699,Forest Guard,27.00198,90.04404,Road Blocked,Moderate,Heavy Rain,661.1,13.4,Under Review,0.36,photos/FR01501.jpg
1502,3,23,,2018-09-15 14:54:41,FIELD_4012,Forest Guard,27.96757,91.67298,Crack Observed,Moderate,Clear,627.0,106.8,Under Review,0.17,photos/FR01502.jpg
1503,3,30,870,2023-02-25 03:27:33,FIELD_1004,Forest Guard,25.83555,92.78518,Flooding,Severe,Rain,115.8,86.7,Under Review,0.01,photos/FR01503.jpg
1504,3,25,861,2022-09-24 19:42:05,FIELD_4061,Citizen,26.2158,97.03802,Crack Observed,Moderate,Clear,706.1,197.4,Rejected,0.5,
1505,3,24,244,2019-11-25 11:55:17,FIELD_4247,Police,23.87302,99.24973,No Activity,Moderate,Clear,957.8,115.7,Verified,0.5,photos/FR01505.jpg
1506,4,38,,2022-01-15 08:34:10,FIELD_6239,Police,29.88023,98.37985,No Activity,None,Cloudy,250.3,63.4,Rejected,0.8,photos/FR01506.jpg
1507,8,60,,2021-07-16 14:47:17,FIELD_3509,GSI Geologist,24.81515,95.68663,Damage,Minor,Cloudy,54.5,39.6,Rejected,0.53,photos/FR01507.jpg
1508,5,46,472,2020-02-03 02:13:20,FIELD_5160,Police,23.14364,97.70094,Village Isolated,Severe,Clear,507.0,69.6,Verified,0.29,photos/FR01508.jpg
1509,4,35,,2024-05-31 15:49:26,FIELD_4054,Forest Guard,22.97397,91.66458,Flooding,Moderate,Heavy Rain,845.7,162.0,Under Review,0.51,
1510,1,4,856,2019-03-04 18:34:28,FIELD_9223,NDMA Officer,26.83525,90.5038,Crack Observed,Severe,Heavy Rain,662.1,17.2,Under Review,0.45,
1511,1,1,,2022-03-07 20:20:18,FIELD_4584,Forest Guard,26.84148,89.98206,Landslide Observed,None,Rain,319.3,151.4,Rejected,0.11,photos/FR01511.jpg
1512,1,5,655,2018-07-13 03:41:39,FIELD_1463,NDMA Officer,23.76618,94.76438,Damage,Severe,Cloudy,238.8,166.7,Verified,0.72,
1513,4,36,262,2024-03-07 14:17:04,FIELD_5050,Police,25.62673,90.38311,Crack Observed,Moderate,Clear,355.2,127.2,Submitted,0.58,photos/FR01513.jpg
1514,3,32,273,2024-01-18 00:07:11,FIELD_7889,GSI Geologist,25.30065,95.92236,Village Isolated,None,Clear,517.7,183.9,Rejected,0.43,photos/FR01514.jpg
1515,1,7,705,2019-09-02 03:34:44,FIELD_4380,Forest Guard,26.44066,92.35101,Village Isolated,None,Rain,487.4,8.9,Archived,0.1,photos/FR01515.jpg
1516,6,48,122,2023-03-08 00:13:38,FIELD_1244,Citizen,26.85355,95.00451,Damage,Moderate,Cloudy,943.1,177.6,Under Review,0.35,
1517,3,31,823,2018-08-07 23:28:08,FIELD_3221,Forest Guard,28.12718,95.31696,No Activity,None,Clear,385.0,169.2,Archived,0.87,photos/FR01517.jpg
1518,3,30,691,2024-11-27 06:05:28,FIELD_7952,Police,25.38689,92.85197,Damage,None,Rain,456.0,181.0,Rejected,0.93,photos/FR01518.jpg
1519,3,24,461,2023-02-09 13:46:47,FIELD_8601,Forest Guard,24.12499,99.526,No Activity,None,Cloudy,691.9,158.5,Archived,0.02,photos/FR01519.jpg
1520,2,21,,2019-08-20 23:06:40,FIELD_5066,Forest Guard,24.32478,99.38119,Road Blocked,Moderate,Cloudy,279.0,154.5,Submitted,0.93,photos/FR01520.jpg
1521,3,28,513,2018-06-12 04:06:26,FIELD_8319,District Admin,28.9535,93.0495,Flooding,Minor,Rain,840.1,0.6,Rejected,0.16,photos/FR01521.jpg
1522,7,57,139,2023-06-06 18:47:40,FIELD_6443,Citizen,23.34923,92.94791,Damage,None,Cloudy,798.9,101.6,Submitted,0.98,photos/FR01522.jpg
1523,6,50,161,2020-11-02 16:07:01,FIELD_9190,Forest Guard,23.96865,92.59879,Crack Observed,Moderate,Clear,512.1,107.5,Under Review,0.81,
1524,4,39,744,2023-02-11 21:52:24,FIELD_1166,Forest Guard,27.18336,91.26248,Road Blocked,Moderate,Clear,345.8,56.4,Rejected,0.29,
1525,6,53,915,2022-08-24 05:12:45,FIELD_5673,Citizen,28.33674,90.98573,Flooding,None,Heavy Rain,124.0,140.7,Verified,0.29,photos/FR01525.jpg
1526,2,21,387,2021-03-06 22:02:53,FIELD_1770,Citizen,23.97956,99.18772,Village Isolated,Severe,Heavy Rain,933.5,126.2,Under Review,0.96,
1527,1,1,389,2018-06-26 11:47:41,FIELD_2365,Police,26.91377,90.34894,Road Blocked,Moderate,Clear,372.2,170.6,Under Review,0.45,
1528,7,56,524,2018-01-23 13:10:05,FIELD_5387,GSI Geologist,29.41036,97.53156,Flooding,Moderate,Clear,476.3,15.7,Archived,0.87,photos/FR01528.jpg
1529,5,43,154,2022-09-22 02:47:27,FIELD_7514,NDMA Officer,29.57858,97.46498,Village Isolated,Severe,Cloudy,918.8,77.0,Submitted,0.47,
1530,8,61,921,2020-05-16 06:44:45,FIELD_7679,GSI Geologist,26.83154,90.31867,Village Isolated,Minor,Rain,85.9,197.2,Verified,0.86,photos/FR01530.jpg
1531,2,22,77,2020-07-26 07:57:38,FIELD_2427,GSI Geologist,22.52022,96.6424,Flooding,None,Heavy Rain,193.4,138.1,Under Review,0.2,photos/FR01531.jpg
1532,5,46,410,2020-07-04 03:54:40,FIELD_5291,District Admin,23.12236,97.3578,Village Isolated,Moderate,Rain,847.2,0.3,Archived,0.09,
1533,3,26,,2021-09-13 23:56:41,FIELD_7996,Police,23.54421,90.2567,Damage,None,Heavy Rain,507.3,19.8,Verified,0.26,
1534,2,22,,2021-09-07 21:46:30,FIELD_5500,Citizen,22.84013,96.21508,Landslide Observed,Minor,Cloudy,346.1,4.9,Submitted,0.67,
1535,3,23,78,2021-03-22 07:45:31,FIELD_4418,Citizen,28.03308,91.50037,Road Blocked,Minor,Heavy Rain,364.0,155.9,Verified,0.14,photos/FR01535.jpg
1536,1,4,,2019-06-22 09:47:08,FIELD_8033,GSI Geologist,26.79484,90.36751,Damage,Moderate,Rain,756.3,142.3,Archived,0.56,photos/FR01536.jpg
1537,1,11,372,2021-04-05 12:52:14,FIELD_4461,District Admin,22.47122,91.03061,Crack Observed,Moderate,Cloudy,818.2,160.1,Verified,0.32,photos/FR01537.jpg
1538,1,9,439,2019-01-07 23:12:53,FIELD_2820,Police,27.50188,93.55057,Damage,Moderate,Rain,978.6,148.7,Verified,0.51,photos/FR01538.jpg
1539,6,50,,2020-01-13 12:12:55,FIELD_9716,NDMA Officer,24.14588,92.36527,Crack Observed,Moderate,Cloudy,268.3,23.2,Under Review,0.57,photos/FR01539.jpg
1540,3,26,,2022-03-07 21:27:11,FIELD_2398,NDMA Officer,23.96158,90.28303,No Activity,Moderate,Cloudy,237.1,189.2,Rejected,0.57,
1541,2,14,85,2021-09-03 11:08:34,FIELD_3745,Police,22.87385,92.78014,Damage,None,Cloudy,718.4,196.3,Submitted,0.77,photos/FR01541.jpg
1542,8,59,589,2021-10-18 15:07:14,FIELD_9133,NDMA Officer,25.46411,92.33898,Damage,None,Cloudy,531.9,122.0,Verified,0.08,photos/FR01542.jpg
1543,2,19,,2018-10-28 14:40:38,FIELD_7556,District Admin,24.25224,96.54446,No Activity,Moderate,Heavy Rain,3.9,104.6,Rejected,0.64,photos/FR01543.jpg
1544,7,58,658,2024-02-05 12:30:36,FIELD_3660,District Admin,27.16253,94.21941,Road Blocked,Moderate,Rain,158.7,86.6,Under Review,0.98,photos/FR01544.jpg
1545,2,14,765,2018-11-20 04:52:19,FIELD_5810,GSI Geologist,22.37756,92.83604,Road Blocked,None,Rain,476.8,122.2,Rejected,0.26,
1546,1,6,320,2018-01-11 20:43:16,FIELD_6639,Forest Guard,26.3189,97.02151,Crack Observed,Minor,Clear,386.7,64.3,Rejected,0.22,photos/FR01546.jpg
1547,5,41,,2022-07-29 06:39:01,FIELD_4800,GSI Geologist,22.77174,94.20887,Flooding,Minor,Clear,576.8,117.4,Rejected,0.92,photos/FR01547.jpg
1548,5,42,461,2020-03-30 17:07:09,FIELD_9095,District Admin,22.01569,97.47416,Flooding,Severe,Rain,668.8,5.5,Under Review,0.42,
1549,5,46,,2019-08-05 14:36:55,FIELD_1430,GSI Geologist,23.34625,97.88842,Road Blocked,None,Heavy Rain,988.9,51.8,Rejected,0.55,photos/FR01549.jpg
1550,2,19,599,2020-12-18 17:37:18,FIELD_3816,Citizen,24.50376,96.31459,Damage,Moderate,Clear,322.7,85.0,Verified,0.73,photos/FR01550.jpg
1551,4,36,521,2023-06-16 15:52:21,FIELD_9228,NDMA Officer,25.18266,90.77004,Crack Observed,Moderate,Cloudy,998.2,116.1,Verified,0.36,photos/FR01551.jpg
1552,1,1,821,2019-08-31 11:46:57,FIELD_6660,Police,27.17143,90.41048,Village Isolated,None,Clear,211.6,146.0,Under Review,0.87,photos/FR01552.jpg
1553,4,38,595,2018-03-12 16:21:56,FIELD_1253,Police,29.47534,98.49689,Road Blocked,Moderate,Heavy Rain,597.7,184.9,Verified,0.84,photos/FR01553.jpg
1554,4,37,585,2020-02-09 08:54:24,FIELD_6455,Citizen,26.96405,94.92065,Flooding,Minor,Cloudy,168.8,158.0,Verified,0.18,
1555,1,4,877,2018-04-10 18:14:00,FIELD_1205,District Admin,26.81318,90.30196,No Activity,Severe,Heavy Rain,105.8,69.4,Under Review,0.54,
1556,3,25,,2024-10-09 16:54:55,FIELD_7048,Citizen,26.46166,97.14534,Road Blocked,Severe,Rain,117.1,71.6,Verified,0.14,photos/FR01556.jpg
1557,3,27,986,2022-12-18 11:59:30,FIELD_8482,Police,24.93656,90.94013,Village Isolated,Minor,Clear,102.8,88.4,Rejected,0.99,photos/FR01557.jpg
1558,2,16,853,2020-02-10 19:59:09,FIELD_8720,District Admin,23.79095,90.828,Flooding,Minor,Clear,754.8,29.2,Archived,0.58,photos/FR01558.jpg
1559,4,34,276,2022-10-20 10:37:03,FIELD_8234,Citizen,26.10414,97.67699,Flooding,None,Heavy Rain,74.4,62.4,Verified,0.81,photos/FR01559.jpg
1560,4,37,919,2023-01-23 08:30:06,FIELD_6308,Forest Guard,26.67096,94.75301,Landslide Observed,Minor,Heavy Rain,671.5,131.0,Submitted,0.04,photos/FR01560.jpg
1561,4,39,760,2018-05-27 06:55:20,FIELD_4804,GSI Geologist,27.52883,91.29224,Road Blocked,Moderate,Heavy Rain,814.8,180.5,Archived,0.15,photos/FR01561.jpg
1562,3,31,,2024-05-29 10:00:48,FIELD_2419,GSI Geologist,27.81932,95.6644,Village Isolated,None,Heavy Rain,247.6,185.9,Rejected,0.67,photos/FR01562.jpg
1563,1,4,66,2018-12-27 01:07:46,FIELD_2841,Police,26.62961,90.10527,Crack Observed,Minor,Rain,597.4,178.9,Archived,0.15,photos/FR01563.jpg
1564,2,21,344,2021-05-08 20:29:10,FIELD_7389,Forest Guard,23.90636,99.18967,Village Isolated,Severe,Rain,223.0,43.6,Under Review,0.9,
1565,6,49,717,2018-12-30 17:49:11,FIELD_2761,NDMA Officer,29.18851,98.81529,No Activity,Moderate,Cloudy,181.2,167.5,Verified,0.16,
1566,2,17,583,2023-09-01 06:33:44,FIELD_9418,Citizen,24.01702,92.78244,Flooding,Severe,Heavy Rain,500.6,132.8,Rejected,0.07,photos/FR01566.jpg
1567,1,8,894,2024-09-21 19:09:55,FIELD_1668,Police,24.06856,98.74047,Road Blocked,Minor,Rain,602.4,51.3,Archived,0.2,photos/FR01567.jpg
1568,2,19,51,2018-08-04 20:09:18,FIELD_1548,NDMA Officer,24.23851,96.42177,No Activity,Minor,Heavy Rain,613.2,18.7,Archived,0.7,
1569,7,58,,2024-06-14 00:31:49,FIELD_3759,Forest Guard,27.13754,94.43446,Damage,None,Rain,17.2,183.1,Verified,0.71,photos/FR01569.jpg
1570,1,1,839,2021-08-30 22:29:29,FIELD_5556,NDMA Officer,27.16019,89.96635,Crack Observed,Severe,Clear,375.5,22.1,Archived,0.1,photos/FR01570.jpg
1571,3,24,,2023-02-24 15:07:19,FIELD_3657,NDMA Officer,24.3423,99.54957,Crack Observed,None,Rain,215.1,99.8,Archived,0.27,photos/FR01571.jpg
1572,5,46,609,2024-03-20 13:11:21,FIELD_8120,Forest Guard,23.03563,97.64024,Flooding,Minor,Rain,884.4,192.9,Rejected,0.92,photos/FR01572.jpg
1573,1,7,788,2022-05-16 20:15:36,FIELD_3035,NDMA Officer,26.65384,92.21473,No Activity,None,Cloudy,175.8,16.2,Under Review,0.04,photos/FR01573.jpg
1574,1,2,796,2021-08-09 18:24:29,FIELD_3106,District Admin,23.97424,91.37394,Flooding,Moderate,Rain,335.4,106.2,Submitted,0.08,photos/FR01574.jpg
1575,6,54,120,2021-07-24 14:52:42,FIELD_2613,GSI Geologist,29.37405,91.61523,Damage,Severe,Clear,449.8,100.6,Rejected,0.31,
1576,3,30,717,2020-02-29 00:39:56,FIELD_3276,GSI Geologist,25.84868,92.36046,Crack Observed,None,Heavy Rain,315.6,18.5,Rejected,0.26,photos/FR01576.jpg
1577,4,35,452,2021-01-01 06:53:36,FIELD_2437,Citizen,23.26361,91.88673,No Activity,Severe,Rain,573.6,180.4,Submitted,0.97,
1578,6,54,271,2018-03-08 16:48:41,FIELD_6484,GSI Geologist,29.29163,91.87836,Flooding,Minor,Rain,856.0,84.6,Rejected,0.14,
1579,3,23,,2024-12-12 08:45:19,FIELD_4556,Citizen,28.07496,91.70301,Damage,Severe,Heavy Rain,900.7,78.1,Under Review,0.49,photos/FR01579.jpg
1580,7,55,,2020-01-18 13:10:35,FIELD_2700,GSI Geologist,28.858,93.93986,No Activity,None,Clear,404.4,180.4,Archived,0.07,photos/FR01580.jpg
1581,2,18,60,2019-12-28 08:12:36,FIELD_8136,District Admin,29.01992,98.6274,Village Isolated,Severe,Heavy Rain,734.9,9.8,Submitted,0.57,photos/FR01581.jpg
1582,3,30,,2019-10-04 00:07:31,FIELD_4750,GSI Geologist,25.83666,92.59788,Road Blocked,None,Clear,84.9,199.5,Under Review,0.17,photos/FR01582.jpg
1583,2,22,858,2021-09-12 06:22:05,FIELD_2615,District Admin,22.8096,96.1261,Village Isolated,Minor,Cloudy,825.1,184.1,Submitted,0.08,photos/FR01583.jpg
1584,6,54,219,2019-02-17 00:40:31,FIELD_1941,NDMA Officer,29.39615,91.81608,Road Blocked,Minor,Cloudy,43.1,166.0,Under Review,0.47,
1585,6,50,558,2024-10-10 04:42:13,FIELD_7098,District Admin,24.17006,92.70217,Road Blocked,Severe,Clear,340.1,59.0,Archived,0.22,photos/FR01585.jpg
1586,1,12,961,2020-11-20 17:48:23,FIELD_4167,Police,26.97284,98.30038,Landslide Observed,Minor,Cloudy,237.8,57.5,Verified,0.11,
1587,5,46,602,2022-06-07 10:18:18,FIELD_8648,NDMA Officer,23.17167,97.54341,No Activity,None,Cloudy,649.5,41.8,Submitted,0.21,
1588,1,7,566,2021-12-19 21:41:04,FIELD_1051,NDMA Officer,26.48725,92.2125,Crack Observed,Moderate,Clear,831.8,164.7,Rejected,0.34,
1589,6,52,90,2024-05-29 19:11:38,FIELD_7024,NDMA Officer,28.76682,100.04855,Road Blocked,Severe,Cloudy,962.7,138.5,Rejected,0.02,photos/FR01589.jpg
1590,3,31,75,2023-12-07 13:43:23,FIELD_6601,Police,28.01563,95.27227,Village Isolated,None,Heavy Rain,736.9,185.6,Under Review,0.15,
1591,3,29,105,2018-05-15 05:32:51,FIELD_4738,GSI Geologist,25.9852,98.99668,Village Isolated,None,Rain,122.1,195.9,Under Review,0.34,
1592,7,56,739,2018-01-19 01:36:56,FIELD_1775,District Admin,29.69791,97.37761,Road Blocked,Minor,Cloudy,129.1,193.6,Under Review,0.09,photos/FR01592.jpg
1593,2,20,,2024-04-05 13:17:08,FIELD_6826,NDMA Officer,23.13152,93.69082,Damage,None,Cloudy,917.8,13.2,Rejected,0.13,photos/FR01593.jpg
1594,1,11,865,2023-03-28 08:47:01,FIELD_4478,Police,22.44723,91.14332,Landslide Observed,None,Heavy Rain,429.0,51.3,Submitted,0.63,photos/FR01594.jpg
1595,6,51,,2024-06-17 13:04:31,FIELD_5023,NDMA Officer,29.73946,90.8557,Landslide Observed,Severe,Clear,612.6,22.9,Rejected,0.39,
1596,2,22,,2020-11-23 14:45:45,FIELD_7341,Forest Guard,22.82531,96.2366,Crack Observed,None,Rain,88.9,40.0,Archived,0.36,photos/FR01596.jpg
1597,5,41,,2022-07-03 11:19:29,FIELD_4769,Citizen,22.86802,94.47131,Road Blocked,Severe,Cloudy,340.5,42.9,Rejected,0.27,photos/FR01597.jpg
1598,7,56,504,2024-12-13 15:38:50,FIELD_8138,GSI Geologist,29.59507,97.49823,No Activity,None,Heavy Rain,314.5,42.7,Rejected,0.96,photos/FR01598.jpg
1599,4,36,263,2019-06-01 08:04:30,FIELD_5840,GSI Geologist,25.33152,90.79284,Flooding,Moderate,Rain,453.6,116.4,Submitted,0.95,photos/FR01599.jpg
1600,6,47,696,2019-01-10 12:23:23,FIELD_3590,District Admin,29.81184,99.25078,Road Blocked,Moderate,Rain,679.0,126.9,Rejected,0.28,photos/FR01600.jpg
1601,5,43,549,2023-08-28 14:57:47,FIELD_7472,Citizen,29.65736,97.53266,Damage,Minor,Rain,970.6,16.1,Rejected,0.18,photos/FR01601.jpg
1602,3,30,,2019-02-16 16:26:18,FIELD_7216,Police,25.81656,92.40463,Landslide Observed,None,Clear,219.4,157.9,Submitted,0.27,photos/FR01602.jpg
1603,1,9,805,2024-07-08 05:14:55,FIELD_3167,District Admin,27.45407,93.34043,Flooding,Minor,Rain,263.9,148.0,Verified,0.9,photos/FR01603.jpg
1604,6,50,,2018-02-02 14:32:29,FIELD_7770,Forest Guard,23.7404,92.21237,No Activity,Moderate,Clear,943.8,192.5,Under Review,0.56,
1605,5,40,219,2019-05-15 21:34:16,FIELD_1833,Police,27.8602,97.72158,No Activity,Minor,Cloudy,563.2,163.3,Submitted,0.76,photos/FR01605.jpg
1606,4,38,563,2023-10-27 07:49:24,FIELD_2373,Citizen,30.02818,98.618,Damage,Moderate,Rain,13.2,47.2,Archived,0.3,photos/FR01606.jpg
1607,2,21,372,2020-12-10 02:40:41,FIELD_2538,Police,23.85788,99.37216,Landslide Observed,Minor,Heavy Rain,133.1,193.8,Rejected,0.4,photos/FR01607.jpg
1608,3,27,,2024-05-30 03:54:23,FIELD_7433,District Admin,25.19099,90.92492,Flooding,None,Cloudy,309.8,163.6,Submitted,0.96,
1609,7,56,890,2024-01-14 05:15:26,FIELD_5399,Citizen,29.62665,97.46324,Crack Observed,None,Rain,203.6,7.0,Rejected,0.26,photos/FR01609.jpg
1610,2,16,330,2018-01-11 06:17:11,FIELD_2462,District Admin,23.4329,90.59579,Flooding,Moderate,Cloudy,73.4,123.4,Archived,0.65,photos/FR01610.jpg
1611,4,36,,2021-01-16 22:19:26,FIELD_5014,NDMA Officer,25.12464,90.91844,Crack Observed,Moderate,Clear,997.2,140.3,Verified,0.15,
1612,5,46,317,2021-08-18 18:49:17,FIELD_7677,Citizen,23.44888,97.81075,No Activity,Severe,Heavy Rain,870.8,40.3,Archived,0.16,
1613,5,46,297,2023-09-01 21:56:24,FIELD_1117,Citizen,22.95892,97.88327,Flooding,None,Heavy Rain,221.4,138.2,Rejected,0.58,photos/FR01613.jpg
1614,3,24,613,2018-12-25 02:05:42,FIELD_3312,NDMA Officer,24.06962,98.96483,Road Blocked,Minor,Rain,916.6,10.4,Verified,0.34,
1615,2,13,265,2021-12-15 17:36:16,FIELD_2008,Forest Guard,26.2231,99.78009,No Activity,Minor,Heavy Rain,298.4,4.6,Submitted,0.27,
1616,1,8,,2020-10-23 18:32:30,FIELD_9090,District Admin,24.36178,98.93884,Landslide Observed,Minor,Rain,320.3,45.4,Submitted,0.4,photos/FR01616.jpg
1617,6,48,929,2020-10-04 18:57:53,FIELD_6763,GSI Geologist,26.95886,95.11834,Landslide Observed,Moderate,Heavy Rain,823.8,119.2,Rejected,0.01,photos/FR01617.jpg
1618,6,53,,2019-04-08 07:02:06,FIELD_9239,GSI Geologist,28.06179,91.26145,Damage,Moderate,Cloudy,793.3,165.3,Archived,0.73,photos/FR01618.jpg
1619,7,57,593,2021-05-27 11:55:49,FIELD_6579,Police,23.62625,92.87597,Road Blocked,Minor,Rain,955.1,146.9,Submitted,0.31,photos/FR01619.jpg
