image_id,state_id,district_id,acquisition_datetime,lat_nw,lon_nw,lat_ne,lon_ne,lat_se,lon_se,lat_sw,lon_sw,sensor,image_type,resolution_m,cloud_cover_pct,processing_level,filename,incidence_angle_deg
2330,51,6,2021-12-30 03:27:36,29.25209,90.74342,29.35209,90.84342,29.35209,90.74342,29.25209,90.84342,RESOURCESAT-2,Optical,26.6,67.1,Preprocessed,S2_002330.tif,1.7
2331,11,1,2023-12-29 01:19:14,22.28729,91.17511,22.38729,91.27511,22.38729,91.17511,22.28729,91.27511,Sentinel-2B,Optical,27.0,67.7,Preprocessed,S2_002331.tif,2.39
2332,52,6,2021-06-10 15:46:50,28.03059,99.52269,28.13059,99.62269,28.13059,99.52269,28.03059,99.62269,Sentinel-2B,Optical,10.0,54.0,Raw,S2_002332.tif,3.41
2333,1,1,2023-09-17 05:10:30,26.79954,90.23131,26.89954,90.33131,26.89954,90.23131,26.79954,90.33131,Landsat-9,Optical,9.4,81.7,Preprocessed,S2_002333.tif,0.82
2334,21,2,2018-09-03 12:13:38,24.24289,99.08712,24.34289,99.18712,24.34289,99.08712,24.24289,99.18712,Landsat-8,Optical,26.3,81.7,Preprocessed,S2_002334.tif,0.31
2335,19,2,2024-08-31 10:33:45,24.39171,96.21479,24.49171,96.31479,24.49171,96.21479,24.39171,96.31479,Sentinel-2B,Optical,29.1,47.3,Raw,S2_002335.tif,4.35
2336,45,5,2024-02-17 17:33:41,28.4237,95.32794,28.5237,95.42794,28.5237,95.32794,28.4237,95.42794,Landsat-8,Optical,10.6,10.3,Preprocessed,S2_002336.tif,0.32
2337,17,2,2024-07-06 22:21:15,24.0529,93.25237,24.1529,93.35237,24.1529,93.25237,24.0529,93.35237,Landsat-9,Optical,16.1,66.2,Analysis Ready,S2_002337.tif,0.09
2338,35,4,2024-04-17 00:22:37,23.51343,91.22441,23.61343,91.32441,23.61343,91.22441,23.51343,91.32441,Sentinel-2A,Optical,17.4,34.6,Analysis Ready,S2_002338.tif,4.57
2339,45,5,2022-08-15 01:52:51,29.02027,95.05178,29.12027,95.15178,29.12027,95.05178,29.02027,95.15178,Landsat-8,Optical,13.4,6.4,Analysis Ready,S2_002339.tif,1.01
2340,3,1,2019-02-26 00:12:38,27.44322,99.41946,27.54322,99.51946,27.54322,99.41946,27.44322,99.51946,Sentinel-1A,SAR,20.1,42.8,Raw,S2_002340.tif,3.21
2341,45,5,2024-10-06 00:08:07,28.31729,95.01429,28.41729,95.11429,28.41729,95.01429,28.31729,95.11429,Landsat-9,Optical,24.3,87.9,Analysis Ready,S2_002341.tif,0.79
2342,58,7,2023-05-23 18:38:22,27.30217,94.87713,27.40217,94.97713,27.40217,94.87713,27.30217,94.97713,Landsat-9,Optical,11.5,23.4,Analysis Ready,S2_002342.tif,3.11
2343,42,5,2022-09-29 11:44:21,22.37916,96.97965,22.47916,97.07965,22.47916,96.97965,22.37916,97.07965,Sentinel-2A,Optical,6.6,12.2,Preprocessed,S2_002343.tif,4.68
2344,19,2,2022-07-24 10:33:55,24.02537,96.77277,24.12537,96.87277,24.12537,96.77277,24.02537,96.87277,Landsat-8,Optical,26.6,55.7,Preprocessed,S2_002344.tif,2.18
2345,10,1,2018-10-22 02:59:38,23.95851,97.96434,24.05851,98.06434,24.05851,97.96434,23.95851,98.06434,RESOURCESAT-2,Optical,4.5,32.5,Raw,S2_002345.tif,1.86
2346,15,2,2018-07-31 04:19:20,26.50783,98.52516,26.60783,98.62516,26.60783,98.52516,26.50783,98.62516,Sentinel-2A,Optical,7.2,40.3,Analysis Ready,S2_002346.tif,4.68
2347,19,2,2021-04-11 00:37:47,24.40337,96.53087,24.50337,96.63087,24.50337,96.53087,24.40337,96.63087,RESOURCESAT-2,Optical,3.4,90.5,Preprocessed,S2_002347.tif,0.9
2348,44,5,2022-02-04 14:52:50,29.65827,98.96975,29.75827,99.06975,29.75827,98.96975,29.65827,99.06975,Sentinel-1A,SAR,22.0,57.0,Raw,S2_002348.tif,3.77
2349,5,1,2019-04-14 08:16:18,23.69797,95.30644,23.79797,95.40644,23.79797,95.30644,23.69797,95.40644,Landsat-9,Optical,24.8,17.2,Raw,S2_002349.tif,0.76
2350,37,4,2021-07-17 09:20:57,27.22629,94.69499,27.32629,94.79499,27.32629,94.69499,27.22629,94.79499,Sentinel-1B,SAR,9.2,70.0,Raw,S2_002350.tif,1.62
2351,21,2,2020-12-15 15:00:57,23.83142,99.6872,23.93142,99.7872,23.93142,99.6872,23.83142,99.7872,Sentinel-2A,Optical,19.9,53.6,Preprocessed,S2_002351.tif,2.37
2352,26,3,2018-01-22 01:05:06,24.25465,90.47009,24.35465,90.57009,24.35465,90.47009,24.25465,90.57009,Landsat-8,Optical,13.3,3.8,Analysis Ready,S2_002352.tif,1.88
2353,33,4,2019-03-02 20:24:42,23.74904,99.5112,23.84904,99.6112,23.84904,99.5112,23.74904,99.6112,Sentinel-1A,SAR,28.7,61.7,Analysis Ready,S2_002353.tif,0.21
2354,25,3,2021-07-07 00:39:45,26.64716,96.56697,26.74716,96.66697,26.74716,96.56697,26.64716,96.66697,Sentinel-2A,Optical,12.2,77.7,Raw,S2_002354.tif,4.21
2355,58,7,2019-03-22 00:31:54,27.53189,94.50289,27.63189,94.60289,27.63189,94.50289,27.53189,94.60289,Sentinel-2B,Optical,17.1,29.6,Analysis Ready,S2_002355.tif,4.72
2356,19,2,2022-03-04 06:05:52,24.59778,96.05304,24.69778,96.15304,24.69778,96.05304,24.59778,96.15304,Sentinel-1A,SAR,12.3,26.1,Preprocessed,S2_002356.tif,0.0
2357,49,6,2023-04-14 00:35:52,29.50731,98.56644,29.60731,98.66644,29.60731,98.56644,29.50731,98.66644,Sentinel-2B,Optical,8.8,53.2,Analysis Ready,S2_002357.tif,4.17
2358,38,4,2021-02-17 07:58:32,29.46401,98.78161,29.56401,98.88161,29.56401,98.78161,29.46401,98.88161,Sentinel-2B,Optical,12.9,43.8,Raw,S2_002358.tif,2.59
2359,4,1,2024-07-26 03:16:35,26.28051,90.61898,26.38051,90.71898,26.38051,90.61898,26.28051,90.71898,Sentinel-1B,SAR,14.4,81.9,Preprocessed,S2_002359.tif,1.97
2360,54,6,2021-05-04 12:19:03,29.96126,91.93281,30.06126,92.03281,30.06126,91.93281,29.96126,92.03281,Landsat-9,Optical,10.7,64.3,Analysis Ready,S2_002360.tif,4.96
2361,18,2,2022-05-22 09:31:34,28.35805,98.28391,28.45805,98.38391,28.45805,98.28391,28.35805,98.38391,Landsat-8,Optical,25.0,34.9,Analysis Ready,S2_002361.tif,1.93
2362,46,5,2022-05-06 05:01:39,22.75998,97.91482,22.85998,98.01482,22.85998,97.91482,22.75998,98.01482,Sentinel-1B,SAR,9.1,29.4,Preprocessed,S2_002362.tif,4.26
2363,45,5,2024-04-04 00:23:12,28.58808,95.40864,28.68808,95.50864,28.68808,95.40864,28.58808,95.50864,Sentinel-2A,Optical,11.7,72.2,Analysis Ready,S2_002363.tif,4.96
2364,19,2,2019-04-11 16:05:48,24.43236,96.60944,24.53236,96.70944,24.53236,96.60944,24.43236,96.70944,Sentinel-2B,Optical,27.6,83.2,Preprocessed,S2_002364.tif,3.12
2365,34,4,2019-03-19 07:36:46,26.05631,97.61331,26.15631,97.71331,26.15631,97.61331,26.05631,97.71331,Landsat-8,Optical,12.0,44.4,Analysis Ready,S2_002365.tif,1.61
2366,33,4,2024-06-25 06:15:22,23.40224,100.08669,23.50224,100.18669,23.50224,100.08669,23.40224,100.18669,Sentinel-2A,Optical,14.2,77.2,Preprocessed,S2_002366.tif,0.27
2367,45,5,2019-05-07 05:47:07,29.17203,94.64511,29.27203,94.74511,29.27203,94.64511,29.17203,94.74511,RESOURCESAT-2,Optical,20.7,57.4,Analysis Ready,S2_002367.tif,3.95
2368,25,3,2024-04-07 22:21:51,26.0102,96.44487,26.1102,96.54487,26.1102,96.44487,26.0102,96.54487,Sentinel-2B,Optical,21.0,87.1,Raw,S2_002368.tif,3.85
2369,35,4,2019-11-24 23:13:18,22.86662,91.57803,22.96662,91.67803,22.96662,91.57803,22.86662,91.67803,RESOURCESAT-2,Optical,11.4,38.1,Raw,S2_002369.tif,3.48
2370,23,3,2024-07-01 17:59:19,28.07323,91.41601,28.17323,91.51601,28.17323,91.41601,28.07323,91.51601,Sentinel-1B,SAR,3.5,16.9,Preprocessed,S2_002370.tif,1.24
2371,56,7,2024-12-16 05:46:06,29.1483,97.24925,29.2483,97.34925,29.2483,97.24925,29.1483,97.34925,Sentinel-2A,Optical,26.4,67.8,Raw,S2_002371.tif,3.59
2372,61,8,2022-06-20 07:02:00,27.03205,90.50691,27.13205,90.60691,27.13205,90.50691,27.03205,90.60691,Landsat-9,Optical,7.5,64.5,Raw,S2_002372.tif,2.42
2373,41,5,2018-12-31 03:06:33,23.32861,94.60026,23.42861,94.70026,23.42861,94.60026,23.32861,94.70026,Sentinel-1A,SAR,9.1,82.9,Analysis Ready,S2_002373.tif,2.55
2374,42,5,2022-01-12 04:56:30,21.93219,97.00992,22.03219,97.10992,22.03219,97.00992,21.93219,97.10992,Landsat-8,Optical,12.1,46.4,Analysis Ready,S2_002374.tif,1.94
2375,56,7,2023-05-22 18:05:31,29.27355,97.23927,29.37355,97.33927,29.37355,97.23927,29.27355,97.33927,Sentinel-1B,SAR,22.6,98.1,Raw,S2_002375.tif,4.86
2376,9,1,2023-04-09 03:07:06,27.29261,93.14671,27.39261,93.24671,27.39261,93.14671,27.29261,93.24671,Sentinel-1A,SAR,29.0,86.6,Analysis Ready,S2_002376.tif,0.32
2377,34,4,2021-09-15 06:30:44,25.63654,97.33453,25.73654,97.43453,25.73654,97.33453,25.63654,97.43453,Sentinel-1A,SAR,6.0,81.1,Analysis Ready,S2_002377.tif,3.67
2378,43,5,2020-01-01 02:41:49,29.98407,97.31182,30.08407,97.41182,30.08407,97.31182,29.98407,97.41182,Sentinel-1A,SAR,8.9,12.9,Raw,S2_002378.tif,3.72
2379,34,4,2021-09-21 19:13:40,26.15321,97.15937,26.25321,97.25937,26.25321,97.15937,26.15321,97.25937,Sentinel-1A,SAR,27.7,70.6,Analysis Ready,S2_002379.tif,1.29
2380,8,1,2021-12-10 12:09:49,24.70738,98.24955,24.80738,98.34955,24.80738,98.24955,24.70738,98.34955,Sentinel-1B,SAR,17.4,22.0,Raw,S2_002380.tif,1.81
2381,48,6,2022-08-29 06:42:21,27.07756,94.68103,27.17756,94.78103,27.17756,94.68103,27.07756,94.78103,Landsat-8,Optical,11.7,25.8,Raw,S2_002381.tif,4.52
2382,37,4,2022-09-23 13:33:05,26.95178,94.53354,27.05178,94.63354,27.05178,94.53354,26.95178,94.63354,Landsat-8,Optical,19.0,86.1,Analysis Ready,S2_002382.tif,1.62
2383,10,1,2020-10-17 03:46:30,23.61705,97.91396,23.71705,98.01396,23.71705,97.91396,23.61705,98.01396,Sentinel-1B,SAR,22.1,77.9,Raw,S2_002383.tif,2.64
2384,13,2,2020-10-21 14:08:55,26.3768,99.4829,26.4768,99.5829,26.4768,99.4829,26.3768,99.5829,Sentinel-1A,SAR,13.9,78.3,Preprocessed,S2_002384.tif,1.51
2385,7,1,2022-03-18 16:14:11,26.6938,91.71233,26.7938,91.81233,26.7938,91.71233,26.6938,91.81233,Sentinel-1B,SAR,17.8,83.1,Analysis Ready,S2_002385.tif,1.03
2386,61,8,2023-05-29 16:34:03,26.45009,89.8353,26.55009,89.9353,26.55009,89.8353,26.45009,89.9353,Sentinel-2B,Optical,24.7,78.2,Analysis Ready,S2_002386.tif,0.33
2387,35,4,2023-04-24 06:06:23,23.54014,91.10883,23.64014,91.20883,23.64014,91.10883,23.54014,91.20883,Sentinel-2B,Optical,21.3,56.2,Preprocessed,S2_002387.tif,0.22
2388,47,6,2024-12-29 10:33:30,29.54166,98.84777,29.64166,98.94777,29.64166,98.84777,29.54166,98.94777,Sentinel-1B,SAR,27.6,74.0,Preprocessed,S2_002388.tif,3.38
2389,44,5,2021-06-20 10:59:43,28.82733,98.81238,28.92733,98.91238,28.92733,98.81238,28.82733,98.91238,Sentinel-1A,SAR,10.7,54.2,Analysis Ready,S2_002389.tif,4.25
2390,31,3,2020-04-06 05:43:42,27.5147,95.01231,27.6147,95.11231,27.6147,95.01231,27.5147,95.11231,Sentinel-2A,Optical,22.7,44.2,Preprocessed,S2_002390.tif,2.24
2391,23,3,2018-09-10 16:25:21,28.32675,91.29667,28.42675,91.39667,28.42675,91.29667,28.32675,91.39667,Landsat-8,Optical,25.3,41.0,Raw,S2_002391.tif,1.3
2392,6,1,2018-11-29 20:26:53,26.51716,96.71246,26.61716,96.81246,26.61716,96.71246,26.51716,96.81246,RESOURCESAT-2,Optical,9.7,51.3,Raw,S2_002392.tif,3.16
2393,29,3,2020-03-05 06:33:33,25.57116,98.76013,25.67116,98.86013,25.67116,98.76013,25.57116,98.86013,Sentinel-1B,SAR,16.5,25.5,Raw,S2_002393.tif,3.38
2394,1,1,2018-09-24 05:02:49,27.35223,90.19149,27.45223,90.29149,27.45223,90.19149,27.35223,90.29149,Sentinel-2A,Optical,14.8,82.0,Raw,S2_002394.tif,2.83
2395,48,6,2021-01-05 21:00:22,27.06499,95.20148,27.16499,95.30148,27.16499,95.20148,27.06499,95.30148,Landsat-9,Optical,27.8,98.2,Analysis Ready,S2_002395.tif,4.43
2396,58,7,2018-08-21 20:55:05,27.35691,94.12922,27.45691,94.22922,27.45691,94.12922,27.35691,94.22922,Sentinel-1B,SAR,17.9,29.1,Raw,S2_002396.tif,0.33
2397,56,7,2020-05-15 12:16:32,29.32234,97.30544,29.42234,97.40544,29.42234,97.30544,29.32234,97.40544,Landsat-8,Optical,25.5,51.7,Analysis Ready,S2_002397.tif,0.61
2398,6,1,2021-07-17 13:33:38,26.12063,97.14503,26.22063,97.24503,26.22063,97.14503,26.12063,97.24503,Sentinel-2B,Optical,15.7,25.5,Preprocessed,S2_002398.tif,2.14
2399,51,6,2022-08-02 22:11:15,29.45355,90.86554,29.55355,90.96554,29.55355,90.86554,29.45355,90.96554,Sentinel-1A,SAR,23.3,53.8,Preprocessed,S2_002399.tif,3.48
2400,33,4,2021-04-20 05:12:19,23.65503,99.78604,23.75503,99.88604,23.75503,99.78604,23.65503,99.88604,Sentinel-1A,SAR,26.0,60.8,Preprocessed,S2_002400.tif,1.22
2401,55,7,2019-07-24 04:57:13,29.26221,93.98626,29.36221,94.08626,29.36221,93.98626,29.26221,94.08626,RESOURCESAT-2,Optical,8.5,21.6,Analysis Ready,S2_002401.tif,0.82
2402,19,2,2020-06-23 23:13:07,24.32719,96.62289,24.42719,96.72289,24.42719,96.62289,24.32719,96.72289,Landsat-9,Optical,22.7,73.7,Preprocessed,S2_002402.tif,4.89
2403,19,2,2024-10-09 03:07:10,23.82515,95.87632,23.92515,95.97632,23.92515,95.87632,23.82515,95.97632,Landsat-8,Optical,17.3,51.2,Analysis Ready,S2_002403.tif,4.03
2404,17,2,2019-11-06 04:41:26,23.57317,93.17028,23.67317,93.27028,23.67317,93.17028,23.57317,93.27028,Landsat-9,Optical,27.7,81.5,Analysis Ready,S2_002404.tif,1.23
2405,62,8,2019-08-03 01:24:37,27.53958,91.79244,27.63958,91.89244,27.63958,91.79244,27.53958,91.89244,Sentinel-1A,SAR,3.1,87.9,Preprocessed,S2_002405.tif,4.38
2406,40,5,2022-08-19 19:07:31,27.59964,97.91622,27.69964,98.01622,27.69964,97.91622,27.59964,98.01622,Sentinel-2A,Optical,9.1,90.5,Preprocessed,S2_002406.tif,1.89
2407,56,7,2020-03-25 01:53:38,29.78844,97.25787,29.88844,97.35787,29.88844,97.25787,29.78844,97.35787,Sentinel-2A,Optical,16.5,13.5,Preprocessed,S2_002407.tif,1.69
2408,27,3,2020-09-12 00:38:45,24.98547,91.04987,25.08547,91.14987,25.08547,91.04987,24.98547,91.14987,Sentinel-1A,SAR,14.3,34.3,Preprocessed,S2_002408.tif,1.22
2409,58,7,2021-09-09 02:51:47,27.66912,94.71309,27.76912,94.81309,27.76912,94.71309,27.66912,94.81309,Sentinel-1A,SAR,29.9,58.6,Raw,S2_002409.tif,2.56
2410,47,6,2019-02-10 16:41:41,29.15314,99.24344,29.25314,99.34344,29.25314,99.24344,29.15314,99.34344,Landsat-8,Optical,24.7,55.2,Raw,S2_002410.tif,3.92
2411,27,3,2019-11-20 15:22:07,25.41941,90.19232,25.51941,90.29232,25.51941,90.19232,25.41941,90.29232,Sentinel-1B,SAR,9.6,7.8,Preprocessed,S2_002411.tif,3.27
2412,1,1,2018-07-10 05:13:22,27.51209,90.38685,27.61209,90.48685,27.61209,90.38685,27.51209,90.48685,Sentinel-1B,SAR,23.4,53.3,Raw,S2_002412.tif,4.23
2413,1,1,2022-09-13 06:17:02,27.09451,89.81164,27.19451,89.91164,27.19451,89.81164,27.09451,89.91164,Sentinel-2B,Optical,19.2,95.2,Raw,S2_002413.tif,3.42
2414,18,2,2021-02-15 21:40:02,28.422,98.31609,28.522,98.41609,28.522,98.31609,28.422,98.41609,Sentinel-2A,Optical,8.4,70.5,Preprocessed,S2_002414.tif,1.36
2415,43,5,2018-11-26 10:56:42,29.66595,97.62043,29.76595,97.72043,29.76595,97.62043,29.66595,97.72043,Landsat-9,Optical,14.2,67.9,Preprocessed,S2_002415.tif,3.36
2416,53,6,2019-11-13 10:17:53,28.0077,91.64383,28.1077,91.74383,28.1077,91.64383,28.0077,91.74383,Sentinel-1B,SAR,22.9,26.4,Preprocessed,S2_002416.tif,0.93
2417,18,2,2018-03-16 23:32:39,28.45422,98.25021,28.55422,98.35021,28.55422,98.25021,28.45422,98.35021,Sentinel-1A,SAR,11.7,21.6,Analysis Ready,S2_002417.tif,1.37
2418,12,1,2020-06-20 12:35:19,26.47086,98.2111,26.57086,98.3111,26.57086,98.2111,26.47086,98.3111,Sentinel-2A,Optical,17.1,88.6,Raw,S2_002418.tif,3.17
2419,3,1,2023-03-31 09:37:16,27.52668,98.99866,27.62668,99.09866,27.62668,98.99866,27.52668,99.09866,Sentinel-1B,SAR,13.9,1.6,Raw,S2_002419.tif,4.3
2420,45,5,2020-06-09 17:36:14,28.79409,94.83578,28.89409,94.93578,28.89409,94.83578,28.79409,94.93578,Sentinel-1A,SAR,6.4,0.3,Preprocessed,S2_002420.tif,0.11
2421,55,7,2021-07-18 12:38:17,28.64014,94.15686,28.74014,94.25686,28.74014,94.15686,28.64014,94.25686,Sentinel-1B,SAR,20.5,55.1,Analysis Ready,S2_002421.tif,1.23
2422,39,4,2021-03-28 00:33:28,27.14692,91.23768,27.24692,91.33768,27.24692,91.23768,27.14692,91.33768,Sentinel-2A,Optical,25.2,81.1,Raw,S2_002422.tif,2.67
2423,2,1,2018-06-07 03:04:10,23.78888,90.89997,23.88888,90.99997,23.88888,90.89997,23.78888,90.99997,Sentinel-1A,SAR,26.8,48.1,Raw,S2_002423.tif,0.94
2424,5,1,2023-11-16 06:07:16,23.26886,95.19811,23.36886,95.29811,23.36886,95.19811,23.26886,95.29811,Sentinel-1B,SAR,19.1,90.9,Preprocessed,S2_002424.tif,2.75
2425,15,2,2020-01-25 00:37:14,26.6623,98.63636,26.7623,98.73636,26.7623,98.63636,26.6623,98.73636,Landsat-8,Optical,29.6,26.5,Analysis Ready,S2_002425.tif,0.26
2426,2,1,2021-07-24 19:02:16,23.55626,91.72017,23.65626,91.82017,23.65626,91.72017,23.55626,91.82017,Landsat-9,Optical,6.9,84.3,Raw,S2_002426.tif,2.78
2427,49,6,2021-01-17 14:29:38,29.19677,98.29427,29.29677,98.39427,29.29677,98.29427,29.19677,98.39427,Sentinel-1A,SAR,12.8,66.8,Preprocessed,S2_002427.tif,0.59
2428,12,1,2024-04-05 17:07:20,27.0073,98.26454,27.1073,98.36454,27.1073,98.26454,27.0073,98.36454,Sentinel-1A,SAR,16.3,30.0,Preprocessed,S2_002428.tif,3.46
2429,37,4,2023-06-07 03:53:14,26.87366,94.38413,26.97366,94.48413,26.97366,94.38413,26.87366,94.48413,Landsat-8,Optical,19.8,96.2,Raw,S2_002429.tif,1.33
2430,50,6,2021-11-20 08:24:07,23.83371,92.0252,23.93371,92.1252,23.93371,92.0252,23.83371,92.1252,Sentinel-2B,Optical,17.0,59.9,Preprocessed,S2_002430.tif,0.81
2431,55,7,2023-04-08 00:58:08,28.88338,94.26552,28.98338,94.36552,28.98338,94.26552,28.88338,94.36552,Landsat-9,Optical,19.9,91.0,Preprocessed,S2_002431.tif,3.01
2432,2,1,2024-08-15 01:39:46,24.43969,91.15465,24.53969,91.25465,24.53969,91.15465,24.43969,91.25465,Sentinel-2A,Optical,8.1,50.4,Preprocessed,S2_002432.tif,2.87
2433,39,4,2018-12-03 06:02:23,26.96894,90.90808,27.06894,91.00808,27.06894,90.90808,26.96894,91.00808,Landsat-9,Optical,26.0,78.6,Raw,S2_002433.tif,4.14
2434,16,2,2023-10-14 15:32:18,23.33224,90.49528,23.43224,90.59528,23.43224,90.49528,23.33224,90.59528,Landsat-8,Optical,16.8,13.0,Analysis Ready,S2_002434.tif,4.94
2435,25,3,2020-07-03 04:30:02,26.49142,97.17334,26.59142,97.27334,26.59142,97.17334,26.49142,97.27334,Sentinel-2B,Optical,5.0,89.4,Raw,S2_002435.tif,2.91
2436,41,5,2019-07-05 06:02:46,23.2623,94.64379,23.3623,94.74379,23.3623,94.64379,23.2623,94.74379,Landsat-9,Optical,7.4,74.8,Raw,S2_002436.tif,3.05
2437,57,7,2023-12-23 07:23:02,24.00915,92.77145,24.10915,92.87145,24.10915,92.77145,24.00915,92.87145,Sentinel-1A,SAR,21.7,35.2,Preprocessed,S2_002437.tif,4.29
2438,40,5,2021-01-18 12:32:10,28.4876,97.74258,28.5876,97.84258,28.5876,97.74258,28.4876,97.84258,Sentinel-2A,Optical,23.1,78.8,Preprocessed,S2_002438.tif,0.34
2439,50,6,2024-08-18 05:03:02,23.48572,92.86724,23.58572,92.96724,23.58572,92.86724,23.48572,92.96724,Landsat-9,Optical,5.7,11.5,Analysis Ready,S2_002439.tif,2.75
2440,27,3,2021-10-11 13:50:27,25.61293,90.34588,25.71293,90.44588,25.71293,90.34588,25.61293,90.44588,Sentinel-1B,SAR,13.9,77.9,Preprocessed,S2_002440.tif,2.33
2441,53,6,2023-05-23 15:22:22,28.43747,90.84483,28.53747,90.94483,28.53747,90.84483,28.43747,90.94483,Sentinel-2A,Optical,16.0,96.2,Analysis Ready,S2_002441.tif,3.51
2442,6,1,2024-04-16 05:39:03,26.1662,97.62053,26.2662,97.72053,26.2662,97.62053,26.1662,97.72053,Landsat-8,Optical,20.1,69.5,Raw,S2_002442.tif,0.04
2443,10,1,2020-04-21 00:33:52,24.15573,97.55131,24.25573,97.65131,24.25573,97.55131,24.15573,97.65131,Sentinel-1A,SAR,11.6,19.8,Analysis Ready,S2_002443.tif,0.38
2444,13,2,2020-07-04 17:15:26,25.84291,99.85898,25.94291,99.95898,25.94291,99.85898,25.84291,99.95898,Landsat-8,Optical,20.0,6.1,Raw,S2_002444.tif,0.56
2445,8,1,2018-05-14 13:05:45,24.67767,98.9556,24.77767,99.0556,24.77767,98.9556,24.67767,99.0556,Landsat-8,Optical,29.2,20.9,Raw,S2_002445.tif,4.95
2446,19,2,2023-12-02 17:25:46,24.53981,96.78099,24.63981,96.88099,24.63981,96.78099,24.53981,96.88099,Sentinel-2B,Optical,4.8,42.7,Raw,S2_002446.tif,4.0
2447,26,3,2023-06-02 22:51:49,24.24868,90.54401,24.34868,90.64401,24.34868,90.54401,24.24868,90.64401,Sentinel-1B,SAR,8.6,10.1,Preprocessed,S2_002447.tif,2.68
2448,30,3,2022-09-08 06:46:02,25.8252,92.43111,25.9252,92.53111,25.9252,92.43111,25.8252,92.53111,Landsat-9,Optical,13.5,92.1,Raw,S2_002448.tif,0.01
2449,34,4,2019-04-23 10:42:31,25.48461,97.86888,25.58461,97.96888,25.58461,97.86888,25.48461,97.96888,Sentinel-2A,Optical,26.4,64.2,Raw,S2_002449.tif,2.22
2450,60,8,2023-07-03 06:32:18,25.0933,95.79864,25.1933,95.89864,25.1933,95.79864,25.0933,95.89864,Landsat-8,Optical,6.9,7.5,Raw,S2_002450.tif,4.35
2451,6,1,2023-07-26 09:56:37,26.08844,97.0732,26.18844,97.1732,26.18844,97.0732,26.08844,97.1732,Landsat-9,Optical,28.1,54.6,Preprocessed,S2_002451.tif,4.12
2452,50,6,2024-12-29 07:38:47,24.39651,92.81628,24.49651,92.91628,24.49651,92.81628,24.39651,92.91628,Sentinel-1A,SAR,11.3,51.5,Preprocessed,S2_002452.tif,2.05
2453,61,8,2018-04-14 04:08:05,26.49113,90.19214,26.59113,90.29214,26.59113,90.19214,26.49113,90.29214,Sentinel-2A,Optical,24.8,60.4,Raw,S2_002453.tif,2.58
2454,60,8,2020-10-09 22:48:45,24.58523,96.01148,24.68523,96.11148,24.68523,96.01148,24.58523,96.11148,Sentinel-1B,SAR,17.1,84.9,Analysis Ready,S2_002454.tif,2.21
2455,52,6,2022-01-13 20:50:19,28.03845,99.85205,28.13845,99.95205,28.13845,99.85205,28.03845,99.95205,Sentinel-2A,Optical,24.8,89.0,Raw,S2_002455.tif,4.59
2456,8,1,2018-06-25 17:34:37,24.04769,98.28172,24.14769,98.38172,24.14769,98.28172,24.04769,98.38172,Sentinel-2B,Optical,8.2,79.5,Analysis Ready,S2_002456.tif,0.46
2457,46,5,2023-07-04 09:04:27,23.1387,97.8806,23.2387,97.9806,23.2387,97.8806,23.1387,97.9806,Sentinel-1B,SAR,8.1,91.6,Preprocessed,S2_002457.tif,3.7
2458,47,6,2020-05-12 05:23:54,29.95797,99.22019,30.05797,99.32019,30.05797,99.22019,29.95797,99.32019,Landsat-8,Optical,3.7,72.8,Raw,S2_002458.tif,1.88
2459,24,3,2019-01-17 04:49:30,24.43665,99.19983,24.53665,99.29983,24.53665,99.19983,24.43665,99.29983,Landsat-8,Optical,24.1,35.4,Raw,S2_002459.tif,4.67
2460,3,1,2023-12-09 20:16:34,27.60829,98.59967,27.70829,98.69967,27.70829,98.59967,27.60829,98.69967,Sentinel-1B,SAR,13.3,33.6,Preprocessed,S2_002460.tif,0.81
2461,58,7,2022-12-20 18:04:52,27.51148,94.65971,27.61148,94.75971,27.61148,94.65971,27.51148,94.75971,Sentinel-1A,SAR,3.3,52.6,Analysis Ready,S2_002461.tif,2.6
2462,31,3,2019-11-18 20:48:23,28.07033,95.03967,28.17033,95.13967,28.17033,95.03967,28.07033,95.13967,Sentinel-1B,SAR,20.4,63.5,Raw,S2_002462.tif,0.78
2463,32,3,2019-05-29 08:56:50,25.18284,95.68278,25.28284,95.78278,25.28284,95.68278,25.18284,95.78278,Sentinel-1B,SAR,13.9,63.5,Preprocessed,S2_002463.tif,1.49
2464,41,5,2021-09-05 20:13:39,22.45011,93.86363,22.55011,93.96363,22.55011,93.86363,22.45011,93.96363,Sentinel-2B,Optical,5.6,45.0,Analysis Ready,S2_002464.tif,0.98
2465,3,1,2022-12-03 13:52:19,27.8419,98.74841,27.9419,98.84841,27.9419,98.74841,27.8419,98.84841,Sentinel-1B,SAR,15.1,8.0,Analysis Ready,S2_002465.tif,2.29
2466,35,4,2024-04-11 14:46:08,23.42018,91.81619,23.52018,91.91619,23.52018,91.81619,23.42018,91.91619,Sentinel-2B,Optical,19.9,94.8,Analysis Ready,S2_002466.tif,2.76
2467,37,4,2018-12-29 08:52:18,26.60492,94.74914,26.70492,94.84914,26.70492,94.74914,26.60492,94.84914,Landsat-9,Optical,3.1,71.1,Raw,S2_002467.tif,3.92
2468,24,3,2018-03-11 16:13:46,23.97355,99.42002,24.07355,99.52002,24.07355,99.42002,23.97355,99.52002,Sentinel-2B,Optical,9.2,68.7,Raw,S2_002468.tif,2.32
