road_id,state_id,district_id,road_code,road_type,road_name,start_lat,start_lon,end_lat,end_lon,length_km,width_m,surface_type,condition,historical_blockages,landslide_vulnerability,daily_traffic_vehicles
630,40,5,RD00630,Village Road,NH-224,27.91392,97.85864,27.96392,97.90864,3.3,4.5,Bituminous,Fair,12,Low,420.8
631,25,3,RD00631,SH,NH-226,26.40541,96.77369,26.45541,96.82369,9.9,8.2,Earthen,Good,4,Low,315.6
632,29,3,RD00632,SH,SH-85,25.99364,98.91216,26.04364,98.96216,6.5,4.7,Earthen,Fair,20,High,352.3
633,13,2,RD00633,Village Road,NH-146,26.32655,99.5565,26.37655,99.6065,16.9,7.5,Concrete,Fair,8,High,216.3
634,9,1,RD00634,SH,NH-226,27.45765,93.59482,27.50765,93.64482,47.9,11.8,Gravel,Poor,0,High,295.0
635,47,6,RD00635,NH,SH-47,29.68861,99.42084,29.73861,99.47084,25.0,5.3,Earthen,Good,16,Medium,363.6
636,42,5,RD00636,SH,SH-30,21.96969,97.38237,22.01969,97.43237,36.7,6.7,Concrete,Fair,18,Medium,473.3
637,4,1,RD00637,SH,SH-92,26.62456,90.32468,26.67456,90.37468,31.2,8.8,Earthen,Good,6,Medium,467.5
638,2,1,RD00638,Village Road,SH-46,23.82363,91.57882,23.87363,91.62882,41.2,11.0,Earthen,Poor,13,High,100.3
639,55,7,RD00639,NH,SH-95,28.92478,94.29393,28.97478,94.34393,31.0,8.1,Concrete,Fair,17,Medium,452.3
640,39,4,RD00640,Forest Road,SH-44,27.64227,91.3305,27.69227,91.3805,23.2,3.3,Gravel,Poor,14,Medium,115.4
641,28,3,RD00641,Village Road,SH-40,29.10073,93.09897,29.15073,93.14897,45.6,3.8,Concrete,Fair,15,High,369.5
642,14,2,RD00642,ODR,NH-397,22.52911,92.83622,22.57911,92.88622,27.4,6.9,Bituminous,Fair,0,Low,63.2
643,58,7,RD00643,Village Road,NH-68,27.08976,94.34036,27.13976,94.39036,44.2,8.2,Concrete,Poor,13,High,231.2
644,14,2,RD00644,ODR,SH-82,22.52945,92.95806,22.57945,93.00806,37.4,9.1,Gravel,Fair,1,Medium,172.5
645,60,8,RD00645,MDR,NH-359,24.55154,95.97101,24.60154,96.02101,8.1,4.9,Bituminous,Fair,7,Medium,245.5
646,38,4,RD00646,Village Road,SH-58,29.79981,98.76069,29.84981,98.81069,16.3,6.0,Bituminous,Good,17,Low,368.0
647,54,6,RD00647,MDR,SH-80,29.75195,91.74644,29.80195,91.79644,10.1,4.5,Gravel,Fair,3,Medium,489.4
648,12,1,RD00648,NH,NH-194,26.71648,97.88001,26.76648,97.93001,48.1,8.5,Earthen,Good,3,Low,193.5
649,35,4,RD00649,Village Road,NH-464,23.1694,91.49235,23.2194,91.54235,5.5,3.6,Bituminous,Good,13,High,302.1
650,2,1,RD00650,NH,SH-21,23.9421,91.304,23.9921,91.354,41.7,10.6,Concrete,Poor,12,Medium,325.8
651,31,3,RD00651,NH,NH-10,27.77201,95.23217,27.82201,95.28217,18.2,3.9,Earthen,Good,3,High,299.9
652,22,2,RD00652,Forest Road,SH-63,22.70185,96.40863,22.75185,96.45863,9.5,5.2,Gravel,Good,5,Medium,40.0
653,6,1,RD00653,Village Road,NH-425,26.4339,97.21115,26.4839,97.26115,39.3,8.8,Earthen,Fair,19,High,103.2
654,29,3,RD00654,ODR,NH-71,26.08016,98.97651,26.13016,99.02651,5.8,8.5,Concrete,Good,10,High,461.6
655,24,3,RD00655,SH,SH-58,24.16411,99.22595,24.21411,99.27595,15.2,6.7,Concrete,Fair,5,High,66.1
656,62,8,RD00656,SH,NH-439,27.08808,92.4112,27.13808,92.4612,4.9,3.9,Bituminous,Good,16,Low,151.9
657,52,6,RD00657,ODR,NH-426,28.66706,99.9466,28.71706,99.9966,24.7,5.7,Concrete,Good,8,Low,77.5
658,62,8,RD00658,Village Road,NH-367,27.12759,92.39831,27.17759,92.44831,48.0,5.4,Concrete,Poor,6,Low,273.4
659,9,1,RD00659,Forest Road,SH-1,27.7586,93.28063,27.8086,93.33063,21.7,11.2,Bituminous,Poor,11,High,101.0
660,57,7,RD00660,ODR,SH-19,23.54687,92.94412,23.59687,92.99412,12.6,3.0,Earthen,Poor,1,Low,108.6
661,43,5,RD00661,SH,SH-49,29.73258,97.51436,29.78258,97.56436,33.1,11.5,Gravel,Good,15,High,242.0
662,20,2,RD00662,NH,NH-374,23.31788,93.43145,23.36788,93.48145,21.4,11.2,Gravel,Poor,19,Low,450.6
663,46,5,RD00663,MDR,SH-6,23.39985,97.46041,23.44985,97.51041,3.4,7.6,Gravel,Poor,3,Low,146.8
664,23,3,RD00664,MDR,SH-84,27.80986,91.4868,27.85986,91.5368,33.1,5.9,Bituminous,Poor,4,Medium,488.1
665,22,2,RD00665,MDR,SH-99,22.68377,96.45054,22.73377,96.50054,1.9,9.9,Gravel,Poor,16,Medium,461.3
666,12,1,RD00666,ODR,SH-81,26.88804,98.07343,26.93804,98.12343,29.7,5.8,Earthen,Fair,7,Medium,228.9
667,6,1,RD00667,ODR,SH-73,26.44553,97.11764,26.49553,97.16764,36.8,4.5,Gravel,Fair,7,Medium,48.1
668,9,1,RD00668,SH,SH-80,27.63863,93.31648,27.68863,93.36648,45.1,3.7,Bituminous,Fair,1,High,6.0
669,54,6,RD00669,Forest Road,NH-342,29.51812,91.5316,29.56812,91.5816,14.9,10.7,Gravel,Fair,14,Medium,357.9
670,28,3,RD00670,Village Road,SH-25,29.01375,93.22704,29.06375,93.27704,42.2,3.8,Earthen,Poor,10,Medium,16.7
671,54,6,RD00671,NH,NH-250,29.49921,91.67779,29.54921,91.72779,2.2,10.6,Gravel,Good,16,Low,235.1
672,1,1,RD00672,MDR,SH-54,27.23973,90.1268,27.28973,90.1768,35.7,8.2,Concrete,Good,14,Low,358.8
673,3,1,RD00673,Village Road,NH-103,27.21666,99.06795,27.26666,99.11795,33.2,8.5,Gravel,Good,8,Low,313.9
674,59,8,RD00674,Forest Road,SH-91,25.67247,92.30097,25.72247,92.35097,44.5,8.9,Earthen,Poor,16,Low,488.3
675,47,6,RD00675,Village Road,NH-278,29.71528,99.20615,29.76528,99.25615,11.3,10.5,Earthen,Fair,9,Medium,12.2
676,5,1,RD00676,ODR,SH-56,23.55884,94.95736,23.60884,95.00736,23.6,5.2,Bituminous,Good,17,High,64.2
677,8,1,RD00677,SH,NH-361,24.27113,98.66633,24.32113,98.71633,15.3,6.1,Earthen,Good,7,Medium,239.0
678,33,4,RD00678,Forest Road,NH-124,23.63088,100.11183,23.68088,100.16183,39.7,9.7,Gravel,Good,2,Medium,241.7
679,50,6,RD00679,MDR,SH-59,23.92092,92.44139,23.97092,92.49139,35.0,10.9,Bituminous,Good,6,Low,355.6
680,24,3,RD00680,SH,NH-339,24.27663,99.11088,24.32663,99.16088,15.1,3.4,Gravel,Fair,3,Medium,14.1
681,50,6,RD00681,NH,NH-243,23.78015,92.36346,23.83015,92.41346,7.9,8.4,Earthen,Fair,18,Low,178.3
682,12,1,RD00682,NH,SH-30,26.9578,98.07876,27.0078,98.12876,13.5,11.7,Bituminous,Poor,7,Medium,62.9
683,23,3,RD00683,Village Road,SH-29,27.73756,91.54076,27.78756,91.59076,6.0,4.8,Earthen,Poor,8,Medium,26.2
684,9,1,RD00684,Forest Road,SH-71,27.74157,93.40793,27.79157,93.45793,4.0,7.6,Gravel,Good,20,Medium,171.3
685,15,2,RD00685,SH,NH-68,26.87321,98.51574,26.92321,98.56574,24.6,6.2,Bituminous,Fair,14,Low,309.3
686,40,5,RD00686,ODR,NH-259,27.97959,97.77971,28.02959,97.82971,7.6,11.6,Gravel,Fair,9,High,115.2
687,5,1,RD00687,Forest Road,SH-19,23.75325,95.03888,23.80325,95.08888,3.9,9.0,Concrete,Poor,2,Medium,258.2
688,12,1,RD00688,SH,NH-197,26.67816,98.13659,26.72816,98.18659,17.4,9.6,Concrete,Poor,10,Medium,471.3
689,2,1,RD00689,NH,SH-24,23.87853,91.21197,23.92853,91.26197,25.8,4.8,Concrete,Fair,17,Medium,146.0
690,31,3,RD00690,MDR,NH-387,27.80684,95.34653,27.85684,95.39653,1.2,10.3,Gravel,Fair,13,Low,263.0
691,46,5,RD00691,ODR,NH-30,23.02665,97.43133,23.07665,97.48133,3.4,6.1,Bituminous,Good,3,Low,471.1
692,12,1,RD00692,Forest Road,NH-169,26.74998,98.10632,26.79998,98.15632,25.7,6.1,Gravel,Fair,12,High,43.2
693,3,1,RD00693,Forest Road,SH-22,27.22798,98.7261,27.27798,98.7761,6.4,3.5,Earthen,Fair,4,Low,370.9
694,13,2,RD00694,MDR,SH-17,26.13875,99.65286,26.18875,99.70286,38.3,9.5,Earthen,Poor,19,Medium,457.7
695,31,3,RD00695,Village Road,NH-500,27.78825,95.40707,27.83825,95.45707,41.9,4.0,Gravel,Good,10,High,235.9
696,9,1,RD00696,Forest Road,NH-425,27.51642,93.51488,27.56642,93.56488,16.1,3.8,Bituminous,Poor,3,Low,86.2
697,54,6,RD00697,NH,NH-227,29.47061,91.53499,29.52061,91.58499,38.0,7.3,Bituminous,Poor,7,High,257.8
698,3,1,RD00698,NH,SH-79,27.57103,98.93459,27.62103,98.98459,2.3,10.9,Concrete,Poor,14,Medium,46.3
699,49,6,RD00699,Village Road,SH-47,29.24735,98.62044,29.29735,98.67044,47.0,10.5,Bituminous,Poor,0,Medium,275.4
700,58,7,RD00700,NH,NH-39,27.20063,94.532,27.25063,94.582,7.6,10.8,Earthen,Fair,11,High,473.6
701,56,7,RD00701,NH,NH-131,29.52176,97.48486,29.57176,97.53486,2.2,10.9,Bituminous,Poor,0,High,179.5
702,3,1,RD00702,Forest Road,SH-71,27.2917,98.95912,27.3417,99.00912,2.6,8.2,Gravel,Good,17,Low,136.8
703,47,6,RD00703,Forest Road,NH-325,29.76841,99.30974,29.81841,99.35974,0.8,5.7,Bituminous,Good,18,High,220.4
704,37,4,RD00704,MDR,SH-7,26.87831,94.7181,26.92831,94.7681,36.8,6.0,Bituminous,Good,14,Low,476.0
705,43,5,RD00705,NH,SH-19,29.83877,97.60554,29.88877,97.65554,16.8,9.1,Concrete,Fair,4,Low,366.6
706,44,5,RD00706,Forest Road,NH-204,29.18411,98.62706,29.23411,98.67706,21.7,11.2,Concrete,Good,7,High,268.8
707,51,6,RD00707,Village Road,NH-66,29.44426,90.80416,29.49426,90.85416,24.4,6.3,Bituminous,Good,2,Medium,415.2
708,12,1,RD00708,Village Road,SH-60,26.80156,97.91352,26.85156,97.96352,1.6,7.8,Earthen,Fair,10,High,4.6
709,15,2,RD00709,NH,NH-18,27.01765,98.42636,27.06765,98.47636,23.6,8.7,Concrete,Good,18,High,262.8
710,31,3,RD00710,Village Road,NH-207,27.93202,95.33834,27.98202,95.38834,44.9,5.9,Bituminous,Poor,13,Low,462.7
711,61,8,RD00711,SH,NH-379,26.6285,90.04933,26.6785,90.09933,2.1,5.3,Concrete,Poor,2,Low,414.6
712,61,8,RD00712,ODR,NH-85,26.55894,89.95188,26.60894,90.00188,42.0,6.6,Earthen,Poor,19,Low,284.1
713,16,2,RD00713,ODR,NH-241,23.42165,90.6048,23.47165,90.6548,44.8,4.3,Bituminous,Fair,1,High,379.2
714,45,5,RD00714,ODR,NH-236,28.7273,95.00565,28.7773,95.05565,46.4,6.9,Concrete,Fair,9,Medium,182.1
715,55,7,RD00715,NH,NH-410,28.92676,94.31187,28.97676,94.36187,38.2,11.6,Bituminous,Fair,13,Medium,452.2
716,28,3,RD00716,SH,SH-97,29.01207,93.14077,29.06207,93.19077,42.4,5.5,Concrete,Fair,5,Low,58.9
717,4,1,RD00717,ODR,NH-490,26.73229,90.48698,26.78229,90.53698,44.4,10.7,Earthen,Fair,4,Medium,67.5
718,55,7,RD00718,SH,NH-72,28.88463,94.12394,28.93463,94.17394,45.6,11.5,Bituminous,Fair,10,Low,302.0
719,42,5,RD00719,MDR,SH-81,22.14988,97.02755,22.19988,97.07755,30.1,4.7,Bituminous,Fair,9,High,192.6
720,44,5,RD00720,NH,SH-22,29.29267,98.5793,29.34267,98.6293,48.9,4.1,Bituminous,Good,16,High,418.4
721,12,1,RD00721,SH,SH-14,26.83505,97.89579,26.88505,97.94579,46.2,9.7,Bituminous,Fair,5,High,486.1
722,33,4,RD00722,Forest Road,SH-27,23.71642,99.79714,23.76642,99.84714,20.4,3.6,Gravel,Good,20,High,261.1
723,47,6,RD00723,MDR,SH-90,29.51654,99.07967,29.56654,99.12967,49.7,8.8,Earthen,Fair,2,High,426.4
724,31,3,RD00724,Village Road,SH-4,27.97563,95.28137,28.02563,95.33137,8.2,7.0,Concrete,Poor,8,Low,19.6
725,50,6,RD00725,Forest Road,NH-161,24.07732,92.29574,24.12732,92.34574,1.6,5.5,Concrete,Poor,19,High,238.8
726,23,3,RD00726,MDR,SH-87,28.01269,91.57671,28.06269,91.62671,14.5,9.4,Bituminous,Fair,1,Low,14.4
727,7,1,RD00727,ODR,NH-445,26.53533,92.1421,26.58533,92.1921,30.5,8.9,Bituminous,Poor,8,Low,179.5
728,41,5,RD00728,Village Road,SH-50,22.91126,94.44123,22.96126,94.49123,14.2,3.8,Gravel,Fair,19,Medium,64.4
729,49,6,RD00729,NH,NH-161,29.40321,98.81701,29.45321,98.86701,29.2,11.8,Bituminous,Good,18,Medium,161.1
730,36,4,RD00730,NH,NH-71,25.36182,90.71174,25.41182,90.76174,29.3,6.9,Bituminous,Good,16,Medium,252.3
731,56,7,RD00731,ODR,NH-391,29.52702,97.44768,29.57702,97.49768,10.8,6.6,Bituminous,Fair,14,Medium,481.6
732,57,7,RD00732,ODR,NH-296,23.45856,93.27986,23.50856,93.32986,10.5,3.5,Bituminous,Good,8,Medium,138.1
733,38,4,RD00733,MDR,NH-50,29.95237,98.76106,30.00237,98.81106,8.6,6.4,Concrete,Fair,10,High,104.3
734,8,1,RD00734,SH,NH-452,24.28958,98.66727,24.33958,98.71727,15.0,5.9,Earthen,Good,8,Low,224.6
735,53,6,RD00735,Village Road,NH-487,28.02945,91.35459,28.07945,91.40459,5.4,4.0,Concrete,Poor,18,Medium,237.4
736,52,6,RD00736,Forest Road,NH-337,28.69266,99.83855,28.74266,99.88855,10.6,5.9,Gravel,Fair,9,Low,250.2
737,39,4,RD00737,Forest Road,NH-468,27.42606,91.25649,27.47606,91.30649,31.9,7.1,Bituminous,Fair,6,Medium,224.2
738,55,7,RD00738,ODR,SH-39,28.79761,94.30181,28.84761,94.35181,21.5,5.6,Bituminous,Poor,17,High,457.8
739,50,6,RD00739,Village Road,NH-27,24.02902,92.25301,24.07902,92.30301,20.2,5.7,Concrete,Good,14,High,183.6
740,39,4,RD00740,ODR,SH-30,27.56614,91.24278,27.61614,91.29278,45.4,11.0,Gravel,Poor,18,Low,257.8
741,30,3,RD00741,ODR,SH-61,25.67515,92.60798,25.72515,92.65798,6.1,4.8,Concrete,Poor,16,High,470.0
742,46,5,RD00742,MDR,NH-474,23.03356,97.71865,23.08356,97.76865,27.0,3.1,Bituminous,Poor,14,Low,190.4
743,9,1,RD00743,NH,SH-51,27.42991,93.4894,27.47991,93.5394,12.7,8.2,Earthen,Good,11,Low,147.7
744,26,3,RD00744,Forest Road,SH-30,23.79237,90.28848,23.84237,90.33848,19.0,5.4,Gravel,Good,0,Low,154.4
745,62,8,RD00745,Forest Road,NH-101,27.20881,92.31022,27.25881,92.36022,43.7,6.8,Earthen,Fair,5,Medium,273.1
746,9,1,RD00746,NH,SH-10,27.4232,93.58354,27.4732,93.63354,25.2,11.2,Gravel,Good,9,Low,127.8
747,35,4,RD00747,Forest Road,SH-3,23.34498,91.73487,23.39498,91.78487,25.2,6.5,Bituminous,Poor,3,Low,244.9
748,16,2,RD00748,Forest Road,NH-334,23.65046,90.62197,23.70046,90.67197,7.8,8.5,Earthen,Fair,7,Medium,155.3
749,60,8,RD00749,NH,NH-397,24.86559,95.71786,24.91559,95.76786,24.9,6.5,Gravel,Good,3,High,343.9
750,60,8,RD00750,Forest Road,SH-27,24.83223,95.97854,24.88223,96.02854,7.5,11.6,Earthen,Fair,2,High,391.9
751,14,2,RD00751,MDR,SH-97,22.77947,92.8426,22.82947,92.8926,14.5,7.2,Bituminous,Poor,19,Low,58.8
752,41,5,RD00752,ODR,SH-33,22.81156,94.51884,22.86156,94.56884,4.4,9.3,Concrete,Poor,17,Low,210.1
753,53,6,RD00753,MDR,SH-27,28.06366,91.19083,28.11366,91.24083,37.1,7.6,Bituminous,Poor,8,Medium,297.0
754,60,8,RD00754,NH,SH-69,24.59061,95.94548,24.64061,95.99548,38.6,8.5,Earthen,Fair,10,Low,61.5
755,7,1,RD00755,ODR,NH-459,26.45313,92.40323,26.50313,92.45323,37.2,10.1,Earthen,Poor,10,Low,74.6
756,26,3,RD00756,Forest Road,NH-178,23.77635,90.12248,23.82635,90.17248,15.1,5.2,Bituminous,Poor,15,Low,293.3
757,40,5,RD00757,Village Road,NH-383,27.9043,97.65569,27.9543,97.70569,15.0,11.0,Earthen,Poor,15,Low,348.5
758,32,3,RD00758,Village Road,NH-16,25.38286,95.96087,25.43286,96.01087,16.1,6.7,Earthen,Good,20,High,397.1
759,9,1,RD00759,Forest Road,NH-385,27.59953,93.3665,27.64953,93.4165,23.8,6.7,Earthen,Poor,0,Low,221.0
760,25,3,RD00760,Forest Road,NH-475,26.27785,96.89395,26.32785,96.94395,22.3,5.7,Earthen,Fair,5,Medium,44.6
761,14,2,RD00761,Forest Road,SH-37,22.66522,92.96238,22.71522,93.01238,17.9,9.3,Concrete,Poor,15,Medium,21.8
762,18,2,RD00762,NH,SH-45,28.81661,98.51764,28.86661,98.56764,7.9,11.7,Bituminous,Poor,10,Low,134.0
763,47,6,RD00763,SH,SH-23,29.82126,99.37372,29.87126,99.42372,25.2,7.6,Concrete,Fair,12,Medium,87.6
764,59,8,RD00764,Village Road,SH-57,25.73863,92.51982,25.78863,92.56982,29.2,6.8,Earthen,Fair,1,Low,446.9
765,3,1,RD00765,Village Road,NH-117,27.37404,98.99687,27.42404,99.04687,3.9,11.5,Bituminous,Good,6,Low,359.6
766,61,8,RD00766,ODR,NH-214,26.88809,89.97542,26.93809,90.02542,22.3,5.2,Gravel,Poor,15,Low,178.3
767,25,3,RD00767,SH,NH-408,26.53222,96.99342,26.58222,97.04342,24.9,6.9,Earthen,Good,1,High,126.6
768,30,3,RD00768,Forest Road,SH-27,25.83984,92.83947,25.88984,92.88947,19.7,10.8,Gravel,Fair,14,Low,44.4
769,43,5,RD00769,ODR,SH-83,29.78398,97.62951,29.83398,97.67951,26.2,8.8,Bituminous,Poor,17,Medium,166.1
770,60,8,RD00770,ODR,SH-60,24.51904,95.86644,24.56904,95.91644,34.1,11.2,Gravel,Good,18,Medium,278.5
771,18,2,RD00771,MDR,NH-294,28.80152,98.76611,28.85152,98.81611,12.4,6.9,Gravel,Good,2,High,172.5
772,58,7,RD00772,Forest Road,NH-397,27.33734,94.53057,27.38734,94.58057,48.7,5.6,Earthen,Good,13,Medium,478.0
773,4,1,RD00773,Village Road,SH-94,26.79683,90.33487,26.84683,90.38487,8.9,5.3,Gravel,Good,3,Medium,273.0
774,25,3,RD00774,SH,NH-121,26.36582,96.75044,26.41582,96.80044,24.7,7.3,Gravel,Poor,0,High,285.2
775,26,3,RD00775,Village Road,NH-90,23.80426,90.49234,23.85426,90.54234,45.6,10.4,Gravel,Good,14,Low,139.4
776,14,2,RD00776,Forest Road,SH-50,22.72622,92.97591,22.77622,93.02591,30.9,3.7,Earthen,Poor,6,Medium,458.1
777,41,5,RD00777,MDR,SH-2,22.75852,94.53313,22.80852,94.58313,29.4,10.3,Earthen,Fair,8,Medium,278.1
778,61,8,RD00778,ODR,SH-53,26.73373,90.23573,26.78373,90.28573,34.2,3.9,Bituminous,Fair,9,Medium,72.5
779,55,7,RD00779,ODR,NH-344,29.07545,94.22149,29.12545,94.27149,11.6,3.2,Bituminous,Fair,3,Low,167.9
780,11,1,RD00780,ODR,NH-217,22.89812,91.04652,22.94812,91.09652,12.9,8.7,Gravel,Good,18,Medium,487.2
781,34,4,RD00781,Forest Road,NH-448,26.04473,97.48692,26.09473,97.53692,14.1,5.3,Earthen,Poor,2,Low,379.5
782,45,5,RD00782,SH,NH-155,28.72312,94.98341,28.77312,95.03341,20.3,4.7,Bituminous,Poor,17,Low,422.3
783,41,5,RD00783,ODR,SH-3,22.79848,94.39146,22.84848,94.44146,19.1,7.6,Earthen,Good,12,Medium,171.0
784,31,3,RD00784,Village Road,SH-57,28.09859,95.24337,28.14859,95.29337,26.1,9.2,Earthen,Poor,6,Medium,63.2
785,40,5,RD00785,MDR,SH-62,27.87176,97.66211,27.92176,97.71211,20.3,8.4,Earthen,Poor,4,High,69.3
786,62,8,RD00786,Forest Road,SH-64,26.86735,92.32024,26.91735,92.37024,38.6,11.8,Gravel,Poor,18,Low,155.5
787,9,1,RD00787,Village Road,NH-250,27.60339,93.21192,27.65339,93.26192,17.5,9.8,Gravel,Poor,20,High,358.7
788,47,6,RD00788,Forest Road,NH-446,29.66945,99.22193,29.71945,99.27193,39.0,10.6,Gravel,Good,9,Medium,274.9
789,33,4,RD00789,Forest Road,SH-80,23.78499,100.12724,23.83499,100.17724,38.5,11.0,Earthen,Good,7,High,319.7
790,21,2,RD00790,Village Road,NH-85,24.06659,99.18015,24.11659,99.23015,30.0,10.4,Gravel,Poor,1,Low,168.1
791,51,6,RD00791,MDR,SH-45,29.56688,90.78193,29.61688,90.83193,20.3,9.2,Bituminous,Fair,3,High,94.2
792,54,6,RD00792,SH,NH-36,29.56254,91.82984,29.61254,91.87984,26.5,9.5,Earthen,Fair,5,Medium,219.3
793,59,8,RD00793,SH,NH-127,25.79592,92.4442,25.84592,92.4942,4.8,5.2,Concrete,Fair,5,Low,476.8
794,39,4,RD00794,SH,NH-57,27.63311,91.33556,27.68311,91.38556,3.0,8.1,Bituminous,Good,11,High,382.6
795,7,1,RD00795,Village Road,NH-124,26.259,92.02093,26.309,92.07093,3.4,11.8,Concrete,Fair,4,Medium,72.9
796,31,3,RD00796,ODR,NH-291,28.07383,95.35768,28.12383,95.40768,36.3,11.7,Bituminous,Fair,6,Medium,360.1
797,53,6,RD00797,ODR,NH-495,28.10516,91.33342,28.15516,91.38342,3.4,6.5,Earthen,Poor,4,High,175.2
798,49,6,RD00798,ODR,SH-40,29.30781,98.9078,29.35781,98.9578,29.5,5.0,Earthen,Fair,10,Low,330.5
799,29,3,RD00799,Village Road,SH-77,25.80278,98.75486,25.85278,98.80486,12.3,10.3,Bituminous,Good,13,Medium,251.8
800,60,8,RD00800,NH,NH-153,24.7241,95.97329,24.7741,96.02329,30.9,5.6,Gravel,Good,6,Medium,225.3
801,32,3,RD00801,Forest Road,NH-83,25.3707,95.68264,25.4207,95.73264,7.3,8.4,Gravel,Good,14,High,117.1
802,3,1,RD00802,NH,SH-43,27.33743,98.9262,27.38743,98.9762,19.8,6.4,Earthen,Good,18,High,228.6
803,4,1,RD00803,Forest Road,SH-49,26.86426,90.20896,26.91426,90.25896,7.2,9.1,Gravel,Fair,6,Medium,16.8
804,15,2,RD00804,NH,NH-168,26.92886,98.62862,26.97886,98.67862,20.6,3.8,Gravel,Fair,17,Low,298.5
805,1,1,RD00805,MDR,NH-215,27.25987,90.21243,27.30987,90.26243,13.9,7.7,Bituminous,Poor,4,Medium,287.9
806,5,1,RD00806,MDR,NH-229,23.78932,95.22791,23.83932,95.27791,41.8,11.2,Earthen,Poor,15,Medium,447.9
807,62,8,RD00807,Village Road,NH-246,27.23665,92.43921,27.28665,92.48921,31.4,4.1,Earthen,Good,10,High,301.8
808,58,7,RD00808,Village Road,SH-22,27.09934,94.57016,27.14934,94.62016,29.8,6.4,Bituminous,Good,18,High,414.4
809,41,5,RD00809,ODR,SH-57,22.74922,94.50601,22.79922,94.55601,32.0,7.0,Concrete,Fair,8,Low,421.9
810,6,1,RD00810,Village Road,NH-290,26.37216,97.11325,26.42216,97.16325,23.7,4.9,Bituminous,Good,17,Medium,379.6
811,61,8,RD00811,Village Road,SH-91,26.58463,90.16949,26.63463,90.21949,14.2,6.4,Earthen,Fair,13,High,178.7
812,21,2,RD00812,ODR,SH-41,24.14132,99.21315,24.19132,99.26315,4.4,5.6,Bituminous,Good,6,Low,183.3
813,62,8,RD00813,NH,SH-48,26.85489,92.17613,26.90489,92.22613,43.6,10.4,Bituminous,Fair,2,High,191.3
814,56,7,RD00814,Forest Road,SH-92,29.27205,97.49838,29.32205,97.54838,7.2,5.3,Concrete,Good,2,High,175.0
815,57,7,RD00815,Forest Road,SH-52,23.50722,93.31177,23.55722,93.36177,12.8,10.1,Bituminous,Poor,15,High,217.3
816,33,4,RD00816,MDR,NH-216,23.63739,99.97064,23.68739,100.02064,21.8,10.5,Gravel,Good,13,Medium,224.0
817,56,7,RD00817,ODR,NH-212,29.23541,97.45504,29.28541,97.50504,10.6,10.9,Gravel,Good,15,Medium,65.6
818,38,4,RD00818,Forest Road,NH-439,29.95414,98.50757,30.00414,98.55757,23.8,4.3,Bituminous,Good,9,Low,160.4
819,59,8,RD00819,SH,NH-291,25.47438,92.35043,25.52438,92.40043,44.9,6.5,Bituminous,Good,14,Medium,253.4
820,19,2,RD00820,SH,SH-22,24.0931,96.25126,24.1431,96.30126,18.8,8.5,Bituminous,Poor,14,High,457.8
821,4,1,RD00821,SH,NH-51,26.81828,90.20345,26.86828,90.25345,13.3,5.1,Gravel,Good,7,Medium,482.4
822,30,3,RD00822,Forest Road,SH-16,25.8125,92.68025,25.8625,92.73025,22.0,9.2,Concrete,Poor,0,High,307.1
823,37,4,RD00823,MDR,NH-213,26.70492,94.7134,26.75492,94.7634,49.9,7.3,Earthen,Fair,20,Medium,372.3
824,22,2,RD00824,NH,NH-77,22.49091,96.47275,22.54091,96.52275,48.3,6.1,Bituminous,Poor,19,Low,170.0
825,17,2,RD00825,MDR,NH-34,23.94691,92.99723,23.99691,93.04723,7.9,4.5,Concrete,Fair,4,High,263.9
826,46,5,RD00826,Forest Road,NH-204,23.21022,97.65965,23.26022,97.70965,10.2,10.3,Concrete,Good,18,Low,5.0
827,37,4,RD00827,NH,SH-91,26.8798,94.74812,26.9298,94.79812,4.6,4.8,Gravel,Poor,5,Low,170.7
828,27,3,RD00828,SH,NH-81,25.20138,90.83799,25.25138,90.88799,48.2,3.5,Concrete,Good,2,Low,194.0
829,33,4,RD00829,Forest Road,SH-35,23.58579,99.86472,23.63579,99.91472,32.3,6.0,Bituminous,Good,1,Medium,137.3
830,1,1,RD00830,MDR,NH-242,27.23695,90.05212,27.28695,90.10212,26.7,3.8,Gravel,Good,0,Low,224.4
831,50,6,RD00831,SH,NH-500,24.09181,92.28909,24.14181,92.33909,48.9,8.1,Bituminous,Fair,16,Medium,221.6
832,27,3,RD00832,Forest Road,NH-399,25.05572,90.70133,25.10572,90.75133,23.4,8.0,Earthen,Good,9,Low,71.1
833,48,6,RD00833,MDR,NH-478,26.64112,94.8803,26.69112,94.9303,2.5,5.9,Concrete,Good,9,Medium,77.0
834,27,3,RD00834,MDR,SH-14,25.18296,90.47555,25.23296,90.52555,6.9,10.8,Concrete,Poor,0,High,147.6
835,38,4,RD00835,ODR,NH-151,29.81645,98.51066,29.86645,98.56066,16.1,10.6,Gravel,Poor,12,Low,308.4
836,55,7,RD00836,Village Road,NH-90,29.09422,94.40744,29.14422,94.45744,40.0,10.2,Earthen,Good,19,High,4.0
837,52,6,RD00837,Village Road,SH-86,28.50034,99.7118,28.55034,99.7618,35.3,11.5,Gravel,Poor,2,Medium,99.2
838,35,4,RD00838,MDR,SH-63,23.04566,91.7094,23.09566,91.7594,33.2,10.0,Gravel,Fair,9,High,154.5
