alert_id,state_id,district_id,prediction_id,alert_type,issued_datetime,valid_from,valid_until,severity_level,population_notified,evacuations_triggered,status,dissemination_channels,language,delivery_success_rate
2288,4,39,4064,Early Warning,2021-03-27 04:25:08,2022-09-02 19:44:02,2019-08-07 23:23:08,Orange,478321,36506,Cancelled,All,English,0.52
2289,8,60,594,Early Warning,2024-01-17 16:52:13,2024-07-30 06:28:11,2021-10-01 13:40:45,Orange,57436,25397,Cancelled,Siren,Manipuri,0.71
2290,4,37,574,Emergency,2019-03-09 02:11:32,2020-12-26 06:24:27,2024-10-25 23:07:49,Orange,48760,35021,Superseded,SMS,Khasi,0.38
2291,2,20,4306,Early Warning,2021-08-24 09:33:06,2023-07-18 02:29:18,2021-01-26 18:39:28,Green,405829,2856,Active,All,Hindi,0.48
2292,4,39,1483,All Clear,2022-06-13 10:44:43,2022-03-07 08:08:29,2020-12-22 02:37:52,Red,335357,30346,Active,Push Notification,Khasi,0.31
2293,1,10,4831,Early Warning,2019-09-02 12:00:48,2018-11-12 21:27:51,2024-03-21 09:45:10,Green,459999,9825,Cancelled,SMS,English,0.75
2294,3,26,296,Watch,2022-03-13 23:08:16,2022-11-11 23:07:32,2024-06-01 07:51:39,Orange,12136,26312,Cancelled,Push Notification,Hindi,0.41
2295,7,55,1549,Early Warning,2021-06-21 20:13:32,2023-05-24 17:33:56,2022-10-09 07:47:31,Yellow,8319,25194,Expired,SMS,English,0.85
2296,3,32,1603,Advisory,2018-03-03 13:21:41,2024-09-06 10:51:15,2019-06-21 17:59:58,Yellow,474422,25224,Superseded,Push Notification,Bengali,0.79
2297,4,37,3697,Emergency,2021-02-03 07:02:10,2024-09-28 12:54:50,2024-04-01 20:56:49,Yellow,333052,18892,Active,Radio,Assamese,0.92
2298,5,45,754,Advisory,2024-11-11 12:21:25,2021-04-29 21:10:48,2023-08-23 22:36:39,Orange,313394,24083,Superseded,Siren,Bengali,0.33
2299,3,25,4447,Advisory,2022-03-12 12:46:45,2023-06-30 20:52:11,2020-08-02 06:34:48,Yellow,132824,24423,Expired,Radio,Bengali,0.81
2300,2,18,3120,All Clear,2023-07-29 23:55:52,2022-07-25 17:17:44,2023-08-21 19:30:43,Red,431442,27448,Cancelled,All,Hindi,0.77
2301,7,56,2193,Advisory,2022-04-24 04:32:23,2022-10-11 17:16:18,2024-04-22 11:29:14,Yellow,448968,14984,Cancelled,All,Assamese,0.74
2302,7,55,3412,Emergency,2022-03-17 10:20:21,2021-05-01 18:34:24,2020-07-20 04:15:42,Yellow,271463,20525,Expired,Push Notification,English,0.9
2303,6,52,3775,All Clear,2022-01-08 19:42:35,2022-01-03 08:16:18,2018-01-15 05:10:05,Orange,484705,33285,Cancelled,Push Notification,Hindi,0.84
2304,5,42,3347,Drill,2024-07-24 19:44:36,2023-07-09 20:06:53,2020-02-22 09:13:40,Yellow,157788,15981,Superseded,All,Khasi,0.54
2305,4,35,260,Drill,2021-01-11 03:36:02,2024-09-21 19:53:37,2020-08-07 11:18:19,Green,167414,3904,Cancelled,SMS,Manipuri,0.42
2306,2,18,3285,Drill,2021-12-10 23:39:16,2018-01-26 10:43:54,2018-06-08 21:01:22,Yellow,240163,12915,Cancelled,Push Notification,Mizo,0.72
2307,2,13,4647,Emergency,2018-05-22 22:01:42,2019-12-08 02:57:57,2024-04-12 19:56:21,Red,257012,9298,Cancelled,Radio,Khasi,0.85
2308,3,23,40,Early Warning,2020-01-21 21:38:48,2021-08-03 04:59:11,2019-03-04 20:11:53,Green,175779,36640,Cancelled,SMS,Bengali,0.33
2309,1,9,40,Early Warning,2020-07-20 17:58:07,2023-08-07 03:05:12,2019-07-29 17:57:34,Orange,294921,6174,Cancelled,Push Notification,Bengali,0.46
2310,1,5,1141,Drill,2021-12-12 13:59:26,2023-11-04 09:25:14,2023-09-20 20:58:45,Orange,358999,15239,Expired,Siren,Manipuri,0.9
2311,6,49,2709,Drill,2019-08-08 09:03:34,2024-03-02 03:13:34,2018-11-09 11:04:13,Green,58650,9321,Expired,Radio,Manipuri,0.32
2312,7,56,1367,Watch,2021-05-31 04:33:25,2021-12-02 09:42:19,2024-12-13 16:30:50,Orange,138612,9764,Superseded,Siren,Hindi,0.86
2313,3,23,910,All Clear,2023-11-20 15:51:25,2021-02-03 06:50:15,2022-03-21 17:44:36,Green,117249,34637,Expired,All,Khasi,0.77
2314,3,23,2397,Advisory,2020-11-29 05:53:06,2023-05-18 07:25:33,2024-06-08 16:06:32,Green,226272,2685,Active,All,Hindi,0.53
2315,1,6,3905,Advisory,2023-08-30 19:54:54,2021-01-15 15:34:34,2020-08-29 09:57:15,Orange,396356,44843,Expired,Siren,Khasi,0.32
2316,6,49,3424,Watch,2019-02-26 15:27:15,2022-08-17 13:52:46,2018-12-01 11:13:50,Red,218063,29860,Expired,Push Notification,Assamese,0.48
2317,1,7,1151,Emergency,2018-09-27 21:25:06,2021-03-09 16:36:23,2021-08-07 18:28:08,Orange,377137,47311,Expired,Siren,Bengali,0.92
2318,1,12,3476,All Clear,2018-03-31 07:33:29,2019-01-04 06:06:35,2022-05-08 03:09:01,Orange,410898,42926,Superseded,Siren,Hindi,0.31
2319,5,40,486,Early Warning,2021-08-10 00:00:32,2023-02-19 00:46:08,2021-09-02 14:01:46,Yellow,126190,1322,Expired,All,Manipuri,0.54
2320,1,5,3571,Early Warning,2024-05-02 19:12:54,2020-08-23 12:17:34,2020-11-08 15:10:06,Red,17132,46679,Cancelled,All,Mizo,0.71
2321,1,10,1025,Emergency,2023-10-05 22:10:21,2019-12-09 00:24:11,2023-10-04 10:19:03,Red,421537,6550,Expired,Push Notification,Bengali,0.85
2322,6,53,4351,Advisory,2022-09-24 14:20:57,2022-04-09 21:56:01,2020-12-05 06:09:12,Green,445854,5927,Cancelled,Push Notification,English,0.4
2323,4,39,1985,Advisory,2021-05-30 01:10:50,2018-05-24 12:46:04,2023-10-13 04:49:28,Orange,75992,36239,Expired,Push Notification,English,0.47
2324,1,9,3862,Emergency,2021-01-29 02:38:58,2021-03-22 06:13:05,2021-12-20 13:06:21,Orange,96991,39739,Active,SMS,Khasi,0.53
2325,4,38,199,Drill,2024-05-14 11:13:57,2020-03-14 22:36:12,2019-08-26 23:50:25,Orange,469495,5575,Expired,Radio,Hindi,0.61
2326,5,40,3052,Early Warning,2019-12-01 02:59:43,2023-11-01 07:42:25,2023-07-23 08:10:43,Green,448761,10274,Superseded,Siren,English,0.77
2327,1,7,2628,Watch,2018-02-19 02:06:27,2023-10-25 00:01:38,2022-12-22 02:57:05,Red,60231,44115,Superseded,All,Hindi,0.57
2328,6,51,2784,Emergency,2024-11-18 03:47:44,2019-10-26 17:22:02,2019-05-18 10:59:35,Green,267085,7310,Superseded,Push Notification,Khasi,0.73
2329,6,48,439,Watch,2024-03-21 14:48:51,2024-12-22 22:51:35,2023-04-06 18:39:49,Red,81689,10271,Active,All,Manipuri,0.47
2330,4,37,619,Emergency,2024-09-10 15:30:28,2019-11-08 18:40:15,2023-10-12 19:32:29,Orange,241539,28517,Superseded,SMS,Mizo,0.32
2331,1,9,4628,Emergency,2022-05-16 11:02:35,2018-01-04 00:59:10,2021-10-05 11:11:48,Red,337463,19137,Cancelled,All,Khasi,0.73
2332,6,47,664,Early Warning,2021-03-05 08:50:02,2020-03-01 01:38:58,2020-05-01 19:09:10,Yellow,166716,3350,Active,Push Notification,English,0.39
2333,5,42,3091,All Clear,2024-04-25 13:26:59,2022-03-16 22:41:39,2022-09-21 04:11:12,Yellow,321445,2242,Expired,Radio,Khasi,0.54
2334,1,4,1394,All Clear,2023-01-21 21:03:24,2021-05-27 00:38:35,2021-11-07 03:29:18,Orange,399205,25991,Active,Push Notification,Khasi,0.85
2335,2,18,70,Advisory,2023-02-22 09:16:20,2021-06-21 21:10:04,2023-10-29 17:40:37,Yellow,361740,30096,Cancelled,Radio,Khasi,0.35
2336,5,46,1198,All Clear,2020-01-16 22:40:37,2022-04-18 22:40:50,2018-10-27 01:32:12,Red,23511,4949,Expired,All,Khasi,0.39
2337,1,12,588,Early Warning,2018-05-31 14:02:59,2020-01-28 02:25:26,2020-01-30 20:15:05,Orange,147329,24595,Active,SMS,Manipuri,0.52
2338,1,10,24,All Clear,2018-11-03 03:40:46,2023-08-05 21:17:01,2022-08-27 04:11:08,Yellow,88735,23701,Expired,Push Notification,English,0.84
2339,6,48,1614,Drill,2023-10-30 15:50:22,2021-04-16 13:05:43,2022-06-13 19:36:35,Green,63831,47426,Superseded,Push Notification,Assamese,0.89
2340,2,16,4403,Drill,2022-10-23 10:49:37,2023-12-20 05:12:01,2022-01-27 20:11:15,Green,128830,48383,Superseded,All,English,0.63
2341,4,33,4854,Drill,2024-01-04 19:18:04,2022-02-19 05:38:32,2021-08-24 00:36:55,Orange,252881,12070,Active,SMS,English,0.55
2342,1,6,2106,Early Warning,2023-12-11 22:31:46,2022-01-12 07:44:17,2018-01-28 10:47:03,Green,239569,7480,Superseded,Push Notification,Bengali,0.69
2343,7,56,226,Early Warning,2024-10-04 06:55:18,2019-07-15 04:23:35,2019-11-05 05:41:44,Orange,240631,420,Cancelled,SMS,Mizo,0.38
2344,6,50,4786,All Clear,2024-05-29 23:09:26,2020-04-02 19:15:36,2024-10-17 00:01:11,Green,336998,19918,Cancelled,Radio,Bengali,0.59
2345,3,31,1162,Advisory,2023-04-01 10:34:19,2020-11-17 11:17:03,2021-04-25 02:07:44,Red,431433,7529,Expired,Siren,Assamese,0.65
2346,2,16,3598,Drill,2021-10-18 03:08:54,2024-06-04 11:25:38,2023-10-01 10:03:14,Green,262781,32799,Superseded,Push Notification,Mizo,0.6
2347,4,38,2904,Watch,2021-05-30 05:13:04,2024-04-24 21:20:28,2021-06-02 02:47:15,Green,401134,25013,Superseded,All,Hindi,0.96
2348,3,24,2978,Emergency,2022-03-17 02:32:37,2018-11-02 20:38:05,2019-08-31 16:46:59,Yellow,285559,34390,Superseded,Radio,Mizo,0.99
2349,1,11,1146,Drill,2019-11-07 11:40:03,2021-03-29 01:04:15,2018-08-02 21:38:40,Orange,158396,19472,Superseded,Siren,Hindi,0.65
2350,2,14,1790,Drill,2018-01-03 15:16:00,2018-12-10 03:44:52,2018-08-11 12:15:11,Orange,422432,29955,Superseded,SMS,Khasi,0.51
2351,5,41,838,Advisory,2021-03-09 19:41:53,2022-05-08 17:40:05,2019-12-06 12:45:57,Yellow,59184,39384,Superseded,All,Khasi,0.6
2352,7,57,3406,Early Warning,2020-03-24 19:03:23,2020-02-17 12:08:10,2021-04-21 09:36:29,Red,164303,24714,Superseded,All,Manipuri,0.93
2353,8,60,179,All Clear,2019-11-04 11:43:39,2022-10-02 22:07:40,2024-08-18 12:59:57,Red,121381,195,Active,Radio,Manipuri,0.45
2354,5,44,4943,Emergency,2023-06-14 13:47:26,2024-03-14 17:26:43,2019-12-07 07:19:45,Yellow,361908,5161,Cancelled,All,Hindi,0.82
2355,1,10,4865,Emergency,2018-12-19 23:44:00,2018-06-29 02:46:37,2021-04-05 21:03:07,Yellow,173026,39210,Expired,Radio,English,0.33
2356,2,17,409,All Clear,2021-03-17 16:07:58,2018-10-20 15:09:10,2018-09-12 15:04:59,Yellow,284901,29600,Expired,Push Notification,Manipuri,0.41
2357,3,31,1017,Early Warning,2022-05-31 05:09:46,2018-09-29 20:51:14,2022-07-25 18:22:05,Yellow,59980,29251,Superseded,SMS,Mizo,0.88
2358,2,22,3672,All Clear,2022-06-22 16:00:07,2022-01-22 04:29:34,2020-06-04 00:39:40,Orange,305044,40258,Superseded,All,Manipuri,0.34
2359,1,11,1105,Early Warning,2018-11-27 17:54:06,2018-12-09 22:26:36,2020-05-17 07:37:47,Red,286510,26818,Cancelled,Siren,Bengali,0.66
2360,1,7,4530,Early Warning,2023-04-10 16:27:43,2021-09-06 06:06:23,2018-08-28 03:15:39,Green,258320,13845,Cancelled,Siren,Mizo,0.47
2361,3,27,1640,All Clear,2018-10-20 09:58:30,2021-12-03 06:31:42,2021-02-12 17:57:43,Yellow,436728,23094,Superseded,Push Notification,Khasi,0.91
2362,3,27,847,All Clear,2021-07-24 09:31:46,2021-06-29 10:38:38,2019-11-09 01:11:18,Orange,255954,36736,Active,SMS,Manipuri,0.89
2363,2,14,4306,Emergency,2023-11-13 22:51:09,2022-07-06 21:35:07,2019-06-02 21:16:55,Green,365895,3103,Active,Push Notification,Khasi,0.88
2364,3,32,630,Advisory,2021-08-16 14:13:21,2019-08-09 17:27:08,2024-10-07 01:11:32,Red,358329,45587,Expired,SMS,Assamese,0.46
2365,5,45,1594,Watch,2021-08-02 20:09:19,2018-08-27 20:43:04,2021-12-31 21:08:01,Green,321971,34529,Cancelled,Radio,Manipuri,0.33
2366,7,55,372,Watch,2020-08-22 14:29:30,2022-01-19 13:39:28,2023-09-21 13:21:50,Green,85738,39411,Cancelled,Radio,Bengali,0.66
2367,2,22,4125,Drill,2019-11-30 18:18:55,2021-08-01 07:20:25,2024-12-23 16:09:20,Orange,454959,15362,Active,Push Notification,Assamese,0.9
2368,6,47,1785,Watch,2023-02-19 19:21:29,2020-09-27 21:44:24,2024-08-11 15:54:45,Yellow,467752,22414,Active,Siren,Mizo,0.49
2369,6,54,4917,Advisory,2023-12-17 13:49:45,2022-09-29 13:30:24,2018-07-27 10:38:50,Yellow,330060,48434,Cancelled,Siren,Mizo,0.59
2370,1,12,871,Drill,2024-12-19 05:38:45,2019-08-07 16:34:26,2021-06-14 19:50:20,Yellow,425348,2445,Active,All,Assamese,0.46
2371,4,39,2140,Early Warning,2021-01-17 06:58:26,2019-10-08 22:49:58,2024-02-26 07:14:11,Orange,405144,36363,Cancelled,Radio,Hindi,0.37
2372,3,25,1783,All Clear,2024-08-07 21:19:39,2020-01-23 23:46:42,2018-01-27 23:00:02,Green,469209,30821,Superseded,All,Khasi,0.82
2373,6,50,378,Drill,2023-07-15 09:09:37,2023-08-18 12:36:30,2020-08-08 06:06:56,Red,190082,37964,Superseded,Push Notification,Khasi,0.49
2374,6,47,264,Drill,2022-10-14 07:49:58,2018-12-01 08:04:04,2021-12-02 23:21:46,Yellow,253569,41684,Expired,Radio,Khasi,0.96
2375,8,60,762,All Clear,2021-07-24 08:23:03,2018-07-19 23:55:04,2018-07-26 17:46:20,Red,460081,13513,Expired,All,Assamese,0.43
2376,3,28,3710,Drill,2018-03-31 10:12:18,2019-02-27 19:15:56,2019-01-12 00:11:40,Red,251140,43048,Expired,Radio,English,0.79
2377,1,12,2504,Drill,2019-02-16 23:40:47,2019-06-15 10:59:56,2024-04-02 11:43:45,Yellow,446260,17719,Active,All,Manipuri,0.92
2378,6,54,1881,Emergency,2024-11-23 22:31:41,2023-09-25 03:24:36,2020-02-03 03:45:54,Green,97002,48071,Expired,Siren,Bengali,0.52
2379,1,1,772,Drill,2022-08-19 00:19:10,2024-09-23 05:58:38,2020-08-21 03:33:55,Green,152242,17593,Expired,Radio,Mizo,0.98
2380,7,56,2218,Watch,2019-04-28 12:06:27,2023-11-24 11:18:51,2020-05-18 09:49:12,Green,128367,49410,Cancelled,SMS,Khasi,0.72
2381,3,29,3370,Early Warning,2020-12-26 15:14:13,2023-09-08 08:37:51,2024-04-05 04:06:14,Green,269979,27905,Active,Radio,Assamese,0.99
2382,1,1,4719,Advisory,2020-06-04 11:40:25,2022-03-18 21:20:16,2020-12-28 05:41:33,Green,100975,40697,Active,Push Notification,Assamese,0.33
2383,2,20,1100,Early Warning,2020-07-21 07:43:49,2023-10-28 06:51:45,2023-05-23 00:32:19,Orange,327040,3657,Expired,Siren,Mizo,0.35
2384,7,58,579,Advisory,2018-03-26 09:17:53,2021-04-05 23:13:13,2020-09-19 17:30:33,Yellow,323325,17509,Expired,All,Manipuri,0.99
2385,1,3,1430,Emergency,2020-01-22 10:31:56,2024-01-19 09:19:20,2021-03-31 14:30:25,Red,227002,38213,Superseded,All,Hindi,0.84
2386,4,37,2843,All Clear,2019-12-28 03:59:46,2021-04-07 04:29:16,2018-10-17 18:45:16,Yellow,298252,16387,Active,SMS,Khasi,0.88
2387,6,51,1572,All Clear,2023-03-07 13:38:22,2024-09-29 22:03:35,2019-12-18 02:58:32,Green,410849,20024,Expired,Radio,Khasi,0.74
2388,1,10,2409,Emergency,2018-01-07 20:05:21,2023-09-24 00:25:56,2019-07-07 00:23:01,Red,268738,48803,Expired,Radio,Assamese,0.43
2389,6,52,2457,Watch,2023-09-27 17:46:55,2020-03-10 13:43:31,2019-10-11 08:49:36,Yellow,247899,24309,Active,All,Assamese,0.61
2390,5,40,2085,All Clear,2024-03-23 04:07:53,2021-09-12 10:25:49,2024-08-08 02:11:27,Green,423920,23722,Cancelled,Push Notification,Bengali,0.47
2391,4,36,1447,All Clear,2021-04-07 04:09:52,2020-10-21 13:23:28,2020-12-03 07:06:40,Yellow,11017,29475,Cancelled,Push Notification,Bengali,0.87
2392,1,2,4732,All Clear,2020-12-15 07:43:56,2023-05-23 12:45:26,2022-06-14 02:18:47,Yellow,423179,40728,Cancelled,All,Bengali,0.92
2393,8,59,3929,Watch,2023-05-17 04:10:26,2022-11-04 19:26:36,2021-08-19 09:27:45,Green,423026,39652,Superseded,Radio,Bengali,0.45
2394,4,39,788,Advisory,2022-01-01 05:54:24,2018-05-20 04:38:51,2020-03-14 11:40:39,Red,240175,8165,Expired,SMS,English,0.83
2395,6,52,4823,Watch,2020-11-23 00:51:44,2022-09-07 06:40:16,2022-04-30 08:20:41,Orange,497932,29840,Expired,Radio,Bengali,0.82
2396,5,40,3293,All Clear,2023-09-04 04:17:30,2021-09-09 06:24:48,2021-08-28 00:42:56,Red,236015,38603,Cancelled,Siren,English,0.59
2397,1,7,3749,Emergency,2023-12-16 16:40:01,2022-12-21 04:14:44,2018-06-09 23:23:31,Green,44666,17095,Superseded,SMS,English,0.32
2398,6,49,1761,Drill,2024-10-16 14:34:13,2021-10-23 23:36:14,2018-11-15 20:34:30,Orange,176639,25702,Superseded,Radio,Assamese,0.6
2399,2,21,1,Early Warning,2023-07-21 14:49:03,2022-08-14 11:33:30,2024-03-11 17:28:35,Orange,264961,27680,Active,SMS,Assamese,0.64
2400,2,19,2137,Watch,2022-10-16 02:28:02,2020-06-01 15:01:55,2023-11-28 02:19:53,Yellow,108883,24113,Superseded,All,Manipuri,0.53
2401,7,57,2280,Drill,2020-10-04 06:29:12,2020-11-07 04:38:10,2024-08-25 03:50:02,Green,214513,26773,Expired,Siren,Bengali,0.52
2402,1,9,2166,Early Warning,2019-07-07 20:44:24,2022-01-05 07:11:49,2023-12-25 04:04:09,Red,281673,38523,Expired,Radio,Mizo,0.61
2403,2,20,273,Early Warning,2019-02-09 01:27:34,2023-10-22 10:03:34,2020-01-18 21:11:41,Orange,282647,21215,Superseded,Siren,Khasi,0.42
2404,3,25,2465,Drill,2022-05-17 10:42:54,2021-07-01 18:40:14,2024-06-21 01:47:11,Green,396396,16342,Cancelled,All,Hindi,0.83
2405,3,27,4582,Watch,2018-06-10 20:18:02,2020-09-30 18:18:46,2022-05-11 04:35:31,Red,184017,14466,Active,SMS,English,0.84
2406,7,55,1158,All Clear,2021-09-26 18:42:50,2020-11-02 00:50:34,2018-09-19 03:54:19,Red,422944,40002,Expired,SMS,Mizo,0.51
2407,8,59,4127,Drill,2021-02-20 01:12:00,2022-03-02 12:35:00,2021-11-29 03:12:55,Yellow,183746,34352,Superseded,Siren,English,0.92
2408,3,25,2684,Early Warning,2021-07-13 05:12:18,2019-08-27 16:17:01,2024-05-10 23:02:44,Yellow,221591,14131,Cancelled,Radio,Khasi,0.5
2409,5,41,4876,All Clear,2020-03-13 02:10:33,2024-08-23 02:51:29,2023-02-01 03:25:30,Red,198029,48969,Expired,Push Notification,English,0.68
2410,5,44,1234,Advisory,2019-09-02 11:57:44,2021-09-28 05:43:14,2023-10-13 12:42:07,Yellow,221181,5818,Superseded,SMS,Assamese,0.92
2411,6,54,1017,Advisory,2021-10-19 05:29:53,2021-01-15 04:18:36,2021-12-03 05:27:52,Orange,242085,28049,Expired,Siren,Hindi,0.57
2412,8,61,3215,Drill,2021-10-13 00:02:17,2018-05-08 19:37:55,2022-05-02 18:37:05,Orange,322145,36324,Superseded,Siren,Bengali,0.85
2413,8,62,3067,Drill,2023-03-21 09:09:11,2020-06-10 05:24:30,2023-07-13 16:13:41,Orange,125628,18694,Cancelled,Push Notification,Manipuri,0.55
2414,2,13,3655,Advisory,2024-05-18 20:56:17,2018-03-27 10:16:38,2024-05-29 05:27:11,Red,411146,15730,Superseded,Siren,Assamese,0.59
2415,3,31,2306,Watch,2018-03-19 17:47:22,2018-03-11 23:45:48,2022-01-31 08:46:16,Orange,220956,30621,Cancelled,SMS,Bengali,0.72
2416,3,23,1637,Early Warning,2020-07-15 00:02:18,2020-09-12 03:56:53,2024-06-01 18:43:57,Green,247136,13611,Expired,SMS,Manipuri,0.71
2417,6,51,265,All Clear,2023-06-22 19:37:56,2020-05-12 23:31:35,2024-04-13 08:40:29,Green,17662,26806,Cancelled,Siren,Bengali,0.81
2418,1,10,1984,Drill,2024-05-03 05:10:29,2020-03-29 07:53:52,2020-12-02 22:09:11,Orange,128113,34428,Cancelled,Siren,Bengali,0.47
2419,8,62,1477,Emergency,2019-09-15 06:19:02,2021-08-28 10:59:30,2018-04-10 02:00:55,Yellow,331081,44796,Active,SMS,Bengali,0.63
2420,7,55,4675,Early Warning,2024-04-08 08:27:05,2018-07-06 04:42:16,2024-04-04 11:13:38,Green,128820,20163,Cancelled,Siren,English,0.36
2421,5,45,4898,Advisory,2022-04-09 05:42:29,2018-09-07 15:18:55,2018-09-27 13:33:56,Red,287209,6671,Cancelled,All,Hindi,0.82
2422,3,29,2267,Early Warning,2021-06-02 07:51:33,2020-08-27 05:20:44,2024-03-18 13:08:26,Red,160748,30827,Superseded,Siren,English,0.66
2423,6,49,3346,Drill,2022-05-07 23:59:54,2018-01-01 04:28:06,2020-05-21 23:50:04,Red,377874,30248,Superseded,Siren,Khasi,0.76
2424,6,51,3141,Drill,2022-08-29 05:02:22,2023-03-23 23:22:04,2018-02-19 03:49:36,Yellow,388269,24436,Expired,Radio,Assamese,0.54
2425,4,39,4802,All Clear,2021-03-10 20:36:07,2023-06-18 07:49:17,2023-04-07 14:52:29,Green,35646,18102,Expired,Push Notification,Khasi,0.46
2426,6,47,1479,Emergency,2022-11-20 03:17:55,2021-08-06 15:13:38,2020-06-06 20:45:08,Yellow,448557,1136,Cancelled,Radio,Mizo,0.64
2427,2,16,4383,Watch,2021-08-05 03:17:03,2018-07-28 10:14:42,2020-02-27 05:08:48,Yellow,28828,23236,Active,Push Notification,English,0.67
2428,3,25,265,Advisory,2020-08-15 22:31:36,2021-11-02 10:00:36,2020-01-27 22:48:57,Red,111885,36160,Active,Radio,Assamese,0.81
2429,4,33,2782,Emergency,2019-06-05 21:36:25,2020-07-18 16:22:33,2020-07-28 15:58:32,Orange,434007,8401,Active,Push Notification,Bengali,0.72
2430,2,19,845,Drill,2018-02-21 20:16:25,2019-12-03 22:34:23,2024-08-29 23:30:02,Yellow,264628,31513,Expired,Radio,English,0.68
2431,6,48,3329,Emergency,2021-07-09 01:43:39,2022-01-28 09:44:56,2020-07-28 16:02:00,Orange,50175,13355,Active,Push Notification,Bengali,0.35
2432,5,44,1540,Advisory,2018-01-27 21:56:10,2022-05-17 07:19:19,2021-03-07 15:06:49,Yellow,102648,17533,Superseded,Radio,Manipuri,0.87
2433,3,23,1721,Drill,2023-04-17 11:44:19,2019-06-06 07:08:42,2023-11-26 10:58:37,Orange,62452,32044,Cancelled,Radio,Manipuri,0.86
2434,1,4,4730,Drill,2022-06-12 09:30:10,2023-10-06 15:50:44,2024-10-01 19:04:03,Orange,39933,11194,Superseded,Radio,Bengali,0.87
2435,6,54,907,Advisory,2021-03-16 15:29:00,2024-06-12 17:00:00,2023-04-13 20:42:47,Red,93326,14098,Expired,SMS,Manipuri,0.45
2436,4,35,4686,Drill,2018-10-12 21:38:12,2018-06-22 09:25:21,2019-09-02 04:38:06,Green,279477,4261,Cancelled,Siren,Hindi,0.48
2437,5,46,4971,Advisory,2024-12-11 13:27:05,2019-05-03 17:44:20,2018-11-16 09:03:02,Yellow,361406,39863,Cancelled,All,Assamese,0.82
2438,2,16,427,Watch,2022-12-31 16:48:03,2018-07-16 17:03:00,2022-05-20 01:57:36,Green,164933,10140,Superseded,Push Notification,Bengali,0.36
2439,1,6,2423,Early Warning,2024-02-27 13:09:05,2019-09-03 22:40:41,2020-02-15 00:58:48,Red,44060,21780,Cancelled,Radio,Hindi,0.89
2440,8,61,515,Early Warning,2020-09-23 11:11:47,2019-08-13 17:12:29,2018-07-02 22:51:44,Yellow,423969,20139,Cancelled,SMS,Assamese,0.61
2441,1,6,818,Advisory,2018-05-28 10:19:28,2023-03-23 08:33:01,2022-09-02 18:36:45,Red,159000,43492,Cancelled,Radio,Assamese,0.58
2442,6,54,3541,Advisory,2020-01-08 12:24:03,2020-08-01 04:15:17,2019-01-07 19:56:21,Orange,410662,36592,Expired,All,Manipuri,0.37
2443,3,27,4899,Watch,2020-04-09 05:33:25,2018-06-21 02:47:36,2021-07-19 11:59:15,Orange,160944,44855,Active,All,Khasi,0.86
2444,1,2,3436,Drill,2018-11-22 02:38:21,2021-03-28 06:46:28,2023-11-14 19:44:54,Red,322987,6113,Active,SMS,Mizo,0.92
2445,7,55,4313,Watch,2023-06-01 09:01:13,2023-08-26 10:53:49,2020-02-16 21:43:46,Yellow,70353,48500,Active,Siren,Manipuri,0.4
2446,6,53,4125,Drill,2019-01-27 07:12:07,2018-09-18 02:31:00,2023-05-21 02:27:15,Yellow,425062,32716,Cancelled,Siren,Hindi,0.76
2447,3,25,4657,Watch,2024-08-17 13:39:55,2018-04-05 16:31:44,2022-07-02 18:55:31,Red,101577,41381,Cancelled,Siren,Manipuri,0.86
2448,5,46,708,Early Warning,2024-05-05 23:32:48,2020-12-08 16:39:05,2022-11-02 21:34:27,Green,120893,9119,Cancelled,Siren,Hindi,0.83
2449,4,36,3735,Watch,2018-06-02 17:21:37,2019-03-29 21:11:40,2018-04-05 18:39:28,Yellow,24545,42296,Superseded,Radio,Manipuri,0.54
2450,3,32,1056,All Clear,2020-02-29 10:13:17,2021-12-09 17:47:41,2019-01-15 08:11:04,Yellow,75989,39980,Cancelled,SMS,Bengali,0.53
2451,7,58,367,Drill,2020-10-25 22:46:11,2019-04-04 00:25:14,2023-05-17 18:51:33,Green,496980,33817,Superseded,SMS,Mizo,0.57
2452,2,19,4526,Watch,2018-03-31 02:31:46,2020-03-25 11:07:39,2018-02-09 17:58:08,Yellow,219519,23502,Cancelled,Siren,Bengali,0.62
2453,6,52,3270,Early Warning,2023-11-22 19:15:24,2024-02-09 19:14:08,2022-12-06 16:00:25,Orange,12312,16854,Active,All,Khasi,0.71
2454,2,22,3569,Watch,2021-05-03 08:16:08,2018-04-20 14:27:21,2018-10-19 07:52:31,Orange,472263,25488,Cancelled,Radio,Assamese,0.86
2455,2,15,4218,All Clear,2022-10-03 07:55:12,2022-04-30 08:22:21,2022-05-05 21:56:29,Red,232253,47710,Superseded,Radio,Assamese,0.79
2456,8,59,1947,Emergency,2018-08-19 02:58:36,2023-08-10 10:44:34,2018-06-13 00:12:33,Yellow,218565,42411,Expired,Push Notification,Mizo,0.71
2457,7,57,723,All Clear,2018-10-31 12:03:51,2021-04-02 10:11:39,2018-01-29 08:08:57,Yellow,483548,18313,Superseded,All,Bengali,0.77
2458,3,29,653,Watch,2024-05-30 13:21:39,2022-05-01 05:17:50,2018-02-21 19:28:36,Green,108792,21579,Active,Radio,Mizo,1.0
2459,4,38,2644,All Clear,2024-03-17 13:45:30,2019-06-08 11:24:31,2024-02-10 13:12:24,Yellow,298701,18995,Cancelled,SMS,Manipuri,0.8
