event_id,district_id,slope_id,state_id,event_datetime,detection_datetime,report_datetime,landslide_type,trigger,slope_angle_deg,elevation_m,area_affected_sqkm,volume_cu_m,fatalities,injuries,displaced_persons,road_blocked_km,buildings_damaged,runout_distance_km,verification_status,reported_by
399,60,81,8,2023-09-24 15:43:52,2019-09-09 14:46:48,2022-05-26 18:42:59,Translational Slide,Unknown,41.5,3771,29.56,1175947.0,1,3,4584,18.1,22,6.1,Confirmed,GSI
400,17,464,2,2018-12-29 18:27:07,2021-03-09 21:57:51,2024-03-15 17:14:21,Complex,Snowmelt,42.9,4615,17.8,56195.0,5,25,2032,3.5,476,4.9,Under Investigation,Field Team
401,12,150,1,2018-07-05 19:59:26,2020-12-20 19:27:01,2020-12-24 14:32:19,Rockfall,Rainfall,57.0,2105,35.13,522347.0,2,6,4479,5.0,287,3.7,Preliminary,ISRO
402,11,478,1,2021-12-27 18:48:15,2024-06-08 07:17:34,2022-06-27 17:44:32,Rockfall,Undercutting,40.3,4046,41.29,863990.0,1,1,2,10.1,70,9.9,Preliminary,Field Team
403,10,386,1,2023-11-30 14:38:36,2019-04-08 18:57:48,2020-10-13 11:42:48,Mudflow,Unknown,32.2,806,3.5,7282.0,3,0,2456,1.5,365,4.4,Confirmed,ISRO
404,31,369,3,2022-07-28 00:21:11,2021-09-23 22:01:58,2019-11-10 11:58:17,Rotational Slide,Snowmelt,56.9,3550,49.05,154299.0,0,0,4186,1.9,315,1.4,Preliminary,GSI
405,56,99,7,2021-03-30 08:01:50,2018-09-25 16:08:44,2020-11-25 19:34:36,Mudflow,Unknown,11.9,2739,28.4,587913.0,0,0,3966,17.9,489,9.1,Confirmed,Field Team
406,30,427,3,2024-03-07 04:06:17,2024-12-24 05:58:25,2022-03-23 08:34:27,Mudflow,Unknown,48.1,1734,4.07,58090.0,1,0,1855,16.8,357,9.8,Preliminary,Satellite
407,36,226,4,2021-06-30 16:24:36,2021-07-08 21:03:07,2019-05-24 19:08:46,Mudflow,Unknown,48.1,4830,15.69,701871.0,0,0,4819,5.2,399,5.0,Preliminary,ISRO
408,45,476,5,2022-04-12 22:02:22,2024-09-07 17:48:49,2024-03-24 12:13:26,Rotational Slide,Earthquake,30.0,4430,5.76,139677.0,1,5,506,4.5,331,1.7,Under Investigation,Satellite
409,17,168,2,2022-03-06 19:03:24,2019-07-11 09:33:37,2020-10-21 05:03:18,Translational Slide,Snowmelt,23.9,1877,24.33,82927.0,1,5,4689,6.0,402,9.1,Under Investigation,Satellite
410,28,221,3,2023-07-31 13:03:20,2022-01-31 15:48:28,2021-10-24 17:57:01,Mudflow,Snowmelt,59.4,1691,39.48,546577.0,0,0,2578,8.5,393,3.5,Confirmed,ISRO
411,51,260,6,2024-10-28 00:27:08,2020-01-25 13:21:44,2021-03-30 01:06:25,Complex,Anthropogenic,46.8,3784,12.2,479817.0,0,0,3123,15.7,117,9.3,Confirmed,Field Team
412,11,439,1,2020-02-04 03:11:09,2023-04-26 09:25:08,2021-07-18 19:04:24,Debris Flow,Rainfall,41.8,1154,14.78,712406.0,3,9,3918,13.9,363,9.8,Confirmed,District Admin
413,59,498,8,2023-08-24 08:34:51,2024-08-08 16:25:30,2023-07-19 17:08:12,Debris Flow,Earthquake,21.1,630,25.9,518622.0,0,0,122,2.2,227,9.3,Confirmed,District Admin
414,29,70,3,2022-08-01 08:54:10,2023-12-06 08:14:47,2023-05-15 10:14:27,Rotational Slide,Unknown,36.6,4100,31.97,697727.0,0,0,1348,1.1,443,7.6,Confirmed,Field Team
415,36,180,4,2019-11-23 11:16:32,2020-11-03 11:51:48,2021-01-04 01:02:43,Translational Slide,Anthropogenic,14.0,2716,8.82,64103.0,2,10,1905,10.1,146,6.7,Preliminary,ISRO
416,56,101,7,2018-11-11 03:08:12,2024-12-17 23:52:05,2023-01-21 14:57:49,Translational Slide,Earthquake,21.8,4407,7.79,279921.0,1,4,4024,13.6,330,6.6,Under Investigation,ISRO
417,32,87,3,2018-05-06 06:55:53,2018-02-21 20:34:03,2018-10-03 19:50:24,Rockfall,Rainfall,15.1,2310,27.8,544764.0,0,0,3889,7.1,325,2.3,Preliminary,Satellite
418,51,118,6,2021-08-24 23:34:32,2018-02-18 01:54:58,2019-03-02 16:04:45,Translational Slide,Snowmelt,59.2,3088,41.5,583967.0,5,10,1880,17.6,263,9.1,Preliminary,District Admin
419,12,143,1,2020-11-06 08:58:42,2022-01-21 22:04:30,2024-10-04 19:13:28,Complex,Undercutting,33.0,3574,47.78,660367.0,1,4,1722,16.4,351,6.7,Under Investigation,District Admin
420,16,330,2,2024-09-06 03:09:34,2024-05-15 18:27:37,2023-12-02 16:49:09,Complex,Undercutting,59.4,3611,22.88,586063.0,2,8,3162,16.1,246,6.0,Confirmed,Field Team
421,7,141,1,2023-01-15 21:08:16,2022-04-11 22:16:11,2021-01-01 04:57:13,Mudflow,Unknown,17.0,790,18.9,52637.0,0,0,4900,10.8,83,5.5,Confirmed,Satellite
422,51,53,6,2019-09-11 03:41:42,2019-12-08 16:55:32,2018-07-22 22:36:35,Rockfall,Earthquake,46.2,4333,27.53,68112.0,5,5,4641,4.2,417,1.6,Confirmed,ISRO
423,12,456,1,2018-01-09 00:04:44,2024-09-10 21:55:35,2023-05-24 22:24:07,Debris Flow,Undercutting,20.8,1985,26.15,617248.0,0,0,244,10.2,96,4.0,Confirmed,District Admin
424,4,470,1,2020-08-21 17:18:59,2023-05-31 08:26:50,2024-03-04 20:08:12,Rotational Slide,Anthropogenic,33.6,1085,16.03,207660.0,10,40,4180,15.1,161,8.4,Confirmed,GSI
425,1,102,1,2018-03-11 14:53:48,2024-08-06 12:28:53,2018-11-02 10:01:57,Complex,Rainfall,24.5,1539,20.27,201415.0,0,0,2698,19.0,199,4.5,Confirmed,GSI
426,1,464,1,2022-05-29 11:19:55,2023-01-05 17:20:06,2022-06-22 19:52:59,Mudflow,Anthropogenic,47.1,4536,4.42,23976.0,3,3,2311,0.0,21,5.5,Confirmed,District Admin
427,50,288,6,2020-03-08 13:26:35,2022-07-18 05:24:38,2023-02-24 00:33:14,Mudflow,Snowmelt,28.8,1383,10.19,286788.0,0,0,4648,11.3,459,6.5,Confirmed,Field Team
428,34,350,4,2023-06-11 19:04:23,2024-05-21 14:57:24,2018-04-06 22:38:15,Rockfall,Rainfall,31.9,4406,1.63,65754.0,1,2,3715,16.9,220,8.9,Preliminary,Field Team
429,55,494,7,2023-11-09 18:35:53,2024-05-30 11:59:08,2018-10-26 14:23:21,Mudflow,Anthropogenic,63.2,3621,43.65,856713.0,0,0,4532,17.1,235,5.1,Preliminary,GSI
430,43,383,5,2019-07-20 15:18:24,2019-01-12 19:45:37,2022-07-08 04:27:17,Rockfall,Earthquake,19.8,4589,30.15,1188479.0,0,0,4517,2.9,171,5.4,Confirmed,Field Team
431,4,416,1,2020-12-18 23:46:23,2018-07-05 10:27:49,2023-09-03 04:00:54,Mudflow,Earthquake,29.9,3460,13.39,99925.0,3,6,2405,7.5,254,8.4,Under Investigation,Satellite
432,2,481,1,2018-07-23 02:40:25,2020-05-15 04:17:54,2023-04-10 05:32:10,Mudflow,Undercutting,49.4,2490,11.06,392654.0,0,0,432,9.2,453,8.0,Confirmed,GSI
433,6,249,1,2023-11-01 20:58:52,2022-09-16 02:24:59,2024-01-31 11:00:30,Debris Flow,Rainfall,45.8,4671,25.88,229943.0,0,0,1969,1.8,328,7.1,Confirmed,GSI
434,8,295,1,2022-03-03 00:39:11,2022-10-17 02:47:56,2018-06-28 23:23:14,Translational Slide,Rainfall,63.8,2455,42.21,1874526.0,0,0,705,6.3,102,0.9,Preliminary,GSI
435,52,221,6,2024-08-28 10:43:00,2024-06-09 09:35:45,2021-09-02 22:18:14,Complex,Earthquake,59.6,1746,0.33,8154.0,5,25,709,17.5,239,4.4,Under Investigation,Satellite
436,14,443,2,2022-08-16 11:08:38,2023-10-10 04:30:12,2021-06-27 17:05:13,Complex,Rainfall,32.2,3315,12.93,618971.0,3,9,721,19.2,23,2.0,Under Investigation,Satellite
437,26,114,3,2020-01-21 02:29:57,2023-11-17 07:21:55,2019-09-13 13:33:03,Translational Slide,Anthropogenic,34.7,3645,14.91,724182.0,3,15,2948,8.8,19,7.6,Preliminary,ISRO
438,38,281,4,2020-06-16 22:16:57,2020-07-22 12:58:51,2021-05-05 12:58:08,Mudflow,Rainfall,22.3,4486,15.05,414705.0,0,0,1448,6.4,228,8.3,Preliminary,GSI
439,26,185,3,2023-01-14 19:21:22,2018-02-09 19:02:34,2021-09-27 10:06:02,Translational Slide,Unknown,43.1,4744,4.1,197149.0,0,0,1497,14.6,14,6.8,Under Investigation,GSI
440,57,120,7,2019-02-13 02:06:29,2021-04-23 22:28:43,2022-05-13 01:43:44,Rockfall,Earthquake,59.7,863,38.97,1836609.0,0,0,156,2.8,367,6.4,Confirmed,District Admin
441,53,471,6,2021-01-02 22:05:43,2021-07-09 18:22:55,2018-09-01 00:10:55,Translational Slide,Unknown,21.6,4603,8.94,9225.0,0,0,1492,8.8,163,1.6,Confirmed,ISRO
442,59,450,8,2021-11-22 20:43:43,2018-06-29 15:06:48,2022-12-20 22:12:54,Rockfall,Snowmelt,37.4,2315,29.45,664615.0,5,10,262,8.8,476,3.9,Under Investigation,Satellite
443,44,188,5,2018-04-25 07:42:48,2018-02-19 06:44:57,2024-06-29 03:00:17,Rotational Slide,Earthquake,53.6,780,41.48,139335.0,20,40,1771,19.4,219,0.9,Under Investigation,District Admin
444,5,37,1,2024-02-02 09:40:39,2022-01-11 11:48:48,2020-09-24 11:43:36,Rotational Slide,Earthquake,31.4,1647,45.5,2175591.0,50,100,1427,19.2,36,0.8,Preliminary,Field Team
445,37,482,4,2024-06-23 00:41:01,2022-05-04 22:28:30,2020-12-12 01:49:44,Rockfall,Snowmelt,37.1,4616,19.95,438804.0,5,20,481,1.5,348,1.7,Confirmed,ISRO
446,37,435,4,2021-03-29 09:37:44,2022-03-25 05:21:20,2018-02-02 06:10:40,Rotational Slide,Rainfall,44.6,2425,48.16,933026.0,0,0,3216,9.8,194,3.5,Confirmed,Field Team
447,12,147,1,2019-03-10 14:34:16,2020-06-25 09:21:54,2019-01-26 02:00:47,Debris Flow,Undercutting,16.3,4481,9.27,37045.0,0,0,1224,4.4,429,6.9,Preliminary,ISRO
448,1,327,1,2024-01-25 17:58:26,2022-12-24 07:50:08,2024-11-29 00:18:57,Complex,Anthropogenic,44.6,1606,25.57,330002.0,0,0,724,7.7,171,7.7,Under Investigation,Satellite
449,51,279,6,2023-01-22 10:54:36,2022-06-07 01:14:53,2020-09-11 13:42:51,Rockfall,Rainfall,37.9,4801,43.05,228105.0,1,4,3469,6.2,234,4.0,Under Investigation,ISRO
450,5,131,1,2023-03-08 14:56:01,2019-10-26 07:45:48,2024-03-05 00:11:12,Translational Slide,Unknown,64.2,4073,34.78,249652.0,5,0,744,16.0,331,8.1,Under Investigation,ISRO
451,5,181,1,2023-11-19 03:33:36,2019-04-05 16:27:13,2024-01-03 11:21:35,Mudflow,Rainfall,50.3,2546,45.5,1656959.0,2,8,773,8.7,291,7.6,Under Investigation,Field Team
452,11,361,1,2019-01-21 12:35:33,2024-10-09 06:04:35,2022-03-18 19:09:32,Mudflow,Snowmelt,50.9,3983,2.32,8043.0,50,100,1936,9.6,141,3.7,Preliminary,GSI
453,43,50,5,2023-10-06 04:10:46,2024-01-08 04:40:59,2020-07-25 04:42:09,Debris Flow,Anthropogenic,29.9,1508,37.72,338091.0,0,0,1751,12.3,249,9.9,Under Investigation,ISRO
454,47,68,6,2023-11-20 23:07:04,2019-06-03 23:40:47,2018-02-23 04:02:40,Rockfall,Rainfall,53.1,3355,21.13,1008341.0,0,0,1607,14.0,356,1.9,Confirmed,ISRO
455,46,225,5,2023-08-02 11:54:59,2019-06-20 16:05:26,2021-10-06 01:26:16,Translational Slide,Earthquake,33.4,811,6.45,283250.0,0,0,1588,0.8,176,7.3,Under Investigation,ISRO
456,60,425,8,2022-12-08 14:29:22,2018-04-04 20:10:38,2019-01-03 13:43:56,Complex,Unknown,34.9,3714,19.95,591389.0,2,2,1081,15.4,193,8.7,Confirmed,ISRO
457,38,384,4,2023-12-15 06:07:50,2022-05-05 12:10:09,2024-05-13 02:51:55,Rockfall,Rainfall,30.6,2631,1.56,20513.0,20,80,2260,1.3,256,1.0,Preliminary,Satellite
458,57,189,7,2022-09-07 12:29:48,2023-09-29 12:23:23,2018-09-05 09:37:18,Rotational Slide,Anthropogenic,52.8,3694,43.86,131071.0,0,0,1253,1.7,494,4.6,Confirmed,District Admin
459,39,395,4,2020-02-12 22:14:36,2019-06-15 05:24:08,2022-11-13 03:05:18,Rockfall,Anthropogenic,13.5,4346,20.9,29642.0,2,6,1370,9.1,340,1.8,Under Investigation,District Admin
460,61,336,8,2024-03-22 22:20:17,2023-07-13 19:43:39,2019-02-06 23:39:59,Translational Slide,Earthquake,45.5,1682,33.71,201221.0,1,4,321,10.7,159,9.1,Under Investigation,GSI
461,43,308,5,2024-05-27 21:24:16,2020-02-04 11:42:03,2022-02-02 17:15:14,Rockfall,Anthropogenic,43.2,1752,11.11,315808.0,3,3,2307,18.9,414,7.1,Confirmed,GSI
462,46,428,5,2022-02-07 21:33:31,2022-05-19 22:36:43,2021-01-05 15:21:50,Translational Slide,Snowmelt,42.6,1056,20.34,392953.0,2,4,3824,15.6,408,9.9,Under Investigation,District Admin
463,61,103,8,2022-01-16 07:27:23,2022-04-15 02:27:13,2021-02-22 04:05:11,Rotational Slide,Anthropogenic,60.8,3677,28.26,1400715.0,0,0,4871,15.5,357,9.1,Under Investigation,District Admin
464,60,430,8,2024-12-07 09:32:05,2022-03-01 18:24:25,2021-05-22 14:11:07,Rockfall,Rainfall,21.2,386,40.76,410978.0,0,0,2646,15.7,69,2.8,Under Investigation,Satellite
465,8,137,1,2020-01-14 12:07:59,2020-10-12 05:26:52,2019-04-22 09:49:20,Rotational Slide,Earthquake,52.3,1997,40.7,145678.0,2,4,4460,11.7,231,5.9,Confirmed,Field Team
466,15,54,2,2018-03-16 00:34:41,2019-05-08 02:23:46,2024-02-27 14:05:58,Mudflow,Anthropogenic,51.6,573,34.34,239594.0,10,20,1368,2.8,185,8.2,Under Investigation,District Admin
467,48,459,6,2019-12-23 13:56:57,2023-07-30 06:41:10,2018-04-14 22:33:26,Rotational Slide,Unknown,61.9,2859,25.32,596845.0,0,0,4080,1.0,463,4.7,Preliminary,ISRO
468,37,221,4,2022-06-28 21:20:26,2022-01-02 04:52:28,2024-01-09 02:01:59,Rotational Slide,Anthropogenic,58.1,1781,9.5,227368.0,0,0,382,18.5,23,0.8,Confirmed,Field Team
469,55,350,7,2019-12-31 23:08:04,2024-10-10 09:14:36,2019-05-21 06:48:25,Mudflow,Unknown,29.4,4499,15.53,258880.0,2,2,982,8.5,84,9.1,Confirmed,GSI
470,13,194,2,2024-12-24 11:22:45,2020-02-03 18:46:40,2023-06-09 07:22:08,Complex,Anthropogenic,69.4,2273,7.79,303831.0,0,0,219,12.0,423,9.0,Under Investigation,ISRO
471,59,121,8,2019-08-31 05:09:40,2024-10-07 19:11:00,2021-03-22 11:54:30,Complex,Unknown,59.9,972,34.69,1419494.0,0,0,1557,17.9,425,2.6,Preliminary,ISRO
472,9,117,1,2022-09-30 13:05:32,2018-07-06 16:11:24,2024-10-22 15:50:07,Mudflow,Earthquake,62.3,3717,17.57,47495.0,0,0,4515,19.5,195,0.9,Confirmed,Field Team
473,8,80,1,2022-06-12 03:22:41,2020-01-20 22:05:54,2023-07-13 21:50:53,Complex,Snowmelt,27.8,4353,42.28,1748604.0,1,4,4589,12.6,134,5.6,Preliminary,Field Team
474,31,103,3,2021-08-21 14:48:16,2019-10-24 22:32:01,2019-03-11 19:18:16,Rockfall,Anthropogenic,62.7,3711,6.64,74907.0,20,20,1251,2.8,439,7.5,Confirmed,ISRO
475,12,376,1,2021-12-19 12:03:24,2018-07-21 12:15:53,2023-05-16 07:04:54,Complex,Rainfall,29.4,1920,9.23,411039.0,50,100,1729,7.4,203,7.0,Preliminary,District Admin
476,7,424,1,2020-08-25 00:31:42,2018-02-25 21:04:14,2022-04-28 05:25:42,Debris Flow,Undercutting,20.4,2431,15.83,680402.0,10,0,4601,6.5,204,2.7,Under Investigation,Field Team
477,43,188,5,2022-05-01 02:20:46,2019-12-15 20:42:04,2022-02-17 02:27:46,Rotational Slide,Rainfall,45.0,922,13.91,338445.0,0,0,4658,1.5,470,6.9,Preliminary,Field Team
478,18,9,2,2024-05-21 21:05:36,2022-01-05 05:03:30,2018-01-03 04:01:16,Rockfall,Snowmelt,61.9,3225,36.07,1083140.0,0,0,3693,10.9,7,1.2,Under Investigation,Field Team
479,7,70,1,2019-01-03 04:19:04,2024-05-09 20:29:25,2018-05-29 18:33:30,Rockfall,Rainfall,32.3,4127,47.05,1364784.0,3,9,3305,9.3,457,5.1,Confirmed,Satellite
480,50,95,6,2019-06-25 14:41:24,2023-12-31 19:30:41,2024-02-10 13:22:15,Complex,Earthquake,60.6,3524,33.78,80653.0,10,50,4724,19.3,292,9.1,Under Investigation,District Admin
481,13,60,2,2024-10-04 02:40:49,2020-01-15 07:07:09,2018-07-07 05:07:37,Debris Flow,Anthropogenic,38.7,2009,19.17,309204.0,0,0,4736,12.7,178,5.1,Preliminary,District Admin
482,19,289,2,2023-02-12 09:30:00,2021-06-20 17:42:48,2022-11-18 15:25:19,Mudflow,Snowmelt,16.5,4055,35.58,37656.0,1,4,3803,7.9,453,9.4,Preliminary,ISRO
483,25,456,3,2021-11-24 13:44:02,2020-06-22 15:12:02,2024-08-08 23:24:17,Mudflow,Snowmelt,26.2,2028,12.92,222233.0,0,0,2891,6.3,225,1.3,Under Investigation,Satellite
484,42,184,5,2019-07-17 18:44:24,2020-01-05 11:22:07,2019-10-24 16:10:29,Translational Slide,Unknown,40.9,3861,11.21,124303.0,2,8,3817,14.4,120,9.9,Preliminary,Satellite
485,19,470,2,2023-11-19 19:54:35,2022-11-16 07:19:21,2020-12-08 09:47:14,Rotational Slide,Unknown,32.1,953,42.04,1614718.0,2,4,2307,8.3,405,9.0,Under Investigation,GSI
486,26,292,3,2024-10-07 18:15:48,2021-03-13 07:36:56,2021-01-09 13:16:01,Mudflow,Unknown,53.8,1461,30.41,1272822.0,10,20,2259,11.6,287,2.1,Confirmed,GSI
487,38,169,4,2023-08-13 13:08:38,2023-11-10 18:54:59,2021-01-09 03:15:10,Debris Flow,Rainfall,24.9,4485,36.18,1318897.0,0,0,4367,12.9,292,4.7,Confirmed,ISRO
488,8,441,1,2023-05-15 01:30:20,2023-04-20 18:08:54,2019-05-30 01:15:00,Debris Flow,Anthropogenic,35.5,4212,15.14,646927.0,0,0,3381,7.4,434,3.4,Confirmed,ISRO
489,47,313,6,2020-07-04 18:03:52,2020-04-15 23:55:29,2021-09-27 12:55:22,Mudflow,Unknown,46.5,1740,1.47,66098.0,5,0,1117,15.6,169,6.0,Under Investigation,Field Team
490,62,2,8,2024-03-24 13:51:05,2020-02-14 08:44:20,2022-06-13 12:14:05,Debris Flow,Earthquake,53.7,1734,46.14,1424098.0,10,20,2953,11.1,189,1.0,Confirmed,District Admin
491,57,94,7,2020-02-20 13:10:59,2020-01-21 08:26:13,2019-03-18 00:19:14,Complex,Snowmelt,66.6,660,33.57,256839.0,5,5,2539,9.2,258,7.5,Under Investigation,Field Team
492,51,421,6,2024-01-22 00:02:35,2021-02-23 12:48:37,2018-07-25 04:56:51,Complex,Rainfall,60.9,4063,39.59,1957340.0,2,10,1153,11.4,224,8.9,Confirmed,Field Team
493,17,97,2,2018-06-03 09:13:53,2024-04-09 19:17:27,2022-05-20 10:11:28,Rotational Slide,Unknown,26.1,2507,15.99,137564.0,1,2,384,3.3,81,2.4,Confirmed,Satellite
494,10,320,1,2020-08-15 00:08:01,2020-07-29 00:14:12,2020-11-04 13:29:28,Debris Flow,Unknown,19.6,3525,6.81,140711.0,50,50,1674,17.6,461,4.6,Preliminary,District Admin
495,60,418,8,2018-02-13 14:54:27,2018-08-21 05:17:41,2022-02-25 06:03:05,Rockfall,Earthquake,47.6,1576,7.19,175731.0,2,4,2040,18.0,394,3.0,Preliminary,ISRO
496,16,15,2,2020-06-06 08:45:58,2024-07-09 23:51:58,2018-03-09 02:29:45,Rockfall,Earthquake,43.5,2558,47.54,354586.0,0,0,3755,1.4,149,1.0,Preliminary,GSI
497,29,417,3,2022-08-22 08:42:56,2020-12-02 13:06:39,2024-09-26 05:59:16,Debris Flow,Snowmelt,38.0,1440,27.37,1005922.0,10,30,4056,6.4,116,5.6,Preliminary,ISRO
498,51,347,6,2023-04-06 20:09:21,2024-07-23 22:21:24,2022-06-03 17:18:45,Rotational Slide,Undercutting,26.6,907,25.34,1181492.0,0,0,4905,0.8,484,2.9,Confirmed,ISRO
499,29,294,3,2018-11-09 05:06:08,2021-11-20 22:35:26,2024-11-20 01:42:58,Debris Flow,Snowmelt,27.5,992,4.32,211624.0,0,0,4206,0.8,149,7.1,Under Investigation,ISRO
500,39,78,4,2021-12-14 03:37:39,2019-12-09 05:09:57,2023-07-10 12:47:16,Rockfall,Earthquake,28.0,2680,30.9,1082359.0,0,0,896,9.9,83,0.7,Preliminary,ISRO
501,10,58,1,2022-03-19 05:24:43,2020-02-27 06:47:47,2018-01-07 22:34:52,Rockfall,Earthquake,61.4,1535,16.09,655419.0,1,5,3133,17.0,154,4.7,Confirmed,District Admin
502,33,431,4,2023-10-26 15:32:38,2022-03-13 19:43:24,2023-09-10 21:22:04,Mudflow,Anthropogenic,56.5,4120,29.05,499633.0,0,0,1361,0.2,229,5.2,Under Investigation,ISRO
503,26,219,3,2020-05-06 05:56:38,2019-11-30 05:58:22,2024-05-12 04:01:26,Debris Flow,Snowmelt,30.4,812,37.08,789494.0,0,0,4079,9.5,72,8.2,Confirmed,GSI
504,42,189,5,2024-06-03 23:59:10,2024-08-19 10:20:48,2024-07-10 12:14:27,Rockfall,Snowmelt,52.9,3621,7.63,114496.0,0,0,1788,0.8,330,4.4,Under Investigation,District Admin
505,43,392,5,2020-01-07 01:27:24,2020-03-07 06:46:06,2020-07-02 20:34:48,Debris Flow,Rainfall,47.9,3007,3.89,130311.0,2,0,4515,6.8,436,8.6,Under Investigation,ISRO
506,5,420,1,2018-12-09 05:54:09,2019-04-07 22:23:34,2019-09-22 13:34:26,Mudflow,Snowmelt,67.8,4650,4.81,200158.0,3,6,2425,10.2,457,0.6,Under Investigation,GSI
507,34,168,4,2020-12-09 17:34:03,2022-05-10 05:36:59,2023-08-21 15:28:40,Mudflow,Snowmelt,19.5,1887,19.53,965803.0,3,15,7,0.9,266,3.6,Under Investigation,Field Team
508,41,206,5,2021-02-28 12:47:19,2020-01-09 03:39:09,2022-11-22 04:11:04,Rockfall,Earthquake,47.4,1131,38.78,264435.0,1,1,1783,5.9,32,0.9,Confirmed,Satellite
509,17,273,2,2020-06-07 03:18:46,2024-11-24 14:09:52,2022-07-23 18:39:38,Mudflow,Anthropogenic,54.2,1477,24.33,633624.0,5,25,916,1.8,49,6.7,Under Investigation,ISRO
510,8,377,1,2024-02-29 00:03:14,2018-09-13 00:22:59,2020-03-16 23:10:34,Rotational Slide,Earthquake,15.9,1439,43.77,949379.0,0,0,1377,14.1,446,1.4,Preliminary,GSI
511,21,415,2,2020-01-06 08:15:56,2022-09-08 19:10:42,2024-05-01 19:03:03,Translational Slide,Snowmelt,50.0,4140,26.52,331824.0,2,4,4531,13.8,83,8.3,Preliminary,ISRO
512,55,117,7,2019-12-28 17:56:13,2023-06-05 13:57:47,2018-12-08 16:21:40,Debris Flow,Unknown,63.6,3858,44.11,1128267.0,5,25,1669,4.3,423,7.8,Confirmed,Field Team
513,30,54,3,2020-10-12 13:35:19,2019-10-05 06:57:14,2024-10-29 04:06:43,Mudflow,Undercutting,55.7,577,48.26,305213.0,20,20,1270,13.3,178,9.0,Preliminary,Satellite
514,47,439,6,2018-09-17 16:30:20,2023-05-30 15:24:06,2018-06-27 13:48:40,Complex,Anthropogenic,49.3,1125,35.44,1362613.0,10,0,3326,19.1,3,6.5,Under Investigation,Satellite
515,7,439,1,2020-12-27 07:49:04,2023-08-23 22:07:22,2024-08-27 13:37:54,Mudflow,Unknown,43.5,1260,31.1,742897.0,1,3,956,9.2,153,3.8,Preliminary,ISRO
516,48,346,6,2018-03-10 22:52:46,2019-12-01 19:55:22,2024-06-12 03:08:20,Translational Slide,Earthquake,27.5,761,7.62,153533.0,0,0,4373,7.7,303,5.9,Confirmed,District Admin
517,21,115,2,2024-10-03 08:42:27,2024-10-25 00:28:17,2023-05-01 04:48:39,Translational Slide,Snowmelt,37.7,1588,31.45,45369.0,1,2,1118,11.6,32,7.8,Under Investigation,Satellite
518,26,249,3,2018-03-30 17:00:35,2024-12-05 18:18:25,2021-02-03 02:32:12,Mudflow,Undercutting,46.4,4556,39.11,915445.0,2,6,2088,11.2,210,4.9,Preliminary,Field Team
519,34,484,4,2021-11-07 06:25:46,2023-12-27 00:16:18,2021-07-18 00:50:38,Rockfall,Unknown,52.9,3465,29.12,1182649.0,0,0,2399,15.5,448,0.6,Confirmed,GSI
520,54,455,6,2018-05-09 05:25:08,2018-03-16 17:11:17,2023-12-30 08:22:33,Debris Flow,Earthquake,23.3,1059,48.06,140102.0,1,4,4930,18.0,293,5.8,Under Investigation,GSI
521,22,248,2,2021-06-03 21:52:34,2022-08-31 07:00:09,2023-01-06 11:58:00,Debris Flow,Rainfall,53.3,3036,27.6,864539.0,2,4,868,11.1,176,7.3,Under Investigation,Field Team
522,7,304,1,2024-09-09 11:41:13,2024-05-04 06:52:28,2024-01-27 21:54:57,Rotational Slide,Snowmelt,20.5,1470,0.96,46506.0,0,0,795,11.2,257,7.7,Under Investigation,GSI
523,42,61,5,2023-12-15 15:10:26,2019-05-19 01:14:17,2021-04-25 09:16:08,Mudflow,Undercutting,33.3,912,43.92,1773430.0,0,0,1671,8.6,247,3.1,Preliminary,Field Team
524,36,463,4,2022-06-30 11:10:19,2021-11-10 19:38:27,2023-05-11 04:20:59,Translational Slide,Earthquake,18.3,3773,47.01,917337.0,3,3,957,6.5,63,6.3,Preliminary,ISRO
525,14,478,2,2021-04-22 14:50:01,2021-08-26 11:38:14,2024-09-26 13:20:10,Debris Flow,Earthquake,45.2,4015,13.01,208913.0,5,10,4433,5.8,3,5.1,Confirmed,ISRO
526,19,171,2,2021-11-25 06:06:10,2020-01-28 02:59:55,2018-10-06 22:49:30,Rockfall,Unknown,29.4,3134,35.11,1517833.0,1,0,2040,7.9,253,2.0,Preliminary,Satellite
527,42,280,5,2020-10-06 19:22:35,2021-06-04 05:43:53,2021-11-19 04:45:54,Rotational Slide,Rainfall,20.8,1015,16.12,549373.0,1,1,1482,11.7,167,5.1,Under Investigation,GSI
528,29,35,3,2018-08-13 10:58:03,2023-02-04 09:17:30,2020-08-01 11:40:13,Rotational Slide,Earthquake,25.0,3069,26.5,853297.0,0,0,759,5.2,374,7.6,Under Investigation,District Admin
529,8,427,1,2023-03-05 03:22:37,2024-10-06 06:02:21,2020-08-05 15:32:34,Debris Flow,Earthquake,44.7,1806,15.08,610485.0,1,1,2129,5.8,111,4.5,Confirmed,ISRO
530,16,423,2,2023-11-05 19:11:27,2019-12-15 15:34:30,2020-03-15 00:18:52,Mudflow,Snowmelt,59.9,1961,46.82,1223688.0,1,1,4561,1.4,32,3.5,Confirmed,Field Team
531,45,157,5,2022-08-01 10:53:42,2024-05-01 03:22:27,2023-05-14 06:18:17,Translational Slide,Snowmelt,11.5,2480,10.71,182546.0,0,0,409,2.0,226,7.6,Confirmed,Satellite
