change_id,image_before_id,image_after_id,state_id,district_id,lat,lon,area_changed_sqkm,change_type,confidence_score,detection_datetime,ndvi_change,ndwi_change,backscatter_change_db,landslide_indicator,validation_status
1518,2072,881,34,4,26.05875,97.68683,0.645,Erosion,0.58,2018-09-07 02:18:11,-0.6875,0.9209,0.0123,1,Validated
1519,2532,291,2,1,23.49972,91.60469,8.504,Debris Flow,0.759,2018-10-17 17:11:03,0.2504,0.7124,0.3631,1,False Positive
1520,1478,1157,18,2,28.44771,98.96029,9.282,Erosion,0.696,2024-01-20 19:51:14,0.7206,0.7573,0.4723,1,Validated
1521,2292,1632,49,6,29.13215,98.91037,1.797,Erosion,0.845,2024-10-05 13:18:06,0.2916,0.7386,0.3344,1,Validated
1522,978,2962,19,2,24.22088,96.71443,8.345,Construction,0.936,2024-07-10 03:00:25,0.4327,0.6436,0.1844,1,False Positive
1523,1038,1912,56,7,29.15268,97.92298,6.158,Vegetation Loss,0.952,2023-09-01 18:34:43,-0.8624,-0.2925,0.1421,1,Unvalidated
1524,1663,398,44,5,29.01655,98.37484,5.243,Debris Flow,0.53,2022-12-08 16:27:03,0.4284,-0.128,0.0314,1,Unvalidated
1525,2630,2434,29,3,26.45534,99.32285,2.513,Erosion,0.984,2024-06-03 07:41:39,-0.4641,-0.5378,0.0407,1,False Positive
1526,2019,1479,20,2,23.69532,93.38156,2.431,Debris Flow,0.946,2024-06-23 15:31:23,-0.2451,0.0468,0.2537,1,Validated
1527,441,1550,46,5,23.25335,97.18398,7.2,Construction,0.819,2018-02-12 22:38:19,-0.3346,-0.9025,0.4197,1,Validated
1528,2726,1150,7,1,25.91243,92.03355,4.161,Flooding,0.845,2022-02-08 19:04:01,-0.4325,-0.9594,0.2303,1,Validated
1529,352,2251,32,3,25.89604,95.46463,9.682,Debris Flow,0.985,2023-06-24 19:10:08,-0.3961,0.3426,0.0817,1,Unvalidated
1530,2867,1355,37,4,26.78839,95.05087,7.43,Debris Flow,0.561,2020-03-03 01:53:40,-0.8053,-0.4423,0.2783,1,Validated
1531,2548,1031,49,6,29.39647,98.4001,1.251,Erosion,0.71,2020-09-19 18:45:39,0.2547,0.7392,0.4751,1,False Positive
1532,2108,1447,53,6,28.11448,91.10988,1.31,Landslide,0.815,2019-06-05 21:36:57,0.4413,-0.0132,0.1624,1,False Positive
1533,560,2062,62,8,26.73426,92.41385,9.711,No Change,0.515,2024-02-10 18:37:56,-0.7238,-0.9683,0.2964,0,Unvalidated
1534,1938,2282,30,3,25.8344,92.81781,2.07,Landslide,0.749,2021-01-09 19:30:39,-0.7123,-0.8809,0.0309,1,Unvalidated
1535,1048,1866,45,5,29.06214,94.93205,8.131,No Change,0.877,2018-02-13 13:10:46,-0.5831,0.7525,0.0264,0,Validated
1536,2861,1671,33,4,24.02428,100.35066,4.939,Construction,0.832,2024-10-12 20:05:13,-0.8712,0.5401,0.07,1,Unvalidated
1537,376,2040,14,2,22.79215,93.27108,5.226,No Change,0.656,2024-10-20 06:05:02,0.8917,0.957,0.1089,0,Unvalidated
1538,2282,1680,12,1,27.06671,98.28765,9.162,Flooding,0.531,2023-03-26 13:12:41,0.3013,0.7671,0.1176,1,False Positive
1539,2205,2453,47,6,30.11903,98.78843,0.115,Erosion,0.681,2022-01-25 16:24:51,-0.6959,-0.5076,0.0463,1,False Positive
1540,2910,287,33,4,23.98374,100.30789,2.188,Debris Flow,0.768,2018-08-04 04:10:27,0.224,-0.2669,0.3235,1,Validated
1541,2243,1574,46,5,23.43312,97.66013,3.73,Vegetation Loss,0.948,2022-03-21 12:13:25,0.9082,-0.3062,0.17,1,Unvalidated
1542,68,2406,15,2,27.42753,98.31379,1.016,Construction,0.549,2023-04-28 17:22:50,-0.271,0.3648,0.1114,1,False Positive
1543,2114,2683,62,8,27.44717,91.82177,0.583,No Change,0.786,2021-07-15 02:46:22,-0.3157,0.5492,0.0403,0,Unvalidated
1544,2910,2026,33,4,23.98374,100.30789,3.464,No Change,0.689,2021-04-27 05:39:06,0.0966,0.1503,0.003,0,Validated
1545,1506,2909,49,6,29.62271,98.85514,4.833,Construction,0.872,2024-06-13 05:08:52,-0.0208,0.9534,0.1732,1,False Positive
1546,1597,825,41,5,22.64016,94.38705,5.434,Flooding,0.77,2023-07-25 20:46:28,-0.3712,-0.5192,0.0519,1,Unvalidated
1547,2968,1250,3,1,27.60843,99.32694,9.78,Erosion,0.601,2024-10-09 09:59:42,-0.2654,-0.7411,0.2872,1,Validated
1548,2748,2330,53,6,27.77555,91.74499,2.448,Flooding,0.573,2021-09-29 20:12:55,0.2873,0.7656,0.3923,1,False Positive
1549,309,2716,42,5,22.20548,96.88512,3.274,Construction,0.821,2024-09-29 14:12:36,-0.6674,0.8597,0.3092,1,Validated
1550,840,2587,24,3,23.76599,99.14914,6.74,Erosion,1.0,2019-02-19 11:41:13,-0.2671,-0.6039,0.204,1,False Positive
1551,2672,543,10,1,23.54915,97.27485,6.069,Vegetation Loss,0.577,2021-07-02 11:31:37,-0.8231,-0.6057,0.375,1,False Positive
1552,2657,1907,44,5,29.36363,98.8839,0.313,Vegetation Loss,0.551,2024-05-19 14:55:52,-0.0251,-0.5192,0.1515,1,Validated
1553,929,1066,28,3,28.6813,93.33529,4.272,Flooding,0.785,2018-05-01 22:27:33,0.4457,-0.1953,0.4872,1,Validated
1554,1701,2434,22,2,22.60106,96.72631,5.143,Flooding,0.551,2021-02-07 08:41:14,0.1498,-0.5987,0.4153,1,Validated
1555,850,829,13,2,25.94504,100.03098,2.002,Flooding,0.877,2018-10-06 17:07:39,0.3073,0.2429,0.4064,1,False Positive
1556,1097,2953,8,1,24.38352,98.55731,8.699,No Change,0.529,2020-07-18 17:55:01,-0.1122,-0.8468,0.2577,0,Unvalidated
1557,2161,1904,6,1,26.28743,96.72137,2.808,Debris Flow,0.555,2022-10-27 12:04:27,-0.1781,-0.0548,0.0821,1,Validated
1558,300,381,43,5,29.68005,97.34278,4.818,Landslide,0.856,2020-01-03 14:36:04,0.1031,0.8106,0.051,1,Validated
1559,483,1250,5,1,23.89768,95.03041,3.817,Landslide,0.707,2019-10-29 07:43:24,0.0627,-0.4727,0.4547,1,Validated
1560,2038,9,9,1,28.06378,93.16331,0.499,Construction,0.861,2024-06-20 15:44:32,0.0039,0.1207,0.1632,1,Unvalidated
1561,2023,1230,59,8,25.12737,92.43473,7.481,Flooding,0.89,2021-12-21 01:01:06,0.2928,-0.5121,0.458,1,False Positive
1562,69,1674,8,1,24.27934,98.25314,0.774,No Change,0.821,2022-06-10 19:43:14,-0.7665,0.3659,0.396,0,False Positive
1563,2767,1405,5,1,23.62218,95.24549,1.523,No Change,0.864,2018-02-06 20:28:06,-0.5242,0.1623,0.2391,0,Validated
1564,2295,2722,47,6,29.68921,99.69615,1.16,Flooding,0.555,2018-09-07 22:48:49,0.7146,0.9761,0.3006,1,Unvalidated
1565,254,1604,10,1,23.30607,97.9331,9.813,Construction,0.607,2020-12-08 10:37:21,-0.3067,-0.3697,0.4402,1,Validated
1566,2704,215,59,8,25.8327,92.20414,6.589,Landslide,0.78,2019-08-18 19:12:24,-0.9415,0.5527,0.2425,1,False Positive
1567,215,1382,9,1,27.60477,92.91682,2.259,Flooding,0.681,2021-11-07 06:49:24,0.8011,0.8064,0.4054,1,Validated
1568,2355,1478,58,7,27.53189,94.50289,5.279,Landslide,0.526,2020-03-01 18:20:40,-0.2737,-0.1921,0.0508,1,Validated
1569,804,1542,35,4,23.35124,92.07142,7.971,Landslide,0.835,2024-06-22 09:37:02,-0.1846,-0.8541,0.247,1,False Positive
1570,218,2067,33,4,23.41818,100.23471,0.897,Flooding,0.783,2022-06-25 02:38:36,0.6682,0.0654,0.2985,1,Unvalidated
1571,2147,882,30,3,25.69417,92.66538,3.258,Erosion,0.901,2018-01-14 14:22:23,-0.5679,0.3311,0.2482,1,Validated
1572,2642,349,18,2,29.04655,98.97831,2.322,Landslide,0.94,2018-07-28 14:21:17,-0.2321,0.6992,0.2938,1,Validated
1573,2651,2107,29,3,26.32998,98.82019,0.17,Vegetation Loss,0.654,2021-06-22 14:37:45,0.5965,-0.2885,0.1765,1,False Positive
1574,172,138,22,2,22.6994,95.97323,8.752,Vegetation Loss,0.631,2020-06-21 21:51:19,0.9856,0.7489,0.0783,1,Validated
1575,1259,2786,54,6,29.9985,92.03866,8.773,No Change,0.527,2019-05-27 02:04:00,0.9202,0.8747,0.1626,0,False Positive
1576,2859,411,20,2,23.32449,93.88063,9.299,Debris Flow,0.509,2018-11-29 22:22:08,0.1588,0.6562,0.0329,1,False Positive
1577,982,2490,21,2,23.6662,99.01716,3.535,Erosion,0.534,2024-08-25 06:59:35,0.0384,0.8721,0.1171,1,Unvalidated
1578,1879,2376,38,4,29.59447,98.93923,9.897,Debris Flow,0.725,2020-11-27 18:26:32,-0.3171,0.6414,0.1892,1,Validated
1579,1080,857,17,2,23.62699,92.62462,6.368,Debris Flow,0.943,2022-11-10 17:59:36,0.324,-0.5599,0.0635,1,Validated
1580,2106,2212,6,1,26.13554,97.25019,2.814,Construction,0.906,2021-01-03 22:50:49,-0.6428,-0.3236,0.2208,1,Validated
1581,894,2938,37,4,26.60387,94.27028,4.571,Debris Flow,0.821,2019-04-26 17:28:00,0.0582,0.4069,0.3014,1,False Positive
1582,291,1991,31,3,28.38103,95.4036,3.811,Erosion,0.523,2020-07-21 03:06:11,-0.6852,-0.2431,0.4548,1,False Positive
1583,1300,324,27,3,25.50677,90.27676,4.869,Vegetation Loss,0.684,2021-03-02 23:29:49,0.6114,-0.809,0.3384,1,Validated
1584,1985,2552,25,3,26.68288,97.21738,7.701,No Change,0.959,2022-05-17 21:01:47,-0.2998,-0.0581,0.1221,0,False Positive
1585,825,1904,24,3,24.62321,99.07141,9.081,Erosion,0.9,2020-04-15 06:11:52,0.7842,-0.4517,0.3017,1,Unvalidated
1586,661,2278,16,2,23.17335,91.1156,7.71,Vegetation Loss,0.605,2020-10-01 03:11:29,0.7205,-0.2839,0.3283,1,Validated
1587,1920,2067,62,8,26.74029,92.04958,0.949,Construction,0.622,2018-01-27 22:19:15,-0.7027,0.8809,0.1703,1,Validated
1588,178,2807,38,4,30.22659,98.46802,3.009,Erosion,0.802,2024-05-13 03:19:13,0.86,-0.2694,0.3972,1,False Positive
1589,2219,1887,59,8,25.49565,92.87444,2.513,Vegetation Loss,0.538,2020-03-30 14:44:47,0.7823,0.3767,0.3962,1,Validated
1590,1802,493,58,7,27.57038,93.88218,8.34,Vegetation Loss,0.922,2020-03-16 13:08:25,-0.5697,0.3556,0.2149,1,Unvalidated
1591,1813,2821,14,2,22.56804,93.09285,6.442,Vegetation Loss,0.707,2023-11-13 18:57:40,-0.519,-0.0603,0.3838,1,False Positive
1592,1142,803,24,3,24.31731,99.05456,3.502,Debris Flow,0.675,2023-12-31 03:42:31,0.646,0.1018,0.4985,1,Validated
1593,941,1426,53,6,27.74993,91.48866,9.186,Vegetation Loss,0.606,2020-10-29 17:31:44,0.1403,-0.5425,0.2832,1,False Positive
1594,1202,579,28,3,28.79501,93.23213,3.739,Landslide,0.778,2023-05-03 16:44:30,-0.5256,0.2477,0.1962,1,False Positive
1595,2809,2173,52,6,28.60878,99.77199,7.189,No Change,0.809,2018-09-14 17:00:05,0.8308,0.1621,0.1974,0,Validated
1596,2252,1400,11,1,22.54297,91.40234,8.909,Construction,0.689,2020-09-21 06:21:18,-0.0853,-0.6698,0.2702,1,False Positive
1597,200,388,50,6,23.85941,91.93637,2.141,Erosion,0.989,2018-09-25 07:37:29,-0.7529,0.7777,0.023,1,False Positive
1598,2862,862,4,1,27.06348,90.66503,7.965,Debris Flow,0.734,2019-04-10 05:04:49,-0.0772,-0.7061,0.3447,1,Unvalidated
1599,1049,1303,10,1,23.32689,97.55114,8.866,Construction,0.666,2021-12-04 15:00:12,-0.4132,-0.0769,0.268,1,False Positive
1600,1384,922,38,4,29.79165,98.17036,6.275,Debris Flow,0.521,2020-09-02 17:53:47,-0.0906,0.4138,0.231,1,False Positive
1601,1707,1001,24,3,24.16144,99.28855,7.432,Erosion,0.628,2024-02-05 03:55:19,0.8048,0.262,0.1826,1,Validated
1602,2064,1980,21,2,24.37202,99.76816,3.075,Debris Flow,0.827,2024-03-11 18:27:22,0.7236,-0.5716,0.1912,1,Unvalidated
1603,930,2112,28,3,29.35216,92.79829,4.892,Landslide,0.737,2019-05-06 19:56:34,-0.2385,-0.6097,0.4074,1,Unvalidated
1604,161,398,4,1,26.38178,90.6672,0.431,Construction,0.732,2019-01-19 18:24:45,-0.1762,-0.8348,0.4696,1,False Positive
1605,1940,1298,25,3,26.57508,96.92306,8.764,Debris Flow,0.719,2020-10-02 23:27:01,-0.9661,-0.5151,0.4338,1,Validated
1606,2228,2302,5,1,23.56754,94.66541,1.406,Landslide,0.862,2023-11-13 14:06:46,0.8456,0.1097,0.268,1,Unvalidated
1607,198,564,49,6,29.20574,98.98179,4.185,No Change,0.577,2020-03-04 18:23:30,-0.5839,-0.3651,0.2559,0,Validated
1608,2129,406,5,1,23.43778,94.58273,0.08,No Change,0.98,2024-12-15 07:13:41,-0.6334,-0.4469,0.0613,0,Validated
1609,949,2660,37,4,26.83828,95.05433,0.193,Vegetation Loss,0.951,2022-09-04 15:28:23,-0.1107,0.2102,0.0648,1,Unvalidated
1610,2713,2404,42,5,22.3555,97.45971,0.68,Landslide,0.567,2022-05-27 12:55:23,-0.2687,-0.2045,0.3913,1,Validated
1611,585,1736,40,5,28.08557,97.37615,5.822,Erosion,0.73,2018-03-16 02:59:32,-0.427,-0.399,0.2812,1,False Positive
1612,303,2338,59,8,25.92624,92.96772,9.564,No Change,0.856,2018-05-20 08:54:25,-0.7529,-0.919,0.3083,0,Unvalidated
1613,2073,390,43,5,29.86537,97.8385,7.007,Debris Flow,0.773,2020-02-13 01:50:21,-0.0347,-0.5871,0.1842,1,False Positive
1614,2099,598,24,3,24.40513,99.31517,6.603,Erosion,0.93,2023-02-20 22:16:37,-0.149,-0.3366,0.402,1,Unvalidated
1615,2086,2148,23,3,27.9899,91.97195,8.512,Erosion,0.507,2020-01-04 01:45:51,-0.5519,-0.4901,0.2767,1,Unvalidated
1616,2848,451,4,1,26.54595,90.43698,1.714,Vegetation Loss,0.662,2019-10-27 22:21:37,0.4312,0.6732,0.3198,1,False Positive
1617,1316,1882,55,7,28.8653,94.09934,1.218,Landslide,0.919,2023-05-16 07:41:38,0.743,-0.2336,0.3512,1,Unvalidated
1618,2449,1818,34,4,25.48461,97.86888,6.63,Debris Flow,0.774,2022-10-17 17:37:02,-0.5167,0.3439,0.113,1,False Positive
1619,1730,979,8,1,23.81615,98.54837,4.829,Flooding,0.553,2021-07-05 15:08:26,0.214,-0.1799,0.0872,1,Unvalidated
1620,1639,1208,50,6,24.08646,92.13343,0.784,Debris Flow,0.525,2019-06-24 22:22:25,0.5247,0.8366,0.1905,1,Unvalidated
1621,2680,2421,61,8,27.19232,90.06564,2.056,Debris Flow,0.619,2020-01-29 09:23:25,0.9833,-0.651,0.2448,1,Unvalidated
1622,861,1057,11,1,22.53756,91.25996,5.203,Vegetation Loss,0.803,2024-10-08 07:37:09,-0.4838,-0.9999,0.0795,1,False Positive
1623,1404,1836,11,1,22.93608,90.62962,9.129,Construction,0.802,2019-05-11 10:25:51,-0.0885,0.5696,0.4414,1,Unvalidated
1624,1956,508,62,8,26.61553,92.02736,7.494,Erosion,0.922,2024-10-27 15:57:35,0.7343,0.1311,0.4226,1,False Positive
1625,1239,2474,18,2,28.99077,98.32356,3.219,Erosion,0.851,2022-01-24 07:38:10,0.6908,0.5098,0.0637,1,Validated
1626,2012,822,48,6,26.63587,94.86001,2.768,No Change,0.996,2023-06-11 00:29:35,-0.4048,-0.0507,0.4118,0,False Positive
1627,2197,531,52,6,28.5221,100.23985,7.99,Landslide,0.741,2019-09-24 14:04:50,0.6063,0.5138,0.0914,1,Unvalidated
1628,1561,2499,15,2,27.43567,98.7506,0.736,Debris Flow,0.938,2018-11-26 16:28:38,0.5311,0.1322,0.1708,1,False Positive
1629,2113,2019,7,1,26.0963,92.7001,4.827,Construction,0.692,2021-04-30 19:42:04,0.8567,0.7249,0.0966,1,Unvalidated
1630,1633,25,62,8,26.96591,92.75145,9.466,Vegetation Loss,0.636,2019-10-04 13:21:37,0.7039,-0.226,0.2509,1,Unvalidated
1631,1888,482,32,3,25.42673,95.41203,2.549,Flooding,0.57,2018-11-17 04:00:40,0.983,-0.42,0.2189,1,Unvalidated
1632,1291,2342,29,3,26.38104,98.88665,4.261,Vegetation Loss,0.801,2020-05-30 22:19:39,-0.9904,0.583,0.1896,1,False Positive
1633,2074,2429,3,1,27.67329,99.24687,4.337,Landslide,0.501,2021-02-23 21:05:20,-0.4252,-0.8691,0.0251,1,Unvalidated
1634,1887,2430,46,5,23.09996,97.36681,3.472,Construction,0.701,2024-01-20 20:45:18,-0.3281,0.4179,0.2984,1,Validated
1635,775,471,31,3,27.62012,95.80459,6.89,No Change,0.53,2020-05-07 06:41:34,0.2472,0.4975,0.4043,0,Validated
1636,1243,961,40,5,28.08782,98.17235,5.673,Flooding,0.841,2021-07-19 17:18:36,0.0615,0.1637,0.3854,1,Validated
1637,2859,2741,20,2,23.32449,93.88063,4.171,No Change,0.705,2024-12-03 00:11:54,0.7645,0.2615,0.3166,0,False Positive
1638,761,786,12,1,27.04482,98.30533,4.175,Debris Flow,0.528,2018-09-20 19:24:14,0.6644,0.0326,0.222,1,False Positive
1639,230,598,31,3,27.80599,95.18981,3.696,Landslide,0.58,2020-03-02 19:33:15,-0.1091,-0.1089,0.2161,1,Validated
1640,2847,538,22,2,22.651,95.89996,8.033,Vegetation Loss,0.716,2018-09-23 13:57:31,0.6727,0.6046,0.4864,1,False Positive
1641,1029,1074,12,1,27.01315,97.85292,2.774,No Change,0.772,2021-12-03 19:29:45,-0.5178,-0.5777,0.3186,0,Validated
1642,163,914,60,8,24.34481,95.40829,9.647,Vegetation Loss,0.538,2019-01-11 20:56:45,-0.482,-0.0616,0.4449,1,False Positive
1643,2846,1563,9,1,27.53379,93.23854,9.4,Landslide,0.779,2021-04-11 04:43:19,0.3646,-0.5187,0.1383,1,False Positive
1644,1711,300,28,3,29.42384,92.90743,1.954,Construction,0.622,2022-04-14 05:23:49,0.9445,-0.7919,0.2269,1,Validated
1645,1995,1699,55,7,29.16102,94.17034,3.261,Construction,0.881,2023-02-17 02:32:20,0.2389,0.2335,0.073,1,Validated
1646,1514,477,60,8,24.28274,96.343,5.645,Flooding,0.528,2019-04-14 03:29:35,0.3079,-0.4739,0.0754,1,Validated
1647,260,147,51,6,29.63997,91.09488,1.202,Vegetation Loss,0.67,2022-10-12 10:16:13,-0.7067,0.0911,0.2369,1,Unvalidated
1648,1264,105,38,4,29.98846,98.72437,5.93,Erosion,0.687,2020-03-17 19:52:56,-0.3655,-0.2378,0.4104,1,Validated
1649,554,1721,44,5,29.26195,98.46492,5.228,No Change,0.589,2019-02-02 22:36:58,-0.7126,0.535,0.0339,0,False Positive
1650,2774,1276,58,7,27.28705,94.54522,7.561,Flooding,0.606,2018-01-21 22:18:05,-0.1522,-0.3343,0.1978,1,Validated
1651,2531,2591,47,6,29.52171,99.48653,4.986,No Change,0.907,2020-08-02 22:46:47,-0.0056,-0.7084,0.4134,0,Validated
1652,157,1329,38,4,29.54197,98.71025,4.916,Erosion,0.588,2023-01-15 05:38:01,0.498,-0.0198,0.3199,1,False Positive
1653,1297,2443,22,2,22.51843,96.64579,0.501,Erosion,0.814,2024-09-27 10:21:13,-0.1643,-0.8217,0.3783,1,Validated
1654,2895,510,61,8,26.39539,90.2341,1.697,Flooding,0.643,2024-10-23 10:44:43,0.5889,-0.3464,0.4069,1,Validated
1655,792,2194,14,2,22.32484,93.35324,4.778,Flooding,0.72,2021-12-12 07:46:54,-0.0417,-0.9567,0.3566,1,Unvalidated
1656,2588,312,62,8,27.13633,92.49107,0.054,Vegetation Loss,0.612,2018-12-09 05:20:10,-0.4964,0.1813,0.1672,1,Validated
1657,2203,1477,47,6,29.75542,99.23416,9.858,Erosion,0.529,2020-07-10 10:42:53,-0.4017,-0.5885,0.4878,1,Validated
1658,2255,2439,45,5,28.8397,94.89711,3.0,Erosion,0.548,2020-09-21 18:59:56,-0.0636,-0.9312,0.1122,1,Unvalidated
1659,965,2202,27,3,25.65237,90.83679,0.304,Vegetation Loss,0.911,2021-08-21 13:53:17,-0.6907,-0.6579,0.0514,1,Unvalidated
1660,741,2343,4,1,26.90011,90.62993,9.774,Flooding,0.684,2018-05-26 23:54:16,0.5697,-0.3463,0.4282,1,False Positive
1661,1969,2713,32,3,25.91629,96.06128,7.949,Erosion,0.671,2024-07-31 06:53:04,0.1284,0.2017,0.039,1,False Positive
1662,2216,1540,54,6,29.40304,91.3202,7.908,Construction,0.544,2020-04-29 00:50:31,0.7037,0.3212,0.0782,1,Unvalidated
1663,184,608,33,4,23.87231,100.35535,2.664,No Change,0.837,2020-04-24 13:05:17,-0.0328,0.5548,0.064,0,Validated
1664,2910,1050,33,4,23.98374,100.30789,9.694,Erosion,0.723,2024-12-18 22:01:08,0.1473,0.9556,0.1965,1,Validated
1665,531,2353,62,8,26.67273,92.74204,8.794,No Change,0.795,2022-08-17 02:57:38,0.2746,0.3625,0.4885,0,Unvalidated
1666,1774,1131,25,3,26.25937,96.71345,3.974,Erosion,0.625,2022-06-26 12:21:43,0.9295,-0.365,0.4065,1,False Positive
1667,2717,2108,29,3,25.84721,98.37017,6.688,Erosion,0.676,2024-06-12 11:42:11,-0.6879,0.5681,0.1466,1,False Positive
1668,672,296,16,2,23.29903,90.74334,0.085,Debris Flow,0.747,2022-01-26 16:43:54,0.3189,-0.4177,0.0806,1,Unvalidated
1669,1477,2226,27,3,25.02806,90.24461,8.408,No Change,0.568,2024-06-28 12:09:53,0.3088,0.3667,0.434,0,False Positive
1670,676,2758,1,1,27.03084,90.599,6.005,No Change,0.614,2018-04-07 12:37:27,0.4738,0.212,0.2285,0,False Positive
1671,1639,668,50,6,24.08646,92.13343,9.342,No Change,0.967,2024-07-24 23:57:04,-0.5045,0.702,0.0004,0,Unvalidated
1672,295,1043,25,3,26.14655,96.51343,5.972,No Change,0.987,2022-11-04 09:23:12,-0.3969,-0.2336,0.4481,0,False Positive
1673,476,2392,55,7,28.93996,93.77101,1.303,Construction,0.665,2022-02-19 12:45:03,-0.4692,-0.3532,0.108,1,Unvalidated
1674,1156,2086,42,5,21.82276,97.05366,0.206,Landslide,0.772,2022-03-04 04:46:20,-0.8429,0.7605,0.4325,1,Unvalidated
1675,2577,1702,26,3,24.17595,90.3022,0.271,Construction,0.709,2023-06-20 16:12:36,0.3108,-0.0972,0.0847,1,False Positive
1676,556,136,33,4,23.86844,100.47011,9.583,Construction,0.852,2019-12-16 07:17:59,-0.0641,0.0749,0.1087,1,Validated
1677,2327,1625,52,6,28.36047,99.49789,8.461,Construction,0.921,2021-12-18 22:32:04,0.0514,-0.1828,0.3865,1,Validated
1678,150,2939,56,7,29.10247,97.72944,2.533,No Change,0.991,2022-07-27 17:24:23,0.3396,0.9086,0.3595,0,Validated
1679,2298,489,52,6,28.69691,99.98762,7.216,Vegetation Loss,0.997,2022-07-28 21:28:16,-0.0423,-0.7916,0.1961,1,Validated
1680,2839,1684,3,1,27.61073,98.66643,5.514,No Change,0.528,2020-03-19 18:44:38,0.7192,0.6987,0.2542,0,Unvalidated
1681,2009,2998,49,6,29.44672,98.57586,4.853,No Change,0.813,2020-12-04 01:30:21,-0.3439,-0.9899,0.0995,0,False Positive
1682,1969,39,32,3,25.91629,96.06128,9.732,Debris Flow,0.868,2021-12-02 10:53:41,0.9887,0.9445,0.4271,1,False Positive
1683,151,1927,5,1,23.54633,95.01742,7.045,Flooding,0.533,2018-08-13 20:02:28,0.602,0.9387,0.1919,1,Unvalidated
1684,1755,1303,44,5,29.26346,98.61292,5.391,Landslide,0.671,2020-09-23 19:03:52,0.48,0.1879,0.1548,1,Unvalidated
1685,2446,1675,19,2,24.53981,96.78099,5.228,Debris Flow,0.959,2018-05-20 18:02:11,0.7878,-0.2927,0.2364,1,Unvalidated
1686,1367,674,51,6,29.2149,90.47812,8.063,Landslide,0.671,2022-07-24 12:54:16,0.0831,0.8884,0.4031,1,Unvalidated
1687,2162,1548,57,7,24.05295,92.71317,8.978,Landslide,0.685,2018-12-04 22:57:03,-0.3265,-0.1549,0.4808,1,Unvalidated
1688,277,2438,25,3,26.55023,96.87936,9.61,Construction,0.608,2021-08-06 12:19:12,0.5269,0.0238,0.036,1,False Positive
1689,1951,2487,27,3,25.42416,90.50734,1.922,Erosion,0.507,2024-05-08 07:48:17,0.2317,-0.4999,0.0478,1,False Positive
1690,867,1827,23,3,28.07919,91.79411,5.984,Erosion,0.504,2020-02-08 14:36:49,-0.9856,0.2648,0.0598,1,Unvalidated
1691,2793,2964,34,4,26.04988,97.96961,2.118,No Change,0.9,2018-11-20 20:12:32,-0.2007,0.9135,0.227,0,Unvalidated
1692,2045,2217,22,2,22.8341,96.18343,4.734,Flooding,0.98,2024-02-04 05:29:39,0.0656,0.1275,0.2747,1,False Positive
1693,2601,782,35,4,23.44467,91.1235,4.666,No Change,0.664,2020-09-19 12:10:52,0.6109,-0.3315,0.2706,0,Validated
1694,2387,254,35,4,23.54014,91.10883,4.062,No Change,0.76,2024-03-01 19:59:06,-0.2058,-0.5496,0.452,0,False Positive
1695,2934,2996,9,1,27.60879,93.58763,3.292,Erosion,0.844,2023-04-14 21:32:46,0.7372,-0.7762,0.0071,1,False Positive
1696,550,2524,28,3,28.58473,92.97458,9.255,Debris Flow,0.711,2018-02-17 10:39:31,-0.0104,0.7714,0.3924,1,False Positive
1697,2888,697,24,3,24.08796,99.72935,5.708,Debris Flow,0.743,2024-11-22 13:02:02,-0.2567,0.1249,0.4846,1,False Positive
1698,1813,2467,14,2,22.56804,93.09285,0.345,Landslide,0.759,2024-03-03 18:28:10,-0.4367,-0.5919,0.4397,1,False Positive
1699,1331,2156,41,5,22.62955,94.73996,7.206,Landslide,0.552,2018-11-28 11:27:30,0.354,-0.0723,0.1186,1,Validated
1700,130,2259,33,4,23.83926,100.19228,5.41,Debris Flow,0.601,2024-08-15 22:03:32,-0.7667,-0.619,0.3474,1,Validated
1701,2725,2155,40,5,27.71167,97.93925,0.889,Construction,0.985,2021-06-09 20:50:30,-0.0089,-0.7925,0.0693,1,Validated
1702,67,1260,54,6,29.76431,91.49997,8.593,Vegetation Loss,0.981,2021-06-30 15:38:12,0.0942,0.5511,0.3402,1,False Positive
1703,249,1757,5,1,23.32085,94.58532,8.938,Erosion,0.572,2021-01-03 15:08:12,-0.9995,0.3538,0.2652,1,False Positive
1704,595,77,59,8,25.4291,92.69172,0.042,Debris Flow,0.612,2022-06-06 14:37:45,-0.9008,0.6826,0.4226,1,Unvalidated
1705,2267,2547,58,7,26.71895,93.91298,4.572,Landslide,0.801,2024-01-13 04:43:23,0.2823,0.0477,0.0316,1,Validated
1706,1177,1584,35,4,23.21078,91.74893,3.885,Erosion,0.782,2019-08-05 06:45:17,0.3831,-0.7977,0.0886,1,Unvalidated
1707,219,2532,5,1,23.66029,94.6345,8.623,Flooding,0.751,2020-02-04 19:30:13,-0.5552,-0.3784,0.2081,1,Validated
1708,47,2715,45,5,28.97689,94.88371,4.931,Construction,0.853,2019-11-15 23:12:13,-0.5585,0.0551,0.0217,1,False Positive
1709,2188,1338,34,4,26.42569,97.10979,8.565,Debris Flow,0.821,2020-11-15 00:54:05,-0.5298,-0.5394,0.4354,1,Validated
1710,2708,430,52,6,28.1996,99.78081,9.889,Landslide,0.808,2023-09-29 20:20:27,-0.9074,-0.0379,0.0569,1,Unvalidated
