anomaly_id,sensor_id,slope_id,state_id,district_id,anomaly_type,detected_datetime,anomaly_score,severity,magnitude,duration_minutes,status,investigation_start,resolution_datetime,detection_method
1549,284,199,1,5,Seismic Signal,2023-06-26 21:49:58,0.768,Medium,53.45,1259.6,Investigating,2019-02-23 03:07:35,2022-12-22 18:16:20,Rule-Based
1550,182,298,3,23,Vegetation Loss,2021-04-24 01:57:03,0.899,Low,477.54,199.8,Investigating,2024-02-19 10:40:31,2018-08-03 06:16:29,Statistical
1551,97,237,2,21,Pore Pressure Spike,2020-02-06 00:42:46,0.852,High,479.66,1600.5,False Alarm,2021-06-02 23:04:53,2020-04-20 13:27:44,Isolation Forest
1552,49,5,4,35,Vegetation Loss,2022-03-01 02:31:40,0.624,Critical,356.74,3432.6,Resolved,2021-08-24 04:44:55,2024-12-30 12:10:50,LSTM Autoencoder
1553,50,278,2,20,Pore Pressure Spike,2018-06-16 12:38:49,0.5,High,53.55,1715.2,Open,2021-06-08 22:29:23,2019-08-08 13:52:27,LSTM Autoencoder
1554,258,487,7,56,Pore Pressure Spike,2022-05-10 14:11:38,0.799,High,79.11,4392.4,Resolved,2018-09-07 17:06:14,2019-10-26 23:25:03,Isolation Forest
1555,85,247,7,56,Sensor Outlier,2021-07-23 05:01:09,0.707,Low,89.38,4001.3,Open,2022-05-26 15:20:43,2021-05-27 23:03:28,Rule-Based
1556,53,467,4,34,Vegetation Loss,2024-12-26 00:51:23,0.556,High,269.98,1757.6,Open,2021-06-10 05:51:29,2023-02-28 10:01:55,Rule-Based
1557,98,440,1,4,Pore Pressure Spike,2018-07-07 21:56:21,0.857,Low,287.12,2244.6,Investigating,2020-05-01 08:21:57,2019-10-20 18:47:54,Rule-Based
1558,20,360,7,56,Sudden Displacement,2022-01-24 13:59:00,0.859,High,166.77,2910.9,False Alarm,2020-07-23 07:24:09,2022-01-15 12:45:55,LSTM Autoencoder
1559,259,162,8,59,Rainfall Anomaly,2024-04-29 18:10:59,0.686,Critical,379.43,4181.9,Open,2020-11-19 23:03:29,2021-04-30 11:25:44,Rule-Based
1560,22,124,4,36,Sudden Displacement,2022-02-19 12:38:35,0.779,Critical,134.13,169.3,Resolved,2023-11-02 04:34:09,2020-12-08 22:17:28,LSTM Autoencoder
1561,265,356,5,43,Slope Deformation,2024-12-25 18:46:20,0.939,Critical,151.4,4557.8,Open,2020-04-11 04:04:04,2021-06-15 19:00:05,Rule-Based
1562,175,236,6,54,Pore Pressure Spike,2021-07-01 02:57:02,0.898,Medium,464.8,269.1,Investigating,2023-02-26 02:17:04,2020-03-18 04:37:21,LSTM Autoencoder
1563,47,499,6,51,Ground Cracking,2024-06-05 16:23:29,0.522,High,339.62,916.6,Investigating,2023-04-15 06:51:33,2023-07-26 21:20:09,Isolation Forest
1564,106,268,8,62,Seismic Signal,2024-12-27 23:34:50,0.736,Critical,489.0,1499.8,Investigating,2018-09-12 04:28:32,2022-04-14 04:04:19,Isolation Forest
1565,201,469,6,52,Vegetation Loss,2020-01-18 12:47:58,0.769,Low,166.55,1768.7,Investigating,2024-02-22 06:44:49,2018-04-13 16:24:55,Statistical
1566,4,456,7,56,Rainfall Anomaly,2020-02-07 19:34:21,0.572,Medium,80.6,3790.6,Investigating,2023-08-24 19:56:49,2020-01-03 02:08:41,Isolation Forest
1567,10,76,2,17,Sudden Displacement,2024-01-14 07:24:23,0.964,High,413.52,138.9,False Alarm,2019-04-21 16:42:42,2022-01-28 22:44:41,Rule-Based
1568,82,201,3,30,Pore Pressure Spike,2019-11-06 13:47:03,0.989,Critical,190.78,3396.2,Resolved,2022-01-01 17:44:24,2018-02-27 01:46:10,Rule-Based
1569,193,186,6,54,Rainfall Anomaly,2024-06-07 08:40:38,0.779,Medium,182.12,3304.3,False Alarm,2018-03-23 13:51:20,2021-07-24 02:28:39,Rule-Based
1570,34,350,4,35,Vegetation Loss,2023-07-23 11:11:02,0.923,Medium,473.42,4553.9,Investigating,2018-01-11 02:07:31,2024-11-22 19:25:59,Statistical
1571,129,214,2,14,Vegetation Loss,2021-03-01 21:29:57,0.541,Low,156.86,4193.2,Investigating,2024-09-19 18:08:07,2024-04-15 18:55:38,Statistical
1572,109,323,6,50,Pore Pressure Spike,2019-07-15 23:26:40,0.681,Low,443.1,3448.5,Open,2021-12-26 14:16:37,2018-08-02 12:41:27,Isolation Forest
1573,2,46,6,49,Rainfall Anomaly,2020-12-26 04:40:42,0.675,High,298.94,3193.1,False Alarm,2018-05-02 05:50:08,2019-04-19 17:28:57,Isolation Forest
1574,268,41,5,43,Rainfall Anomaly,2021-09-07 16:02:12,0.703,Low,254.75,1844.8,Open,2018-01-23 23:31:31,2021-08-09 03:36:57,Isolation Forest
1575,236,133,4,35,Slope Deformation,2018-04-13 04:53:38,0.863,Medium,133.14,3715.3,Open,2023-11-05 16:23:02,2021-12-17 15:25:33,Rule-Based
1576,1,242,6,54,Sensor Outlier,2024-07-14 19:30:43,0.813,High,442.07,4613.8,Resolved,2018-04-03 18:07:35,2024-12-28 03:30:56,Isolation Forest
1577,230,436,6,47,Sensor Outlier,2022-05-23 01:15:23,0.847,Low,150.64,897.7,Investigating,2024-12-12 06:32:43,2019-10-13 09:55:04,Statistical
1578,218,313,3,29,Seismic Signal,2024-08-03 12:37:19,0.559,Critical,492.15,784.4,Resolved,2018-07-29 02:12:06,2024-02-22 19:20:30,Isolation Forest
1579,116,432,4,34,Sudden Displacement,2020-11-09 09:23:57,0.554,Low,349.15,4051.4,Resolved,2022-06-26 07:39:55,2018-01-26 20:56:20,Isolation Forest
1580,233,348,8,62,Pore Pressure Spike,2018-02-10 21:52:44,0.97,Critical,88.28,2475.2,Resolved,2023-02-02 14:50:58,2024-01-06 13:45:31,Isolation Forest
1581,50,278,2,20,Seismic Signal,2022-09-10 08:04:51,0.973,Medium,229.77,1070.3,False Alarm,2018-03-07 08:46:10,2018-12-04 00:11:35,Isolation Forest
1582,5,236,2,20,Sudden Displacement,2021-06-23 14:56:12,0.518,Critical,16.19,3076.6,Resolved,2024-05-25 08:53:05,2023-04-01 06:42:30,Statistical
1583,273,164,2,22,Pore Pressure Spike,2024-06-08 19:15:25,0.746,Critical,338.27,4568.8,Resolved,2019-08-27 10:55:44,2018-06-16 07:08:24,Isolation Forest
1584,254,154,2,16,Slope Deformation,2020-05-03 01:18:24,0.533,Medium,144.41,2983.7,Resolved,2021-09-25 01:56:42,2021-11-22 14:31:23,Statistical
1585,184,40,5,46,Pore Pressure Spike,2022-07-01 16:44:09,0.509,Low,361.1,811.3,False Alarm,2019-11-25 08:41:37,2018-02-20 20:20:44,Isolation Forest
1586,120,461,2,19,Sensor Outlier,2024-09-28 17:04:16,0.621,Low,321.3,2572.2,Resolved,2018-11-11 18:29:15,2019-08-15 11:30:31,Statistical
1587,40,134,6,48,Pore Pressure Spike,2024-10-07 01:47:18,0.506,Critical,425.24,3721.7,False Alarm,2020-09-27 20:44:53,2021-06-17 10:32:42,LSTM Autoencoder
1588,89,267,1,11,Slope Deformation,2023-04-11 05:04:04,0.649,Low,200.5,3765.9,False Alarm,2019-07-28 04:24:49,2021-02-17 22:36:41,Statistical
1589,6,186,7,55,Sensor Outlier,2022-05-17 04:24:14,0.756,Low,397.23,664.3,Open,2024-09-01 13:14:07,2021-07-21 16:46:17,LSTM Autoencoder
1590,181,115,8,59,Seismic Signal,2020-07-16 13:17:28,0.904,Low,463.13,1957.0,False Alarm,2019-10-04 08:18:59,2018-11-02 04:18:38,LSTM Autoencoder
1591,63,342,1,6,Sensor Outlier,2023-11-14 01:46:01,0.554,Medium,421.97,3692.9,False Alarm,2021-07-26 02:38:16,2023-03-16 14:34:17,LSTM Autoencoder
1592,198,18,3,29,Ground Cracking,2024-07-09 22:24:43,0.681,Low,116.0,1255.9,Open,2020-11-09 07:01:27,2019-09-19 16:12:01,Statistical
1593,113,360,4,34,Sudden Displacement,2020-09-03 02:00:18,0.863,High,425.37,3080.4,False Alarm,2018-07-28 22:06:47,2024-02-09 06:36:57,Statistical
1594,46,477,2,17,Slope Deformation,2021-04-18 04:04:57,0.994,Medium,368.3,804.0,Investigating,2018-11-30 19:17:35,2020-10-03 19:08:46,Rule-Based
1595,162,340,5,45,Rainfall Anomaly,2020-05-21 14:22:11,0.894,Low,365.92,3354.0,Investigating,2019-12-01 06:44:24,2018-10-20 20:24:39,Isolation Forest
1596,81,203,3,29,Vegetation Loss,2019-04-21 11:00:50,0.577,High,296.62,663.3,Investigating,2020-08-13 18:17:39,2019-12-02 05:17:02,Isolation Forest
1597,253,358,7,56,Seismic Signal,2021-08-18 22:09:49,0.542,High,469.73,2988.0,Investigating,2023-09-27 22:31:37,2023-03-25 02:46:16,Statistical
1598,272,243,3,27,Ground Cracking,2019-10-01 15:42:19,0.626,Critical,103.83,475.9,False Alarm,2023-09-03 19:30:17,2022-04-28 00:57:14,Isolation Forest
1599,183,186,2,16,Vegetation Loss,2020-11-03 10:23:29,0.965,Critical,307.14,3920.2,Investigating,2018-03-18 22:07:22,2019-02-07 17:20:54,Isolation Forest
1600,137,66,2,17,Ground Cracking,2018-09-23 18:08:35,0.964,Low,189.49,4110.2,Resolved,2018-04-22 16:53:21,2023-12-10 19:33:15,Isolation Forest
1601,15,343,5,40,Sudden Displacement,2019-04-14 08:46:50,0.707,High,394.71,1440.7,False Alarm,2018-10-02 04:39:02,2024-04-29 11:00:11,Isolation Forest
1602,264,191,3,31,Vegetation Loss,2022-01-29 08:44:35,0.526,Critical,418.02,3044.6,Investigating,2018-06-12 20:58:50,2021-01-31 07:42:33,LSTM Autoencoder
1603,233,348,8,62,Seismic Signal,2020-10-27 06:07:46,0.541,Low,475.98,2821.2,Investigating,2023-03-08 15:13:13,2018-08-15 10:49:11,LSTM Autoencoder
1604,218,313,3,29,Ground Cracking,2020-06-11 04:42:12,0.683,Low,497.31,2889.4,Resolved,2019-12-12 06:16:29,2023-12-13 07:28:54,Isolation Forest
1605,29,399,7,56,Sudden Displacement,2022-03-04 05:42:42,0.534,Low,377.07,937.3,Investigating,2023-10-18 01:07:57,2021-03-19 09:36:37,Isolation Forest
1606,210,418,1,9,Vegetation Loss,2024-06-01 22:36:51,0.756,High,20.9,1290.6,Investigating,2019-07-26 19:49:32,2022-04-18 21:31:10,Statistical
1607,239,441,8,61,Vegetation Loss,2024-01-30 03:48:37,0.872,Low,286.36,3055.6,Investigating,2023-12-18 15:39:14,2018-03-25 04:14:35,Isolation Forest
1608,30,103,2,19,Slope Deformation,2020-11-02 18:45:55,0.794,Low,346.26,3854.1,Investigating,2024-11-10 09:45:18,2024-06-02 09:42:11,LSTM Autoencoder
1609,4,456,7,56,Seismic Signal,2019-06-27 06:20:01,0.538,Low,489.99,817.2,False Alarm,2022-11-06 06:19:00,2022-04-14 21:48:07,LSTM Autoencoder
1610,107,409,7,56,Sensor Outlier,2023-09-27 14:08:57,0.879,Medium,328.52,398.2,False Alarm,2021-11-22 11:53:15,2022-03-20 11:53:26,Rule-Based
1611,211,464,6,50,Sensor Outlier,2020-09-15 14:23:33,0.7,Low,262.23,4545.1,Open,2019-10-01 19:56:11,2019-08-16 19:49:41,Statistical
1612,207,168,4,39,Ground Cracking,2021-12-22 09:59:21,0.524,Low,129.9,932.2,Investigating,2021-04-27 15:37:19,2019-02-26 01:48:22,Rule-Based
1613,257,95,1,11,Sudden Displacement,2024-09-09 12:13:21,0.911,Low,75.24,2601.4,Open,2018-08-13 04:16:31,2022-05-31 01:34:18,Rule-Based
1614,281,435,8,59,Ground Cracking,2020-04-13 11:21:16,0.731,Low,401.11,151.8,Open,2024-10-24 03:18:44,2021-05-06 20:56:47,LSTM Autoencoder
1615,262,401,6,51,Sudden Displacement,2023-07-04 04:40:34,0.846,High,311.11,2251.9,Resolved,2020-10-17 12:28:08,2023-10-21 21:26:02,Rule-Based
1616,178,262,1,11,Ground Cracking,2021-10-20 04:46:58,0.522,Medium,253.42,3435.7,Resolved,2018-12-01 22:47:57,2023-09-01 01:27:14,Isolation Forest
1617,283,82,3,30,Sensor Outlier,2019-11-15 04:46:04,0.697,Low,462.81,1128.2,Resolved,2023-02-26 01:23:53,2020-10-08 21:49:17,Isolation Forest
1618,224,490,3,24,Sudden Displacement,2023-09-16 15:41:27,0.995,Low,228.55,119.5,Open,2019-11-06 04:17:18,2022-09-03 18:37:33,Statistical
1619,16,291,3,23,Ground Cracking,2018-10-30 16:00:41,0.873,High,209.33,215.6,Investigating,2023-10-30 21:49:04,2023-02-10 03:04:41,Isolation Forest
1620,35,123,4,39,Rainfall Anomaly,2022-10-07 04:38:43,0.596,High,409.32,4313.0,Investigating,2020-01-27 02:14:38,2019-07-02 05:03:44,Rule-Based
1621,168,467,5,44,Sudden Displacement,2020-11-26 00:03:17,0.668,High,101.15,4873.3,Open,2018-09-09 14:49:22,2019-07-19 08:10:47,Statistical
1622,298,154,6,50,Sensor Outlier,2019-10-19 10:48:04,0.77,Critical,55.84,1225.2,False Alarm,2019-02-07 22:43:58,2022-12-20 06:40:35,LSTM Autoencoder
1623,202,12,1,3,Sudden Displacement,2021-09-25 20:23:37,0.903,Low,352.08,2770.3,Resolved,2021-01-06 15:03:38,2022-06-11 15:04:04,LSTM Autoencoder
1624,13,265,3,23,Pore Pressure Spike,2019-04-06 03:21:44,0.867,Low,144.84,1905.8,Resolved,2023-01-01 04:18:36,2018-12-21 02:26:51,LSTM Autoencoder
1625,21,83,1,11,Ground Cracking,2020-07-28 01:53:39,0.664,Low,96.66,1817.7,Resolved,2022-06-11 07:27:16,2021-01-01 07:09:45,LSTM Autoencoder
1626,153,220,3,27,Ground Cracking,2021-11-06 15:49:15,0.764,Low,289.85,1854.8,Open,2024-09-10 22:50:14,2018-03-27 10:05:02,Statistical
1627,167,358,2,22,Ground Cracking,2023-07-04 07:30:44,0.959,Low,493.65,4375.3,Resolved,2020-08-02 20:38:58,2021-04-18 03:25:45,LSTM Autoencoder
1628,5,236,2,20,Seismic Signal,2021-12-01 03:25:00,0.978,Low,17.18,4486.9,Investigating,2021-09-10 03:00:55,2021-03-12 03:11:01,Statistical
1629,14,405,5,46,Rainfall Anomaly,2023-08-18 17:06:32,0.92,High,277.3,3298.0,False Alarm,2018-04-18 17:40:09,2024-03-08 02:18:43,LSTM Autoencoder
1630,211,464,6,50,Seismic Signal,2019-02-26 23:52:07,0.913,Medium,115.69,130.6,Resolved,2021-07-13 07:45:14,2021-09-21 04:42:33,Statistical
1631,38,69,1,3,Sudden Displacement,2019-05-14 16:39:59,0.761,Critical,422.55,2952.8,Resolved,2020-04-30 05:02:39,2019-05-06 08:48:17,Statistical
1632,286,185,3,27,Sudden Displacement,2021-12-20 18:17:43,0.732,Low,461.86,4721.1,Resolved,2018-02-01 07:26:51,2020-02-14 09:24:18,Isolation Forest
1633,91,161,7,55,Ground Cracking,2024-12-17 21:31:20,0.83,High,112.89,3162.0,Resolved,2018-05-01 15:38:25,2024-01-10 15:53:10,Rule-Based
1634,255,45,5,44,Slope Deformation,2018-06-19 16:59:20,0.512,Medium,122.24,2890.9,Resolved,2021-07-08 05:15:20,2024-05-09 00:24:38,LSTM Autoencoder
1635,137,66,2,17,Seismic Signal,2021-06-25 09:05:42,0.554,Medium,269.41,2911.1,Resolved,2020-12-13 05:50:31,2023-08-18 16:30:34,Isolation Forest
1636,132,31,1,8,Seismic Signal,2018-01-20 20:56:52,0.894,Low,33.43,3036.5,Open,2024-05-24 01:25:24,2018-06-02 14:46:32,Statistical
1637,93,271,5,44,Pore Pressure Spike,2018-03-04 22:54:36,0.921,High,406.74,1521.4,Investigating,2022-08-27 23:29:59,2023-10-06 10:42:36,Rule-Based
1638,56,415,6,50,Seismic Signal,2024-03-15 02:56:42,0.542,Low,179.76,31.9,Open,2024-10-09 20:53:44,2021-02-21 05:53:35,Statistical
1639,163,273,6,50,Pore Pressure Spike,2023-03-24 03:37:36,0.513,Low,223.44,3605.9,Open,2023-12-22 12:33:10,2022-02-10 18:30:16,LSTM Autoencoder
1640,231,83,6,47,Rainfall Anomaly,2018-08-05 04:36:23,0.732,Critical,66.28,2184.8,Investigating,2023-12-09 23:05:14,2021-10-01 14:01:38,Statistical
1641,16,291,3,23,Rainfall Anomaly,2019-11-28 06:08:15,0.894,High,88.37,1572.1,Resolved,2021-09-20 06:13:04,2024-02-21 16:51:00,Rule-Based
1642,89,267,1,11,Slope Deformation,2023-04-26 14:08:29,0.711,Critical,453.63,3899.4,False Alarm,2021-05-04 05:11:54,2024-09-14 19:35:46,Statistical
1643,177,75,3,26,Ground Cracking,2022-05-20 10:43:12,0.901,Low,185.8,3396.4,Resolved,2019-04-02 17:18:58,2019-09-09 06:08:47,Statistical
1644,138,138,6,53,Pore Pressure Spike,2024-08-03 14:36:39,0.838,Low,143.99,324.9,False Alarm,2019-11-22 10:12:33,2019-01-18 21:55:47,Statistical
1645,50,278,2,20,Seismic Signal,2018-05-14 01:24:15,0.879,Critical,340.65,2792.8,Investigating,2019-06-05 22:54:14,2021-11-02 23:09:34,Isolation Forest
1646,97,237,2,21,Sensor Outlier,2018-01-30 20:42:11,0.509,Critical,277.79,3687.3,False Alarm,2020-04-08 18:21:42,2023-06-08 00:01:51,Isolation Forest
1647,119,276,1,3,Seismic Signal,2024-12-21 19:06:49,0.74,Low,230.26,909.3,Resolved,2024-08-18 21:16:27,2021-08-02 09:48:53,Rule-Based
1648,143,33,3,24,Pore Pressure Spike,2023-04-02 04:00:08,0.617,Low,360.32,1790.1,Open,2024-03-28 18:55:11,2024-01-09 09:14:22,Statistical
1649,173,435,2,18,Pore Pressure Spike,2023-08-27 22:28:38,0.775,High,218.95,2086.8,False Alarm,2023-08-17 21:55:43,2021-12-02 13:35:01,Rule-Based
1650,100,42,1,5,Rainfall Anomaly,2020-08-12 04:54:42,0.869,High,21.3,4757.2,Resolved,2023-10-11 13:31:43,2023-03-09 18:36:16,Statistical
1651,16,291,3,23,Ground Cracking,2023-08-26 10:28:12,0.802,High,51.83,3740.7,Open,2023-05-09 09:43:09,2019-02-14 16:43:23,Statistical
1652,21,83,1,11,Pore Pressure Spike,2024-03-16 10:43:33,0.597,Critical,34.86,401.8,Investigating,2020-09-18 21:50:02,2021-05-05 20:15:18,Isolation Forest
1653,253,358,7,56,Vegetation Loss,2018-09-02 10:20:36,0.899,Critical,143.96,265.9,Investigating,2020-11-15 09:48:39,2023-01-19 11:07:56,LSTM Autoencoder
1654,92,468,3,28,Pore Pressure Spike,2021-08-09 11:18:35,0.555,Low,228.35,4854.8,Resolved,2018-04-06 14:29:19,2021-07-19 18:14:54,LSTM Autoencoder
1655,75,134,1,8,Vegetation Loss,2023-11-07 15:23:42,0.69,Low,340.37,4736.3,Resolved,2020-11-26 04:14:01,2020-03-12 15:55:04,LSTM Autoencoder
1656,179,374,4,39,Pore Pressure Spike,2019-04-09 23:43:41,0.764,Low,326.25,1444.6,Resolved,2021-12-17 08:48:18,2018-10-15 12:04:33,Rule-Based
1657,129,214,2,14,Slope Deformation,2023-03-22 14:18:54,0.528,Low,31.02,4430.7,Open,2024-04-02 22:52:12,2023-07-23 08:38:06,LSTM Autoencoder
1658,42,189,7,58,Ground Cracking,2019-04-17 15:39:02,0.916,Critical,374.78,3931.1,Investigating,2021-02-17 02:42:46,2022-05-18 03:38:54,Rule-Based
1659,79,52,1,12,Pore Pressure Spike,2022-08-20 18:40:15,0.808,Low,438.94,4234.4,False Alarm,2021-11-30 14:39:57,2018-04-10 19:14:22,LSTM Autoencoder
1660,19,246,2,22,Pore Pressure Spike,2024-02-05 05:30:00,0.572,Critical,342.75,2494.9,Investigating,2024-12-22 14:21:57,2022-11-13 05:28:24,Rule-Based
1661,241,369,2,16,Sensor Outlier,2020-03-05 10:31:28,0.893,Low,284.24,623.4,Investigating,2018-08-06 22:44:47,2019-02-15 23:42:46,LSTM Autoencoder
1662,106,268,8,62,Sensor Outlier,2022-01-05 03:01:57,0.533,High,222.82,3415.2,Resolved,2023-08-04 19:33:51,2022-07-22 20:47:17,LSTM Autoencoder
1663,210,418,1,9,Slope Deformation,2018-06-04 05:01:02,0.555,High,90.12,2604.2,Investigating,2024-03-29 13:48:24,2023-05-01 14:46:31,Statistical
1664,25,363,1,9,Sudden Displacement,2024-11-23 08:03:42,0.512,Critical,406.95,4543.2,Investigating,2020-09-14 20:06:34,2023-06-12 05:14:06,Isolation Forest
1665,138,138,6,53,Pore Pressure Spike,2021-12-20 17:00:22,0.701,Medium,468.69,320.9,Open,2022-09-03 06:01:02,2024-06-24 23:42:23,Rule-Based
1666,129,214,2,14,Ground Cracking,2024-03-25 11:23:59,0.63,Medium,37.93,2607.9,Resolved,2021-10-08 08:23:08,2018-01-23 00:25:55,Isolation Forest
1667,196,140,7,55,Ground Cracking,2024-11-01 18:59:16,0.625,Low,323.96,1094.0,False Alarm,2023-05-12 05:04:12,2022-05-12 20:13:00,Statistical
1668,57,447,2,16,Sudden Displacement,2022-12-04 19:56:59,0.833,Critical,288.2,2330.3,Resolved,2022-09-24 15:40:19,2019-05-18 17:59:59,Rule-Based
1669,133,455,5,43,Slope Deformation,2023-05-22 21:17:56,0.648,Critical,40.36,3807.9,Open,2024-01-12 02:35:35,2023-08-16 10:46:00,Rule-Based
1670,272,243,3,27,Seismic Signal,2023-01-26 23:27:58,0.614,Medium,59.4,426.0,Open,2022-08-23 01:13:22,2022-06-16 13:19:52,Statistical
1671,271,247,7,56,Sudden Displacement,2021-04-10 13:35:27,0.758,Critical,278.14,2407.3,False Alarm,2023-03-30 01:22:50,2022-10-13 21:24:08,Rule-Based
1672,140,432,1,6,Slope Deformation,2024-02-08 08:20:55,0.985,High,266.05,1571.2,False Alarm,2018-09-19 22:56:02,2022-08-16 05:40:10,LSTM Autoencoder
1673,259,162,8,59,Pore Pressure Spike,2024-06-13 17:31:40,0.906,Low,180.23,3113.9,Investigating,2022-01-16 18:13:48,2021-02-26 16:35:49,Rule-Based
1674,227,215,2,16,Slope Deformation,2022-04-23 11:17:03,0.595,Medium,176.75,4140.1,Resolved,2020-10-15 02:38:21,2020-03-16 22:16:43,LSTM Autoencoder
1675,203,207,3,26,Seismic Signal,2022-06-02 05:39:09,0.795,Low,384.34,4047.1,Investigating,2022-05-09 13:26:09,2018-06-26 06:20:59,Statistical
1676,82,201,3,30,Sudden Displacement,2023-03-11 09:50:41,0.506,Low,279.44,955.5,Resolved,2019-01-11 22:34:24,2018-09-09 12:49:12,LSTM Autoencoder
1677,180,204,3,25,Sudden Displacement,2022-09-28 10:40:16,0.76,Low,100.95,2389.2,Investigating,2023-06-21 09:01:32,2018-11-15 05:24:07,Statistical
1678,73,405,2,19,Pore Pressure Spike,2022-08-25 05:27:01,0.633,Low,429.67,3299.4,Open,2022-08-19 19:06:08,2024-06-25 05:58:41,Rule-Based
1679,254,154,2,16,Ground Cracking,2023-08-23 17:58:29,0.949,High,356.64,4941.5,False Alarm,2022-12-04 22:11:19,2019-03-14 20:05:43,Statistical
1680,220,36,6,54,Rainfall Anomaly,2023-12-16 22:28:51,0.632,Critical,263.51,2667.0,Investigating,2022-07-22 14:58:57,2022-03-06 16:14:52,LSTM Autoencoder
1681,19,246,2,22,Sensor Outlier,2024-11-04 23:12:21,0.916,High,122.99,67.9,False Alarm,2018-01-06 22:25:50,2020-08-09 23:42:29,Rule-Based
1682,292,466,2,15,Slope Deformation,2020-11-14 23:02:29,0.626,Medium,125.36,1761.4,Investigating,2022-04-04 09:06:45,2021-11-20 12:27:15,Isolation Forest
1683,96,134,3,30,Vegetation Loss,2022-01-30 01:49:00,0.81,Low,418.78,47.1,Investigating,2023-06-19 10:38:01,2020-09-28 12:48:36,LSTM Autoencoder
1684,297,202,3,31,Seismic Signal,2020-06-19 19:43:53,0.688,Critical,9.72,1665.5,Investigating,2020-11-30 04:12:44,2019-08-11 13:23:51,LSTM Autoencoder
1685,191,352,3,25,Pore Pressure Spike,2020-07-05 16:29:01,0.938,High,275.26,4453.9,Investigating,2021-03-29 15:50:37,2020-07-20 12:58:51,LSTM Autoencoder
1686,30,103,2,19,Ground Cracking,2021-04-01 06:48:09,0.845,Critical,51.35,1168.1,False Alarm,2023-07-10 11:47:11,2023-03-05 23:49:44,Statistical
1687,3,442,3,29,Rainfall Anomaly,2020-05-14 09:30:08,0.909,Low,173.88,2650.3,Open,2024-12-27 07:58:38,2019-02-28 15:48:38,Isolation Forest
1688,133,455,5,43,Sudden Displacement,2018-02-15 12:03:45,0.792,Medium,176.54,2105.3,Investigating,2023-12-28 09:03:28,2018-05-11 17:30:12,LSTM Autoencoder
1689,83,421,1,12,Rainfall Anomaly,2018-08-23 16:59:41,0.653,Low,385.56,4444.2,Investigating,2020-12-15 17:52:23,2019-03-03 17:19:22,Isolation Forest
1690,143,33,3,24,Seismic Signal,2018-10-25 03:12:47,0.779,Medium,384.65,2899.6,False Alarm,2018-01-28 23:12:07,2024-06-15 06:53:50,Rule-Based
1691,157,445,4,39,Sensor Outlier,2023-12-22 20:24:49,0.529,High,246.46,1301.7,Resolved,2024-05-10 21:08:48,2023-12-14 18:59:09,LSTM Autoencoder
1692,128,79,3,23,Sudden Displacement,2018-02-15 14:01:54,0.562,Medium,473.04,1488.4,Investigating,2020-04-13 23:07:32,2023-04-21 12:39:00,Rule-Based
1693,65,307,3,32,Pore Pressure Spike,2018-08-09 22:10:53,0.782,Medium,191.42,4198.7,Investigating,2019-11-10 10:32:40,2021-07-03 20:55:31,LSTM Autoencoder
1694,298,154,6,50,Rainfall Anomaly,2021-01-09 18:11:39,0.882,High,97.82,3404.3,Open,2018-06-19 21:34:36,2018-09-26 17:14:48,Isolation Forest
1695,94,201,3,30,Rainfall Anomaly,2024-01-25 00:26:49,0.834,High,349.03,1644.3,Open,2020-10-21 00:19:03,2024-08-23 15:25:49,LSTM Autoencoder
1696,170,181,8,59,Pore Pressure Spike,2021-06-27 21:16:02,0.615,Critical,125.74,3430.2,False Alarm,2022-07-30 13:01:58,2023-12-09 02:12:32,LSTM Autoencoder
1697,267,412,1,3,Seismic Signal,2018-10-09 07:12:40,0.696,Critical,447.87,3993.4,Resolved,2021-06-28 12:10:07,2018-08-11 10:18:36,Rule-Based
1698,156,18,6,51,Pore Pressure Spike,2019-05-18 08:59:13,0.679,High,365.6,3767.6,Resolved,2023-04-20 14:53:39,2018-10-13 15:29:01,LSTM Autoencoder
1699,145,265,3,28,Vegetation Loss,2019-06-25 14:30:15,0.974,Critical,177.37,2139.3,Open,2024-01-07 21:10:15,2023-10-05 09:10:32,Statistical
1700,80,242,2,22,Seismic Signal,2022-04-05 17:04:00,0.674,High,157.74,4880.7,Investigating,2023-02-01 09:59:20,2018-08-28 08:43:22,LSTM Autoencoder
1701,244,246,5,45,Pore Pressure Spike,2024-01-08 21:56:32,0.837,Low,268.69,167.6,Investigating,2024-10-04 21:34:47,2022-02-23 15:55:35,Isolation Forest
1702,47,499,6,51,Rainfall Anomaly,2021-01-28 14:57:11,0.744,High,29.65,1135.5,Open,2021-08-03 09:45:17,2023-11-24 11:38:15,Isolation Forest
1703,64,444,8,59,Ground Cracking,2019-11-09 19:03:11,0.779,Critical,63.09,872.5,False Alarm,2024-11-26 16:07:55,2024-11-27 03:16:31,LSTM Autoencoder
1704,62,298,6,47,Vegetation Loss,2022-06-24 04:57:51,0.853,High,201.88,4769.9,False Alarm,2019-03-14 14:52:29,2023-02-11 06:29:11,Statistical
1705,266,241,3,31,Slope Deformation,2024-01-05 07:09:06,0.995,Low,445.06,4691.9,False Alarm,2023-11-18 05:49:06,2018-03-19 02:25:28,Isolation Forest
1706,138,138,6,53,Vegetation Loss,2020-06-12 07:03:30,0.694,Critical,137.69,2321.8,Investigating,2022-03-13 10:52:31,2021-12-01 06:29:46,LSTM Autoencoder
