record_id,district_id,state_id,station_id,datetime,rainfall_1h_mm,rainfall_3h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_7d_mm,rainfall_30d_mm,antecedent_rainfall_mm,rainfall_intensity_percentile,threshold_exceeded,source
7182,9,1,STN050,2024-04-28 04:05:49,51.4,99.9,219.0,354.7,2457.3,32709.9,61.8,1.1,1,Manual
7183,51,6,STN042,2018-10-09 04:32:45,16.7,54.0,133.1,465.6,1744.2,19491.6,122.3,2.4,1,AWS
7184,27,3,STN013,2023-05-19 15:14:17,2.7,9.0,12.5,25.1,105.8,1291.2,128.1,1.9,0,AWS
7185,32,3,STN032,2021-11-08 22:52:45,15.0,27.7,38.7,40.7,267.8,1970.4,424.4,2.1,0,Manual
7186,56,7,STN038,2021-11-07 19:27:46,0.7,1.3,3.4,6.5,62.0,905.6,298.9,0.7,0,IMD
7187,1,1,STN026,2018-01-10 01:47:02,22.0,30.3,63.8,137.4,739.1,9841.4,9.5,1.4,1,AWS
7188,10,1,STN036,2023-02-17 15:00:20,11.6,33.8,53.2,112.1,779.9,5849.6,223.8,1.9,1,AWS
7189,19,2,STN040,2024-01-19 08:42:15,3.5,12.4,14.5,31.7,95.5,894.3,230.3,3.5,0,AWS
7190,50,6,STN020,2021-08-09 23:59:06,2.8,3.9,7.1,15.6,133.3,1247.3,468.1,1.3,0,AWS
7191,45,5,STN040,2024-09-21 08:56:47,3.0,8.4,10.8,29.9,160.5,1990.5,345.1,1.5,0,Manual
7192,40,5,STN022,2020-10-05 21:12:03,24.3,27.8,28.9,76.6,247.3,3317.6,199.9,2.3,0,Manual
7193,39,4,STN016,2019-06-12 05:31:31,28.6,71.5,117.6,260.4,981.8,10346.9,33.7,2.5,1,Radar_Derived
7194,53,6,STN009,2023-11-22 02:09:37,38.0,129.1,337.0,440.7,4046.7,28374.3,384.5,1.6,1,Radar_Derived
7195,18,2,STN001,2018-04-28 12:15:52,2.6,5.5,11.5,11.8,45.3,440.4,151.2,2.7,0,IMD
7196,12,1,STN028,2018-12-21 01:09:23,18.3,47.8,97.9,234.7,1075.8,13030.7,226.5,1.8,1,Manual
7197,52,6,STN008,2023-11-21 12:44:06,8.9,18.9,42.9,106.0,1055.3,4560.8,402.3,2.3,1,Manual
7198,8,1,STN020,2023-03-21 18:50:16,3.8,7.2,20.9,82.2,293.7,4339.6,68.5,1.9,0,AWS
7199,7,1,STN024,2019-04-14 14:22:58,23.3,40.2,87.0,257.9,1143.2,14397.4,271.4,1.8,1,AWS
7200,4,1,STN038,2021-08-18 04:01:21,8.9,30.6,36.1,119.3,716.6,4616.3,278.3,2.6,1,Manual
7201,33,4,STN032,2024-06-29 13:57:53,3.8,7.5,15.9,60.6,178.0,1066.5,55.2,5.7,0,IMD
7202,5,1,STN024,2022-02-22 15:59:24,2.4,5.2,13.5,13.9,48.4,535.7,45.6,2.6,0,IMD
7203,26,3,STN029,2020-08-11 16:40:58,18.2,55.9,156.2,428.8,1617.6,12834.5,299.0,3.3,1,AWS
7204,49,6,STN034,2018-05-01 15:09:10,1.5,4.0,4.9,7.3,55.3,353.8,477.8,2.1,0,Manual
7205,20,2,STN003,2022-03-13 07:57:21,26.5,80.3,88.5,262.2,2614.1,37720.9,397.8,0.7,1,Radar_Derived
7206,32,3,STN016,2024-09-19 11:14:35,6.0,19.6,54.3,204.2,820.5,12234.0,384.8,1.7,1,AWS
7207,49,6,STN013,2024-11-06 23:28:12,5.7,6.9,8.3,19.8,98.4,844.7,369.2,2.3,0,AWS
7208,5,1,STN030,2020-06-30 20:02:49,7.9,17.8,32.5,35.9,142.3,1140.1,335.4,3.1,0,IMD
7209,41,5,STN031,2023-07-18 06:52:36,1.6,5.8,9.4,33.7,186.3,1465.4,79.4,2.3,0,Manual
7210,13,2,STN033,2022-10-09 23:57:45,2.2,2.3,3.3,4.1,15.7,225.8,289.0,1.8,0,AWS
7211,41,5,STN008,2018-04-12 03:39:36,6.2,20.9,56.6,135.5,394.7,4352.9,390.8,3.1,1,AWS
7212,21,2,STN044,2024-12-06 07:52:59,5.1,16.0,21.5,82.4,173.1,1911.0,173.3,4.3,0,Radar_Derived
7213,10,1,STN011,2020-03-24 16:20:07,14.8,57.7,74.7,248.4,1665.7,21546.3,356.6,1.2,1,AWS
7214,52,6,STN015,2022-12-24 18:50:24,1.4,3.5,8.4,12.7,98.0,1062.4,388.4,1.2,0,AWS
7215,61,8,STN013,2019-09-19 23:12:11,1.1,2.4,4.7,18.7,150.0,1810.3,201.4,1.0,0,IMD
7216,11,1,STN005,2018-02-12 15:17:58,15.0,28.0,33.3,57.9,377.1,4983.2,406.4,1.2,0,Radar_Derived
7217,45,5,STN019,2022-10-31 06:44:30,1.4,1.5,3.3,9.1,82.3,921.1,30.9,1.0,0,IMD
7218,26,3,STN024,2023-08-28 05:53:24,0.8,2.6,2.7,8.3,77.8,598.3,392.2,1.4,0,AWS
7219,2,1,STN029,2020-05-27 07:33:49,3.0,9.7,19.9,57.4,136.3,537.2,266.5,10.7,0,Manual
7220,9,1,STN036,2019-10-04 21:43:08,28.1,93.5,276.5,700.5,6769.1,30139.7,56.5,2.3,1,AWS
7221,59,8,STN045,2019-02-25 01:52:16,23.4,78.9,116.8,455.6,2197.1,12398.7,449.8,3.7,1,Manual
7222,33,4,STN017,2018-05-28 15:21:51,16.1,44.8,112.3,435.2,3844.9,24579.4,412.9,1.8,1,Radar_Derived
7223,59,8,STN011,2018-10-07 21:11:56,3.6,12.9,27.8,66.6,133.8,1200.1,391.7,5.5,0,Manual
7224,57,7,STN013,2024-01-17 11:38:31,0.7,2.8,6.5,17.6,78.2,834.9,336.1,2.1,0,IMD
7225,10,1,STN002,2021-06-13 06:05:38,16.3,51.5,53.3,146.5,577.5,4316.3,331.1,3.4,1,Manual
7226,24,3,STN009,2020-08-23 21:49:56,18.6,44.6,131.8,211.8,1085.6,4764.6,483.4,4.4,1,IMD
7227,10,1,STN042,2021-02-24 23:08:38,9.3,30.7,43.9,68.0,589.6,3040.2,21.3,2.2,0,IMD
7228,49,6,STN008,2020-03-06 18:55:37,4.5,6.4,16.3,36.5,300.6,2174.8,162.0,1.7,0,Radar_Derived
7229,44,5,STN010,2023-07-10 07:38:47,12.9,15.6,44.5,154.7,868.4,4726.6,404.9,3.3,1,IMD
7230,11,1,STN049,2019-06-29 18:09:11,12.2,25.3,50.3,171.1,848.2,9040.0,55.1,1.9,1,Manual
7231,57,7,STN038,2023-01-30 16:53:15,8.1,15.8,15.9,34.6,190.5,1488.0,310.0,2.3,0,Manual
7232,5,1,STN006,2020-04-27 19:50:14,16.7,45.6,63.3,81.3,295.8,956.9,429.0,8.5,0,IMD
7233,30,3,STN046,2021-01-23 18:59:56,24.4,39.0,98.7,111.6,538.2,5992.1,42.9,1.9,1,Manual
7234,11,1,STN010,2024-01-03 18:05:07,12.5,17.0,41.1,138.5,310.1,3789.3,498.8,3.7,1,Radar_Derived
7235,61,8,STN033,2020-04-28 08:51:30,2.5,9.0,13.9,19.6,144.3,1285.6,294.9,1.5,0,AWS
7236,44,5,STN012,2019-06-07 04:51:34,0.1,0.2,0.5,1.5,6.3,72.4,206.5,2.1,0,AWS
7237,27,3,STN035,2019-05-02 06:52:11,3.1,8.4,20.0,52.6,513.0,6487.7,349.0,0.8,0,Manual
7238,17,2,STN038,2023-09-10 07:35:16,8.3,28.1,28.8,59.3,183.9,1517.3,354.1,3.9,0,AWS
7239,5,1,STN013,2020-07-30 10:18:47,9.8,13.8,25.9,32.5,154.7,910.1,372.2,3.6,0,AWS
7240,27,3,STN007,2024-09-02 06:26:34,18.8,22.8,58.3,201.0,1432.6,19370.2,288.1,1.0,1,AWS
7241,13,2,STN018,2020-09-22 07:22:42,6.0,19.6,35.2,101.7,346.1,2997.5,498.4,3.4,1,IMD
7242,15,2,STN050,2021-02-10 10:13:45,31.8,109.1,114.8,423.7,1358.0,16796.7,38.2,2.5,1,Manual
7243,24,3,STN001,2024-05-25 22:31:25,10.4,13.8,18.6,57.9,367.1,4595.4,457.6,1.3,0,AWS
7244,56,7,STN032,2020-06-16 04:07:48,3.8,14.4,26.2,36.0,235.0,2652.0,116.0,1.4,0,Radar_Derived
7245,51,6,STN003,2023-10-11 08:44:45,16.0,26.7,53.2,62.3,277.3,2090.2,351.7,3.0,0,IMD
7246,12,1,STN038,2022-06-19 23:05:30,8.9,27.3,38.0,91.3,702.2,3400.3,393.8,2.7,0,AWS
7247,58,7,STN039,2019-05-04 22:12:02,3.3,4.0,4.6,16.0,52.2,636.6,61.8,2.5,0,Manual
7248,20,2,STN028,2024-01-17 07:28:53,18.7,64.3,106.2,316.3,1823.7,15567.3,448.7,2.0,1,AWS
7249,59,8,STN046,2018-12-01 12:47:17,0.4,1.0,2.6,4.9,30.8,243.5,74.3,2.0,0,Radar_Derived
7250,1,1,STN050,2018-12-01 20:09:27,13.6,51.5,108.4,121.0,344.6,1970.3,426.2,6.1,1,Manual
7251,42,5,STN023,2018-06-14 15:22:55,0.7,1.6,4.1,4.7,20.5,117.4,73.3,4.0,0,AWS
7252,51,6,STN012,2023-09-05 06:09:23,6.1,21.7,27.9,96.2,945.2,9528.8,352.2,1.0,0,AWS
7253,62,8,STN036,2021-08-16 18:37:05,5.3,7.7,20.2,76.6,511.2,3604.3,459.3,2.1,0,Manual
7254,54,6,STN025,2019-05-29 19:09:30,1.5,1.8,2.6,4.6,40.5,463.4,134.5,1.0,0,AWS
7255,26,3,STN015,2021-01-30 17:57:04,3.6,5.0,14.9,52.7,220.1,1255.2,300.5,4.2,0,Radar_Derived
7256,60,8,STN007,2024-11-18 02:53:08,7.6,30.0,86.4,245.8,1576.8,16512.0,329.8,1.5,1,Radar_Derived
7257,20,2,STN045,2023-10-29 02:11:00,0.6,2.0,2.9,7.9,58.8,204.2,22.7,3.9,0,Radar_Derived
7258,51,6,STN022,2019-12-15 07:14:07,17.7,20.0,25.3,88.7,231.9,3291.8,253.6,2.7,0,IMD
7259,51,6,STN019,2022-07-12 21:53:24,11.7,22.0,25.8,71.4,503.7,4999.0,306.1,1.4,0,Manual
7260,48,6,STN047,2019-02-17 13:11:32,33.2,71.1,188.2,714.6,5811.3,24815.1,384.7,2.9,1,AWS
7261,23,3,STN007,2018-05-28 10:23:35,24.1,48.1,95.1,163.2,794.8,10533.7,262.7,1.5,1,IMD
7262,18,2,STN025,2022-02-12 22:42:29,4.4,5.9,13.1,48.8,367.2,3177.0,424.9,1.5,0,Manual
7263,8,1,STN016,2019-05-12 18:28:23,1.8,5.8,10.8,28.5,227.4,749.0,495.3,3.8,0,IMD
7264,59,8,STN050,2023-07-01 16:34:37,4.6,7.3,18.2,19.1,119.0,1645.5,340.8,1.2,0,Radar_Derived
7265,61,8,STN014,2022-06-23 11:21:35,9.3,10.2,19.7,37.5,199.7,1196.3,364.3,3.1,0,AWS
7266,28,3,STN016,2020-08-09 22:15:19,37.6,147.6,422.3,862.9,3829.7,51312.4,98.2,1.7,1,AWS
7267,50,6,STN036,2020-12-19 09:53:35,1.6,2.6,4.9,10.2,33.6,224.6,358.2,4.5,0,Manual
7268,49,6,STN003,2018-07-06 22:00:24,6.9,23.5,53.8,196.5,452.0,4612.6,89.9,4.3,1,IMD
7269,4,1,STN031,2018-08-13 12:08:28,10.8,21.4,51.3,198.6,838.2,10437.9,367.7,1.9,1,IMD
7270,51,6,STN001,2023-06-18 21:36:31,21.7,58.7,170.4,607.5,1977.8,14787.8,142.8,4.1,1,IMD
7271,22,2,STN005,2024-08-02 19:50:27,2.0,3.7,6.7,14.6,137.6,1237.4,240.7,1.2,0,Manual
7272,36,4,STN018,2020-10-05 11:00:48,39.7,111.6,150.6,503.5,4808.1,20314.1,31.4,2.5,1,IMD
7273,1,1,STN036,2022-11-04 16:01:49,11.0,24.8,54.1,177.4,1104.0,4174.6,99.8,4.2,1,AWS
7274,53,6,STN042,2018-05-15 12:53:43,0.0,0.0,0.0,0.0,0.0,0.0,270.4,0.0,0,Radar_Derived
7275,10,1,STN009,2018-06-24 16:43:10,0.3,1.0,2.2,7.3,34.8,479.8,286.6,1.5,0,Radar_Derived
7276,33,4,STN037,2024-04-30 21:27:00,2.9,6.5,8.9,28.2,275.9,3855.8,387.1,0.7,0,Manual
7277,49,6,STN047,2024-10-19 15:32:39,8.9,18.5,47.6,89.5,183.4,819.6,36.1,10.9,0,Manual
7278,8,1,STN036,2018-03-03 05:42:13,5.1,16.3,26.5,29.8,176.3,2326.7,397.2,1.3,0,IMD
7279,51,6,STN013,2019-04-25 04:19:31,10.9,30.2,82.9,175.6,1627.8,9093.1,167.2,1.9,1,AWS
7280,59,8,STN038,2023-06-14 20:44:26,0.1,0.4,0.5,1.4,3.1,40.6,184.8,3.4,0,AWS
7281,11,1,STN008,2021-08-28 05:53:32,3.6,10.7,31.0,98.3,451.1,2996.7,203.0,3.3,0,Radar_Derived
7282,47,6,STN024,2019-01-19 22:58:47,1.4,1.8,3.3,10.7,39.5,407.0,181.4,2.6,0,Radar_Derived
7283,13,2,STN041,2020-11-04 10:58:32,17.2,52.9,120.4,375.8,3204.7,25470.5,292.6,1.5,1,Radar_Derived
7284,43,5,STN020,2018-10-27 00:30:18,4.6,18.1,52.0,63.7,479.6,7115.4,299.9,0.9,0,Manual
7285,33,4,STN009,2024-03-15 10:44:30,0.3,1.0,2.9,4.3,24.3,327.3,499.0,1.3,0,Manual
7286,8,1,STN033,2020-11-11 11:02:25,0.6,1.3,1.9,7.2,17.3,206.2,101.1,3.5,0,IMD
7287,7,1,STN020,2021-08-13 05:59:59,10.9,37.5,47.5,142.0,620.8,2461.3,155.5,5.8,1,Manual
7288,46,5,STN024,2018-11-29 11:14:32,21.1,44.3,119.1,196.9,942.0,11669.3,473.6,1.7,1,Radar_Derived
7289,26,3,STN027,2022-08-13 00:59:51,32.7,36.2,62.4,119.6,738.8,7592.8,329.2,1.6,1,IMD
7290,35,4,STN020,2022-05-08 16:03:17,5.5,12.5,32.3,109.9,761.5,3007.5,239.4,3.7,1,Radar_Derived
7291,10,1,STN003,2023-04-15 22:18:55,16.8,53.2,144.5,249.9,1082.1,11447.3,315.4,2.2,1,Manual
7292,39,4,STN030,2023-01-01 18:04:18,13.9,18.9,43.9,167.7,1271.8,10874.0,244.5,1.5,1,AWS
7293,6,1,STN001,2020-02-03 03:02:35,7.8,9.9,20.1,78.3,577.4,5752.6,342.4,1.4,0,AWS
7294,6,1,STN029,2019-05-24 23:15:30,9.9,33.7,53.7,95.1,756.8,2320.9,68.6,4.1,0,AWS
7295,39,4,STN009,2019-08-20 13:58:22,14.0,45.0,93.6,123.8,622.1,6128.3,75.0,2.0,1,Radar_Derived
7296,16,2,STN010,2018-12-05 06:34:55,1.3,3.1,5.3,16.0,124.2,579.8,432.7,2.8,0,AWS
7297,51,6,STN042,2024-09-29 13:48:52,1.7,3.3,9.1,23.9,61.5,397.8,344.2,6.0,0,IMD
7298,53,6,STN036,2021-07-07 05:16:51,1.4,4.9,10.1,15.3,106.7,967.5,101.5,1.6,0,Manual
7299,15,2,STN032,2019-05-21 05:38:52,2.4,4.6,7.1,14.5,108.4,1621.0,419.4,0.9,0,IMD
7300,12,1,STN039,2019-12-12 20:59:57,2.8,3.7,3.8,4.8,26.5,277.9,374.8,1.7,0,IMD
7301,46,5,STN013,2019-01-01 13:02:45,3.2,8.0,23.0,52.6,427.2,4690.4,148.9,1.1,0,Radar_Derived
7302,52,6,STN026,2024-11-23 10:49:29,1.4,5.5,13.6,32.8,111.0,419.2,38.6,7.8,0,Radar_Derived
7303,41,5,STN006,2022-11-13 05:57:59,5.1,9.2,19.4,28.5,60.7,308.9,479.0,9.2,0,Manual
7304,4,1,STN036,2020-12-13 19:49:33,13.3,25.9,30.8,122.8,1196.8,16016.2,410.1,0.8,1,IMD
7305,49,6,STN029,2023-03-02 00:30:18,12.5,32.2,61.7,237.4,726.1,6138.8,17.4,3.9,1,IMD
7306,10,1,STN050,2018-09-03 01:04:10,18.3,62.3,169.5,547.1,3432.8,43503.5,241.5,1.3,1,Radar_Derived
7307,4,1,STN016,2020-04-30 11:01:00,1.8,6.6,13.2,33.4,328.3,2526.9,66.1,1.3,0,Manual
7308,40,5,STN039,2023-01-12 06:17:25,2.5,3.3,4.6,10.8,40.4,317.0,206.0,3.4,0,AWS
7309,7,1,STN024,2021-03-23 08:04:14,0.3,0.8,1.4,3.1,24.2,152.7,178.2,2.0,0,IMD
7310,42,5,STN038,2024-12-03 20:54:09,15.0,15.3,20.3,28.9,204.1,1063.1,337.8,2.7,0,Manual
7311,51,6,STN021,2023-12-06 15:32:57,5.1,10.3,15.0,47.9,358.4,2306.9,353.7,2.1,0,Radar_Derived
7312,53,6,STN030,2019-10-18 13:32:29,5.8,6.7,16.3,34.9,208.7,1503.1,182.5,2.3,0,Manual
7313,39,4,STN011,2020-10-25 15:49:56,5.3,10.1,21.1,53.0,175.5,2556.4,270.7,2.1,0,Manual
7314,31,3,STN011,2019-01-09 07:25:09,22.7,61.2,136.6,278.5,760.2,2872.7,115.5,9.7,1,AWS
7315,15,2,STN032,2023-03-27 17:22:12,19.9,32.3,45.1,70.6,142.2,943.6,105.8,7.5,0,IMD
7316,5,1,STN002,2021-01-01 23:13:25,8.8,12.4,15.5,39.6,248.7,2170.5,27.0,1.8,0,IMD
7317,39,4,STN028,2023-01-22 22:40:30,4.9,18.1,33.9,118.6,616.9,7262.2,168.2,1.6,1,IMD
7318,45,5,STN043,2022-05-11 13:01:44,12.8,29.3,39.5,108.2,364.7,2050.2,65.5,5.3,1,Radar_Derived
7319,12,1,STN043,2023-04-02 17:58:47,3.0,3.2,6.0,17.2,146.5,2110.7,10.4,0.8,0,IMD
7320,60,8,STN007,2024-05-13 07:18:59,2.4,8.3,12.5,29.2,171.5,1536.8,470.8,1.9,0,Radar_Derived
7321,13,2,STN042,2024-05-20 08:44:16,19.4,22.0,61.5,108.8,402.7,1287.9,322.0,8.4,1,AWS
7322,28,3,STN011,2019-07-01 17:36:02,20.0,37.0,59.4,104.5,379.6,3744.1,318.7,2.8,1,AWS
7323,58,7,STN005,2019-10-27 20:01:33,13.3,13.5,37.7,40.1,381.2,4931.6,321.4,0.8,0,Radar_Derived
7324,45,5,STN047,2020-12-17 06:53:48,2.6,6.7,19.2,26.9,87.9,434.2,210.7,6.2,0,AWS
7325,40,5,STN007,2018-03-05 09:04:00,18.9,31.2,73.0,90.7,654.9,5248.0,272.3,1.7,0,IMD
7326,35,4,STN030,2020-08-08 20:47:40,10.3,34.3,36.8,59.8,560.6,2623.9,319.4,2.3,0,IMD
7327,16,2,STN012,2023-01-05 19:37:16,13.1,40.1,115.9,174.6,919.1,11303.8,105.0,1.5,1,AWS
7328,45,5,STN050,2020-09-13 13:20:36,1.7,5.3,11.1,40.3,134.6,591.5,274.2,6.8,0,Radar_Derived
7329,20,2,STN007,2018-08-02 00:44:10,0.5,0.9,1.6,5.4,22.6,206.5,70.5,2.6,0,Manual
7330,32,3,STN012,2021-04-13 15:57:01,8.0,31.0,54.9,180.2,973.9,11562.4,377.7,1.6,1,Manual
7331,4,1,STN016,2024-03-04 20:03:50,9.8,29.4,55.0,177.0,1529.6,10825.9,423.9,1.6,1,Manual
7332,32,3,STN038,2022-09-20 15:18:48,1.2,2.4,4.8,5.8,18.4,214.7,217.8,2.7,0,Radar_Derived
7333,29,3,STN003,2019-10-06 18:33:50,10.4,28.3,33.9,69.9,270.5,2107.4,461.4,3.3,0,IMD
7334,32,3,STN005,2023-05-21 03:23:02,0.0,0.0,0.0,0.0,0.0,0.0,70.7,0.0,0,Manual
7335,4,1,STN005,2024-01-30 20:11:34,3.2,11.2,13.1,49.1,138.7,1220.9,392.9,4.0,0,AWS
7336,20,2,STN018,2019-09-06 23:01:45,4.6,4.8,6.9,24.6,130.6,481.6,40.8,5.1,0,IMD
7337,16,2,STN033,2022-01-15 02:32:14,14.6,48.2,105.6,349.2,1898.1,13465.2,186.4,2.6,1,IMD
7338,28,3,STN018,2020-11-22 07:45:55,3.1,7.3,15.6,47.9,404.9,4767.3,209.3,1.0,0,AWS
7339,59,8,STN035,2021-04-09 09:11:50,6.1,21.2,31.5,65.3,609.7,2000.4,226.9,3.3,0,Manual
7340,36,4,STN034,2021-05-17 03:17:27,9.6,17.1,38.1,81.4,325.9,1476.8,313.5,5.5,0,AWS
7341,54,6,STN036,2024-08-17 20:49:16,2.5,7.8,8.7,33.8,308.9,3545.9,66.5,1.0,0,Manual
7342,13,2,STN019,2020-09-02 10:32:06,5.6,8.7,17.8,33.4,270.6,2264.1,124.4,1.5,0,Radar_Derived
7343,31,3,STN050,2019-06-30 08:53:16,22.4,23.2,36.6,70.4,652.5,6827.9,298.0,1.0,0,Radar_Derived
7344,20,2,STN030,2018-02-10 19:35:05,18.5,44.9,47.8,110.7,765.4,3355.7,163.9,3.3,1,IMD
7345,51,6,STN043,2022-10-07 22:57:08,48.5,175.3,310.0,421.0,2345.8,29693.8,37.1,1.4,1,Radar_Derived
7346,45,5,STN015,2020-07-06 00:30:13,3.4,13.3,16.8,56.1,217.9,1320.2,361.5,4.2,0,Radar_Derived
7347,13,2,STN028,2020-09-14 16:20:27,5.5,13.4,26.8,85.4,311.0,1849.3,459.8,4.6,0,IMD
7348,22,2,STN038,2018-12-09 16:25:32,11.6,22.6,52.2,208.1,1067.5,8553.5,474.6,2.4,1,IMD
7349,6,1,STN029,2019-08-26 21:44:20,18.0,35.2,65.2,110.9,528.2,7130.3,196.6,1.6,1,Manual
7350,52,6,STN002,2018-11-03 20:04:27,2.4,2.7,3.5,10.5,42.4,492.2,33.0,2.1,0,AWS
7351,56,7,STN020,2020-08-22 03:05:22,0.0,0.0,0.0,0.0,0.0,0.0,327.1,0.0,0,Manual
7352,40,5,STN008,2018-08-05 15:00:09,2.8,6.8,11.1,40.0,163.8,1086.0,266.2,3.7,0,Manual
7353,53,6,STN011,2022-10-08 03:06:55,16.6,49.4,129.8,393.8,790.0,10829.6,261.9,3.6,1,IMD
7354,4,1,STN041,2019-09-21 03:38:31,36.1,89.2,228.3,614.7,5368.8,61183.4,124.0,1.0,1,IMD
7355,16,2,STN003,2019-04-16 16:58:52,1.6,2.5,5.6,10.0,53.4,231.6,179.2,4.3,0,Radar_Derived
7356,62,8,STN036,2020-07-03 19:11:51,0.3,0.6,1.6,2.7,23.3,140.0,243.2,1.9,0,Manual
7357,10,1,STN010,2021-10-23 14:34:56,7.9,26.1,28.5,38.7,279.2,1179.4,398.6,3.3,0,AWS
7358,1,1,STN044,2018-12-12 13:56:59,26.3,56.6,130.2,450.4,4318.5,24413.0,481.1,1.8,1,Manual
7359,29,3,STN024,2022-07-18 03:39:21,2.3,2.9,4.0,8.6,66.3,811.8,41.1,1.1,0,Radar_Derived
7360,22,2,STN046,2020-07-24 16:36:09,11.4,34.8,51.1,183.0,1170.8,6150.2,477.5,3.0,1,IMD
7361,18,2,STN003,2021-02-06 23:58:32,0.7,1.6,2.3,8.0,48.9,158.9,94.1,5.0,0,Manual
7362,42,5,STN030,2022-02-20 18:31:23,1.5,3.3,9.8,31.8,205.1,1721.6,274.6,1.8,0,IMD
7363,15,2,STN009,2023-05-11 12:31:16,31.0,59.5,102.2,147.0,418.0,6203.1,332.9,2.4,1,AWS
7364,1,1,STN013,2023-06-09 19:05:40,3.9,12.3,17.7,23.5,109.5,1630.2,377.3,1.4,0,Radar_Derived
7365,19,2,STN008,2018-10-03 13:04:53,11.1,21.1,37.3,111.5,416.0,5750.6,47.7,1.9,1,AWS
7366,29,3,STN026,2018-01-22 05:11:06,2.0,6.4,9.9,20.1,88.8,726.2,147.8,2.8,0,AWS
7367,14,2,STN016,2023-09-03 09:58:37,9.7,29.0,40.7,140.4,1188.6,4656.3,365.4,3.0,1,AWS
7368,48,6,STN005,2021-05-18 20:22:06,13.9,30.0,53.5,198.4,1402.3,7784.4,182.1,2.5,1,AWS
7369,4,1,STN050,2021-04-07 21:58:26,14.3,23.8,25.3,48.8,162.0,487.8,431.8,10.0,0,Manual
7370,33,4,STN020,2020-04-03 15:20:40,10.1,29.0,68.7,176.8,959.2,11026.5,148.9,1.6,1,Manual
7371,57,7,STN045,2023-03-17 11:39:59,3.6,9.3,21.6,44.8,332.8,4794.8,60.6,0.9,0,IMD
7372,46,5,STN003,2018-04-18 14:44:29,18.6,46.6,62.6,84.7,601.0,8981.3,279.6,0.9,0,AWS
7373,52,6,STN024,2021-11-28 03:00:34,12.7,18.1,35.7,73.1,656.2,3332.2,440.0,2.2,0,Manual
7374,3,1,STN041,2020-12-28 13:13:53,0.7,1.7,2.7,9.5,35.8,279.6,35.0,3.4,0,IMD
7375,7,1,STN032,2022-11-26 01:11:06,49.0,173.9,521.5,1148.4,11025.7,113740.0,262.6,1.0,1,Radar_Derived
7376,19,2,STN011,2024-09-05 10:45:34,3.6,13.5,36.8,66.1,647.6,9600.5,236.8,0.7,0,IMD
7377,26,3,STN020,2023-06-23 03:56:03,4.9,6.8,9.3,26.8,151.6,979.0,25.2,2.7,0,AWS
7378,39,4,STN017,2024-09-11 02:16:58,2.0,5.4,14.5,33.1,280.8,1651.7,137.5,2.0,0,Manual
7379,11,1,STN034,2021-10-19 00:38:20,9.7,21.5,39.7,139.9,1014.8,9886.8,213.8,1.4,1,IMD
7380,11,1,STN033,2020-11-23 08:44:58,5.0,6.3,17.0,39.0,178.0,1399.6,453.9,2.8,0,Radar_Derived
7381,39,4,STN034,2022-03-11 03:11:43,19.2,44.3,69.7,248.8,913.4,7706.4,15.2,3.2,1,Manual
7382,53,6,STN041,2024-01-07 03:31:12,1.2,1.8,5.2,11.7,23.8,215.3,47.0,5.4,0,IMD
7383,53,6,STN040,2018-05-07 02:08:51,0.1,0.2,0.2,0.5,3.1,16.7,475.5,3.0,0,IMD
7384,12,1,STN005,2024-11-01 16:09:02,0.7,1.6,2.4,9.0,65.9,533.8,310.9,1.7,0,AWS
7385,3,1,STN050,2020-06-20 10:52:42,30.5,99.6,264.3,564.2,5445.6,57622.7,241.0,1.0,1,IMD
7386,23,3,STN010,2024-08-14 12:35:45,6.0,22.2,44.3,60.1,428.6,4634.4,58.5,1.3,0,Manual
7387,59,8,STN028,2019-10-01 01:29:07,6.5,21.0,37.8,118.8,736.5,10228.9,95.2,1.2,1,Radar_Derived
7388,18,2,STN025,2020-08-03 11:58:45,3.5,10.7,24.5,61.1,454.5,1492.2,110.8,4.1,0,AWS
7389,42,5,STN005,2024-05-31 00:02:18,11.0,25.1,63.9,250.0,1184.0,3787.0,314.4,6.6,1,Radar_Derived
7390,30,3,STN002,2018-10-08 23:45:58,43.7,118.8,259.6,554.5,4421.4,42719.0,172.5,1.3,1,Manual
7391,28,3,STN032,2020-02-09 07:39:04,1.1,4.2,8.0,27.3,260.5,2618.1,145.8,1.0,0,Manual
7392,43,5,STN037,2024-06-23 23:57:30,11.6,18.0,42.3,89.0,600.5,2091.3,44.9,4.3,0,AWS
7393,27,3,STN050,2019-12-14 15:54:10,0.1,0.2,0.4,1.2,11.9,159.1,74.4,0.8,0,Manual
7394,37,4,STN041,2018-02-27 04:49:17,7.5,7.6,10.9,18.3,83.2,635.4,264.2,2.9,0,AWS
7395,61,8,STN034,2021-07-09 20:15:17,16.3,51.5,80.3,259.7,1106.9,8215.4,57.5,3.2,1,Radar_Derived
7396,44,5,STN018,2023-11-04 20:25:06,13.4,38.2,70.8,277.2,2021.5,26103.9,382.9,1.1,1,Radar_Derived
7397,26,3,STN017,2018-11-24 01:13:25,10.8,10.9,11.8,39.2,334.2,2033.1,366.7,1.9,0,Manual
7398,8,1,STN019,2021-07-21 09:35:04,7.8,30.2,88.8,289.3,2535.5,36151.0,173.9,0.8,1,Radar_Derived
