building_id,state_id,district_id,lat,lon,use_type,construction_type,num_floors,construction_year,occupancy,footprint_sqm,structural_condition,landslide_exposure,replacement_value_inr
2213,58,7,27.12092,94.53659,Industrial,Steel,4,1990,30,127.7,Good,Low,1799192.0
2214,10,1,23.82811,97.54155,Industrial,Reinforced Concrete,3,1995,16,279.9,Fair,Low,3578903.0
2215,35,4,23.20169,91.70972,Residential,Masonry,3,2008,4,407.4,Dilapidated,Low,3599907.0
2216,62,8,27.00168,92.30176,Industrial,Kutcha,4,1991,4,45.3,Dilapidated,High,3224523.0
2217,6,1,26.63714,97.27269,Mixed,Timber,1,1964,2,460.5,Good,Medium,2570858.0
2218,55,7,28.79618,94.24519,Institutional,Timber,6,1987,33,144.7,Poor,Low,3910100.0
2219,30,3,25.69676,92.63668,Commercial,Kutcha,4,1966,8,285.9,Dilapidated,Medium,2582069.0
2220,37,4,26.59621,94.69059,Commercial,Kutcha,5,1973,45,175.1,Dilapidated,High,3350742.0
2221,38,4,29.8035,98.62765,Mixed,Kutcha,5,1968,13,360.7,Good,Negligible,411270.0
2222,36,4,25.21394,90.78561,Industrial,Steel,2,1966,47,279.1,Fair,Low,2231383.0
2223,22,2,22.49448,96.31593,Industrial,Steel,5,1973,29,356.1,Fair,Medium,4305476.0
2224,30,3,25.71457,92.76967,Industrial,Kutcha,2,2005,44,222.4,Dilapidated,Medium,1129543.0
2225,47,6,29.57081,99.17239,Mixed,Steel,6,1977,23,243.5,Good,Negligible,3724437.0
2226,39,4,27.4871,90.97581,Industrial,Steel,3,1993,13,476.0,Dilapidated,Medium,4276820.0
2227,25,3,26.4689,96.92376,Mixed,Masonry,4,1954,31,303.6,Dilapidated,Medium,2786507.0
2228,27,3,25.13022,90.7006,Industrial,Steel,4,2023,50,25.7,Fair,Negligible,379416.0
2229,30,3,25.57442,92.49456,Residential,Steel,5,1965,12,448.7,Good,Negligible,1719993.0
2230,25,3,26.4898,96.77572,Institutional,Kutcha,5,1985,44,255.7,Fair,Medium,908310.0
2231,61,8,26.87231,90.23792,Industrial,Kutcha,2,1999,20,115.0,Fair,High,333717.0
2232,9,1,27.46773,93.31361,Commercial,Reinforced Concrete,2,2019,41,359.6,Poor,Negligible,2167181.0
2233,31,3,27.76339,95.52291,Institutional,Timber,4,1962,4,382.9,Dilapidated,Negligible,2690557.0
2234,32,3,25.31475,96.00751,Institutional,Steel,5,1996,6,438.3,Poor,Low,3488789.0
2235,17,2,23.92411,93.017,Residential,Steel,4,1984,29,202.5,Poor,Low,738738.0
2236,15,2,27.06358,98.66684,Mixed,Steel,2,1985,15,314.7,Poor,High,1815499.0
2237,21,2,24.05358,99.51252,Institutional,Reinforced Concrete,5,2015,10,250.0,Fair,High,63957.0
2238,44,5,29.47609,98.71114,Residential,Timber,5,1977,8,55.0,Poor,Medium,1054648.0
2239,34,4,25.84697,97.59781,Industrial,Steel,5,1980,47,226.4,Fair,Negligible,1219647.0
2240,24,3,24.12334,99.39184,Mixed,Reinforced Concrete,5,1990,11,82.6,Dilapidated,High,4468681.0
2241,20,2,23.40294,93.44121,Commercial,Kutcha,5,1987,4,373.9,Good,High,4761722.0
2242,20,2,23.31682,93.56583,Industrial,Kutcha,1,2004,9,265.6,Good,Negligible,1377983.0
2243,59,8,25.4562,92.48766,Commercial,Reinforced Concrete,5,1972,17,250.8,Dilapidated,Low,2697583.0
2244,36,4,25.46276,90.58016,Commercial,Reinforced Concrete,4,2015,32,298.3,Poor,Medium,4628912.0
2245,26,3,24.02014,90.32706,Commercial,Kutcha,4,2021,34,493.5,Good,Negligible,498284.0
2246,26,3,23.75387,90.1967,Residential,Steel,2,1969,39,115.2,Poor,Low,1605241.0
2247,54,6,29.4777,91.81243,Commercial,Steel,1,2022,44,34.3,Fair,Low,4420811.0
2248,45,5,28.88384,95.21386,Institutional,Kutcha,6,2007,32,218.1,Poor,High,3564334.0
2249,52,6,28.6906,99.70011,Industrial,Steel,4,2011,22,253.5,Good,Medium,1592253.0
2250,50,6,23.85324,92.3588,Institutional,Kutcha,5,1985,21,270.2,Poor,Medium,495847.0
2251,35,4,23.38353,91.57971,Residential,Kutcha,6,1955,18,408.8,Poor,High,3632844.0
2252,39,4,27.24245,91.33845,Commercial,Masonry,4,1959,9,56.2,Good,Low,1947305.0
2253,16,2,23.56891,90.52453,Mixed,Masonry,6,2007,15,78.8,Dilapidated,Negligible,214110.0
2254,9,1,27.57163,93.36036,Industrial,Timber,6,2014,39,159.4,Dilapidated,High,3579693.0
2255,62,8,26.8758,92.18545,Industrial,Timber,1,2021,34,98.2,Good,Negligible,1236269.0
2256,4,1,26.74139,90.39905,Institutional,Steel,1,1987,50,61.1,Dilapidated,Negligible,1390262.0
2257,42,5,22.15192,97.22308,Residential,Kutcha,3,2015,4,259.0,Fair,Negligible,3994389.0
2258,22,2,22.75664,96.32131,Commercial,Steel,3,1958,43,370.0,Poor,Medium,104894.0
2259,40,5,27.88014,97.52575,Commercial,Timber,3,1959,27,304.1,Good,Negligible,2054182.0
2260,1,1,27.1917,90.44273,Commercial,Timber,5,1986,22,498.4,Fair,Negligible,4083047.0
2261,13,2,26.15725,99.66939,Industrial,Timber,5,1983,15,342.2,Dilapidated,High,1515354.0
2262,31,3,28.09073,95.54849,Residential,Masonry,5,1975,45,453.6,Dilapidated,Medium,1972291.0
2263,58,7,27.23816,94.56757,Institutional,Masonry,4,1997,30,237.3,Good,Low,4196904.0
2264,50,6,23.76263,92.4474,Residential,Kutcha,6,2020,20,106.6,Dilapidated,High,2225781.0
2265,47,6,29.73429,99.06684,Mixed,Reinforced Concrete,4,2009,28,264.0,Poor,Negligible,4879601.0
2266,50,6,24.05951,92.32582,Institutional,Timber,5,2021,39,192.7,Dilapidated,Medium,524007.0
2267,51,6,29.74505,90.99704,Industrial,Timber,2,1992,49,262.8,Poor,Medium,3952558.0
2268,39,4,27.54981,91.28256,Industrial,Steel,1,1950,8,433.4,Good,High,3316032.0
2269,41,5,23.07744,94.47336,Industrial,Steel,1,2003,31,214.9,Fair,High,1538098.0
2270,35,4,23.12471,91.77078,Commercial,Kutcha,5,1996,17,72.3,Fair,Low,3657799.0
2271,34,4,25.85262,97.68973,Institutional,Masonry,3,2002,27,257.0,Good,Medium,41973.0
2272,10,1,23.55593,97.74699,Residential,Kutcha,6,2015,23,287.4,Poor,High,1322595.0
2273,32,3,25.36889,95.80817,Industrial,Timber,5,1982,21,344.7,Good,High,4362734.0
2274,3,1,27.29522,99.07109,Residential,Masonry,2,2010,27,445.6,Good,Medium,2101683.0
2275,58,7,27.18163,94.25147,Commercial,Masonry,5,2003,42,250.4,Poor,High,3884588.0
2276,42,5,22.2139,97.11517,Industrial,Kutcha,2,2006,21,488.7,Good,Low,2788859.0
2277,48,6,26.61745,94.94292,Institutional,Masonry,5,2023,48,288.5,Poor,High,117419.0
2278,54,6,29.71803,91.68347,Industrial,Masonry,1,1995,35,254.3,Poor,Negligible,1626099.0
2279,12,1,26.90925,98.13386,Institutional,Kutcha,6,1990,27,373.6,Fair,Negligible,4554861.0
2280,30,3,25.72708,92.82806,Institutional,Timber,6,1951,34,474.6,Fair,Negligible,4075100.0
2281,1,1,26.96976,90.29671,Residential,Masonry,3,1983,18,147.2,Good,High,3179445.0
2282,31,3,28.00502,95.56972,Commercial,Reinforced Concrete,5,1955,21,264.7,Dilapidated,High,4419337.0
2283,8,1,24.13067,98.73739,Mixed,Masonry,1,1950,28,336.6,Fair,Low,3880478.0
2284,13,2,26.23604,99.84894,Commercial,Steel,2,1998,17,360.0,Poor,Low,356838.0
2285,59,8,25.75699,92.30876,Residential,Kutcha,3,1966,42,480.1,Dilapidated,Negligible,4840321.0
2286,20,2,23.22132,93.67312,Commercial,Kutcha,2,1990,7,64.6,Dilapidated,High,991660.0
2287,55,7,29.15471,94.23816,Mixed,Kutcha,2,1978,27,465.2,Good,High,2324164.0
2288,24,3,24.12759,99.24206,Mixed,Reinforced Concrete,3,1954,35,225.8,Good,Low,1852394.0
2289,20,2,23.19531,93.59847,Institutional,Masonry,1,1990,49,486.6,Dilapidated,Medium,3492297.0
2290,48,6,26.63048,94.78754,Industrial,Masonry,2,1972,43,441.3,Dilapidated,Medium,64705.0
2291,35,4,23.40619,91.51094,Mixed,Timber,2,1951,21,414.3,Dilapidated,High,3392548.0
2292,60,8,24.88744,95.68388,Institutional,Timber,3,1996,9,107.9,Dilapidated,High,1071131.0
2293,32,3,25.61627,95.9695,Residential,Timber,5,2022,24,232.3,Poor,High,3123532.0
2294,52,6,28.48904,99.75954,Industrial,Steel,4,2004,11,467.7,Poor,Negligible,4609517.0
2295,4,1,26.77128,90.24978,Industrial,Timber,1,1995,23,136.8,Poor,Medium,2267324.0
2296,36,4,25.51824,90.5043,Residential,Reinforced Concrete,3,1954,49,339.3,Good,Medium,1582621.0
2297,30,3,25.82905,92.78846,Industrial,Timber,1,1994,1,130.1,Good,Low,4045057.0
2298,2,1,24.05048,91.5872,Industrial,Masonry,4,1990,32,471.2,Dilapidated,High,2380559.0
2299,44,5,29.30149,98.88949,Commercial,Steel,4,2021,9,225.9,Dilapidated,Medium,3910631.0
2300,61,8,26.90649,89.87242,Institutional,Reinforced Concrete,4,2019,28,399.9,Dilapidated,Medium,3234074.0
2301,38,4,29.78919,98.79322,Industrial,Masonry,1,2020,31,419.0,Fair,High,4731021.0
2302,38,4,29.93647,98.73702,Residential,Masonry,4,1977,5,428.6,Fair,Medium,330402.0
2303,35,4,23.13687,91.48631,Industrial,Reinforced Concrete,3,1989,1,150.7,Dilapidated,Negligible,4239069.0
2304,56,7,29.36817,97.47122,Institutional,Steel,3,1988,27,262.3,Poor,High,3171092.0
2305,42,5,21.87592,97.19065,Industrial,Masonry,4,1979,22,368.6,Good,High,10494.0
2306,56,7,29.33797,97.54646,Institutional,Steel,5,2003,27,323.6,Fair,Medium,503238.0
2307,11,1,22.76669,90.99262,Mixed,Steel,4,1959,11,181.2,Poor,Low,2686712.0
2308,18,2,28.95413,98.4896,Commercial,Kutcha,4,1963,39,139.3,Good,Medium,2375674.0
2309,32,3,25.45679,95.64561,Industrial,Timber,3,1963,13,98.8,Poor,High,4458789.0
2310,55,7,29.14993,94.37887,Mixed,Steel,2,2011,41,141.4,Dilapidated,Negligible,2100215.0
2311,41,5,23.02771,94.36015,Industrial,Reinforced Concrete,1,2021,29,441.2,Good,Medium,2795880.0
2312,28,3,29.156,92.94872,Mixed,Reinforced Concrete,6,1975,33,172.9,Dilapidated,Negligible,1751619.0
2313,34,4,25.80079,97.35981,Commercial,Kutcha,3,1964,5,31.7,Good,High,535664.0
2314,62,8,27.18288,92.45064,Industrial,Steel,3,1995,16,121.4,Fair,Medium,3233417.0
2315,56,7,29.61235,97.74754,Industrial,Reinforced Concrete,1,2004,14,387.5,Dilapidated,Negligible,4851355.0
2316,35,4,23.07135,91.64822,Institutional,Timber,2,2011,8,189.1,Dilapidated,Low,2182159.0
2317,4,1,26.92165,90.41357,Industrial,Steel,6,2014,42,64.4,Good,Negligible,3169572.0
2318,41,5,22.74385,94.35281,Institutional,Timber,1,2012,16,81.0,Poor,High,4187710.0
2319,13,2,26.22162,99.87788,Mixed,Masonry,4,2008,40,337.7,Poor,Negligible,140842.0
2320,52,6,28.49343,99.71824,Institutional,Reinforced Concrete,1,2013,14,484.1,Dilapidated,Low,4899735.0
2321,16,2,23.39304,90.61364,Residential,Kutcha,2,1985,45,270.0,Fair,Negligible,3434528.0
2322,47,6,29.52157,99.16027,Institutional,Timber,3,1974,29,280.0,Poor,Medium,3672342.0
2323,5,1,23.66825,95.09945,Mixed,Steel,1,2012,23,40.6,Dilapidated,Medium,171221.0
2324,27,3,25.24723,90.85308,Industrial,Reinforced Concrete,6,2007,16,494.5,Poor,Medium,174911.0
2325,56,7,29.53301,97.59582,Institutional,Masonry,6,1950,36,273.9,Fair,High,4275756.0
2326,36,4,25.23597,90.79705,Residential,Steel,5,1982,22,84.2,Poor,High,3805238.0
2327,57,7,23.41735,93.1104,Residential,Steel,3,1973,8,414.9,Good,Low,4640759.0
2328,34,4,26.02372,97.47076,Residential,Timber,2,2022,27,234.4,Fair,Low,2144360.0
2329,17,2,23.93325,92.92705,Industrial,Masonry,5,2015,10,233.6,Poor,Low,1726880.0
2330,51,6,29.69271,90.83132,Residential,Reinforced Concrete,6,1979,48,406.0,Good,High,1003710.0
2331,35,4,23.13081,91.65748,Industrial,Kutcha,1,1971,22,68.4,Fair,Negligible,4907069.0
2332,39,4,27.45065,90.95356,Mixed,Kutcha,2,1963,21,355.5,Poor,Negligible,1886262.0
2333,34,4,26.14265,97.69562,Mixed,Timber,1,1995,13,386.7,Good,High,4773334.0
2334,59,8,25.57431,92.39801,Residential,Kutcha,1,2005,2,66.2,Fair,Negligible,4419113.0
2335,51,6,29.49872,90.8642,Commercial,Reinforced Concrete,6,1963,11,249.3,Dilapidated,Low,1094311.0
2336,49,6,29.28275,98.88457,Institutional,Steel,1,2015,36,385.6,Fair,High,1237747.0
2337,45,5,28.83606,95.11049,Industrial,Masonry,1,2022,6,232.2,Fair,Low,3526099.0
2338,37,4,26.86947,94.64924,Residential,Masonry,4,2012,19,67.0,Fair,Low,4651771.0
2339,6,1,26.4202,96.96614,Institutional,Timber,6,2011,13,46.8,Fair,Medium,3035562.0
2340,41,5,22.74099,94.51992,Residential,Steel,2,1989,13,182.9,Poor,Low,1961838.0
2341,21,2,24.23131,99.26732,Institutional,Steel,5,1954,15,239.2,Dilapidated,Negligible,2467095.0
2342,32,3,25.47799,95.82068,Mixed,Steel,3,2010,48,64.9,Poor,Negligible,1876596.0
2343,10,1,23.66181,97.58546,Residential,Steel,5,2011,1,107.4,Dilapidated,Negligible,3831593.0
2344,25,3,26.3051,97.03688,Commercial,Masonry,1,1953,15,319.9,Good,Medium,2752755.0
2345,11,1,22.63953,90.92739,Mixed,Masonry,5,1950,3,32.5,Good,Medium,3315304.0
2346,34,4,26.04118,97.59701,Institutional,Steel,2,2010,18,458.7,Poor,Low,1343662.0
2347,19,2,24.17024,96.41959,Commercial,Kutcha,6,2017,50,481.2,Dilapidated,Negligible,2909623.0
2348,19,2,24.2883,96.2804,Mixed,Steel,6,1978,39,169.7,Dilapidated,Negligible,3472707.0
2349,50,6,23.96472,92.52463,Institutional,Reinforced Concrete,1,1965,40,269.0,Good,High,1519426.0
2350,62,8,26.93252,92.16088,Commercial,Reinforced Concrete,6,1977,9,315.7,Good,Medium,3991621.0
2351,54,6,29.4457,91.77166,Mixed,Timber,4,2017,43,37.9,Fair,Medium,4659462.0
2352,60,8,24.56113,95.72858,Industrial,Kutcha,2,1974,7,453.0,Good,Low,850493.0
2353,26,3,23.91306,90.19785,Residential,Kutcha,3,1956,50,400.2,Good,Low,857632.0
2354,1,1,26.96975,90.15028,Industrial,Masonry,5,2007,20,397.2,Dilapidated,Medium,4197976.0
2355,25,3,26.38543,96.95653,Commercial,Masonry,3,2007,14,333.2,Fair,Medium,1627821.0
2356,23,3,27.78478,91.65151,Institutional,Timber,3,2013,16,393.2,Good,Low,3595137.0
2357,14,2,22.45686,92.95227,Commercial,Kutcha,6,1989,21,212.4,Fair,Low,4179362.0
2358,22,2,22.71451,96.47455,Residential,Steel,2,1971,27,217.2,Dilapidated,Negligible,2101935.0
2359,24,3,24.061,99.21318,Mixed,Reinforced Concrete,1,1987,17,447.1,Poor,High,3090671.0
2360,19,2,24.15344,96.49065,Industrial,Reinforced Concrete,3,1969,35,173.5,Good,Low,2639477.0
2361,56,7,29.58537,97.43474,Commercial,Steel,6,1957,31,266.4,Dilapidated,Negligible,3906528.0
2362,41,5,22.9654,94.36699,Institutional,Timber,3,2005,18,285.2,Good,Negligible,2046114.0
2363,3,1,27.23286,99.10056,Commercial,Kutcha,3,1958,22,433.4,Dilapidated,Low,3932452.0
2364,45,5,28.63224,95.0037,Industrial,Reinforced Concrete,5,1950,11,449.7,Good,Low,2506848.0
2365,24,3,24.00267,99.17957,Industrial,Masonry,4,2017,47,257.7,Good,High,2233000.0
2366,28,3,28.97297,93.09139,Commercial,Steel,6,2002,23,169.1,Poor,Medium,3203898.0
2367,21,2,24.12186,99.38228,Industrial,Masonry,5,2017,16,416.7,Fair,Low,4453528.0
2368,55,7,29.01728,94.38541,Institutional,Timber,4,1987,38,18.6,Dilapidated,Low,3961429.0
2369,32,3,25.51791,95.80827,Commercial,Masonry,4,1969,35,222.4,Dilapidated,Low,3965366.0
2370,16,2,23.39997,90.85873,Institutional,Timber,5,1963,38,367.4,Good,Negligible,250462.0
2371,20,2,23.4465,93.4083,Institutional,Kutcha,6,1969,5,420.3,Dilapidated,Low,2811438.0
2372,15,2,26.8839,98.58525,Institutional,Reinforced Concrete,1,1999,33,283.5,Dilapidated,High,557940.0
2373,19,2,24.36215,96.41756,Commercial,Reinforced Concrete,2,2008,26,185.0,Good,Negligible,4430864.0
2374,1,1,27.31362,90.37304,Industrial,Masonry,3,1998,12,122.8,Dilapidated,Low,2623185.0
2375,43,5,29.7763,97.72489,Institutional,Kutcha,1,2011,3,370.8,Good,Medium,2671282.0
2376,35,4,23.41335,91.78686,Institutional,Timber,3,1958,2,406.1,Fair,Low,4207936.0
2377,17,2,23.91124,92.9181,Industrial,Timber,5,1963,37,364.1,Dilapidated,High,559921.0
2378,33,4,23.73348,99.79383,Residential,Timber,4,2015,29,15.5,Fair,Negligible,530972.0
2379,49,6,29.39808,98.98545,Commercial,Kutcha,3,1977,46,75.5,Fair,Medium,4986019.0
2380,58,7,27.31942,94.24354,Commercial,Steel,1,1999,44,52.1,Fair,Low,1008073.0
2381,33,4,23.74574,100.09152,Commercial,Steel,6,2008,26,447.1,Poor,Negligible,4613482.0
2382,27,3,25.17025,90.47138,Residential,Steel,1,1978,29,240.1,Fair,Medium,2964535.0
2383,18,2,28.6588,98.65167,Mixed,Masonry,2,1975,38,218.9,Poor,Low,1637190.0
2384,33,4,23.69689,100.11855,Residential,Timber,1,1968,38,38.1,Dilapidated,High,423080.0
2385,53,6,28.26795,91.47598,Residential,Timber,6,2013,36,367.9,Good,Medium,4406435.0
2386,41,5,22.93592,94.17266,Industrial,Masonry,6,1992,42,141.1,Good,Medium,2522731.0
2387,39,4,27.55902,91.31142,Residential,Timber,5,1965,29,78.3,Dilapidated,High,3949500.0
2388,43,5,29.82793,97.64115,Industrial,Steel,4,2012,18,55.5,Dilapidated,Low,3331534.0
2389,31,3,27.97819,95.32593,Mixed,Kutcha,5,2012,2,376.1,Fair,Low,2454726.0
2390,14,2,22.48741,93.07766,Institutional,Steel,2,1998,47,386.2,Fair,Medium,3016785.0
2391,54,6,29.66532,91.58472,Mixed,Steel,3,2004,45,434.9,Dilapidated,High,3777590.0
2392,10,1,23.87839,97.78233,Industrial,Timber,5,1963,29,203.6,Good,Low,450276.0
2393,22,2,22.56315,96.17224,Mixed,Kutcha,5,1999,28,395.3,Good,Medium,632951.0
2394,17,2,23.85693,92.707,Mixed,Steel,1,1995,42,213.4,Good,Low,4860866.0
2395,16,2,23.41573,90.5119,Institutional,Kutcha,2,2004,49,295.5,Good,High,1734779.0
2396,24,3,24.0076,99.24591,Commercial,Kutcha,5,1979,1,349.1,Poor,Negligible,1629106.0
2397,20,2,23.17164,93.39287,Institutional,Steel,4,1976,39,481.3,Fair,Low,4389917.0
2398,8,1,24.28834,98.71532,Industrial,Masonry,1,1963,26,284.0,Poor,Low,3370299.0
2399,27,3,25.14449,90.8464,Industrial,Masonry,2,1959,10,46.3,Dilapidated,Low,4627639.0
2400,48,6,26.84217,94.81809,Industrial,Kutcha,6,1955,13,213.4,Fair,Negligible,4589070.0
2401,58,7,27.10462,94.57802,Residential,Kutcha,5,1993,23,38.3,Fair,High,1217985.0
2402,9,1,27.68376,93.50315,Industrial,Masonry,2,1988,37,284.6,Fair,High,4899767.0
2403,51,6,29.39912,91.04729,Industrial,Reinforced Concrete,5,1989,11,74.2,Fair,Low,3858332.0
2404,44,5,29.17782,98.75143,Residential,Steel,6,1954,50,45.8,Dilapidated,Negligible,3497218.0
2405,57,7,23.79035,93.17022,Industrial,Kutcha,4,2022,41,354.1,Fair,Negligible,580026.0
2406,14,2,22.5049,93.01884,Institutional,Masonry,6,1969,18,128.3,Good,Medium,999993.0
2407,27,3,25.16694,90.75221,Industrial,Kutcha,5,1990,10,93.3,Fair,Medium,4583422.0
2408,57,7,23.72644,93.00967,Industrial,Reinforced Concrete,1,1962,35,160.3,Dilapidated,Negligible,1070017.0
2409,24,3,24.16414,99.13963,Industrial,Timber,3,1954,30,139.9,Good,Medium,533106.0
2410,38,4,29.92334,98.64738,Institutional,Reinforced Concrete,6,2015,12,403.6,Fair,Negligible,4432291.0
2411,58,7,27.15794,94.27257,Residential,Reinforced Concrete,3,1958,39,270.7,Poor,Medium,33487.0
2412,5,1,23.58131,95.07163,Residential,Masonry,6,1990,21,410.2,Dilapidated,Negligible,4468316.0
2413,6,1,26.654,97.05655,Industrial,Steel,2,2004,23,139.7,Good,High,2926865.0
2414,17,2,23.83526,92.75723,Mixed,Kutcha,2,2001,42,444.9,Good,Negligible,1361786.0
2415,9,1,27.64179,93.51606,Mixed,Steel,4,1950,46,282.1,Poor,Low,3810556.0
2416,37,4,26.59037,94.60898,Residential,Kutcha,4,1980,32,275.1,Poor,Medium,2335204.0
2417,21,2,24.05159,99.17369,Mixed,Reinforced Concrete,3,1987,28,31.4,Poor,Low,2354569.0
2418,10,1,23.60487,97.45131,Residential,Steel,4,1993,45,164.1,Good,Negligible,4940651.0
2419,38,4,29.62344,98.5862,Residential,Masonry,4,1958,2,350.1,Dilapidated,Low,4114935.0
2420,54,6,29.65797,91.66643,Institutional,Reinforced Concrete,4,2020,9,81.0,Good,Low,1555852.0
2421,51,6,29.45253,90.73717,Commercial,Timber,4,1962,44,299.0,Good,Medium,3241358.0
2422,45,5,28.55946,95.24247,Industrial,Steel,4,2022,13,306.3,Dilapidated,Negligible,4344606.0
2423,24,3,24.28596,99.12496,Commercial,Reinforced Concrete,5,1988,12,16.8,Dilapidated,Negligible,1962618.0
2424,12,1,26.97913,98.27129,Institutional,Timber,1,1995,30,150.9,Dilapidated,Negligible,4057965.0
2425,46,5,23.17716,97.77724,Institutional,Reinforced Concrete,1,1985,48,107.6,Dilapidated,High,745252.0
2426,60,8,24.76959,95.99438,Industrial,Kutcha,2,1975,1,212.9,Fair,Medium,608078.0
2427,4,1,26.59241,90.25141,Mixed,Kutcha,1,1952,32,277.0,Good,Medium,3143441.0
2428,18,2,28.70794,98.86191,Mixed,Steel,2,2016,48,148.4,Dilapidated,Medium,2593099.0
2429,23,3,27.71483,91.83337,Residential,Kutcha,4,2009,48,182.6,Good,Low,551044.0
2430,25,3,26.35657,96.6936,Mixed,Timber,5,1962,27,20.8,Poor,High,822507.0
2431,41,5,22.97329,94.49008,Residential,Kutcha,2,1965,50,93.6,Poor,Negligible,2881640.0
2432,22,2,22.64344,96.16401,Institutional,Reinforced Concrete,5,2012,3,277.0,Poor,Medium,3039831.0
2433,38,4,29.87926,98.76187,Residential,Reinforced Concrete,5,2009,44,271.7,Poor,High,4297084.0
2434,28,3,29.04244,93.14225,Institutional,Masonry,5,2014,10,235.0,Dilapidated,High,383120.0
2435,38,4,29.67658,98.58507,Institutional,Kutcha,3,1957,33,334.5,Fair,Negligible,41051.0
2436,13,2,26.22798,99.83284,Residential,Masonry,2,2008,3,91.2,Dilapidated,Low,982479.0
2437,59,8,25.51647,92.41757,Commercial,Steel,3,1955,35,334.5,Poor,Negligible,4653861.0
2438,32,3,25.60083,95.87258,Mixed,Masonry,6,2010,35,393.1,Fair,High,4342733.0
2439,14,2,22.54121,93.06409,Commercial,Masonry,1,1960,5,412.2,Poor,Negligible,1756933.0
2440,9,1,27.60047,93.60093,Commercial,Timber,4,1980,34,320.3,Dilapidated,Low,685795.0
2441,46,5,23.0279,97.79567,Commercial,Masonry,3,1997,23,378.9,Poor,Medium,750114.0
2442,50,6,24.0534,92.55994,Mixed,Masonry,6,1969,37,351.5,Good,Medium,4978579.0
2443,10,1,23.90326,97.49734,Residential,Steel,3,2006,41,237.6,Poor,Negligible,2575756.0
2444,23,3,27.93846,91.52611,Residential,Reinforced Concrete,1,1958,34,364.5,Poor,Negligible,2041372.0
2445,38,4,29.93444,98.60651,Institutional,Reinforced Concrete,3,2016,8,219.1,Poor,Medium,4546852.0
2446,13,2,26.15328,99.8038,Residential,Steel,3,1958,8,176.9,Good,High,1329508.0
2447,45,5,28.66454,94.92441,Institutional,Masonry,3,1957,37,302.0,Dilapidated,Low,2179914.0
2448,26,3,23.7336,90.43268,Residential,Reinforced Concrete,2,1990,35,499.1,Poor,Negligible,3500388.0
2449,45,5,28.84706,94.91458,Mixed,Kutcha,6,1994,14,477.2,Fair,Negligible,1083504.0
2450,39,4,27.28832,90.97505,Residential,Masonry,1,1970,4,454.9,Poor,Medium,5501.0
2451,43,5,29.83405,97.48711,Mixed,Timber,3,1973,19,157.8,Dilapidated,Negligible,2586880.0
2452,16,2,23.50447,90.64882,Commercial,Timber,4,2022,28,348.6,Good,Low,1239798.0
2453,17,2,23.98377,92.86487,Commercial,Steel,6,1981,39,232.4,Dilapidated,Low,1145583.0
2454,24,3,24.14273,99.33925,Commercial,Reinforced Concrete,4,2008,39,75.5,Good,Negligible,4266175.0
2455,62,8,27.00055,92.4871,Commercial,Reinforced Concrete,4,1967,2,258.0,Fair,High,3976318.0
2456,38,4,29.67769,98.68492,Mixed,Timber,2,1993,29,63.9,Dilapidated,Medium,4920103.0
2457,45,5,28.77882,94.96965,Institutional,Timber,4,1984,17,431.3,Poor,High,715342.0
2458,37,4,26.76483,94.63299,Residential,Timber,6,1957,28,122.9,Dilapidated,Negligible,3766019.0
2459,3,1,27.24144,99.11516,Residential,Kutcha,5,1969,18,336.7,Poor,High,3993306.0
2460,5,1,23.91497,95.16444,Commercial,Reinforced Concrete,4,1998,42,321.8,Good,Low,1415338.0
2461,30,3,25.81332,92.64466,Residential,Kutcha,5,2008,49,420.1,Poor,High,3948794.0
2462,16,2,23.66966,90.72439,Commercial,Masonry,5,1990,7,421.1,Fair,High,3327363.0
2463,8,1,24.21004,98.50389,Mixed,Timber,4,1993,19,211.7,Dilapidated,Medium,940281.0
2464,7,1,26.25507,92.00906,Mixed,Timber,1,1995,5,336.3,Good,High,93146.0
2465,42,5,22.19488,97.34078,Residential,Steel,2,1990,4,462.6,Poor,High,2806263.0
2466,26,3,23.92214,90.48592,Industrial,Steel,2,1996,13,62.3,Good,Negligible,1389775.0
2467,16,2,23.73694,90.69821,Institutional,Masonry,1,1986,39,401.1,Good,Negligible,4968258.0
2468,22,2,22.50579,96.18498,Mixed,Reinforced Concrete,2,2016,16,318.3,Good,High,4088653.0
2469,59,8,25.51254,92.58811,Industrial,Kutcha,5,1983,30,328.0,Good,High,52508.0
2470,30,3,25.58675,92.84149,Residential,Steel,3,2012,26,155.7,Poor,High,2300567.0
2471,59,8,25.42107,92.59482,Commercial,Kutcha,4,1976,4,299.1,Poor,Medium,4730692.0
2472,55,7,29.0375,94.31377,Residential,Kutcha,1,1974,11,264.1,Fair,Low,2567405.0
2473,35,4,23.27228,91.44854,Mixed,Timber,5,2014,4,248.0,Poor,Negligible,4987101.0
2474,28,3,28.97002,92.99466,Institutional,Reinforced Concrete,2,2008,25,77.1,Fair,High,2743645.0
2475,22,2,22.49576,96.38064,Institutional,Reinforced Concrete,6,1979,50,294.7,Good,Low,3075181.0
2476,43,5,29.60055,97.74792,Commercial,Kutcha,2,1966,19,410.5,Dilapidated,Negligible,4289191.0
2477,36,4,25.20575,90.73042,Institutional,Reinforced Concrete,4,2005,3,281.8,Poor,Medium,3885606.0
2478,17,2,23.70517,93.01812,Industrial,Kutcha,5,1992,8,208.2,Dilapidated,High,3289056.0
