record_id,slope_id,district_id,slope_angle_deg,slope_aspect_sin,slope_aspect_cos,flow_accumulation,topographic_wetness_index,plan_curvature,profile_curvature,elevation_m,relative_relief_m,valley_depth_m,terrain_form,roughness_index,normalized_height,slope_position_index
602,198,52,29.89,-4.2563,0.3848,46286.0,5.13,0.5511,1.1915,2689,45.7,1390.2,Concave,267.0,0.9181,79.23
603,86,16,43.84,-4.0954,4.2,11699.0,18.87,-0.1667,-0.2,316,2.2,825.2,Convex,89.8,0.7744,53.92
604,425,4,66.91,-0.7093,-3.6041,28227.0,49.13,0.9892,-1.2238,4894,0.8,1274.7,Complex,130.0,0.5143,26.82
605,177,17,20.81,-2.179,1.3999,5331.0,95.54,-0.8714,-0.534,3314,17.9,657.6,Planar,67.5,0.2225,7.85
606,77,47,34.66,4.9042,-3.7591,38735.0,57.84,0.8961,0.9773,6177,13.9,266.9,Concave,27.9,0.9375,86.64
607,287,12,17.75,4.3012,2.4811,35669.0,69.28,0.9404,1.9321,3188,36.5,27.0,Complex,372.0,0.3779,43.96
608,357,2,72.44,-4.7487,-3.9621,37395.0,56.35,0.8869,1.9696,3601,11.3,934.9,Concave,63.9,0.7912,63.82
609,174,33,39.75,-4.7172,-2.8443,43877.0,98.42,-1.3919,0.6407,1671,12.9,1395.2,Concave,332.0,0.7275,22.72
610,285,41,10.27,1.775,4.3069,36107.0,74.74,0.1188,1.7681,5679,24.8,589.7,Concave,158.0,0.716,63.68
611,404,11,48.91,-1.3212,2.2665,27611.0,40.11,0.4101,-1.3929,4493,35.7,1698.9,Planar,355.4,0.6909,6.3
612,43,55,89.75,-2.0864,-4.3972,49614.0,64.43,-0.7112,1.9382,6745,10.1,1362.5,Complex,272.1,0.0056,23.99
613,132,29,10.88,-3.9235,1.3894,1057.0,73.65,1.4992,-1.8442,2835,54.5,1576.7,Planar,282.5,0.6502,67.95
614,36,33,1.12,1.6829,4.5558,38329.0,42.46,-1.3744,0.638,5557,54.5,246.1,Convex,16.1,0.6338,91.33
615,16,7,33.44,-4.086,-2.117,47416.0,31.13,-1.2598,1.5619,4791,23.6,1870.7,Planar,242.3,0.6854,40.5
616,361,43,37.97,2.2625,-2.6577,19834.0,50.1,0.0541,-1.6223,530,63.1,61.2,Concave,357.8,0.2476,71.4
617,207,34,31.69,-1.7996,4.1049,47417.0,76.43,-1.362,-0.31,6389,86.1,1071.5,Planar,15.3,0.8058,6.85
618,101,61,82.38,-3.3216,1.7895,43029.0,25.98,1.3459,0.319,1515,51.0,1626.0,Convex,199.0,0.5864,3.06
619,263,37,80.15,-4.782,3.4732,39760.0,52.44,-0.279,-1.7346,7230,71.5,1190.3,Complex,88.9,0.0587,96.64
620,14,37,67.56,0.2387,-4.1515,27833.0,70.6,-1.0789,-0.2154,1524,86.3,1874.2,Planar,431.4,0.0061,52.64
621,23,48,8.04,2.8856,-4.4449,45313.0,13.16,1.4377,-1.6478,5271,82.8,252.3,Complex,113.7,0.562,76.66
622,434,13,13.63,4.3198,1.2606,32341.0,34.17,0.9607,0.7525,1929,30.3,1877.3,Concave,187.2,0.1435,60.37
623,32,43,76.86,3.6358,4.5992,49047.0,8.36,1.038,-1.2013,3792,8.1,1812.7,Convex,405.9,0.1854,45.44
624,418,51,48.36,-1.4309,-0.9655,35490.0,40.11,-1.883,-1.7902,7445,79.6,919.9,Concave,198.8,0.759,6.22
625,87,37,9.59,2.0024,-3.9273,23713.0,50.87,1.4095,1.1201,3484,73.3,468.2,Concave,383.1,0.8747,17.32
626,25,29,77.62,0.521,-4.5577,30971.0,44.38,-1.1689,1.254,6685,48.5,740.6,Complex,257.5,0.3562,97.02
627,257,50,22.33,-2.5099,-1.6432,6898.0,58.58,1.9603,0.5188,974,58.1,150.2,Complex,119.5,0.7385,90.35
628,326,3,54.27,1.5965,1.8635,15138.0,58.2,0.5987,-1.4766,4971,1.9,1427.2,Concave,496.3,0.3144,86.92
629,94,33,83.34,0.2368,3.4231,18459.0,43.86,-0.7184,0.8504,5517,65.9,1859.8,Complex,311.4,0.1726,79.16
630,210,17,73.28,-1.1425,1.8579,35884.0,64.28,-1.8326,1.1883,4170,62.9,1297.9,Concave,13.0,0.0781,68.23
631,51,20,10.03,-0.3421,4.1123,11936.0,51.29,-1.3599,-0.8385,6444,45.9,42.6,Concave,171.8,0.3028,94.53
632,434,13,89.33,-0.1158,-1.203,46299.0,29.57,-0.4671,-0.4909,5230,81.4,64.6,Convex,112.2,0.3833,42.4
633,78,21,10.68,3.4677,3.4191,49738.0,24.86,-0.9066,1.0585,3232,16.4,809.4,Complex,174.1,0.5986,85.9
634,343,43,87.17,1.8564,-2.7219,22952.0,71.59,0.1921,1.7856,5505,6.5,945.1,Planar,282.3,0.0351,67.48
635,344,53,87.24,4.5209,-1.4684,49230.0,17.38,1.2477,1.1897,512,6.3,1476.7,Convex,440.2,0.7839,74.03
636,374,13,87.28,3.9785,4.0215,19859.0,21.25,-1.6534,-1.6511,5917,40.4,1567.5,Convex,408.9,0.4974,30.88
637,469,21,24.64,4.8632,1.9118,27984.0,40.24,-1.5753,-1.4868,6968,46.4,815.0,Planar,200.7,0.5149,18.45
638,244,42,64.81,4.0527,-4.0469,14944.0,64.81,1.6388,-1.3639,866,62.1,1426.6,Convex,479.2,0.1078,40.39
639,5,32,2.86,3.0629,-3.1455,9311.0,69.39,1.2301,0.0991,72,77.0,1689.5,Planar,210.8,0.4327,4.92
640,298,41,87.8,3.3514,1.8902,6001.0,65.0,-1.2143,-0.7714,1798,75.3,94.5,Planar,281.6,0.359,56.74
641,89,1,38.22,-1.8415,4.9318,4110.0,86.39,0.2003,0.9289,7744,78.6,714.2,Concave,58.5,0.6148,64.41
642,351,12,38.48,3.4578,-3.7398,16605.0,38.75,-1.0177,-1.8594,3302,83.5,838.1,Planar,263.6,0.7354,83.3
643,232,47,39.94,-3.633,-0.4897,10707.0,67.58,-1.3652,-0.919,4037,3.9,1340.9,Planar,420.9,0.1216,16.27
644,70,32,49.22,-4.7353,0.5404,46881.0,5.8,-0.5696,0.1233,5628,55.7,828.7,Planar,366.7,0.759,34.96
645,378,36,57.22,4.9716,0.4257,43339.0,5.7,-1.6135,-1.6474,4237,41.5,11.5,Complex,157.9,0.0368,9.34
646,251,21,85.75,-4.9886,4.8734,32745.0,49.56,0.8847,-0.8656,5663,5.2,1534.3,Convex,33.4,0.1812,71.07
647,85,33,45.92,-3.2712,-2.3269,17581.0,39.62,1.0824,0.1572,8000,41.5,1366.1,Concave,187.2,0.6308,40.27
648,27,58,21.15,0.7135,-1.2944,11864.0,1.75,1.6848,0.6327,1343,16.7,812.7,Convex,159.8,0.729,6.55
649,271,46,35.67,-3.6532,-3.9608,15581.0,56.47,0.7209,-1.0497,7868,74.7,1335.0,Complex,71.3,0.514,30.67
650,295,50,73.91,0.9014,-1.4466,43654.0,83.43,0.1395,0.729,459,57.2,1336.3,Convex,202.2,0.0895,59.61
651,412,19,21.59,-1.6507,-2.66,47979.0,37.78,1.8023,-0.9849,2725,3.9,1451.0,Complex,20.7,0.0885,83.08
652,428,54,82.64,-3.5675,-3.3618,47167.0,74.95,-0.9749,-0.2831,1073,14.2,1292.4,Planar,401.2,0.2981,60.09
653,321,24,1.44,-1.0873,3.1309,26727.0,35.11,1.716,1.8758,4886,9.1,414.6,Concave,214.2,0.1735,18.76
654,138,54,84.04,4.9114,-4.8032,37333.0,40.78,-1.6107,-0.1336,2202,38.6,1976.7,Concave,297.5,0.2755,83.84
655,276,62,6.49,2.7556,-3.7997,47144.0,84.04,-0.6072,1.8003,3400,39.7,1179.3,Planar,499.7,0.2569,71.5
656,313,39,33.78,0.7069,4.5485,13196.0,13.29,-0.5906,0.3422,1364,0.2,1590.8,Planar,238.5,0.7985,48.01
657,37,17,79.78,-2.8557,4.2034,46964.0,91.22,0.7006,-0.7474,6740,16.7,1861.6,Complex,337.3,0.932,86.56
658,351,12,29.77,-0.3841,-4.2512,43895.0,7.0,-1.5502,0.6146,3576,58.0,1730.8,Concave,181.4,0.5088,22.82
659,271,46,34.25,-0.7433,-4.7807,46218.0,13.8,-0.1779,-0.5673,4451,37.7,1233.6,Planar,94.6,0.2109,76.95
660,453,58,76.58,0.9919,-1.248,13246.0,89.64,-1.0492,0.8387,5642,18.7,376.3,Complex,5.1,0.1018,97.28
661,44,60,31.23,1.8848,4.6125,2194.0,12.96,-0.4949,1.9102,5563,72.4,1094.5,Concave,12.1,0.8741,28.49
662,224,56,22.22,0.8154,2.553,21996.0,20.07,-0.3086,-1.5242,342,39.7,628.4,Convex,256.0,0.7819,15.45
663,30,26,21.1,4.6354,3.7284,33175.0,76.64,-0.5255,1.851,3711,13.4,36.1,Convex,291.9,0.489,86.47
664,340,31,76.15,-0.6862,-2.3889,17303.0,25.66,1.3897,-0.5813,6718,43.2,817.3,Complex,354.8,0.6981,33.29
665,331,24,14.61,-1.4268,0.1009,49229.0,34.27,1.0685,-0.5725,202,3.6,473.7,Planar,115.0,0.5771,27.56
666,409,6,23.32,-4.816,-3.889,37769.0,17.47,-0.6765,0.955,2224,65.5,8.6,Concave,10.5,0.3798,7.74
667,187,36,3.65,4.3879,1.7416,16676.0,40.63,0.4857,0.035,2209,74.6,1880.5,Planar,485.5,0.7512,24.32
668,131,9,45.81,1.7734,-4.6735,13190.0,15.61,1.4839,0.744,6491,47.8,1937.9,Complex,440.0,0.8805,19.21
669,272,61,45.19,4.5808,-4.617,20278.0,82.65,-1.7876,1.3555,1915,46.2,1064.0,Complex,345.9,0.0906,45.66
670,141,24,66.88,-1.4889,0.5741,18559.0,66.98,-1.9055,1.0949,1605,79.5,935.1,Planar,347.5,0.5316,35.58
671,133,25,78.91,2.1626,1.8574,28454.0,28.92,-0.832,0.1936,798,26.4,37.9,Concave,71.8,0.685,97.82
672,97,59,70.06,4.0787,3.3561,27855.0,97.9,-0.8065,1.8447,6232,88.8,1857.7,Planar,196.9,0.2125,60.75
673,291,54,86.96,0.5879,-2.9772,13237.0,69.37,-0.5639,0.8834,6389,43.2,555.8,Complex,222.6,0.2734,99.42
674,486,25,44.62,-2.7112,-4.6377,11638.0,44.2,-0.6732,1.1477,6618,17.1,1022.2,Complex,139.8,0.7338,79.75
675,154,46,0.62,4.0877,-4.9661,46519.0,41.49,0.4236,-0.4344,6654,4.3,560.8,Complex,101.5,0.5302,34.27
676,250,11,36.37,-2.9069,0.4867,36076.0,37.78,-0.1963,1.0115,7253,64.8,1180.5,Planar,97.1,0.8229,14.76
677,340,31,13.57,-2.102,2.0116,23642.0,79.58,1.173,1.784,5791,82.7,1824.7,Complex,488.9,0.785,39.22
678,240,19,59.49,1.457,2.0373,4310.0,18.83,-1.2662,0.4103,4990,65.2,1048.0,Complex,391.9,0.4594,36.02
679,81,61,22.56,0.3584,2.8587,33771.0,49.2,-0.4715,-1.8107,132,38.2,295.1,Convex,269.0,0.3361,31.64
680,266,47,14.85,-0.1586,2.0198,42459.0,4.94,1.6957,-0.1521,2499,18.6,153.0,Planar,435.1,0.9402,77.71
681,499,9,11.35,-0.1032,-3.7898,36545.0,79.97,-1.4389,1.8904,3820,35.8,828.2,Planar,192.0,0.3219,43.08
682,369,35,29.46,3.7765,3.2481,1782.0,65.06,1.2367,0.8879,7872,76.9,1125.5,Concave,462.1,0.2459,34.19
683,278,33,79.21,-2.8375,-0.9145,48539.0,51.72,0.833,-0.4739,3429,46.5,166.8,Concave,158.0,0.6369,72.17
684,333,36,11.95,0.0447,-3.5856,46714.0,82.68,1.0463,0.2484,816,27.9,1255.1,Complex,345.7,0.6255,3.88
685,494,56,43.87,3.2741,-3.2021,12391.0,54.52,0.8529,1.4278,7277,27.3,1986.0,Complex,358.2,0.7195,22.72
686,58,19,21.48,-1.9472,-1.2019,39927.0,69.83,-0.9989,0.1607,2506,81.4,398.6,Complex,284.9,0.9629,87.45
687,493,34,71.85,3.6538,-2.1204,16076.0,78.52,-0.9417,0.9152,2156,87.6,795.1,Concave,194.8,0.7037,82.64
688,272,61,5.54,3.411,-0.6518,32527.0,83.29,-1.8762,-1.8265,1728,26.8,529.3,Convex,199.6,0.8511,97.11
689,446,57,67.24,-3.8926,-0.0452,7450.0,2.56,1.2556,1.7486,4480,51.9,1298.2,Concave,37.9,0.9653,63.01
690,338,44,5.61,-4.1638,3.1136,16772.0,55.06,1.8663,-1.8481,689,62.2,423.1,Complex,86.0,0.2913,61.74
691,236,28,78.57,-0.4264,0.6355,38988.0,78.68,1.4452,-0.6824,3597,53.9,1022.2,Concave,361.7,0.2867,79.23
692,474,23,86.76,-4.2766,-1.7887,9058.0,40.36,1.2769,0.5908,3150,45.7,914.7,Concave,160.6,0.3611,85.82
693,436,18,42.97,-0.4174,-0.0368,5351.0,40.59,-1.991,-0.0854,1213,29.4,1498.7,Planar,1.7,0.2916,74.2
694,117,50,26.09,-3.6568,-3.4185,10392.0,17.2,0.2065,-1.3237,3182,44.4,693.6,Convex,334.0,0.6347,52.08
695,146,5,46.18,0.3805,1.6436,20896.0,51.16,1.209,1.9036,1211,51.4,122.6,Convex,7.9,0.8384,24.09
696,80,56,72.39,4.9518,-2.3566,21924.0,35.72,-1.3129,-1.2857,5159,6.5,1493.7,Complex,256.2,0.5583,70.72
697,214,18,56.74,4.1713,4.4959,48273.0,69.85,-0.8858,-1.5811,2048,66.2,1118.0,Concave,483.6,0.9274,90.41
698,406,52,32.45,1.4602,-3.5909,30235.0,60.02,0.0909,0.5148,1806,42.4,430.3,Convex,373.6,0.4173,94.77
699,191,18,71.43,-1.6782,1.3748,35617.0,18.21,0.7712,-0.4432,3161,80.5,1627.6,Convex,269.4,0.6047,37.51
700,271,46,56.24,-2.9672,-1.7324,9518.0,35.21,-1.4394,-0.4836,7557,16.3,289.4,Concave,264.7,0.5579,45.5
701,380,28,46.1,4.1504,4.161,32986.0,74.72,-0.6486,1.889,1284,82.9,1321.9,Concave,322.6,0.0811,11.26
702,258,27,78.29,4.1903,3.2616,36557.0,99.73,-1.9753,1.8191,5760,47.7,1153.5,Planar,18.4,0.1876,77.51
703,258,27,18.21,-2.5156,-1.1818,15283.0,48.2,0.5527,0.8516,3567,37.9,533.7,Planar,24.0,0.2557,0.03
704,327,20,14.95,4.8836,-2.68,26849.0,85.53,0.4145,-0.37,4252,63.2,1848.2,Complex,374.5,0.2283,37.83
705,364,17,74.31,-0.8962,1.4282,6210.0,14.28,1.385,1.195,3074,69.0,60.2,Convex,240.4,0.2387,57.23
706,334,48,26.42,3.036,-2.1912,15318.0,44.24,-1.5822,-1.2043,4526,37.9,1696.4,Concave,414.0,0.0742,61.8
707,225,42,67.2,3.4306,3.71,33774.0,34.41,-0.7629,-0.2905,7104,23.0,970.9,Planar,469.4,0.7965,98.37
708,406,52,82.21,0.3384,-3.1518,369.0,92.0,0.7362,-0.5375,4312,40.1,1637.6,Complex,201.2,0.6974,52.32
709,33,36,24.13,3.5597,-3.8926,17547.0,19.42,-1.4373,-0.0018,1491,74.7,1677.7,Concave,189.5,0.4479,99.32
710,433,62,68.36,2.7797,-2.8032,9331.0,46.97,0.823,-1.4104,1491,22.2,1459.6,Complex,326.0,0.0625,38.42
711,453,58,54.81,0.6434,2.0912,1991.0,77.04,-0.5597,-1.9732,4425,67.3,241.6,Concave,467.9,0.7964,97.83
712,105,61,23.63,-0.9617,4.8028,30865.0,97.66,1.9441,-1.4621,2340,44.7,1504.9,Convex,294.7,0.1818,6.17
713,130,31,12.09,4.808,-4.3468,13483.0,35.98,0.6772,-0.8777,2090,28.9,1863.5,Planar,348.9,0.9323,21.6
714,212,16,80.61,4.3925,0.8202,3755.0,37.82,-0.5445,-1.5875,2836,51.7,1119.1,Concave,324.7,0.8461,60.5
715,194,8,0.27,-4.0605,1.6513,40243.0,16.6,-0.3658,1.9809,5282,20.8,1670.4,Concave,333.0,0.2353,3.87
716,90,62,58.1,2.7672,0.4512,33774.0,98.47,0.6437,-0.4969,4224,40.4,1839.8,Complex,497.8,0.8695,64.76
717,257,50,42.09,1.6152,3.572,16266.0,3.68,1.7351,0.6165,4993,53.9,1412.3,Planar,279.0,0.0473,43.6
718,122,33,79.0,-2.5621,-1.0932,30457.0,38.45,-0.8091,0.7657,1652,60.4,195.9,Concave,22.4,0.8977,73.26
719,71,21,63.03,-2.7437,-2.7799,8920.0,72.05,0.4748,0.9074,7277,20.1,1404.9,Convex,465.5,0.0396,21.94
720,141,24,48.95,2.3409,-4.5936,14529.0,14.78,-0.6248,-1.0169,4249,52.2,635.9,Planar,275.8,0.8265,86.34
721,48,10,0.51,2.876,2.1199,38840.0,96.14,-1.543,-1.7799,1256,73.2,1290.9,Planar,14.0,0.4382,59.65
722,245,60,25.35,-2.4856,-4.6214,35331.0,53.84,1.2238,-1.6136,2556,50.3,904.0,Convex,350.7,0.8867,23.58
723,290,18,36.72,0.3589,-3.0246,21305.0,24.31,0.5717,1.6078,7622,75.1,438.4,Planar,329.6,0.0032,26.48
724,15,17,54.85,-4.9852,2.2583,10461.0,69.24,-0.9499,0.4116,1690,33.9,431.9,Planar,37.5,0.9336,29.73
725,395,53,40.18,3.4092,3.9996,4171.0,83.04,-1.9039,-1.5168,5998,65.0,802.3,Convex,431.9,0.9858,19.27
726,496,32,38.89,-3.4092,0.0903,22030.0,37.58,-1.7041,1.4665,6652,4.3,928.9,Concave,459.4,0.6164,3.61
727,193,62,29.68,1.0165,-2.2154,25674.0,77.49,0.118,1.8607,1106,77.7,150.9,Complex,174.2,0.2238,97.11
728,358,52,0.81,3.6529,-4.3582,355.0,81.83,0.8585,1.1731,7592,80.1,62.1,Planar,357.2,0.0173,91.54
729,252,46,4.53,-0.8733,-3.9725,29093.0,3.07,-1.7777,0.4361,6029,88.4,920.4,Concave,51.0,0.0103,60.94
730,438,41,77.86,2.9766,-0.2616,37616.0,63.41,0.2898,0.8121,6610,12.0,1724.8,Convex,392.2,0.2525,44.06
731,438,41,60.21,0.0125,-4.8168,1947.0,8.32,0.3553,-0.2498,2708,42.2,101.2,Convex,1.3,0.7793,92.84
732,305,51,17.58,4.4887,0.2057,31014.0,33.43,1.8987,0.8296,7861,35.2,837.3,Planar,367.8,0.5239,97.16
733,478,14,44.93,3.267,1.0233,2886.0,0.29,-0.3559,1.2515,7078,6.3,1106.7,Complex,231.5,0.8425,88.5
734,205,21,87.31,-1.6556,4.5294,44395.0,33.22,1.5119,1.9457,1069,81.8,1191.6,Complex,199.1,0.3033,29.77
735,435,55,7.55,0.1622,-1.3651,49107.0,29.27,-1.643,1.3209,6939,22.4,723.3,Concave,367.6,0.814,19.17
736,377,24,20.83,-3.2723,-2.7289,14284.0,76.33,-1.9545,-1.021,1584,16.1,127.3,Planar,155.4,0.3665,89.99
737,156,3,14.88,4.8047,0.5905,43573.0,7.6,-0.3148,1.4494,6402,82.3,626.7,Complex,16.7,0.103,26.71
738,373,44,53.84,2.0639,1.3569,29308.0,22.22,-1.9069,-0.8122,5994,81.2,770.1,Convex,318.4,0.7875,60.45
739,90,62,20.11,-4.6553,4.1359,24113.0,94.97,1.7412,0.5181,2082,38.1,1455.7,Concave,2.6,0.8158,22.68
740,356,42,77.62,4.1479,2.402,6032.0,68.94,1.4896,1.1506,6020,11.8,800.3,Concave,132.3,0.8849,59.67
741,499,9,60.6,0.0241,2.8583,9639.0,92.38,1.5045,0.619,5219,12.9,204.4,Convex,314.1,0.8964,43.32
742,236,28,37.11,3.8922,2.1905,26251.0,10.97,1.1925,-1.2349,3802,0.3,652.3,Complex,251.1,0.7194,94.74
743,339,14,37.05,-1.4777,-4.814,21913.0,44.85,-1.6994,0.7426,4604,90.0,1077.0,Convex,30.1,0.1729,85.06
744,489,48,15.78,0.6555,-3.866,13472.0,49.1,-0.3135,-0.7324,7188,46.4,858.6,Complex,74.5,0.7565,20.28
745,20,55,39.59,-1.0117,-2.6327,47810.0,8.6,-0.0477,0.5247,706,67.8,963.2,Concave,66.9,0.572,26.96
746,73,29,12.43,-2.7102,4.2922,10965.0,30.87,-1.7957,1.0052,5572,0.2,545.0,Convex,210.6,0.6867,87.87
747,121,57,23.28,-0.9786,-4.6759,36782.0,10.51,0.3542,-0.8376,4254,78.7,763.8,Concave,91.2,0.8841,24.04
748,337,59,78.56,3.5248,-0.0399,38301.0,60.59,-0.5504,-1.7325,6744,41.0,1058.4,Convex,162.0,0.3132,81.02
749,168,14,65.36,4.5876,-4.9326,34243.0,27.3,-1.528,-1.2047,634,25.0,1383.3,Planar,130.7,0.3665,39.32
750,109,47,37.54,3.3888,-4.4061,19108.0,62.3,-0.3136,0.3458,5463,50.6,1821.4,Concave,61.4,0.4477,22.44
751,5,32,74.2,-4.3141,2.9117,41187.0,10.34,-1.3177,-0.955,3549,33.4,1152.1,Planar,57.6,0.6776,82.95
752,308,8,44.29,-3.1008,0.3971,37085.0,50.71,-0.7324,-0.5335,1856,26.9,258.6,Concave,253.6,0.0808,59.66
753,180,62,21.83,-2.4382,3.0958,4596.0,45.94,-0.4261,-0.8029,7777,16.7,1847.6,Concave,147.9,0.7923,97.85
754,127,21,43.11,4.3579,4.7041,22897.0,41.23,-1.3582,-0.9834,6240,67.5,1168.5,Planar,66.7,0.7055,98.29
755,339,14,15.18,-0.9182,4.8075,23936.0,51.64,1.6287,-0.9149,1157,23.6,1153.6,Planar,335.4,0.5921,10.95
756,378,36,37.29,-4.4466,-4.6129,33848.0,67.45,-0.1589,-0.9307,3168,70.2,209.2,Planar,352.5,0.5992,15.03
757,457,50,16.91,1.8596,0.029,27952.0,65.82,-0.7845,0.438,4315,56.4,1054.0,Concave,306.3,0.2587,86.06
758,56,45,12.23,-4.0986,2.5793,4607.0,76.45,-0.1426,0.088,4344,34.6,1103.7,Planar,264.0,0.8875,90.84
759,193,62,79.16,1.8563,3.0688,28175.0,4.3,-1.8156,-1.3017,1906,53.4,1756.2,Complex,424.1,0.3997,63.28
760,456,7,71.05,0.9094,3.6277,31131.0,94.69,-1.4936,0.66,938,16.6,496.5,Convex,170.3,0.6542,25.08
761,52,54,1.9,4.148,0.1747,33310.0,67.13,-0.3639,-0.3296,5329,68.7,1294.9,Convex,380.1,0.6383,28.05
762,226,5,31.04,1.4795,-0.0095,37418.0,32.55,-0.0662,-1.9535,3032,61.7,1940.2,Planar,173.9,0.8404,27.25
763,419,15,31.07,2.9405,-1.3157,40769.0,5.23,-0.6081,0.4629,2628,70.1,1255.0,Concave,209.6,0.1092,22.95
764,92,15,89.66,-2.081,-1.5396,18056.0,33.78,-0.7069,-0.473,5594,77.3,1887.8,Complex,201.0,0.0553,52.17
765,445,22,53.86,-1.8704,4.0297,45246.0,6.14,-0.9626,-1.3363,3427,86.8,168.6,Concave,178.5,0.6291,7.77
766,139,3,48.99,2.5523,4.0739,23251.0,71.67,-1.6358,-1.2044,5493,44.7,1403.4,Planar,95.1,0.2962,4.84
767,97,59,73.54,-4.4342,-0.23,30099.0,39.69,0.012,-0.3475,6026,4.3,882.3,Planar,80.6,0.374,29.65
768,448,12,20.67,2.5763,4.1994,39330.0,93.75,-1.0472,0.6939,86,16.3,296.1,Planar,337.4,0.241,1.58
769,215,22,27.71,-0.8926,-1.6881,29929.0,6.19,1.727,1.438,2667,34.7,1491.0,Convex,239.1,0.1503,56.12
770,291,54,50.42,-1.6103,1.4538,34495.0,92.28,-1.3284,-0.5986,5172,41.4,165.9,Convex,275.2,0.2307,48.06
771,421,51,89.27,3.7514,-4.8352,14110.0,69.46,-0.9385,1.406,1894,5.0,1052.1,Convex,250.4,0.0131,74.19
772,216,25,87.48,-2.4982,2.6758,45382.0,74.96,-0.1389,1.3388,942,29.6,1563.7,Complex,131.3,0.2394,46.49
773,260,51,1.09,-3.6672,-1.0271,44652.0,43.96,-0.8605,-0.3503,2734,72.7,1931.2,Planar,373.3,0.3921,1.05
774,199,1,6.07,1.0372,-0.061,9045.0,77.87,0.6082,0.6564,1493,69.7,685.7,Concave,351.7,0.9615,34.45
775,368,31,84.29,-4.2127,0.6073,47494.0,74.47,0.8476,0.4477,4019,26.6,692.7,Complex,364.4,0.8673,59.91
776,52,54,50.03,4.6429,4.5759,48725.0,73.86,-1.6499,-0.0334,5128,28.7,144.0,Concave,143.0,0.3496,24.27
777,111,24,26.42,1.6934,-2.0361,15826.0,21.52,-1.3146,0.4061,3484,18.4,536.9,Concave,480.4,0.76,8.91
778,106,23,84.0,-4.1029,3.2029,30115.0,77.7,1.5271,-0.6881,5275,88.3,908.1,Concave,329.4,0.8518,17.95
779,423,20,7.6,-1.9346,-3.2891,7239.0,7.72,-0.2256,0.114,598,50.0,1929.2,Planar,489.9,0.0254,28.29
780,133,25,10.31,-4.985,0.591,18885.0,47.85,0.5107,-1.933,1878,21.6,1882.3,Complex,7.0,0.4805,14.31
781,160,34,72.13,-4.4707,-0.6935,3728.0,72.02,0.9496,1.4968,7400,7.1,1461.6,Complex,424.6,0.2563,88.77
782,236,28,14.95,2.2189,3.4123,14015.0,8.0,1.4712,-0.9712,3593,12.6,733.0,Planar,211.1,0.5469,45.38
783,452,34,61.36,3.1822,2.915,23402.0,18.14,0.9972,1.2548,1219,76.5,1462.7,Concave,13.3,0.3167,19.82
784,201,13,35.04,-2.6312,-4.9762,10654.0,62.77,0.0628,0.127,1478,79.6,412.7,Complex,179.5,0.1182,22.49
785,123,54,25.66,2.3423,-2.9778,1579.0,4.76,-1.5448,0.7222,1181,2.8,480.9,Convex,484.3,0.0493,70.77
786,2,16,76.71,2.9564,2.2787,21517.0,17.32,-1.071,1.5859,1687,20.3,1506.4,Complex,299.1,0.5488,61.01
787,416,37,87.7,-1.6807,-1.01,2955.0,19.97,-0.9689,0.5718,6206,41.3,1394.3,Complex,99.5,0.6441,92.36
788,309,40,88.97,4.749,2.1292,31032.0,5.14,1.7111,-1.6388,4533,9.1,260.3,Complex,391.1,0.2935,18.72
789,149,8,50.58,-0.7295,-2.0042,40731.0,2.09,1.514,0.0946,1270,6.7,191.4,Concave,318.6,0.0917,6.6
790,477,40,14.92,-4.3375,0.9149,38977.0,46.42,-0.1283,-1.1056,5192,89.5,229.0,Planar,290.6,0.667,82.44
791,139,3,21.44,4.802,2.8731,31044.0,61.6,-0.2775,-1.8136,6931,1.9,1749.1,Planar,350.2,0.0113,43.08
792,251,21,49.88,-1.803,0.4522,46260.0,82.59,1.413,1.4646,6454,55.4,771.9,Complex,475.1,0.3851,20.74
793,258,27,40.13,4.6369,4.8557,2130.0,82.62,1.9027,0.0179,4463,49.0,468.0,Convex,80.3,0.4637,65.14
794,395,53,28.05,2.6272,-3.4209,41877.0,62.24,0.4264,-0.9035,6411,31.8,998.7,Complex,484.3,0.2596,80.98
795,89,1,41.16,-1.1889,-1.8544,21448.0,7.39,0.741,-0.8682,6934,61.0,148.6,Concave,342.6,0.2891,23.25
796,96,6,61.29,1.6861,3.7816,32681.0,82.44,1.4886,-1.3262,550,82.8,1333.3,Planar,400.4,0.2656,61.1
797,478,14,60.31,1.961,0.8949,49351.0,39.34,-1.056,-0.3186,484,84.8,1192.7,Convex,98.2,0.1015,98.01
798,92,15,36.72,-3.704,4.5657,43764.0,41.22,-1.9242,1.2162,6033,50.4,946.9,Complex,32.6,0.1084,72.01
799,446,57,11.26,1.3056,-3.9652,40355.0,69.28,1.2717,-1.465,721,24.6,292.4,Concave,455.5,0.701,85.27
800,171,46,4.6,-1.2297,-4.8065,33714.0,53.57,1.0977,1.2628,4800,56.2,523.3,Complex,125.7,0.967,3.08
801,7,33,12.15,-1.3855,-1.6967,47872.0,48.37,-0.8838,0.1262,5128,59.9,1978.2,Planar,282.7,0.4628,7.91
802,63,21,24.29,2.5819,1.2464,693.0,72.38,0.7879,1.9863,3448,39.7,345.2,Planar,402.5,0.3078,75.25
