infra_id,state_id,district_id,infra_type,infra_code,lat,lon,construction_year,condition,capacity,construction_type,landslide_exposure,distance_to_nearest_slope_km
817,55,7,Helipad,INF00817,28.74963,94.11526,2002,Poor,824,Steel Frame,Negligible,5.4
818,55,7,Water Treatment,INF00818,29.0002,94.4538,2006,Critical,2388,Timber,Negligible,4.09
819,60,8,School,INF00819,24.92985,95.89868,1991,Poor,2185,Timber,Low,5.88
820,30,3,School,INF00820,25.49486,92.47653,1902,Critical,3723,Masonry,Low,2.97
821,8,1,Power Station,INF00821,24.32505,98.51982,1909,Critical,3535,Timber,High,6.22
822,38,4,Water Treatment,INF00822,29.4772,98.76764,2017,Poor,1121,Masonry,High,9.45
823,55,7,Disaster Relief Camp,INF00823,28.68766,94.35045,1978,Poor,2079,Reinforced Concrete,Medium,1.1
824,60,8,Disaster Relief Camp,INF00824,24.56981,95.87162,2016,Fair,4753,Reinforced Concrete,High,4.35
825,33,4,Police Station,INF00825,23.8323,100.13763,1933,Good,488,Reinforced Concrete,Low,4.85
826,25,3,School,INF00826,26.58765,97.14398,1996,Good,4036,Masonry,High,9.65
827,17,2,School,INF00827,23.68874,92.86505,1920,Fair,2059,Masonry,Medium,4.52
828,46,5,School,INF00828,23.31197,97.41719,1939,Fair,793,Masonry,Low,9.44
829,54,6,Telecom Tower,INF00829,29.73936,91.38826,1901,Poor,3987,Reinforced Concrete,Negligible,1.0
830,23,3,Disaster Relief Camp,INF00830,27.69019,91.33522,1978,Good,4775,Timber,High,2.44
831,49,6,Police Station,INF00831,29.36829,98.69865,1996,Poor,1287,Timber,Low,0.16
832,16,2,Helipad,INF00832,23.56012,90.77268,2013,Poor,1424,Steel Frame,High,6.61
833,31,3,Water Treatment,INF00833,27.93421,95.65555,1966,Good,3940,Steel Frame,Low,5.21
834,12,1,Police Station,INF00834,26.93549,98.22948,1906,Fair,4613,Timber,Medium,4.82
835,10,1,Government Office,INF00835,23.49503,97.82749,1945,Poor,1574,Timber,High,2.6
836,41,5,Water Treatment,INF00836,23.01763,94.12177,1937,Good,1392,Timber,High,8.24
837,30,3,Water Treatment,INF00837,25.82647,92.56693,1973,Fair,3060,Reinforced Concrete,Medium,2.25
838,47,6,Police Station,INF00838,29.40811,99.44129,1915,Poor,4097,Masonry,Low,9.49
839,14,2,Water Treatment,INF00839,22.83995,92.77191,1916,Fair,4058,Timber,Low,3.41
840,44,5,Disaster Relief Camp,INF00840,29.42626,98.4497,1947,Good,3419,Steel Frame,Medium,9.65
841,28,3,Government Office,INF00841,29.18544,93.23555,1976,Fair,4069,Reinforced Concrete,Negligible,0.8
842,34,4,School,INF00842,25.77221,97.76292,1914,Good,3886,Timber,High,0.61
843,25,3,Helipad,INF00843,26.48567,96.69621,1959,Fair,3900,Masonry,Low,1.14
844,12,1,Government Office,INF00844,26.87602,97.96611,1968,Good,138,Seismically Isolated,Negligible,4.36
845,19,2,Government Office,INF00845,23.97446,96.14076,1995,Critical,3425,Seismically Isolated,Low,6.94
846,25,3,School,INF00846,26.24074,96.83393,1988,Fair,1261,Seismically Isolated,Low,7.56
847,58,7,Helipad,INF00847,26.9896,94.13334,1959,Critical,2041,Seismically Isolated,High,4.36
848,26,3,Helipad,INF00848,23.94577,90.39695,1921,Poor,213,Steel Frame,High,3.68
849,29,3,Hospital,INF00849,26.12414,98.99098,1932,Critical,3282,Seismically Isolated,Medium,5.69
850,12,1,Government Office,INF00850,26.8543,97.90461,2003,Poor,3567,Seismically Isolated,High,6.08
851,41,5,Water Treatment,INF00851,22.71849,94.27688,2005,Fair,1961,Reinforced Concrete,Negligible,6.76
852,11,1,Power Station,INF00852,22.76647,90.87733,2008,Fair,50,Seismically Isolated,Negligible,2.42
853,2,1,Disaster Relief Camp,INF00853,23.90713,91.50051,1958,Good,1953,Steel Frame,High,1.75
854,54,6,Hospital,INF00854,29.37867,91.49695,2004,Fair,3179,Seismically Isolated,High,5.37
855,9,1,Police Station,INF00855,27.48295,93.54178,1963,Critical,897,Masonry,Negligible,5.98
856,25,3,School,INF00856,26.17212,96.78033,1950,Good,881,Steel Frame,Low,8.14
857,23,3,Helipad,INF00857,27.5439,91.41012,2013,Fair,527,Masonry,Medium,5.39
858,29,3,Water Treatment,INF00858,25.91528,99.05643,1951,Good,2395,Reinforced Concrete,Medium,8.39
859,48,6,Police Station,INF00859,26.57363,94.722,2016,Critical,3546,Timber,Medium,5.98
860,1,1,Water Treatment,INF00860,27.00923,90.00393,2005,Poor,4391,Masonry,Low,2.22
861,57,7,Police Station,INF00861,23.90203,93.06302,1941,Good,4370,Timber,Negligible,0.54
862,7,1,Police Station,INF00862,26.36128,92.47251,2006,Good,2727,Seismically Isolated,Medium,2.5
863,15,2,Government Office,INF00863,26.66726,98.80044,1901,Poor,3100,Timber,Low,7.14
864,31,3,Helipad,INF00864,28.02136,95.28085,1972,Good,4828,Masonry,Medium,5.66
865,51,6,Helipad,INF00865,29.75339,90.92784,2010,Poor,4663,Timber,Medium,3.45
866,32,3,Water Treatment,INF00866,25.2975,96.01075,1969,Good,3919,Masonry,Medium,5.4
867,44,5,Helipad,INF00867,29.31604,98.74815,1932,Critical,4960,Steel Frame,Medium,4.88
868,11,1,Power Station,INF00868,22.51166,90.74575,1995,Good,4936,Masonry,Negligible,9.8
869,42,5,Power Station,INF00869,21.94802,97.44272,1946,Poor,830,Seismically Isolated,Negligible,8.71
870,18,2,Disaster Relief Camp,INF00870,28.78701,98.78801,1922,Fair,3130,Masonry,Negligible,5.86
871,35,4,Water Treatment,INF00871,23.01456,91.61981,2003,Critical,249,Steel Frame,Medium,5.18
872,22,2,Disaster Relief Camp,INF00872,22.43237,96.44329,2018,Fair,4609,Reinforced Concrete,Low,7.36
873,46,5,School,INF00873,23.2311,97.77186,2001,Poor,2583,Timber,Low,3.27
874,5,1,Hospital,INF00874,23.61828,94.94435,2023,Good,2721,Masonry,Medium,1.54
875,43,5,Government Office,INF00875,29.80564,97.68383,1943,Critical,1338,Timber,Low,6.47
876,54,6,Hospital,INF00876,29.45109,91.70541,1912,Poor,1759,Masonry,High,5.76
877,3,1,Helipad,INF00877,27.31216,99.19815,1953,Fair,3293,Timber,Negligible,6.84
878,22,2,Hospital,INF00878,22.50784,96.38512,1907,Poor,4019,Steel Frame,Negligible,3.97
879,55,7,School,INF00879,29.12369,94.13359,1962,Good,1743,Timber,Low,3.96
880,38,4,Hospital,INF00880,30.03032,98.90032,1998,Critical,2117,Masonry,High,1.61
881,33,4,Police Station,INF00881,23.5602,100.16569,1978,Fair,2056,Masonry,High,8.48
882,58,7,Police Station,INF00882,27.11015,94.66841,1930,Fair,215,Masonry,High,2.3
883,52,6,School,INF00883,28.76964,99.51511,1947,Critical,87,Reinforced Concrete,Medium,0.09
884,39,4,Helipad,INF00884,27.46645,91.15169,1921,Critical,2358,Timber,Medium,1.69
885,16,2,Telecom Tower,INF00885,23.69355,90.63082,2011,Fair,2877,Reinforced Concrete,High,5.91
886,18,2,Water Treatment,INF00886,28.93079,98.74252,1912,Poor,3422,Seismically Isolated,Low,0.2
887,26,3,Telecom Tower,INF00887,23.97388,90.47201,1934,Poor,2091,Timber,Low,2.89
888,46,5,Government Office,INF00888,22.94823,97.6896,2015,Fair,265,Seismically Isolated,Negligible,7.46
889,40,5,School,INF00889,28.02477,97.4273,1975,Poor,2976,Steel Frame,Negligible,0.4
890,6,1,Hospital,INF00890,26.27326,97.22006,1952,Fair,420,Reinforced Concrete,Medium,0.79
891,37,4,School,INF00891,27.02509,94.908,1959,Critical,2603,Steel Frame,High,2.51
892,4,1,Water Treatment,INF00892,26.90001,90.47042,1902,Poor,1537,Timber,Medium,7.78
893,17,2,School,INF00893,23.9617,92.62364,1952,Fair,2274,Steel Frame,Medium,0.16
894,20,2,Telecom Tower,INF00894,23.49047,93.76051,1954,Poor,993,Masonry,Medium,7.9
895,44,5,Hospital,INF00895,29.08403,98.75076,1963,Critical,3569,Timber,High,0.08
896,59,8,Power Station,INF00896,25.54613,92.36538,1955,Poor,3191,Timber,High,4.48
897,29,3,School,INF00897,25.72359,98.88635,1995,Critical,1700,Reinforced Concrete,High,1.79
898,12,1,Hospital,INF00898,26.95748,98.18857,2000,Fair,2769,Reinforced Concrete,Negligible,6.82
899,22,2,Telecom Tower,INF00899,22.51391,96.52233,1937,Fair,3550,Steel Frame,Negligible,0.11
900,58,7,Telecom Tower,INF00900,27.20968,94.25751,1937,Critical,211,Timber,Medium,9.32
901,36,4,Hospital,INF00901,25.54481,90.70476,1901,Poor,1336,Masonry,High,5.05
902,34,4,Disaster Relief Camp,INF00902,26.11134,97.374,2002,Fair,491,Timber,High,7.43
903,58,7,Power Station,INF00903,27.32289,94.22482,1955,Good,2334,Timber,Low,2.15
904,53,6,Water Treatment,INF00904,28.29814,91.03061,1949,Poor,1055,Reinforced Concrete,Medium,3.96
905,57,7,Power Station,INF00905,23.34598,93.11792,1908,Fair,38,Reinforced Concrete,High,3.38
906,44,5,Power Station,INF00906,29.18276,98.92559,1922,Good,320,Masonry,Medium,7.88
907,19,2,Telecom Tower,INF00907,24.37984,96.42375,1912,Good,4272,Reinforced Concrete,Low,1.94
908,40,5,Police Station,INF00908,27.75739,97.53747,2002,Good,4263,Steel Frame,High,8.14
909,6,1,Power Station,INF00909,26.4735,97.0205,1911,Good,497,Reinforced Concrete,Low,2.64
910,27,3,Water Treatment,INF00910,25.36236,90.93874,1998,Good,2344,Masonry,Medium,0.06
911,54,6,Power Station,INF00911,29.80346,91.38028,2011,Fair,245,Steel Frame,Negligible,4.65
912,16,2,Telecom Tower,INF00912,23.47531,90.58269,1900,Fair,4014,Steel Frame,High,2.27
913,55,7,Power Station,INF00913,29.04307,94.34066,1922,Fair,4463,Masonry,Low,4.7
914,19,2,Police Station,INF00914,24.25867,96.64733,1998,Good,4754,Steel Frame,High,3.96
915,33,4,School,INF00915,23.97258,99.8607,1968,Good,3578,Reinforced Concrete,High,9.91
916,59,8,School,INF00916,25.4457,92.25191,1954,Poor,1597,Seismically Isolated,Negligible,9.59
917,45,5,Disaster Relief Camp,INF00917,28.82359,95.24449,2004,Good,2288,Steel Frame,High,9.44
918,11,1,Disaster Relief Camp,INF00918,22.84677,91.03743,1932,Good,117,Masonry,Medium,1.56
919,14,2,Water Treatment,INF00919,22.45704,92.75898,1953,Fair,3344,Reinforced Concrete,High,1.4
920,51,6,Hospital,INF00920,29.47633,90.60732,1966,Critical,2613,Reinforced Concrete,Medium,1.44
921,36,4,Telecom Tower,INF00921,25.25011,90.66124,1962,Good,2260,Steel Frame,Low,0.09
922,44,5,Disaster Relief Camp,INF00922,29.06877,98.43553,1926,Poor,4618,Steel Frame,Negligible,7.98
923,57,7,Government Office,INF00923,23.41182,93.41075,1913,Fair,3211,Timber,Low,7.27
924,44,5,Hospital,INF00924,29.5902,98.92118,1977,Poor,260,Timber,Medium,2.42
925,47,6,Telecom Tower,INF00925,29.38798,99.27045,1951,Critical,3575,Masonry,Medium,7.72
926,37,4,Hospital,INF00926,26.63017,94.48485,1955,Good,2631,Steel Frame,Low,7.2
927,34,4,Helipad,INF00927,25.823,97.36702,2013,Fair,1577,Seismically Isolated,High,3.34
928,1,1,Disaster Relief Camp,INF00928,26.8465,90.19314,1937,Poor,3371,Reinforced Concrete,Negligible,7.44
929,41,5,Government Office,INF00929,23.18539,94.2682,2011,Critical,695,Masonry,High,5.78
930,33,4,Water Treatment,INF00930,23.77869,99.91888,1934,Fair,1602,Reinforced Concrete,Medium,3.27
931,32,3,Government Office,INF00931,25.45808,95.93791,1928,Critical,2102,Steel Frame,Low,2.62
932,16,2,Power Station,INF00932,23.36497,90.69697,1911,Poor,1571,Timber,Medium,5.11
933,12,1,Hospital,INF00933,26.62646,98.05291,1921,Poor,3598,Masonry,High,6.17
934,26,3,Telecom Tower,INF00934,23.78223,90.31195,2021,Fair,3489,Steel Frame,Low,9.81
935,60,8,School,INF00935,24.74266,96.0272,1912,Poor,1089,Masonry,Negligible,1.83
936,41,5,Telecom Tower,INF00936,22.68634,94.08703,2021,Poor,839,Timber,Medium,6.11
937,32,3,Disaster Relief Camp,INF00937,25.17564,96.11066,1986,Good,1601,Seismically Isolated,Low,0.65
938,17,2,School,INF00938,23.78246,92.7752,1926,Critical,1590,Steel Frame,Medium,2.13
939,51,6,School,INF00939,29.66515,90.57798,1931,Good,2212,Seismically Isolated,Low,8.0
940,17,2,Water Treatment,INF00940,24.02518,92.81666,2009,Good,3696,Masonry,Low,5.85
941,40,5,Power Station,INF00941,28.03117,97.51882,1965,Fair,4929,Timber,High,8.43
942,4,1,Government Office,INF00942,26.75393,90.39603,1958,Fair,2041,Timber,Low,3.48
943,1,1,Telecom Tower,INF00943,27.00822,89.99738,1973,Poor,4042,Masonry,Low,8.41
944,47,6,School,INF00944,29.43452,99.31126,1964,Good,4041,Masonry,Low,7.88
945,25,3,Helipad,INF00945,26.32278,96.69142,1993,Critical,1069,Steel Frame,Low,6.47
946,54,6,Helipad,INF00946,29.40196,91.41476,1918,Good,2910,Timber,High,8.87
947,43,5,Water Treatment,INF00947,29.77766,97.58493,2018,Poor,1613,Masonry,Negligible,2.92
948,39,4,Helipad,INF00948,27.41293,91.2457,1938,Critical,1885,Timber,Negligible,1.32
949,3,1,Police Station,INF00949,27.22306,98.97005,2007,Good,3673,Seismically Isolated,Low,7.89
950,41,5,Government Office,INF00950,23.0647,94.22888,1959,Fair,2735,Seismically Isolated,High,6.26
951,21,2,School,INF00951,24.37086,99.13351,1983,Poor,3855,Steel Frame,Medium,7.71
952,49,6,Hospital,INF00952,29.21325,98.61587,1995,Fair,2786,Steel Frame,Low,0.46
953,35,4,Telecom Tower,INF00953,22.94119,91.86806,2014,Good,3441,Masonry,Medium,7.67
954,58,7,Hospital,INF00954,27.42847,94.30399,1934,Poor,1726,Timber,Medium,1.16
955,61,8,Telecom Tower,INF00955,26.69636,89.95091,1942,Fair,671,Steel Frame,High,3.84
956,42,5,Police Station,INF00956,22.0548,97.31282,1941,Good,1506,Reinforced Concrete,Negligible,1.8
957,28,3,Disaster Relief Camp,INF00957,29.27464,93.26931,1913,Good,190,Timber,Low,2.92
958,42,5,Police Station,INF00958,21.95316,97.14237,1982,Poor,60,Timber,High,8.8
959,33,4,Government Office,INF00959,23.71475,99.74534,1941,Good,2772,Seismically Isolated,High,9.44
960,58,7,Telecom Tower,INF00960,27.20984,94.30235,2010,Critical,4865,Timber,Negligible,2.33
961,44,5,Helipad,INF00961,29.44376,98.5544,1946,Fair,3485,Masonry,Medium,1.47
962,42,5,Government Office,INF00962,22.08191,97.10353,1910,Poor,3179,Steel Frame,Negligible,5.44
963,10,1,Power Station,INF00963,23.53829,97.81666,1992,Good,2706,Timber,Negligible,4.54
964,7,1,Police Station,INF00964,26.55926,92.40265,1963,Fair,2074,Masonry,Medium,6.15
965,30,3,Police Station,INF00965,25.7641,92.86537,1968,Poor,2766,Timber,Low,5.87
966,36,4,Water Treatment,INF00966,25.20169,90.72106,1906,Poor,3562,Masonry,Medium,7.48
967,16,2,Power Station,INF00967,23.67139,90.80547,1997,Good,3419,Seismically Isolated,High,6.81
968,11,1,Helipad,INF00968,22.97151,90.79206,1973,Fair,2116,Masonry,High,6.36
969,31,3,Power Station,INF00969,28.24058,95.68337,1935,Good,1550,Seismically Isolated,Low,4.96
970,3,1,Helipad,INF00970,27.6421,98.99228,1932,Fair,4272,Steel Frame,Negligible,0.12
971,10,1,Water Treatment,INF00971,23.61439,97.78139,1912,Good,4390,Masonry,Medium,2.48
972,11,1,Disaster Relief Camp,INF00972,22.45965,90.67877,1994,Good,1537,Timber,Medium,7.46
973,62,8,Disaster Relief Camp,INF00973,26.77718,92.02659,1995,Fair,312,Seismically Isolated,High,4.85
974,21,2,Telecom Tower,INF00974,24.16146,99.0711,2022,Fair,1553,Reinforced Concrete,Low,0.78
975,52,6,Police Station,INF00975,28.79445,99.70018,2012,Good,4593,Steel Frame,Negligible,3.74
976,23,3,Disaster Relief Camp,INF00976,27.89431,91.92053,1903,Good,3442,Reinforced Concrete,Low,5.65
977,14,2,Hospital,INF00977,22.37687,92.82747,1983,Fair,4774,Reinforced Concrete,High,1.78
978,20,2,Hospital,INF00978,23.18563,93.83981,1984,Good,1299,Steel Frame,Low,4.92
979,41,5,Police Station,INF00979,22.87567,94.16321,1967,Poor,2234,Reinforced Concrete,Negligible,7.87
980,43,5,Helipad,INF00980,30.07297,97.6252,1971,Poor,4468,Seismically Isolated,High,5.24
981,34,4,Water Treatment,INF00981,26.19458,97.68463,2003,Critical,2908,Timber,Negligible,4.29
982,3,1,Disaster Relief Camp,INF00982,27.18817,98.68066,1922,Critical,3028,Masonry,Negligible,9.47
983,22,2,Government Office,INF00983,22.44702,96.11489,1968,Fair,1940,Seismically Isolated,Low,5.93
984,14,2,Water Treatment,INF00984,22.37648,93.09033,1991,Critical,4489,Reinforced Concrete,Negligible,4.15
985,20,2,Government Office,INF00985,23.50009,93.75995,1978,Good,763,Steel Frame,Medium,3.33
986,5,1,Helipad,INF00986,23.5209,94.78215,1950,Good,1330,Reinforced Concrete,Low,9.9
987,51,6,Police Station,INF00987,29.59132,90.63525,2016,Poor,3415,Timber,Negligible,8.43
988,35,4,Hospital,INF00988,23.40982,91.64003,1925,Poor,54,Masonry,High,8.49
989,40,5,School,INF00989,27.83679,97.76348,1984,Good,3385,Seismically Isolated,Medium,8.34
990,15,2,School,INF00990,27.13894,98.49291,1935,Good,4923,Steel Frame,Medium,1.96
991,31,3,Power Station,INF00991,27.93943,95.2715,1952,Critical,4432,Seismically Isolated,Low,3.43
992,46,5,School,INF00992,23.44648,97.62829,1997,Good,4457,Masonry,Medium,6.32
993,14,2,Helipad,INF00993,22.40323,92.69458,1919,Poor,2050,Masonry,High,4.33
994,41,5,Helipad,INF00994,22.65573,94.24127,1990,Fair,2046,Masonry,High,2.36
995,54,6,Water Treatment,INF00995,29.85031,91.453,1936,Critical,1702,Reinforced Concrete,Negligible,6.47
996,53,6,Water Treatment,INF00996,28.1249,91.10063,1974,Good,2872,Reinforced Concrete,Medium,9.77
997,46,5,Government Office,INF00997,23.20007,97.58984,2015,Fair,640,Reinforced Concrete,Medium,1.85
998,47,6,Hospital,INF00998,29.33285,99.28725,1997,Good,2908,Steel Frame,Low,2.92
999,36,4,Water Treatment,INF00999,25.46826,90.60996,2001,Fair,476,Masonry,Negligible,2.81
1000,8,1,Power Station,INF01000,24.4372,98.57714,1916,Poor,1209,Timber,Medium,1.0
