record_id,slope_id,district_id,measurement_date,depth_m,moisture_content_pct,saturation_ratio,porosity_pct,cohesion_kpa,friction_angle_deg,permeability_cm_s,bulk_density_g_cc,sand_pct,silt_pct,clay_pct,hydrological_group,drainage_class
1504,3,47,2018-11-18,1.02,23.8,0.325,45.2,54.5,36.1,43.63,1.54,13,14,73,C,Poorly Drained
1505,327,20,2024-06-07,1.22,25.5,0.473,46.5,8.1,41.6,40.24,1.88,23,58,19,B,Moderately Drained
1506,299,45,2023-04-25,2.35,34.9,0.792,46.6,24.9,34.6,30.124,1.55,13,6,81,A,Poorly Drained
1507,497,32,2023-08-31,0.55,52.2,0.337,51.2,76.7,31.8,25.983,0.84,29,26,45,D,Poorly Drained
1508,171,46,2019-05-11,2.71,57.1,0.477,16.5,41.1,29.0,7.366,0.93,18,11,71,B,Well Drained
1509,324,43,2018-05-17,2.84,28.1,0.243,49.6,76.9,25.9,41.603,0.88,13,35,52,D,Poorly Drained
1510,271,46,2019-07-09,1.63,58.4,0.984,26.7,76.3,18.0,37.783,1.99,6,25,69,D,Moderately Drained
1511,362,55,2021-05-16,2.91,46.8,0.137,13.4,58.6,31.5,31.177,2.18,8,26,66,D,Well Drained
1512,359,40,2022-02-15,1.84,37.4,0.761,50.9,15.6,15.1,23.869,2.07,59,20,21,C,Poorly Drained
1513,222,50,2023-12-09,2.57,8.4,0.821,45.1,41.0,24.6,14.431,1.88,14,7,79,A,Poorly Drained
1514,91,53,2021-03-23,1.86,44.9,0.986,12.5,55.2,36.8,13.517,1.22,25,38,37,C,Moderately Drained
1515,107,47,2022-07-26,0.38,11.6,0.587,35.0,5.8,24.1,22.37,0.84,80,15,5,D,Well Drained
1516,241,16,2018-09-02,2.16,12.1,0.398,72.5,53.7,40.0,39.436,1.29,20,50,30,C,Poorly Drained
1517,82,20,2022-01-07,0.62,26.4,0.284,35.3,78.3,22.3,32.754,1.35,35,27,38,D,Poorly Drained
1518,70,32,2023-06-25,0.36,44.9,0.396,33.6,33.4,26.0,26.652,0.98,18,29,53,C,Well Drained
1519,375,28,2018-02-17,0.51,22.0,0.713,69.8,12.3,37.8,43.508,1.53,75,20,5,D,Well Drained
1520,16,7,2021-02-17,1.2,30.0,0.19,64.2,67.4,23.2,39.439,0.83,53,7,40,C,Poorly Drained
1521,185,1,2019-12-24,2.78,22.5,0.622,64.3,30.6,18.8,34.257,0.97,14,18,68,C,Moderately Drained
1522,107,47,2019-06-23,2.04,30.3,0.725,56.7,27.8,24.9,18.54,1.51,42,22,36,B,Well Drained
1523,220,47,2020-06-07,0.14,5.6,0.115,73.6,70.8,39.9,27.281,1.38,7,30,63,B,Poorly Drained
1524,172,39,2022-10-09,1.0,49.9,0.984,29.5,10.1,21.3,5.031,1.0,67,28,5,A,Poorly Drained
1525,397,54,2020-03-25,2.89,28.3,0.768,58.2,39.4,23.4,48.972,1.76,45,27,28,A,Well Drained
1526,456,7,2023-09-27,0.11,53.4,0.61,15.8,2.9,15.2,15.568,2.13,72,23,5,B,Moderately Drained
1527,7,33,2019-10-02,2.06,48.1,0.917,63.6,41.7,21.9,35.861,1.25,77,18,5,C,Poorly Drained
1528,275,43,2024-09-01,1.79,50.2,0.953,46.5,69.3,35.7,43.828,0.89,67,31,2,D,Poorly Drained
1529,32,43,2021-12-28,2.37,5.2,0.877,54.9,58.9,20.7,48.804,1.48,25,47,28,D,Well Drained
1530,252,46,2023-09-27,2.9,34.7,0.859,42.1,77.5,22.2,26.638,1.92,28,28,44,B,Well Drained
1531,3,47,2023-09-05,1.39,51.7,0.447,79.5,55.9,19.9,27.9,1.99,5,55,40,A,Moderately Drained
1532,326,3,2024-12-27,1.5,48.9,0.953,20.8,11.5,25.0,33.774,2.06,63,32,5,A,Well Drained
1533,463,56,2019-06-25,0.55,6.8,0.289,50.8,62.8,33.2,19.288,1.69,20,21,59,C,Moderately Drained
1534,390,28,2022-12-03,0.96,35.2,0.421,28.2,15.9,36.5,42.317,1.78,78,17,5,D,Poorly Drained
1535,290,18,2021-02-19,2.4,58.6,0.274,61.0,55.8,31.1,40.23,2.01,42,46,12,D,Poorly Drained
1536,106,23,2022-04-07,1.2,21.1,0.87,70.3,8.2,17.2,6.418,1.66,74,21,5,D,Poorly Drained
1537,66,37,2019-02-03,2.44,48.2,0.834,21.5,71.0,27.0,10.567,1.23,13,11,76,B,Moderately Drained
1538,133,25,2018-10-05,2.3,25.9,0.314,65.6,6.8,19.7,42.312,1.56,17,35,48,C,Moderately Drained
1539,322,11,2024-04-15,1.85,31.9,0.207,16.5,36.9,36.4,33.824,1.86,23,57,20,B,Well Drained
1540,1,54,2023-06-28,1.4,37.7,0.542,32.7,49.0,27.0,21.115,1.66,17,47,36,C,Moderately Drained
1541,409,6,2024-10-17,1.55,50.0,0.326,58.7,43.3,21.5,39.449,2.01,36,37,27,C,Poorly Drained
1542,89,1,2022-04-27,2.77,39.7,0.959,11.7,2.8,42.6,20.037,1.88,49,32,19,D,Well Drained
1543,100,35,2022-07-07,1.22,10.2,0.476,18.5,40.9,35.8,17.249,1.91,51,45,4,C,Poorly Drained
1544,398,46,2024-01-11,2.68,7.9,0.634,38.4,45.3,32.7,49.762,0.86,68,27,5,D,Poorly Drained
1545,91,53,2018-12-26,1.06,45.5,0.824,37.7,47.0,17.9,19.629,0.97,48,7,45,B,Well Drained
1546,415,9,2018-05-20,2.78,58.5,0.797,47.3,28.1,40.1,46.403,2.18,15,40,45,B,Poorly Drained
1547,402,22,2024-03-24,2.39,32.3,0.938,64.5,77.4,15.2,20.557,1.62,5,53,42,B,Moderately Drained
1548,123,54,2023-07-20,0.61,51.7,0.544,59.9,34.8,21.3,18.301,1.43,26,54,20,A,Well Drained
1549,70,32,2023-03-17,2.4,39.1,0.101,42.2,69.0,30.4,1.404,1.43,54,43,3,B,Poorly Drained
1550,19,30,2024-11-26,2.97,18.1,0.998,45.2,17.5,18.4,11.935,1.13,33,53,14,C,Poorly Drained
1551,226,5,2022-02-09,2.89,12.5,0.846,61.3,40.5,34.1,48.655,1.87,72,12,16,B,Moderately Drained
1552,219,16,2020-02-29,2.63,33.9,0.283,42.1,51.8,38.6,16.713,1.06,18,37,45,A,Poorly Drained
1553,246,9,2018-12-30,0.58,26.6,0.996,38.0,69.8,20.6,44.309,1.52,70,26,4,C,Moderately Drained
1554,16,7,2019-11-13,1.56,9.8,0.87,40.9,74.1,40.9,12.623,1.86,71,24,5,D,Well Drained
1555,21,25,2021-09-09,1.31,32.6,0.757,32.3,23.5,17.6,34.462,1.14,8,52,40,B,Moderately Drained
1556,241,16,2021-03-06,1.91,12.4,0.86,18.9,59.5,22.8,16.81,2.03,35,22,43,B,Poorly Drained
1557,445,22,2021-02-19,2.52,19.6,0.973,59.1,34.3,23.3,1.774,0.91,9,51,40,A,Poorly Drained
1558,148,62,2024-08-19,0.93,55.5,0.571,53.4,24.7,25.2,36.297,2.1,16,27,57,D,Well Drained
1559,214,18,2023-11-16,0.15,22.6,0.786,40.2,13.9,44.4,0.469,2.05,24,54,22,B,Poorly Drained
1560,208,34,2018-01-03,0.46,28.3,0.75,64.2,49.4,30.1,14.221,0.91,33,23,44,D,Moderately Drained
1561,335,8,2023-07-11,2.72,42.1,0.415,75.2,15.5,40.1,47.994,1.66,16,50,34,D,Well Drained
1562,29,60,2024-11-03,2.87,10.4,0.862,32.3,58.3,24.7,30.319,1.69,78,6,16,B,Moderately Drained
1563,119,18,2018-05-21,1.8,13.8,0.421,54.6,64.0,37.1,35.6,2.02,80,15,5,C,Well Drained
1564,124,27,2018-05-17,2.55,10.1,0.621,33.9,61.6,23.1,26.41,1.79,62,12,26,B,Poorly Drained
1565,208,34,2024-11-11,2.05,59.3,0.825,45.6,40.6,24.4,29.822,1.33,52,27,21,D,Well Drained
1566,34,25,2023-02-03,0.96,23.9,0.459,60.6,64.1,40.6,6.609,0.94,49,39,12,D,Poorly Drained
1567,451,41,2018-02-11,0.8,52.5,0.398,30.4,20.5,32.5,9.937,1.12,61,23,16,B,Well Drained
1568,467,57,2021-09-19,2.42,47.0,0.414,74.3,25.2,35.3,45.244,0.9,40,7,53,A,Poorly Drained
1569,489,48,2022-10-15,1.85,54.5,0.823,43.6,31.0,34.6,15.615,2.02,43,10,47,C,Well Drained
1570,39,4,2019-02-12,2.96,46.3,0.593,15.7,70.4,39.5,29.633,1.96,74,21,5,B,Poorly Drained
1571,117,50,2022-07-04,0.99,53.5,0.423,68.8,23.6,36.2,20.806,1.05,35,44,21,A,Well Drained
1572,178,33,2021-08-09,0.82,12.5,0.287,17.8,51.0,24.9,38.003,1.27,63,36,1,A,Well Drained
1573,65,27,2024-09-25,0.26,58.2,0.918,56.1,11.4,22.9,1.189,1.62,26,29,45,D,Poorly Drained
1574,463,56,2020-08-30,1.58,31.2,0.278,48.2,78.0,43.2,34.903,1.91,52,43,5,B,Moderately Drained
1575,140,5,2022-04-03,0.99,7.0,0.972,48.2,67.8,18.6,20.277,1.09,13,45,42,C,Moderately Drained
1576,195,6,2024-08-22,1.37,34.7,0.325,53.9,11.0,21.5,1.234,1.83,29,52,19,D,Well Drained
1577,440,51,2023-01-13,1.54,44.3,0.394,10.2,77.5,15.3,34.341,1.49,27,48,25,C,Well Drained
1578,58,19,2021-12-08,0.64,9.1,0.501,24.7,33.2,15.3,6.291,0.8,52,8,40,D,Well Drained
1579,109,47,2024-07-01,2.69,9.4,0.522,64.0,65.1,32.9,21.94,2.06,19,32,49,D,Well Drained
1580,32,43,2019-05-08,0.84,45.3,0.269,15.9,61.5,44.6,45.339,1.2,64,31,5,D,Moderately Drained
1581,210,17,2023-10-25,2.28,10.0,0.86,18.2,26.2,29.7,7.679,2.14,21,20,59,B,Moderately Drained
1582,314,31,2021-05-31,2.2,21.9,0.728,78.8,69.8,33.6,5.773,1.5,70,28,2,B,Moderately Drained
1583,312,23,2020-02-07,1.34,10.6,0.508,10.6,67.9,26.9,47.573,1.9,24,42,34,B,Moderately Drained
1584,466,40,2020-08-19,0.58,50.5,0.875,17.5,62.7,15.9,21.607,1.5,42,55,3,B,Poorly Drained
1585,488,17,2021-06-16,2.53,6.4,0.405,76.1,75.4,19.9,15.972,2.18,30,16,54,C,Poorly Drained
1586,435,55,2024-04-01,1.32,59.2,0.295,46.2,1.4,17.3,31.699,1.63,68,29,3,C,Poorly Drained
1587,207,34,2019-02-03,0.61,50.6,0.725,63.7,16.0,31.7,10.385,1.75,36,60,4,A,Well Drained
1588,244,42,2023-11-10,1.21,16.2,0.94,58.8,78.6,42.5,41.732,1.86,72,23,5,B,Well Drained
1589,400,48,2019-11-02,2.43,44.3,0.626,26.3,40.5,42.1,32.489,1.35,69,9,22,A,Poorly Drained
1590,32,43,2021-06-15,1.81,37.8,0.144,12.2,0.1,28.2,23.714,0.95,36,14,50,D,Poorly Drained
1591,301,14,2024-04-14,0.17,7.4,0.982,29.6,12.5,21.6,34.285,1.31,5,56,39,C,Well Drained
1592,259,40,2022-03-22,0.99,45.3,0.572,77.6,10.0,29.2,31.716,2.07,39,48,13,C,Poorly Drained
1593,361,43,2019-04-25,1.39,58.2,0.494,14.7,18.9,25.0,37.603,2.16,46,28,26,D,Poorly Drained
1594,309,40,2018-03-23,0.69,6.1,0.193,18.9,64.4,20.2,25.516,2.03,34,43,23,C,Well Drained
1595,468,11,2024-09-05,2.23,43.7,0.465,69.6,22.2,23.7,43.732,0.86,60,35,5,C,Well Drained
1596,33,36,2021-11-17,2.97,15.8,0.747,44.1,0.8,20.1,44.262,1.85,56,39,5,A,Moderately Drained
1597,412,19,2024-10-07,0.27,46.7,0.312,52.9,30.6,21.3,21.277,1.59,54,41,5,B,Well Drained
1598,495,40,2023-01-02,1.19,44.4,0.519,52.4,44.0,20.4,29.437,1.07,68,27,5,D,Well Drained
1599,173,36,2018-10-24,0.82,8.4,0.224,33.7,60.0,18.8,23.011,1.57,72,23,5,C,Poorly Drained
1600,405,16,2022-09-14,1.95,44.2,0.674,73.2,14.0,36.1,3.493,0.97,64,31,5,D,Moderately Drained
1601,132,29,2018-02-01,0.26,17.5,0.229,73.6,62.6,16.4,16.421,1.44,55,23,22,D,Well Drained
1602,276,62,2020-12-30,0.3,31.4,0.793,46.2,70.1,34.3,11.311,1.14,22,33,45,A,Poorly Drained
1603,264,39,2024-03-19,0.56,17.5,0.387,38.1,44.2,22.8,45.925,1.7,29,24,47,B,Well Drained
1604,19,30,2022-05-16,2.41,8.4,0.938,10.1,76.3,33.7,9.79,1.76,48,42,10,D,Moderately Drained
1605,197,62,2022-06-03,2.38,33.6,0.266,46.6,47.6,40.5,7.108,1.24,48,11,41,B,Moderately Drained
1606,471,58,2020-02-20,2.58,30.2,0.203,72.8,39.8,39.5,18.008,1.68,22,48,30,C,Poorly Drained
1607,151,43,2021-06-14,1.94,11.8,0.918,38.9,39.0,17.8,38.857,0.81,62,33,5,A,Well Drained
1608,455,18,2018-08-03,1.03,15.5,0.455,76.7,43.0,36.5,21.293,1.86,12,16,72,C,Poorly Drained
1609,74,43,2022-07-07,2.94,5.6,0.815,58.4,35.9,25.7,9.19,1.49,48,47,5,C,Poorly Drained
1610,429,40,2023-10-31,0.43,53.2,0.135,34.0,27.0,18.9,22.882,1.81,45,11,44,C,Poorly Drained
1611,48,10,2024-12-16,1.59,48.8,0.119,29.7,29.3,30.8,37.533,1.99,19,36,45,D,Poorly Drained
1612,248,28,2023-04-29,0.41,9.2,0.587,62.8,56.6,30.0,24.756,1.47,57,38,5,D,Poorly Drained
1613,494,56,2021-11-06,2.13,55.8,0.478,38.8,43.6,17.9,36.497,0.84,54,39,7,A,Well Drained
1614,165,26,2024-05-23,2.14,52.1,0.843,61.5,60.1,28.6,44.946,1.11,21,17,62,C,Well Drained
1615,17,21,2020-08-14,0.96,9.7,0.643,75.4,71.9,32.6,19.361,1.69,28,36,36,B,Poorly Drained
1616,367,29,2022-10-27,0.57,19.1,0.424,45.4,67.3,39.3,20.762,0.91,23,20,57,B,Well Drained
1617,477,40,2018-10-18,2.93,27.7,0.206,25.2,1.8,32.6,35.68,1.98,72,23,5,C,Poorly Drained
1618,40,32,2021-10-07,2.12,9.0,0.338,34.8,7.6,35.7,31.654,1.17,14,34,52,C,Moderately Drained
1619,215,22,2020-10-08,0.29,19.6,0.533,19.8,20.6,18.6,34.159,1.79,18,52,30,A,Moderately Drained
1620,267,8,2020-02-06,2.33,27.5,0.296,14.3,61.5,27.8,2.772,0.93,68,18,14,C,Well Drained
1621,364,17,2021-12-28,1.81,6.1,0.989,55.3,5.4,17.8,36.567,1.78,72,10,18,B,Poorly Drained
1622,302,59,2019-10-31,2.95,59.8,0.24,65.5,3.9,40.7,14.944,0.82,33,55,12,B,Moderately Drained
1623,396,28,2023-01-26,0.74,42.3,0.538,44.8,61.1,29.6,28.749,1.9,6,28,66,D,Poorly Drained
1624,500,17,2018-09-15,0.49,59.5,0.792,49.7,62.4,26.7,40.489,1.07,33,36,31,B,Moderately Drained
1625,348,34,2022-05-03,1.63,8.5,0.668,61.9,41.6,33.6,17.979,1.17,22,17,61,A,Poorly Drained
1626,62,43,2020-09-07,2.62,22.4,0.844,55.9,55.1,39.0,40.391,1.57,58,8,34,B,Poorly Drained
1627,257,50,2020-04-04,0.7,42.6,0.703,27.1,14.5,33.4,11.112,1.73,77,18,5,C,Well Drained
1628,435,55,2019-02-08,2.62,47.3,0.704,54.2,14.3,21.0,49.226,1.64,38,57,5,D,Well Drained
1629,388,43,2019-07-06,1.6,58.6,0.927,11.4,28.4,37.2,15.519,1.72,70,15,15,C,Moderately Drained
1630,225,42,2022-01-12,2.06,19.5,0.296,72.0,10.7,44.2,18.798,0.83,23,23,54,C,Moderately Drained
1631,48,10,2023-12-21,2.25,58.8,0.579,42.4,67.3,22.0,19.901,0.86,79,7,14,B,Moderately Drained
1632,26,28,2018-05-07,1.31,53.8,0.123,22.3,5.9,25.2,44.932,1.65,15,12,73,A,Poorly Drained
1633,452,34,2020-11-17,2.95,43.4,0.789,46.1,46.8,36.0,19.756,1.26,11,50,39,A,Poorly Drained
1634,205,21,2018-10-02,0.39,55.8,0.66,70.7,56.2,40.4,19.433,1.36,80,6,14,A,Well Drained
1635,407,21,2018-03-28,1.81,44.2,0.315,44.1,57.9,22.0,4.839,1.52,26,9,65,C,Poorly Drained
1636,7,33,2021-11-06,0.84,35.1,0.736,50.1,3.9,25.5,7.508,1.44,23,57,20,D,Moderately Drained
1637,150,17,2019-04-13,2.01,58.5,0.238,27.9,25.3,22.3,44.234,0.82,47,50,3,A,Well Drained
1638,313,39,2019-11-24,0.54,50.7,0.661,48.7,25.8,24.8,19.521,1.43,36,20,44,B,Well Drained
1639,145,47,2020-06-03,2.12,36.7,0.527,62.5,1.7,27.5,14.809,1.17,25,59,16,C,Poorly Drained
1640,216,25,2022-06-11,1.26,38.2,0.326,57.0,64.3,32.4,47.708,1.5,26,11,63,A,Well Drained
1641,358,52,2022-11-01,1.45,41.2,0.327,14.9,54.3,28.6,13.813,1.21,14,17,69,A,Well Drained
1642,103,56,2018-10-21,2.57,30.9,0.943,58.5,41.1,23.3,31.896,1.25,74,21,5,B,Well Drained
1643,494,56,2024-08-10,0.57,44.0,0.255,10.2,68.4,22.4,41.187,0.89,54,9,37,C,Well Drained
1644,411,33,2023-01-26,2.23,5.9,0.991,37.6,13.7,28.1,39.668,0.93,45,47,8,C,Moderately Drained
1645,165,26,2019-10-27,2.02,41.3,0.124,77.8,33.7,25.4,35.046,1.4,73,22,5,D,Well Drained
1646,480,56,2024-03-20,1.69,21.9,0.917,41.2,58.6,40.4,14.086,0.98,14,22,64,A,Moderately Drained
1647,186,38,2021-05-15,0.71,35.1,0.452,22.6,70.7,28.3,20.602,0.97,45,6,49,B,Poorly Drained
1648,26,28,2019-04-16,0.72,34.6,0.634,58.7,14.1,18.6,46.43,1.46,76,19,5,B,Moderately Drained
1649,5,32,2018-02-23,2.83,21.6,0.916,65.1,46.2,28.0,2.861,1.67,6,41,53,B,Well Drained
1650,475,57,2021-06-11,2.05,54.8,0.175,11.6,2.7,42.9,4.539,1.07,53,19,28,C,Well Drained
1651,3,47,2022-01-15,1.93,43.3,0.706,48.0,15.5,39.2,44.277,1.96,57,16,27,D,Well Drained
1652,420,62,2020-03-04,0.9,34.1,0.72,23.2,64.7,27.8,25.636,2.03,70,25,5,D,Well Drained
1653,60,36,2020-04-16,1.87,6.2,0.175,63.5,23.0,38.8,30.6,1.74,23,35,42,C,Well Drained
1654,144,5,2023-04-25,2.9,19.4,0.991,51.3,17.0,30.0,24.167,1.07,24,57,19,B,Poorly Drained
1655,154,46,2018-07-31,2.02,23.2,0.736,14.9,36.1,26.4,43.411,1.67,52,42,6,B,Poorly Drained
1656,453,58,2018-03-02,0.3,50.4,0.509,47.6,70.7,37.8,9.297,1.43,72,23,5,B,Poorly Drained
1657,222,50,2019-03-23,2.78,36.4,0.217,20.2,26.2,15.8,12.112,2.09,10,38,52,C,Moderately Drained
1658,118,39,2019-12-21,1.32,10.1,0.15,51.3,54.5,24.4,25.155,0.86,9,26,65,C,Well Drained
1659,488,17,2021-05-03,0.27,24.6,0.37,73.8,65.2,26.9,5.992,1.23,57,16,27,A,Poorly Drained
1660,390,28,2022-05-03,2.7,38.2,0.426,64.6,30.9,43.4,43.198,2.07,64,26,10,B,Well Drained
1661,438,41,2018-10-06,2.61,49.1,0.109,73.3,49.2,23.8,28.136,0.91,28,36,36,B,Poorly Drained
1662,283,10,2023-10-12,2.41,53.4,0.898,22.3,10.8,33.2,35.905,1.48,35,38,27,B,Poorly Drained
1663,258,27,2022-05-02,1.44,51.5,0.422,44.3,14.9,25.0,2.447,1.03,43,38,19,D,Poorly Drained
1664,278,33,2023-03-24,1.33,51.6,0.981,74.1,3.1,31.1,19.362,2.09,49,16,35,D,Moderately Drained
1665,445,22,2020-04-03,0.57,32.0,0.375,50.8,3.6,36.7,32.979,1.16,65,26,9,D,Well Drained
1666,423,20,2024-10-03,1.74,33.6,0.166,43.7,63.2,29.3,12.064,1.53,49,5,46,A,Well Drained
1667,72,18,2020-09-04,1.01,52.7,0.405,42.2,56.3,26.7,30.96,1.76,46,50,4,D,Poorly Drained
1668,131,9,2020-03-05,2.19,8.1,0.919,43.5,12.8,31.5,18.429,2.1,73,12,15,D,Moderately Drained
1669,61,28,2021-12-19,2.25,6.5,0.427,20.6,24.3,23.4,36.804,1.54,35,47,18,B,Poorly Drained
1670,454,19,2023-04-12,2.44,28.9,0.548,32.8,1.5,27.6,17.319,2.06,17,56,27,B,Poorly Drained
1671,483,39,2018-12-24,0.14,26.9,0.534,29.4,40.3,26.3,12.009,1.89,10,34,56,D,Moderately Drained
1672,49,36,2018-07-07,1.64,55.1,0.109,13.2,44.6,39.0,37.033,1.88,57,32,11,A,Moderately Drained
1673,166,39,2021-09-08,2.22,9.9,0.127,37.8,24.7,16.3,34.696,1.07,17,27,56,C,Well Drained
1674,281,58,2018-03-13,1.43,35.9,0.493,37.2,72.4,22.6,27.882,0.84,46,46,8,B,Poorly Drained
1675,428,54,2022-01-19,1.3,24.8,0.8,43.0,73.3,26.5,12.966,1.79,35,51,14,B,Moderately Drained
1676,90,62,2024-05-12,2.6,26.1,0.881,58.5,33.9,22.6,1.913,1.84,14,48,38,B,Poorly Drained
1677,280,10,2023-04-20,1.59,24.9,0.594,37.2,1.6,32.2,2.319,1.25,51,13,36,A,Poorly Drained
1678,87,37,2019-12-18,1.46,43.6,0.116,70.4,57.6,40.4,42.851,1.24,66,18,16,B,Moderately Drained
1679,288,37,2019-06-23,0.28,40.3,0.257,27.6,71.2,43.1,24.876,1.54,15,25,60,D,Poorly Drained
1680,166,39,2018-03-16,0.37,54.7,0.959,71.1,29.1,18.6,0.386,1.67,32,12,56,C,Poorly Drained
1681,56,45,2024-02-05,1.91,57.7,0.486,32.1,12.9,42.0,39.044,1.74,37,31,32,D,Moderately Drained
1682,384,16,2021-02-27,0.74,33.4,0.94,63.4,78.6,19.8,16.094,2.06,19,30,51,B,Poorly Drained
1683,280,10,2022-01-30,1.73,19.9,0.818,51.7,72.8,42.0,22.996,2.11,80,15,5,D,Poorly Drained
1684,330,35,2018-07-22,2.47,21.7,0.114,58.4,19.7,35.4,4.143,1.27,57,15,28,D,Poorly Drained
1685,352,17,2021-07-08,0.11,23.6,0.158,16.3,5.8,34.7,37.281,1.36,35,23,42,A,Poorly Drained
1686,352,17,2019-07-30,1.85,11.0,0.133,25.6,34.9,39.5,29.542,0.9,28,23,49,C,Well Drained
1687,124,27,2024-04-09,2.59,52.8,0.779,38.1,66.8,16.6,28.203,0.98,55,34,11,C,Moderately Drained
1688,328,58,2022-04-10,1.8,27.2,0.98,11.7,15.7,39.0,6.743,1.55,27,27,46,D,Moderately Drained
1689,339,14,2022-03-13,1.76,50.2,0.696,62.8,2.1,24.6,21.065,1.81,73,5,22,B,Well Drained
1690,340,31,2020-06-11,2.42,23.6,0.31,75.7,28.2,44.5,9.507,0.95,72,23,5,B,Well Drained
1691,19,30,2023-01-13,0.29,5.4,0.3,38.6,52.6,37.1,42.312,2.1,45,27,28,B,Moderately Drained
1692,4,19,2019-07-07,2.52,33.6,0.122,53.6,6.6,21.9,9.199,1.01,49,40,11,A,Moderately Drained
1693,23,48,2023-05-17,1.66,27.3,0.962,58.6,7.2,26.6,28.762,2.18,18,18,64,D,Well Drained
1694,490,11,2022-06-06,2.01,10.9,0.752,73.8,38.4,33.7,40.515,1.03,6,32,62,C,Poorly Drained
1695,186,38,2019-10-11,2.05,9.7,0.874,26.5,61.4,41.3,28.805,1.34,49,30,21,D,Poorly Drained
1696,338,44,2024-10-13,2.78,12.2,0.501,19.6,44.9,31.6,46.429,1.66,64,15,21,A,Poorly Drained
1697,322,11,2020-02-22,1.98,40.3,0.839,48.5,61.4,31.6,41.639,1.94,26,40,34,D,Moderately Drained
1698,50,58,2020-07-12,2.11,32.5,0.217,26.8,63.0,37.3,20.567,2.01,62,10,28,B,Poorly Drained
1699,92,15,2022-10-07,1.29,8.6,0.495,50.3,20.2,40.1,15.351,1.11,29,13,58,D,Moderately Drained
1700,89,1,2019-03-28,2.12,55.7,0.376,26.3,47.3,38.5,38.533,0.85,72,23,5,C,Moderately Drained
1701,51,20,2018-04-11,0.22,58.3,0.697,53.6,55.1,41.7,16.577,1.6,16,32,52,D,Poorly Drained
1702,484,10,2024-09-18,0.57,16.5,0.602,24.9,42.2,36.3,0.212,2.2,54,21,25,D,Well Drained
1703,167,44,2024-06-25,0.18,33.7,0.986,55.2,53.1,19.5,1.681,1.8,69,26,5,C,Moderately Drained
1704,396,28,2021-05-25,1.07,39.3,0.702,46.1,60.6,39.3,12.886,1.03,22,15,63,D,Poorly Drained
1705,230,59,2024-12-29,2.44,11.9,0.521,52.6,12.4,37.7,0.222,1.19,12,34,54,C,Poorly Drained
1706,260,51,2019-05-20,2.92,25.1,0.578,11.0,16.5,25.2,8.24,0.98,8,60,32,C,Poorly Drained
1707,331,24,2023-12-06,1.95,50.2,0.583,78.5,5.4,41.3,19.182,1.15,52,38,10,B,Moderately Drained
1708,17,21,2019-01-22,0.52,12.5,0.762,48.7,76.1,31.6,48.153,1.67,39,58,3,C,Moderately Drained
1709,64,11,2023-01-20,1.29,14.2,0.829,43.2,66.1,30.1,28.74,0.85,74,21,5,B,Moderately Drained
1710,346,34,2024-06-04,0.16,53.1,0.787,15.2,40.8,15.5,21.115,2.06,28,34,38,A,Well Drained
1711,55,41,2018-07-05,0.6,48.8,0.355,45.4,78.7,30.7,4.014,1.3,58,19,23,B,Poorly Drained
1712,188,26,2021-02-24,0.5,44.7,0.856,77.4,13.7,26.4,19.56,1.48,39,53,8,A,Moderately Drained
1713,207,34,2023-06-29,2.09,28.9,0.622,53.0,37.2,41.6,32.543,1.56,61,11,28,D,Well Drained
1714,293,43,2023-10-06,0.47,42.8,0.412,20.9,17.3,31.4,10.37,0.86,59,36,5,C,Poorly Drained
1715,405,16,2020-11-13,2.24,11.6,0.929,71.8,60.5,27.3,28.548,1.58,51,32,17,B,Well Drained
1716,363,8,2019-12-12,2.33,50.8,0.651,33.3,76.2,39.8,12.223,1.51,77,18,5,A,Well Drained
1717,7,33,2023-08-21,2.65,15.2,0.723,67.7,62.2,39.9,23.978,1.69,72,23,5,C,Poorly Drained
1718,194,8,2018-02-20,1.27,34.1,0.225,39.4,29.8,28.7,35.697,1.13,45,49,6,A,Poorly Drained
1719,460,49,2020-08-23,2.28,45.8,0.863,19.2,0.7,18.3,44.978,2.11,50,45,5,A,Poorly Drained
1720,217,47,2018-06-29,2.59,19.4,0.113,73.7,44.3,17.7,37.424,1.81,47,48,5,B,Moderately Drained
1721,136,46,2019-02-24,0.76,41.3,0.242,19.5,77.7,35.4,4.76,0.97,71,24,5,D,Poorly Drained
1722,275,43,2022-11-15,2.57,9.2,0.637,61.7,59.8,29.3,33.337,1.68,74,21,5,C,Moderately Drained
1723,174,33,2018-02-22,2.35,46.6,0.107,30.8,68.2,29.8,44.226,1.9,65,24,11,A,Moderately Drained
1724,215,22,2020-01-21,2.27,7.3,0.681,30.3,19.8,29.2,25.182,1.84,61,34,5,A,Poorly Drained
1725,211,39,2024-08-02,0.79,54.5,0.34,16.1,20.5,43.6,37.018,2.03,40,29,31,D,Well Drained
1726,431,6,2019-10-21,2.72,23.3,0.616,69.7,20.7,23.9,40.211,0.86,37,50,13,D,Poorly Drained
1727,247,49,2023-03-10,0.29,45.5,0.745,33.8,65.5,25.0,5.638,0.99,44,38,18,C,Well Drained
1728,366,16,2020-10-21,2.7,46.7,0.948,16.4,42.5,39.5,15.892,1.6,64,31,5,C,Moderately Drained
1729,19,30,2018-05-20,1.61,14.0,0.18,78.0,12.4,22.5,15.128,0.8,41,38,21,B,Well Drained
